dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,3.20331139e-07,-1.55236934e-13,1.60485968e-07,1.59834997e-07,-3.25516614e-10,3.25370564e-10,-1.88137284e-09,3.5974238e-14,-2.02906743e-17,-1.85819121e-11,-1.90457042e-11,1.881394e-11,1.88136763e-11,5.40525125e-11,1.10341288e-16,1
0.0005,1,3.20330827e-07,1.88876692e-12,1.60486124e-07,1.59835054e-07,-3.24313548e-10,3.26222327e-10,-1.88135263e-09,3.59669942e-14,-5.71687947e-17,-1.85828141e-11,-1.90443876e-11,1.88104237e-11,1.8816778e-11,5.40513537e-11,-2.86501102e-15,1
0.0005,2,3.20331083e-07,3.43669537e-13,1.60486451e-07,1.59835054e-07,-3.2518005e-10,3.25696248e-10,-1.88148008e-09,3.59563453e-14,-9.03142263e-17,-1.85842938e-11,-1.90454735e-11,1.88138619e-11,1.88159054e-11,5.40512149e-11,-9.78763511e-16,1
0.0005,3,3.20330798e-07,7.37770955e-13,1.60485797e-07,1.59835167e-07,-3.25199312e-10,3.25626665e-10,-1.88116944e-09,3.59786697e-14,-4.00104483e-17,-1.85795268e-11,-1.9044006e-11,1.88106596e-11,1.88128731e-11,5.40528178e-11,-9.40087987e-16,1
0.0005,4,3.20330543e-07,-1.57433094e-13,1.60485556e-07,1.59834968e-07,-3.25527522e-10,3.25570709e-10,-1.88133154e-09,3.59447173e-14,-8.09255278e-18,-1.85808088e-11,-1.90459749e-11,1.88133814e-11,1.88134022e-11,5.40531161e-11,-3.62987499e-17,1
0.0005,5,3.20330969e-07,8.32250935e-14,1.6048574e-07,1.59835153e-07,-3.25387384e-10,3.25611899e-10,-1.88133198e-09,3.59648563e-14,3.31935271e-17,-1.85801409e-11,-1.90466479e-11,1.88133658e-11,1.88134248e-11,5.40538656e-11,-8.01801388e-18,1
0.0005,6,3.20331395e-07,6.63358257e-13,1.60486181e-07,1.59835253e-07,-3.25130478e-10,3.25701716e-10,-1.88139193e-09,3.59484645e-14,-1.24073386e-17,-1.8584469e-11,-1.90435168e-11,1.88129321e-11,1.88150554e-11,5.40502018e-11,-9.44502723e-16,1
0.0005,7,3.20330884e-07,1.62185543e-12,1.60486067e-07,1.59835096e-07,-3.24583693e-10,3.26301819e-10,-1.88151428e-09,3.59351458e-14,-9.53674395e-17,-1.85842227e-11,-1.90462299e-11,1.88125574e-11,1.88178934e-11,5.40515757e-11,-2.40292236e-15,1
0.0005,8,3.20331338e-07,2.97761815e-13,1.60486337e-07,1.59835139e-07,-3.25451999e-10,3.2574729e-10,-1.88156291e-09,3.59515037e-14,-6.17537841e-17,-1.85860164e-11,-1.90454093e-11,1.88149687e-11,1.88164571e-11,5.40503579e-11,-7.03979247e-16,1
0.0005,9,3.20330855e-07,1.0956791e-12,1.60486252e-07,1.59835039e-07,-3.24655192e-10,3.26126071e-10,-1.88133265e-09,3.5941424e-14,-8.34208868e-17,-1.8582377e-11,-1.9044424e-11,1.88113483e-11,1.88154527e-11,5.40515861e-11,-1.89502277e-15,1
0.0005,10,3.20331168e-07,3.92741395e-13,1.60486337e-07,1.59835224e-07,-3.2529085e-10,3.25666077e-10,-1.88160088e-09,3.59497181e-14,-4.57575668e-17,-1.85867016e-11,-1.90454874e-11,1.88153468e-11,1.88168422e-11,5.40500214e-11,-6.87770424e-16,1
0.0005,11,3.20330798e-07,5.29701283e-13,1.60485783e-07,1.59834983e-07,-3.25023092e-10,3.25843297e-10,-1.88154137e-09,3.59323912e-14,-5.80590263e-17,-1.85846286e-11,-1.904636e-11,1.88142227e-11,1.88167676e-11,5.40514369e-11,-1.19320854e-15,1
0.0005,12,3.20331367e-07,1.09453072e-12,1.60486138e-07,1.59835182e-07,-3.24822808e-10,3.26127958e-10,-1.8814752e-09,3.5955129e-14,-3.34849065e-17,-1.85844621e-11,-1.90451925e-11,1.88128679e-11,1.88167849e-11,5.40510345e-11,-1.77363278e-15,1
0.0005,13,3.20331026e-07,1.46210821e-12,1.60486351e-07,1.59834912e-07,-3.24540561e-10,3.26160765e-10,-1.88146165e-09,3.59595437e-14,-5.16300463e-17,-1.85844552e-11,-1.9044934e-11,1.88123874e-11,1.88170035e-11,5.40508541e-11,-2.06186793e-15,1
0.0005,14,3.20331282e-07,7.17287341e-13,1.60486366e-07,1.5983521e-07,-3.25355271e-10,3.25893396e-10,-1.8815316e-09,3.59451374e-14,-8.08425186e-17,-1.85856209e-11,-1.904517e-11,1.88141395e-11,1.88166514e-11,5.40504412e-11,-1.14621176e-15,1
0.0005,15,3.20331765e-07,2.21256347e-12,1.60486138e-07,1.59835409e-07,-3.24658911e-10,3.26763894e-10,-1.88153138e-09,3.5921024e-14,-7.30142401e-18,-1.85858048e-11,-1.9044967e-11,1.88125487e-11,1.88182248e-11,5.40503579e-11,-2.49305513e-15,1
0.0005,16,3.20331168e-07,1.13653531e-12,1.6048628e-07,1.5983511e-07,-3.24982652e-10,3.26116301e-10,-1.88160154e-09,3.59483053e-14,-7.54032965e-17,-1.85855862e-11,-1.9046615e-11,1.88141568e-11,1.88180443e-11,5.40511559e-11,-1.76041907e-15,1
0.0005,17,3.20331679e-07,5.7212568e-13,1.60485769e-07,1.59835253e-07,-3.25301897e-10,3.25924121e-10,-1.88143701e-09,3.59602146e-14,-1.04273144e-16,-1.85835028e-11,-1.90453816e-11,1.88131351e-11,1.88157493e-11,5.40516763e-11,-1.22614457e-15,1
0.0005,18,3.20331509e-07,1.20461974e-12,1.60486181e-07,1.59835295e-07,-3.25080379e-10,3.26113081e-10,-1.88154625e-09,3.59499045e-14,-1.19370659e-16,-1.85856018e-11,-1.90454839e-11,1.8813652e-11,1.88174337e-11,5.4050639e-11,-1.69752179e-15,1
0.0005,19,3.20331253e-07,1.49014134e-12,1.60486451e-07,1.59835324e-07,-3.24648808e-10,3.262281e-10,-1.88151872e-09,3.59654425e-14,-5.39051768e-17,-1.85864674e-11,-1.90440736e-11,1.88130466e-11,1.88174944e-11,5.40494524e-11,-1.97037482e-15,1
0.0005,20,3.20331282e-07,4.47197834e-13,1.60486238e-07,1.59835139e-07,-3.25538652e-10,3.25782706e-10,-1.88161864e-09,3.59459641e-14,-1.07498645e-16,-1.85872966e-11,-1.90452532e-11,1.88152167e-11,1.88173348e-11,5.40496363e-11,-9.92282157e-16,1
0.0005,21,3.20330685e-07,-9.17044218e-14,1.60485726e-07,1.59834997e-07,-3.25310612e-10,3.25399985e-10,-1.88128801e-09,3.59330113e-14,1.81332813e-17,-1.85803855e-11,-1.90455186e-11,1.8812998e-11,1.88129078e-11,5.405313e-11,1.40980164e-17,1
0.0005,22,3.20331026e-07,1.18649535e-12,1.60486067e-07,1.59835125e-07,-3.24815397e-10,3.26036476e-10,-1.88148519e-09,3.59658761e-14,-6.79659237e-17,-1.85832669e-11,-1.90465976e-11,1.88132322e-11,1.88166323e-11,5.40522696e-11,-1.49805569e-15,1
0.0005,23,3.20331225e-07,2.92155189e-13,1.60486167e-07,1.59835295e-07,-3.256721e-10,3.25728611e-10,-1.88155092e-09,3.5948888e-14,-8.39020016e-17,-1.85857874e-11,-1.90453989e-11,1.8815012e-11,1.88161743e-11,5.40504481e-11,-5.34288054e-16,1
0.0005,24,3.20330997e-07,1.98556449e-12,1.60485655e-07,1.5983538e-07,-3.24578309e-10,3.26387917e-10,-1.88134908e-09,3.59521745e-14,-7.72688865e-17,-1.85823527e-11,-1.90447796e-11,1.88105139e-11,1.88166201e-11,5.40517943e-11,-2.757005e-15,1
0.0005,25,3.20330599e-07,3.94018151e-13,1.60485499e-07,1.59835054e-07,-3.25128646e-10,3.25522997e-10,-1.88129756e-09,3.59585239e-14,-2.28999592e-17,-1.85807168e-11,-1.90453851e-11,1.88126129e-11,1.8813489e-11,5.40528802e-11,-3.48232185e-16,1
0.0005,26,3.20331196e-07,1.4640511e-12,1.60486209e-07,1.59835068e-07,-3.24845761e-10,3.26244198e-10,-1.88144456e-09,3.59708499e-14,-7.2498397e-17,-1.85842036e-11,-1.90448386e-11,1.88120543e-11,1.88169879e-11,5.40509651e-11,-2.23434078e-15,1
0.0005,27,3.20331111e-07,-4.49668081e-13,1.60485726e-07,1.59835352e-07,-3.25817429e-10,3.25001304e-10,-1.88111282e-09,3.59498367e-14,2.32425841e-18,-1.85787687e-11,-1.90436278e-11,1.88119138e-11,1.88104827e-11,5.40530398e-11,6.36392794e-16,1
