dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0005,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
