dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,3.20331139e-07,-1.55236934e-13,1.60485968e-07,1.59834997e-07,-3.25516614e-10,3.25370564e-10,-1.88137284e-09,3.5974238e-14,-2.02906743e-17,-1.85819121e-11,-1.90457042e-11,1.881394e-11,1.88136763e-11,5.40525125e-11,1.10341288e-16,1
0.0005,1,3.20331196e-07,1.63091762e-12,1.60485854e-07,1.59835338e-07,-3.24369781e-10,3.2639022e-10,-1.88153759e-09,3.5962671e-14,-8.0160657e-17,-1.85862575e-11,-1.90446599e-11,1.88133641e-11,1.88175534e-11,5.40498271e-11,-1.83105145e-15,1
0.0005,2,3.20330912e-07,1.47477863e-12,1.60485854e-07,1.59835082e-07,-3.24922117e-10,3.26342287e-10,-1.88145299e-09,3.59670281e-14,-1.08109886e-16,-1.85841464e-11,-1.90450641e-11,1.88121706e-11,1.88170399e-11,5.40510588e-11,-2.19665289e-15,1
0.0005,3,3.20331054e-07,2.58557065e-13,1.60485882e-07,1.59835153e-07,-3.25374505e-10,3.25686866e-10,-1.88160887e-09,3.59511615e-14,-6.47243286e-17,-1.85845905e-11,-1.9047753e-11,1.88155429e-11,1.88167988e-11,5.40521933e-11,-5.9778842e-16,1
0.0005,4,3.20331282e-07,1.01288422e-12,1.60486053e-07,1.59835238e-07,-3.25139471e-10,3.25962785e-10,-1.88152716e-09,3.59517578e-14,-8.83472305e-17,-1.85847466e-11,-1.90459541e-11,1.881377e-11,1.88169289e-11,5.405126e-11,-1.41060124e-15,1
0.0005,5,3.20331168e-07,1.4675379e-12,1.60486351e-07,1.59835096e-07,-3.24685223e-10,3.26206895e-10,-1.88157978e-09,3.59565283e-14,-1.06360233e-16,-1.85852028e-11,-1.90465629e-11,1.88134439e-11,1.88183219e-11,5.4051319e-11,-2.20949222e-15,1
0.0005,6,3.20331139e-07,7.45598028e-13,1.60486579e-07,1.59835167e-07,-3.2501879e-10,3.25758504e-10,-1.88146632e-09,3.59445207e-14,-6.15437199e-17,-1.85849131e-11,-1.90445697e-11,1.88131385e-11,1.88163461e-11,5.40504724e-11,-1.47846382e-15,1
0.0005,7,3.2033094e-07,-1.30118138e-13,1.60485783e-07,1.59834912e-07,-3.25379806e-10,3.25153432e-10,-1.8812063e-09,3.59619764e-14,-2.70787963e-17,-1.85790845e-11,-1.90451856e-11,1.8811926e-11,1.8812344e-11,5.40536609e-11,-2.33913231e-16,1
0.0005,8,3.20330884e-07,6.04627459e-13,1.60485627e-07,1.59835139e-07,-3.2548364e-10,3.25801552e-10,-1.8813362e-09,3.59729404e-14,-5.62048712e-18,-1.85807845e-11,-1.90460963e-11,1.88127396e-11,1.88141412e-11,5.4053248e-11,-5.89250328e-16,1
0.0005,9,3.20330287e-07,-1.63399849e-12,1.60485669e-07,1.59834741e-07,-3.26273675e-10,3.2465855e-10,-1.88148985e-09,3.59574397e-14,4.10129118e-17,-1.85797783e-11,-1.90501816e-11,1.88175031e-11,1.88124585e-11,5.40556905e-11,2.23717495e-15,1
0.0005,10,3.20331168e-07,8.70969963e-13,1.60485783e-07,1.59835338e-07,-3.25183769e-10,3.26097593e-10,-1.88148586e-09,3.59579242e-14,-6.91856511e-17,-1.85840024e-11,-1.90458673e-11,1.8813312e-11,1.88165577e-11,5.40515653e-11,-1.48637342e-15,1
0.0005,11,3.20331083e-07,1.49463775e-12,1.6048611e-07,1.59834997e-07,-3.24428873e-10,3.26171951e-10,-1.88145566e-09,3.59556812e-14,-4.73714525e-17,-1.85834872e-11,-1.90457788e-11,1.88121185e-11,1.88171475e-11,5.40517527e-11,-2.27254196e-15,1
0.0005,12,3.20330884e-07,-2.09554596e-14,1.60485953e-07,1.59835054e-07,-3.25384331e-10,3.2547276e-10,-1.88133509e-09,3.59620238e-14,1.15823285e-17,-1.85813205e-11,-1.90455377e-11,1.88133693e-11,1.88134907e-11,5.40526894e-11,-6.41542754e-17,1
0.0005,13,3.2033131e-07,1.96453964e-12,1.60486181e-07,1.59835281e-07,-3.24672983e-10,3.26460192e-10,-1.88148586e-09,3.59579445e-14,-7.15099095e-17,-1.85843528e-11,-1.90455238e-11,1.88120457e-11,1.8817831e-11,5.40512496e-11,-2.56232888e-15,1
0.0005,14,3.20331253e-07,9.7280517e-13,1.60486223e-07,1.5983521e-07,-3.25088234e-10,3.25999505e-10,-1.88152849e-09,3.59554746e-14,-6.04497768e-17,-1.85849044e-11,-1.90458291e-11,1.88136676e-11,1.8817066e-11,5.40511212e-11,-1.54925037e-15,1
0.0005,15,3.20331253e-07,1.75603976e-12,1.60486195e-07,1.59835267e-07,-3.24539673e-10,3.26574101e-10,-1.88150029e-09,3.59570162e-14,-9.01276937e-17,-1.85848038e-11,-1.90453608e-11,1.88119346e-11,1.88182334e-11,5.40509235e-11,-2.86526174e-15,1
0.0005,16,3.20331054e-07,1.21830324e-12,1.60486337e-07,1.59834997e-07,-3.24660243e-10,3.2603889e-10,-1.88155513e-09,3.59494573e-14,-6.04747643e-17,-1.8585522e-11,-1.90457389e-11,1.88136277e-11,1.88176332e-11,5.40507257e-11,-1.79756654e-15,1
0.0005,17,3.2033148e-07,1.71770931e-12,1.60486351e-07,1.59835281e-07,-3.2459585e-10,3.26390415e-10,-1.88149007e-09,3.59584189e-14,-6.92358378e-17,-1.85851334e-11,-1.90448195e-11,1.88122243e-11,1.88177304e-11,5.40505245e-11,-2.4735937e-15,1
0.0005,18,3.20331196e-07,4.94798646e-13,1.6048638e-07,1.59835139e-07,-3.25037108e-10,3.25792643e-10,-1.88158733e-09,3.59551934e-14,-6.88008864e-17,-1.85864449e-11,-1.90454631e-11,1.88147518e-11,1.88171562e-11,5.40501394e-11,-1.13104648e-15,1
