tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,naccept,nreject,converged
0.01,0,0.000152310851,3.74162437e-06,2.67558622,-0.0392540395,0.031676881,2.72736812,-0.000251184829,-1.79431348e-11,-3.47065936e-13,-3.26687177e-06,-4.15870772e-06,3.47314085e-06,4.04496086e-06,3.33516164e-06,-7.02059855e-10,156,33,0
0.01,1,0.000160500102,3.97371923e-06,1.56285858,0.0140552018,-0.0222013872,1.57165229,-0.000248356053,-1.90316009e-11,-1.6627802e-15,-3.48386834e-06,-3.63876688e-06,4.64759705e-06,5.69164513e-06,3.4668019e-06,-5.34865936e-11,167,32,0
0.01,2,0.000157501985,-5.00957003e-06,0.0490581505,-21969.1113,-21969.207,-0.040258348,-0.439678192,-1.99899021e-11,1.56919643e-13,-4.06857271e-06,-1.29684531e-06,2.08368328e-06,4.75970683e-06,3.57449176e-06,3.4841674e-10,178,33,0
0.01,3,0.0001524338,2.0857799e-06,82.1059799,-0.0502618104,0.0424958132,82.0813446,-0.00184210995,-1.80604854e-11,-9.64527733e-14,-1.38364692e-06,-4.57653141e-06,3.28221131e-06,4.57208944e-06,3.38165046e-06,-2.00747169e-10,148,29,0
0.01,4,0.000165732941,-4.59727244e-06,0.0404280499,-1.26771069,-1.25832069,-0.0311821345,-0.000270610588,-2.12129429e-11,1.34141301e-13,-3.60223703e-06,-4.84966131e-06,5.03948195e-06,5.762618e-06,3.67249481e-06,3.30984934e-10,182,36,0
0.01,5,0.000147308543,-3.34239235e-06,0.0489259548,-46.9352531,-46.9343605,-0.0409669951,-0.00114423421,-1.80498047e-11,1.03135552e-13,-3.59384512e-06,-3.31715978e-06,3.10971268e-06,4.31396984e-06,3.3958936e-06,2.28237873e-10,158,28,0
0.01,6,0.000150564767,2.29183206e-06,1.69388127,-0.0336265713,0.0261021592,1.75690758,-0.000227028693,-1.76574207e-11,-1.02055795e-13,-3.87407226e-06,-2.32929915e-06,5.24912821e-06,3.56769533e-06,3.32453646e-06,-2.23079721e-10,145,27,0
0.01,7,0.000165448568,5.46471801e-06,2.20601535,-0.00399828097,-0.00436126441,2.20665431,-0.000267513038,-1.98891372e-11,-3.23306269e-13,-4.39677706e-06,-4.27687291e-06,4.25381495e-06,4.40903204e-06,3.51311519e-06,-6.70365818e-10,177,36,0
0.01,8,0.000145038066,-2.63018137e-06,-0.0341663212,-1.51371706,-1.49592769,0.0418557636,-0.000224487274,-1.74558146e-11,4.67918822e-14,-4.34096046e-06,-3.19547235e-06,4.46641343e-06,3.27288626e-06,3.33585626e-06,1.05986518e-10,150,32,0
0.01,9,0.000178135087,1.66842858e-06,366.52356,-0.0519229174,0.0424778238,366.618073,-0.00758392178,-2.22086152e-11,-9.3127593e-14,-3.75410946e-06,-4.60467072e-06,5.14878593e-06,3.20784557e-06,3.73649982e-06,-1.94083929e-10,182,39,0
0.01,10,0.000194211607,8.11444443e-06,Inf,-Inf,-Inf,Inf,-Inf,-2.43838786e-11,-3.04970974e-13,4.31445101e+14,-4.65746007e-06,6.00423664e-06,-4.31445101e+14,3.88956823e-06,-6.55611454e-10,210,44,0
0.01,11,0.000152109686,-3.6148997e-06,0.0270835925,-10.85993,-10.9011688,-0.0188624896,-0.000429490639,-1.87714549e-11,1.91166405e-13,-4.3591881e-06,-3.82002099e-06,3.66297604e-06,3.83683891e-06,3.45299122e-06,4.12786083e-10,160,36,0
0.01,12,0.000182826159,-5.65835353e-06,-0.0190169476,-Inf,-Inf,0.0298984274,-Inf,-2.40349095e-11,2.10161925e-13,-5.31749856e-06,4.29913343e-05,-4.30574146e-05,5.38480526e-06,3.90175092e-06,4.46572057e-10,203,41,0
0.01,13,3.75426898e-05,1.4960203e-07,-Inf,Inf,Inf,-Inf,Inf,-2.8092602e-12,-6.47346571e-16,-0.00270852889,-0.000161612043,0.00270888652,0.00016134241,1.35041853e-06,-1.43748164e-12,54,13,0
0.01,14,0.000169321618,-4.29616784e-06,0.00299172965,-13553.9658,-13554.0039,0.00642816816,-0.271593332,-2.15138983e-11,3.29634215e-13,-4.92520758e-06,-1.19459958e-06,2.38402686e-06,4.60468937e-06,3.70187195e-06,6.5346889e-10,183,35,0
0.01,15,0.000161686534,-4.18540731e-06,0.00581886852,-5.50405693,-5.50179768,0.0030745496,-0.000343489141,-2.0367619e-11,1.70552171e-13,-4.49176059e-06,-4.43529143e-06,4.38290135e-06,4.46865215e-06,3.59872161e-06,3.63057751e-10,184,35,0
0.01,16,0.000161665259,-4.28592421e-06,-0.0228717476,-2.16797948,-2.12570882,0.0317243002,-0.00027547541,-2.03217859e-11,1.26711101e-13,-4.72388183e-06,-4.28181011e-06,5.74989872e-06,4.19468051e-06,3.59095498e-06,2.73175926e-10,176,34,0
0.01,17,0.000168376413,1.72066211e-06,6.42785549,0.0201535504,-0.0290683582,6.32968616,-0.000361209532,-2.06502159e-11,1.72340088e-13,-5.76752427e-06,-4.01308262e-06,5.12820543e-06,2.93253561e-06,3.62830883e-06,2.95746067e-10,176,40,0
0.01,18,0.000132489091,-2.23365464e-06,0.0236685202,-1.94736278,-1.93052387,-0.0168044548,-0.000210129525,-1.54603049e-11,1.00563506e-13,-3.31104184e-06,-2.90255571e-06,4.64086042e-06,3.40803967e-06,3.14311501e-06,2.00562456e-10,134,25,0
0.01,19,8.91962263e-05,4.07025524e-08,-Inf,Inf,Inf,-Inf,Inf,-8.96704672e-12,3.0368992e-15,-0.000121011566,-5.05129501e-05,0.000121258483,5.0234823e-05,2.38911525e-06,8.30157904e-12,82,18,0
0.01,20,0.00016111006,-2.56390172e-06,0.0133686839,-5.94370699,-5.9606452,-0.00459799729,-0.000345098757,-2.01210975e-11,1.02368397e-13,-3.4105924e-06,-5.3486001e-06,3.33605567e-06,5.40343535e-06,3.57146655e-06,2.1445605e-10,174,41,0
0.01,21,0.000156124224,1.89716081e-06,1.16064382,-0.0410417654,0.0331088491,1.23843122,-0.000228983263,-1.85338533e-11,-6.82515771e-14,-4.65338599e-06,-3.47777677e-06,4.5724355e-06,3.46113279e-06,3.42019416e-06,-1.43841702e-10,156,33,0
0.01,22,0.000177413385,-4.0296336e-06,-0.0258912332,-45.3705902,-45.3061714,0.0357726738,-0.00117217342,-2.31285494e-11,-1.07216048e-13,-5.72572753e-06,-3.88554463e-06,5.14257545e-06,4.35412494e-06,3.79677158e-06,-1.28616673e-10,194,37,0
0.01,23,0.000158230381,-4.41039992e-06,0.00642330246,-148.637558,-148.642746,0.00221456587,-0.00320149097,-1.97670439e-11,2.34915494e-13,-4.80779318e-06,-2.98119517e-06,3.51787025e-06,3.85080693e-06,3.54214558e-06,4.92334395e-10,165,28,0
0.01,24,1534.19934,-1534.19922,NaN,NaN,NaN,NaN,NaN,-1.73758768e-11,6.62543547e-14,-Inf,-Inf,Inf,Inf,3.32111449e-06,1.46127485e-10,148,30,0
0.01,25,0.00014866612,-2.38867915e-06,0.0508603975,-49078.4375,-49078.5352,-0.0428286642,-0.983500481,-1.82422116e-11,3.46205811e-14,-4.36877099e-06,3.72405623e-07,4.09632406e-07,3.58633815e-06,3.40532461e-06,8.43192946e-11,158,35,0
