dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,16010.4658,93849.0078,12816.1436,5358.68652,40251.0156,51111.2148,-11435,-0.604742289,-3.00403333,-223.54808,-5.93278265,-24.0995884,253.580429,-105.813057,-121.828201,1
0.0005,1,31597.377,121245.734,8292.38965,10691.7949,68444.3516,59985.6914,-18916.2363,-0.9154585,-3.0921669,-370.571381,-9.04494858,12.5875216,367.028839,-175.131485,-156.031662,1
0.0005,2,80186224,314196672,82569096,43751484,141190928,176393696,-60149320,-2821.74194,-9101.65332,-1179570.12,-27523.209,26724.2051,1180369.12,-561233.562,-520825.406,1
0.0005,3,6589738.5,49554556,3474843.75,7523772,23035604,24607626,-7412554.5,-123.324394,-1614.39648,-144773.906,-3983.42554,5169.03027,143588.312,-69288.375,-60198.9883,1
0.0005,4,-70327.1719,934105.625,-51350.707,-16947.5391,494740.125,491002.594,21766.3496,2.75677395,-30.1074848,517.794922,-80.9784317,-1794.37842,1357.56177,286.133484,-1406.4425,1
0.0005,5,-67775.3984,206877.031,-42849.0508,-29765.0117,124387.023,95217.0469,38239.7969,1.14267337,-6.59135294,788.59198,-21.1808395,-772.930359,5.51936722,393.628174,-351.755798,1
0.0005,6,-104352.039,856387.938,-91033.5234,-32054.4297,454464.656,429611.25,118255.328,2.69693184,-26.0194969,2468.54614,-95.3778381,-2604.59424,231.425934,1263.69019,-1264.17017,1
0.0005,7,1107149.25,4849099,1156033,20172.918,2234781.25,2548385.25,-936097.188,-25.7129669,-187.023697,-18543.1855,-242.675903,176.751038,18609.1113,-8959.29297,-8305.4043,1
0.0005,8,2597.07886,119070.953,-5338.62354,316.475555,55349.3711,65453.707,-4784.93652,-0.194766209,-3.96156812,-87.0281219,-8.99730587,-142.373611,238.399017,-38.4327965,-168.652451,1
0.0005,9,6760.59326,30004.9746,7115.55322,3252.78564,10478.042,18374.0156,-5536.97852,-0.313141823,-0.858216465,-109.968643,-1.14897764,-0.0603952706,111.178009,-53.0874481,-50.2823181,1
0.0005,10,2172804.75,15182093,2882221.5,1292177.75,7535246,9933345,-3032199.5,-100.760979,-565.080444,-59819.0312,-1032.01685,1159.96704,59691.082,-28968.4434,-26434.4746,1
0.0005,11,-12583.7227,168334.453,-8595.2041,-4778.31104,86331.5391,86449.9219,7080.95605,0.570893943,-5.54486418,158.190933,-16.0898361,-387.307892,245.206802,84.6915359,-285.587433,1
0.0005,12,29.5730228,859.11322,38.6250877,62.6172867,373.325592,446.069641,-104.73333,-0.00238676253,-0.0264154766,-2.06633139,-0.0354542583,-0.272536725,2.37432241,-1.00842524,-1.16849566,1
0.0005,13,-1048.09802,76287.4688,-5075.80908,2216.38501,35776.0898,40034.4297,-1979.9679,-0.0845309943,-2.45878339,-34.5679665,-5.16706181,-112.666176,152.401215,-14.7721453,-118.688286,1
0.0005,14,47805.4219,178635.938,18059.9922,21875.2715,93438.4688,88219.6484,-23891.1973,-1.23173213,-5.10118723,-467.375641,-12.0797138,-14.1974325,493.652771,-219.280838,-222.161301,1
0.0005,15,859536.25,6273120.5,143810.609,337248.75,2696359,3303210.25,-954045.875,-49.8356133,-219.148041,-18706.0156,-440.072815,-1761.82678,20907.9121,-8954.8457,-10179.4287,1
0.0005,16,-8982.91992,29301.1562,-5139.41699,-2630.86938,14879.4189,14529.4902,4797.16064,0.223500311,-0.956824183,98.8923035,-2.62177825,-99.7095108,3.43897676,49.1930084,-46.2437668,1
0.0005,17,70791.3516,257927.266,52300.6328,44146.1484,134763.141,163419.188,-57894.4219,-2.40294623,-10.7192907,-1142.896,-18.9451237,19.1227417,1142.71863,-549.006287,-512.581421,1
0.0005,18,-263.927551,163913.984,19883.7109,7594.96533,85683.8828,99015.3906,-26773.4902,-0.0572444908,-5.55771685,-525.693542,-11.6045113,-18.2516422,555.549683,-257.026489,-256.877716,1
0.0005,19,-437692.312,2851228,-529138.312,-226871.078,1721325.62,1478909.25,377518.125,9.33947659,-102.668633,7826.83545,-250.751785,-8639.44531,1063.36121,3964.12671,-4323.17432,1
0.0005,20,-273921.938,1945646,-329673.25,-117962.375,1078164.75,951485,276122.5,8.06078529,-60.8215408,5732.4082,-191.096573,-5958.79688,417.486237,2912.80762,-2836.92261,1
0.0005,21,-27054.0996,119935.969,-22817.0586,-13986.2676,80423.3906,61246.1875,20318.4512,1.05735373,-4.4809289,420.900757,-13.1432981,-439.523682,31.766243,211.926941,-213.262695,1
0.0005,22,34591.0977,177316.438,29714.8379,2414.63257,108593.359,91497.3906,-28628.3047,-0.216072232,-5.83303165,-561.526306,-12.9946804,1.93822885,572.582703,-268.886627,-253.02356,1
0.0005,23,650637.25,4654280.5,531063.312,306611.688,2056230,2697236.25,-793778.562,-36.7801018,-155.407608,-15669.6318,-260.141754,310.953918,15618.8184,-7570.85352,-6803.8501,1
