package,key,analysis,problem,algorithm,mode,setting_kind,setting,n,states,tier,transfers,min_ms,samples_ms,errored_pct,error,build_s,recorded_utc
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8,3,default,both,0.1194181386,1.317245;0.158531;0.143126;0.131961;0.130369;0.131175;0.124185;0.123957;0.122812;0.121515;0.121311;0.122319;0.121781;0.121585;0.120321;0.119562;0.119418;0.120709;0.11961;0.121146;0.121541,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8,3,default,none,0.02556084655,0.051793;0.040462;0.028808;0.026993;0.027368;0.026442;0.026423;0.026281;0.026425;0.026009;0.026021;0.026535;0.026224;0.025904;0.026245;0.025561;0.026239;0.025829;0.025883;0.025793;0.026067,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32,3,default,both,0.11548982,0.233692;0.136836;0.130666;0.125379;0.1219;0.123456;0.122213;0.119957;0.127157;0.11711;0.116854;0.116598;0.116169;0.11549;0.116152;0.117051;0.128865;0.117357;0.117496;0.118588;0.116685,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32,3,default,none,0.02578692511,0.030912;0.028148;0.027313;0.026567;0.026893;0.027198;0.026894;0.026157;0.027072;0.026191;0.026203;0.025937;0.025874;0.026134;0.025909;0.025787;0.025827;0.02597;0.026031;0.025929;0.026003,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,128,3,default,both,0.1186439767,0.166815;0.128889;0.122532;0.128242;0.120017;2.169169;0.452753;0.127529;0.167714;0.121942;0.121151;0.123373;0.121329;0.646647;0.12446;0.122453;0.12065;0.119376;0.118644;0.127199;0.122934,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,128,3,default,none,0.02543884329,1.147622;0.274106;0.027153;0.026616;0.026521;0.02625;0.026039;0.026317;0.026117;0.026414;0.026623;0.02641;0.025946;0.025969;0.026147;0.027331;0.025999;0.025965;0.025976;0.025973;0.025439,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,512,3,default,both,0.1192300115,0.165899;0.131805;0.127406;0.129654;0.123405;0.121548;0.12057;0.120731;0.120862;0.121049;0.121796;0.123089;0.121125;0.121217;0.120464;0.120642;0.121591;0.120746;0.119798;0.11923;0.12554,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,512,3,default,none,0.02611405216,0.030884;0.028354;0.026848;0.026582;0.026563;0.026511;0.026467;0.026311;0.026331;0.026208;0.026244;0.026315;0.026801;0.026238;0.026114;0.02624;0.026318;0.026125;0.026126;0.026151;0.02808,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,2048,3,default,both,0.1266309991,0.169294;0.138033;0.133406;0.130352;0.128928;0.128944;0.13387;0.128187;0.12781;0.128568;0.128216;0.128845;0.127256;0.127563;0.132917;0.128538;0.127116;0.127326;0.127333;0.126631;0.127147,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,2048,3,default,none,0.02632196993,0.031349;0.028507;0.027464;0.027088;0.026853;0.026652;0.026751;0.026597;0.026641;0.026384;0.026365;0.026878;0.026379;0.026415;0.026322;0.026676;0.026482;0.026406;0.026487;0.026474;0.026438,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8192,3,default,both,0.162045937,0.205084;0.176373;0.16774;0.167525;0.164691;0.165414;0.164858;0.165381;0.162046;0.162635;0.163779;0.162689;0.165302;0.164618;0.162898;0.164882;0.166199;0.165093;0.16403;0.165714;0.164383,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8192,3,default,none,0.03848294728,0.044665;0.042231;0.040812;0.040132;0.039757;0.039333;0.039824;0.038961;0.039552;0.044398;0.04005;0.039489;0.039448;0.039571;0.039486;0.040395;0.0399;0.039323;0.038709;0.039397;0.038483,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32768,3,default,both,0.3426661715,0.385026;0.357748;0.349277;0.349346;0.349764;0.346219;0.346306;0.343982;0.345404;0.345438;0.34353;0.342666;0.348583;0.345681;0.34619;0.346477;0.344932;0.349202;0.342756;0.343289;0.345222,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32768,3,default,none,0.1153019257,0.120832;0.118045;0.116563;0.116218;0.115977;0.116088;0.116459;0.115765;0.115884;0.115799;0.116141;0.115302;0.115573;0.115904;0.116312;0.115568;0.115508;0.115608;0.115499;0.115452;0.115674,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,131072,3,default,both,1.090676058,2.648215;1.56863;1.554274;1.104266;1.101673;1.095695;1.111016;1.108348;1.105881;1.094517;1.096535;1.097253;1.098312;1.091426;1.096264;1.09221;1.090676;1.096881;1.103704;1.094811;1.106685,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,131072,3,default,none,0.4037560429,0.424462;0.407894;0.405845;0.406028;0.408642;0.404402;0.405434;0.403908;0.404997;0.404395;0.404222;0.405093;0.40397;0.405322;0.403876;0.404221;0.404222;0.403756;0.404003;0.404121;0.404921,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,524288,3,default,both,4.245124059,7.845575;5.17275;5.176635;4.805181;5.346107;4.314029;4.276723;4.269913;4.264205;4.283644;4.298091;4.286243;4.260088;4.254699;4.245124;4.263829;4.245676;4.252571;4.45257;5.206365;5.286954,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,524288,3,default,none,1.56865688,1.93348;1.570859;1.571793;1.57185;1.571713;1.570845;1.571901;1.572104;1.570069;1.572587;1.570796;1.569837;1.570512;1.570755;1.570392;1.569865;1.570606;1.571345;1.568657;1.571114;1.570531,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,2097152,3,default,both,15.9841748,29.353831;17.588367;17.573453;17.348599;17.703805;16.138727;16.156949;16.093071;15.990588;15.984175;18.754062;16.300953;19.249326;16.349361;16.164912;16.071875;16.021095;16.029914;16.103995;16.035554;16.028617,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,2097152,3,default,none,6.172712892,6.175733;6.175988;6.176001;6.175815;6.177031;6.17674;6.175536;6.1747;6.175249;6.176584;7.489244;7.610263;6.176092;6.172942;6.17655;6.174331;6.174793;6.172713;6.17546;6.174936;6.172753,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8388608,3,default,both,68.70891014,104.356466;71.724786;69.13367;71.283001;68.867995;68.769008;72.552187;68.995964;71.102517;72.72294;68.930911;68.827163;71.456929;69.124991;71.608548;71.880842;68.992923;72.664228;69.017416;68.889731;68.70891,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8388608,3,default,none,24.650787,36.176677;24.893748;24.658425;24.658155;24.6575;24.650787;27.524641;24.651653;24.659092;24.661321;27.515126;27.516691;24.661307;24.663518;24.713186;24.666025;24.665202;24.665162;24.66519;27.540455;24.658903,nan,nan,nan,2026-09-08T10:43:53Z
myokit_cuda,linux_RTX-2060-SUPER,wp,lorenz,euler,fixed,dt,0.00390625,131072,3,default,both,0.7704631425,2.890269;1.315717;1.265994;0.793249;0.780972;0.779976;0.78025;0.779859;0.773757;0.773181;0.774001;0.782406;0.778288;0.770905;0.772793;0.778521;0.770463;0.779836;0.800874;1.061575;0.792117,nan,0.6018751581,nan,2026-09-08T10:43:53Z
