framework,algorithm,phase,mode,tier,n,setting_kind,setting,golden_rmse,finite_trajectories,failed_trajectories,finals_path
julia,tsit5,performance,fixed,fixed,8,dt,0.0009765625,,8,0,
julia,tsit5,performance,adaptive,julia,8,tol,1.0e-8,,8,0,
julia,tsit5,performance,fixed,fixed,32,dt,0.0009765625,,32,0,
julia,tsit5,performance,adaptive,julia,32,tol,1.0e-8,,32,0,
julia,tsit5,performance,fixed,fixed,128,dt,0.0009765625,,128,0,
julia,tsit5,performance,adaptive,julia,128,tol,1.0e-8,,128,0,
julia,tsit5,performance,fixed,fixed,512,dt,0.0009765625,,512,0,
julia,tsit5,performance,adaptive,julia,512,tol,1.0e-8,,512,0,
julia,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,,2048,0,
julia,tsit5,performance,adaptive,julia,2048,tol,1.0e-8,,2048,0,
julia,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,,8192,0,
julia,tsit5,performance,adaptive,julia,8192,tol,1.0e-8,,8192,0,
julia,tsit5,performance,fixed,fixed,32768,dt,0.0009765625,,32768,0,
julia,tsit5,performance,adaptive,julia,32768,tol,1.0e-8,,32768,0,
julia,tsit5,performance,fixed,fixed,131072,dt,0.0009765625,,131072,0,
julia,tsit5,performance,adaptive,julia,131072,tol,1.0e-8,,131072,0,
julia,tsit5,performance,fixed,fixed,524288,dt,0.0009765625,,524288,0,
julia,tsit5,performance,adaptive,julia,524288,tol,1.0e-8,,524288,0,
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,,2097152,0,
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,,2097152,0,
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,,8388608,0,
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,,8388608,0,
julia,tsit5,numerical,adaptive,julia,1024,tol,0.010000000000000002,1.286238478947872,1024,0,finals/julia/tsit5/adaptive_julia_tol_0p01.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,0.001,0.08326898196540891,1024,0,finals/julia/tsit5/adaptive_julia_tol_0p001.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,0.0001,0.026140045636239416,1024,0,finals/julia/tsit5/adaptive_julia_tol_0p0001.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-5,0.0035364524677008262,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em05.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-6,0.0005718321867977312,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em06.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0000000000000001e-7,0.0004663462927794053,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em07.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-8,0.0005359900788657102,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em08.csv
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.0625,0.8438418759679921,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.03125,0.01101886209492994,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.015625,0.00046566288646712344,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.0078125,0.0004851648983324978,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.00390625,0.0006453647370558691,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.001953125,0.0008720190409721284,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.0009765625,0.0012113835496077446,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.00048828125,0.0015784432571462235,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.000244140625,0.0019516035002760475,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.0001220703125,0.0030613958235526707,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,0.010000000000000002,1.2642117133068502,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,0.001,0.08322372962660723,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,0.0001,0.02606817147335497,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,1.0e-5,0.003541592273409115,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,1.0e-6,0.0005760587221771096,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,1.0000000000000001e-7,0.0004429305468577335,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,1.0e-8,0.0005195185393411757,131072,0,
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,,8,0,
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,,8,0,
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,,32,0,
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,,32,0,
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,,128,0,
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,,128,0,
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,,512,0,
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,,512,0,
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,,2048,0,
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,,2048,0,
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,,8192,0,
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,,8192,0,
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,,32768,0,
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,,32768,0,
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,,131072,0,
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,,131072,0,
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,,524288,0,
