framework,algorithm,mode,tier,transfers,n,setting_kind,setting,samples,min_ms,p05_ms,median_ms,p95_ms,max_ms,golden_rmse,finite_trajectories,failed_trajectories
julia,tsit5,adaptive,julia,both,131072,tol,0.0001,20,74.1454,74.16877000000001,74.74955,75.53799500000001,76.1022,0.02606817147335497,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,0.001,20,57.5926,57.698049999999995,58.1897,58.670055,58.9827,0.08322372962660723,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,0.010000000000000002,20,44.7983,44.97804,45.502449999999996,58.230020000000145,249.9974,1.2642117133068502,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,1.0000000000000001e-7,10,237.5293,237.565075,238.16205000000002,238.591315,238.6315,0.0004429305468577335,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,1.0e-5,10,113.7602,114.089105,114.92314999999999,115.98872,115.9952,0.003541592273409115,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,1.0e-6,10,151.3922,151.62700999999998,152.30810000000002,153.05559499999998,153.2882,0.0005760587221771096,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,1.0e-8,10,867.5798,869.5254649999999,876.8962,882.498195,882.8658,0.0005195185393411757,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,0.0001,20,67.0325,67.14421999999999,67.28115,67.6575,67.7981,0.02606817147335497,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,0.001,20,50.3083,50.339555000000004,50.62635,50.819575,50.8685,0.08322372962660723,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,0.010000000000000002,20,37.8109,37.849090000000004,38.1353,38.564975000000004,38.6348,1.2642117133068502,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,1.0000000000000001e-7,10,230.3092,230.33602,230.6762,231.49292499999999,231.7393,0.0004429305468577335,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,1.0e-5,10,107.2885,107.289355,108.04044999999999,134.97691000000003,156.7678,0.003541592273409115,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,1.0e-6,10,144.2943,144.30617999999998,144.5052,145.25331,145.2795,0.0005760587221771096,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,1.0e-8,10,857.8014,860.13132,870.2056,875.9132299999999,876.1682,0.0005195185393411757,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.0001220703125,3,5433.2819,5433.56527,5436.1156,5437.693209999999,5437.8685,0.0030613958235526707,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.000244140625,10,2720.4406,2720.48029,2721.0413,2725.891,2727.2068,0.0019516035002760475,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.00048828125,10,1363.8868,1363.954705,1364.3647500000002,1367.289035,1367.4869,0.0015784432571462235,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.0009765625,10,685.5942,685.767225,686.5319999999999,687.7570000000001,687.8128,0.0012113835496077446,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.001953125,10,346.5097,346.604155,347.72415,349.09661,349.1966,0.0008720190409721284,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.00390625,10,176.9575,177.15464500000002,177.61715,179.063735,179.5712,0.0006453647370558691,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.0078125,20,92.5607,92.617795,93.096,93.786695,93.9804,0.0004851648983324978,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.015625,20,49.9561,50.069625,50.7779,52.30479,52.6219,0.00046566288646712344,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.03125,20,28.631,28.788795,29.64985,42.737180000000166,267.9514,0.01101886209492994,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.0625,20,18.251,18.52745,20.08475,21.772625,22.5407,0.8438418759679921,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.0001220703125,3,5425.0501,5425.32451,5427.7942,5428.473429999999,5428.5489,0.0030613958235526707,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.000244140625,10,2712.6054,2712.774105,2713.42125,2720.66014,2721.0061,0.0019516035002760475,131072,0
