dt,traj,x,y,z
0.5,0,0.1836734414100647,0.0,0.0
0.5,1,0.0,-0.8976761698722839,-1.3702133893966675
0.5,2,0.0,-0.912423312664032,-1.3885302543640137
0.5,3,0.0,-0.9272015690803528,-1.4069310426712036
0.5,4,0.0,-0.9420175552368164,-1.4254248142242432
0.5,5,0.0,-0.9569108486175537,-1.4440631866455078
0.5,6,0.0,-0.9718560576438904,-1.462814450263977
0.5,7,0.0,-0.9868549704551697,-1.4816786050796509
0.5,8,0.0,-1.0018678903579712,-1.500607967376709
0.5,9,0.0,-1.016981840133667,-1.5197076797485352
0.5,10,0.0,-1.0321193933486938,-1.538887619972229
0.5,11,0.0,-1.0473214387893677,-1.5581881999969482
0.5,12,0.0,-1.0625765323638916,-1.5776052474975586
0.5,13,0.0,-1.0779101848602295,-1.5971665382385254
0.5,14,0.0,-1.093297004699707,-1.6168380975723267
0.5,15,0.0,-1.1086757183074951,-1.6365456581115723
0.5,16,0.0,-1.1241660118103027,-1.6564384698867798
0.5,17,0.0,-1.1396920680999756,-1.6764194965362549
0.5,18,0.0,-1.1552846431732178,-1.6965312957763672
0.5,19,0.0,-1.170916199684143,-1.716734766960144
0.5,20,0.0,-1.1866333484649658,-1.737091302871704
0.5,21,0.0,-1.2023969888687134,-1.7575535774230957
0.5,22,0.0,-1.2181930541992188,-1.7780958414077759
0.5,23,0.0,-1.2340872287750244,-1.798807978630066
0.5,24,0.0,-1.2499964237213135,-1.8195836544036865
0.5,25,0.0,-1.2659982442855835,-1.8405158519744873
0.5,26,0.0,-1.2820374965667725,-1.8615423440933228
0.5,27,0.0,-1.2981572151184082,-1.8827122449874878
0.5,28,0.0,-1.3143199682235718,-1.9039770364761353
0.5,29,0.0,-1.3305474519729614,-1.9253689050674438
0.5,30,0.0,-1.3467957973480225,-1.9468282461166382
0.5,31,0.0,-1.363157868385315,-1.968475580215454
0.5,32,0.0,-1.3795264959335327,-1.9901717901229858
0.5,33,0.0,-1.3960210084915161,-2.0120677947998047
0.5,34,0.0,-1.412545919418335,-2.034048080444336
0.5,35,0.0,-1.4291335344314575,-2.0561435222625732
0.5,36,0.0,-1.4457881450653076,-2.078374147415161
0.5,37,0.0,-1.4625065326690674,-2.1007165908813477
0.5,38,0.0,-1.4792120456695557,-2.1230883598327637
0.5,39,0.0,-1.496108055114746,-2.145745038986206
0.5,40,0.0,-1.5129528045654297,-2.1683719158172607
0.5,41,0.0,-1.5298954248428345,-2.191161870956421
0.5,42,0.0,-1.5469359159469604,-2.214120864868164
0.5,43,0.0,-1.5640301704406738,-2.2371888160705566
0.5,44,0.0,-1.5811684131622314,-2.260345935821533
0.5,45,0.0,-1.59835684299469,-2.283611536026001
0.5,46,0.0,-1.6156079769134521,-2.3069937229156494
0.5,47,0.0,-1.6329729557037354,-2.330561637878418
0.5,48,0.0,-1.6503796577453613,-2.3542160987854004
0.5,49,0.0,-1.6678197383880615,-2.37795352935791
0.5,50,0.0,-1.6853268146514893,-2.4018166065216064
0.5,51,0.0,-1.7029614448547363,-2.4258787631988525
0.5,52,0.0,-1.7206214666366577,-2.450009822845459
0.5,53,0.0,-1.7383350133895874,-2.4742484092712402
0.5,54,0.0,-1.7561239004135132,-2.4986155033111572
0.5,55,0.0,-1.773927927017212,-2.523043632507324
0.5,56,0.0,-1.7918559312820435,-2.547663450241089
0.5,57,0.0,-1.809840202331543,-2.572392702102661
0.5,58,0.0,-1.827889084815979,-2.5972390174865723
0.5,59,0.0,-1.8459886312484741,-2.6221871376037598
0.5,60,0.0,-1.864168405532837,-2.647270679473877
0.5,61,0.0,-1.882428765296936,-2.6724908351898193
0.5,62,0.0,-1.9007307291030884,-2.697803497314453
0.5,63,0.0,-1.9191110134124756,-2.7232513427734375
0.5,64,0.0,-1.937544822692871,-2.7487993240356445
0.5,65,0.0,-1.9560484886169434,-2.77447247505188
0.5,66,0.0,-1.974639892578125,-2.8002865314483643
0.5,67,0.0,-1.993268609046936,-2.826183319091797
0.5,68,0.0,-2.012007474899292,-2.852257013320923
0.5,69,0.0,-2.0307724475860596,-2.878396511077881
0.5,70,0.0,-2.049621343612671,-2.904674530029297
0.5,71,0.0,-2.0684914588928223,-2.931011438369751
0.5,72,0.0,-2.087501049041748,-2.9575600624084473
0.5,73,0.0,-2.1065492630004883,-2.984184503555298
0.5,74,0.0,-2.1256768703460693,-3.010944128036499
0.5,75,0.0,-2.144832134246826,-3.0377707481384277
0.5,76,0.0,-2.1641335487365723,-3.064819097518921
0.5,77,0.0,-2.183396100997925,-3.0918424129486084
0.5,78,0.0,-2.202796459197998,-3.119072675704956
0.5,79,0.0,-2.2222230434417725,-3.146362066268921
0.5,80,0.0,-2.24172306060791,-3.173778533935547
0.5,81,0.0,-2.26135516166687,-3.201397180557251
0.5,82,0.0,-2.281019449234009,-3.2290778160095215
0.5,83,0.0,-2.3007001876831055,-3.25681734085083
0.5,84,0.0,-2.3205387592315674,-3.284778356552124
0.5,85,0.0,-2.3403491973876953,-3.312730073928833
0.5,86,0.0,-2.360283613204956,-3.3408751487731934
0.5,87,0.0,-2.380302667617798,-3.369145631790161
0.5,88,0.0,-2.4003281593322754,-3.397454023361206
0.5,89,0.0,-2.420447587966919,-3.4259095191955566
0.5,90,0.0,-2.440704107284546,-3.454564094543457
0.5,91,0.0,-2.4609286785125732,-3.4832053184509277
0.5,92,0.0,-2.481271266937256,-3.5120182037353516
0.5,93,0.0,-2.501671314239502,-3.540928363800049
0.5,94,0.0,-2.5221304893493652,-3.5699462890625
0.5,95,0.0,-2.542687177658081,-3.599100351333618
0.5,96,0.0,-2.563276767730713,-3.6283299922943115
0.5,97,0.0,-2.5839428901672363,-3.65767502784729
0.5,98,0.0,-2.604658842086792,-3.687101125717163
0.5,99,0.0,-2.6254985332489014,-3.7167177200317383
0.5,100,0.0,-2.6463778018951416,-3.746397018432617
0.5,101,0.0,-2.667283296585083,-3.776132106781006
0.5,102,0.0,-2.6883201599121094,-3.8060591220855713
0.5,103,0.0,-2.7093465328216553,-3.835989475250244
0.5,104,0.0,-2.730513095855713,-3.866121530532837
0.5,105,0.0,-2.7517266273498535,-3.8963308334350586
0.5,106,0.0,-2.773027181625366,-3.9266695976257324
0.5,107,0.0,-2.7943315505981445,-3.957026720046997
0.5,108,0.0,-2.815748691558838,-3.987550735473633
0.5,109,0.0,-2.837216377258301,-4.018146991729736
0.5,110,0.0,-2.8587450981140137,-4.048849582672119
0.5,111,0.0,-2.880366086959839,-4.079677104949951
0.5,112,0.0,-2.9020111560821533,-4.11055850982666
0.5,113,0.0,-2.9237310886383057,-4.141542911529541
0.5,114,0.0,-2.9455795288085938,-4.172708511352539
0.5,115,0.0,-2.9674384593963623,-4.203901767730713
0.5,116,0.0,-2.9893219470977783,-4.235143184661865
0.5,117,0.0,-3.01139760017395,-4.266637325286865
0.5,118,0.0,-3.033400058746338,-4.298046112060547
