tol,traj,x,y,z,naccept,nreject
0.01,0,4.6646800910821185e-05,0.0,0.0,,
0.01,1,0.0009908161591738462,0.0008527940954081714,1.0331814337405376e-05,,
0.01,2,0.0019637716468423605,0.0017361892387270927,2.1668418412446044e-05,,
0.01,3,0.0029660160653293133,0.0026502597611397505,3.402763468329795e-05,,
0.01,4,0.003999198786914349,0.0035965589340776205,4.750913649331778e-05,,
0.01,5,0.005061410367488861,0.004574412014335394,6.214519817149267e-05,,
0.01,6,0.006154687609523535,0.005585129372775555,7.797449507052079e-05,,
0.01,7,0.007278703153133392,0.006628676783293486,9.499312000116333e-05,,
0.01,8,0.008436859585344791,0.007708534598350525,0.00011347021791152656,,
0.01,9,0.00962730124592781,0.008823063224554062,0.00013333832612261176,,
0.01,10,0.010854787193238735,0.00997492577880621,0.00015482862363569438,,
0.01,11,0.012111064046621323,0.011160749942064285,0.00017768605903256685,,
0.01,12,0.01340148039162159,0.012383467517793179,0.00020214142568875104,,
0.01,13,0.014727321453392506,0.01364370621740818,0.0002282509667566046,,
0.01,14,0.016088832169771194,0.014943243935704231,0.0002561763394623995,,
0.01,15,0.017486656084656715,0.01628226786851883,0.0002859596279449761,,
0.01,16,0.018921369686722755,0.01766151748597622,0.000317685044137761,,
0.01,17,0.020393578335642815,0.019081760197877884,0.00035144059802405536,,
0.01,18,0.021903904154896736,0.0205437783151865,0.0003873174136970192,,
0.01,19,0.023452958092093468,0.022048361599445343,0.00042540967115201056,,
0.01,20,0.025041429325938225,0.02359636127948761,0.0004658169054891914,,
0.01,21,0.026669951155781746,0.02518858015537262,0.0005086407763883471,,
0.01,22,0.028339209035038948,0.026825882494449615,0.0005539880366995931,,
0.01,23,0.03004988096654415,0.028509117662906647,0.0006019683205522597,,
0.01,24,0.03180263936519623,0.03023914434015751,0.0006526949000544846,,
0.01,25,0.033598192036151886,0.032016854733228683,0.0007062858785502613,,
0.01,26,0.03543722629547119,0.03384312242269516,0.0007628628518432379,,
0.01,27,0.03732045739889145,0.035718854516744614,0.0008225513738580048,,
0.01,28,0.03924861177802086,0.03764496371150017,0.0008854832267388701,,
0.01,29,0.041222408413887024,0.039622385054826736,0.0009517916478216648,,
0.01,30,0.04324258491396904,0.04165204241871834,0.0010216173250228167,,
0.01,31,0.045309897512197495,0.04373491182923317,0.0010951044969260693,,
0.01,32,0.04742507264018059,0.04587191715836525,0.0011724014766514301,,
0.01,33,0.049588892608881,0.048064060509204865,0.0012536697322502732,,
0.01,34,0.0518021322786808,0.050312336534261703,0.0013390472158789635,,
0.01,35,0.05406557768583298,0.05261775106191635,0.0014287149533629417,,
0.01,36,0.0563800111413002,0.05498131364583969,0.0015228439588099718,,
0.01,37,0.05874578282237053,0.05740382894873619,0.001621393603272736,,
0.01,38,0.061164602637290955,0.059886861592531204,0.0017249461961910129,,
0.01,39,0.06363680958747864,0.062431059777736664,0.0018335487693548203,,
0.01,40,0.06616321206092834,0.06503760814666748,0.0019473510328680277,,
0.01,41,0.06874452531337738,0.06770746409893036,0.00206662155687809,,
0.01,42,0.07138212025165558,0.07044213265180588,0.0021913659293204546,,
0.01,43,0.07407648116350174,0.07324240356683731,0.0023219375871121883,,
0.01,44,0.0768289640545845,0.07610978931188583,0.0024586329236626625,,
0.01,45,0.0796414464712143,0.07904708385467529,0.0026018924545496702,,
0.01,46,0.08250992000102997,0.082048200070858,0.0027510724030435085,,
0.01,47,0.08544187247753143,0.08512336015701294,0.0029075529891997576,,
0.01,48,0.0884273424744606,0.08826680481433868,0.00307023199275136,,
0.01,49,0.0914795845746994,0.0914844200015068,0.003240275429561734,,
0.01,50,0.09459619224071503,0.0947757139801979,0.003418486565351486,,
0.01,51,0.0977749228477478,0.09813809394836426,0.0036044802982360125,,
0.01,52,0.10101991891860962,0.1015847772359848,0.003797942539677024,,
0.01,53,0.10433218628168106,0.10510695725679398,0.004000107292085886,,
0.01,54,0.1077098473906517,0.10870648920536041,0.004210960119962692,,
0.01,55,0.11115527153015137,0.11238612234592438,0.004430785309523344,,
0.01,56,0.1146695539355278,0.11614733189344406,0.004659915808588266,,
0.01,57,0.11825364083051682,0.11999131739139557,0.004898793064057827,,
0.01,58,0.1219085305929184,0.12391941249370575,0.005147557705640793,,
0.01,59,0.1256352812051773,0.12793296575546265,0.005406656768172979,,
0.01,60,0.12943488359451294,0.1320333331823349,0.005676449742168188,,
0.01,61,0.13330845534801483,0.1362220197916031,0.005957330577075481,,
0.01,62,0.1372569501399994,0.1405002623796463,0.006249635014683008,,
0.01,63,0.14128147065639496,0.14486955106258392,0.0065537625923752785,,
0.01,64,0.14538323879241943,0.14933142066001892,0.006870180368423462,,
0.01,65,0.14956313371658325,0.15388718247413635,0.007199267391115427,,
0.01,66,0.15382233262062073,0.15853829681873322,0.007541450206190348,,
0.01,67,0.15816189348697662,0.16328631341457367,0.007897180505096912,,
0.01,68,0.16258291900157928,0.16813263297080994,0.008266911841928959,,
0.01,69,0.16708651185035706,0.1730787754058838,0.008651111274957657,,
0.01,70,0.1716739982366562,0.17812643945217133,0.009050289168953896,,
0.01,71,0.17634613811969757,0.18327680230140686,0.009464900009334087,,
0.01,72,0.18110431730747223,0.18853163719177246,0.009895474649965763,,
0.01,73,0.1859496384859085,0.19389241933822632,0.010342538356781006,,
0.01,74,0.1908833384513855,0.1993606835603714,0.010809262283146381,,
0.01,75,0.19590647518634796,0.20493818819522858,0.011291299015283585,,
0.01,76,0.20102046430110931,0.21062664687633514,0.011791549623012543,,
0.01,77,0.20622648298740387,0.21642766892910004,0.012310599908232689,,
0.01,78,0.21152563393115997,0.22234278917312622,0.012849056161940098,,
0.01,79,0.21691928803920746,0.22837376594543457,0.013407549820840359,,
0.01,80,0.22240862250328064,0.23452229797840118,0.013986723497509956,,
0.01,81,0.22799493372440338,0.24079008400440216,0.014587236568331718,,
0.01,82,0.23367959260940552,0.24717898666858673,0.015209779143333435,,
0.01,83,0.23946364223957062,0.2536904811859131,0.01585509441792965,,
0.01,84,0.24534864723682404,0.2603265643119812,0.016523821279406548,,
0.01,85,0.2513357102870941,0.267088919878006,0.01721673272550106,,
0.01,86,0.2574262320995331,0.2739793062210083,0.017934592440724373,,
0.01,87,0.26362282037734985,0.2810002565383911,0.018679393455386162,,
0.01,88,0.26992449164390564,0.28815245628356934,0.019449634477496147,,
0.01,89,0.2763335704803467,0.2954379618167877,0.02024727500975132,,
0.01,90,0.2828548550605774,0.30286288261413574,0.0210734736174345,,
0.01,91,0.28947895765304565,0.31041690707206726,0.021927930414676666,,
0.01,92,0.29621878266334534,0.31811466813087463,0.02281283587217331,,
0.01,93,0.30307117104530334,0.32595306634902954,0.02372860535979271,,
0.01,94,0.3100380003452301,0.3339344263076782,0.024676091969013214,,
0.01,95,0.3171229362487793,0.34206318855285645,0.02565641701221466,,
0.01,96,0.32432225346565247,0.35033589601516724,0.02667062357068062,,
0.01,97,0.3316398561000824,0.3587569296360016,0.02771950699388981,,
0.01,98,0.3390789330005646,0.3673303723335266,0.02880466729402542,,
0.01,99,0.346640020608902,0.37605708837509155,0.029926639050245285,,
0.01,100,0.35432127118110657,0.3849356174468994,0.031085584312677383,,
0.01,101,0.3621290922164917,0.39397314190864563,0.032284460961818695,,
0.01,102,0.3700627386569977,0.4031694531440735,0.033523619174957275,,
0.01,103,0.37812402844429016,0.41252684593200684,0.03480427339673042,,
0.01,104,0.3863142430782318,0.4220471978187561,0.036127615720033646,,
0.01,105,0.3946347236633301,0.4317324161529541,0.03749486431479454,,
0.01,106,0.40308722853660583,0.44158482551574707,0.03890731558203697,,
0.01,107,0.4116761088371277,0.4516094923019409,0.04036744311451912,,
0.01,108,0.4203963577747345,0.46180158853530884,0.04187397286295891,,
