tol,traj,x,y,z,naccept,nreject
0.01,0,4.540217560133897e-05,0.0,0.0,,
0.01,1,0.0009895700495690107,0.0008528171456418931,1.0340906555939e-05,,
0.01,2,0.0019625588320195675,0.0017359552439302206,2.167326420021709e-05,,
0.01,3,0.0029648952186107635,0.002650054870173335,3.404917515581474e-05,,
0.01,4,0.003997110296040773,0.003595763584598899,4.7522917157039046e-05,,
0.01,5,0.005059746094048023,0.004573742859065533,6.21508588665165e-05,,
0.01,6,0.006153339520096779,0.0055846585892140865,7.799160812282935e-05,,
0.01,7,0.007278466131538153,0.006629191339015961,9.510607196716592e-05,,
0.01,8,0.008435667492449284,0.007708033546805382,0.00011355761671438813,,
0.01,9,0.009625513106584549,0.008821878582239151,0.00013341187150217593,,
0.01,10,0.010848572477698326,0.009971436113119125,0.00015473717940039933,,
0.01,11,0.012105458416044712,0.011157428845763206,0.0001776043645804748,,
0.01,12,0.013396721333265305,0.012380586937069893,0.0002020873362198472,,
0.01,13,0.0147229740396142,0.013641652651131153,0.00022826221538707614,,
0.01,14,0.016084859147667885,0.014941373839974403,0.00025620823726058006,,
0.01,15,0.01748291216790676,0.016280513256788254,0.0002860077074728906,,
0.01,16,0.018917817622423172,0.017659852281212807,0.00031774627859704196,,
0.01,17,0.020390182733535767,0.019080158323049545,0.0003515116695780307,,
0.01,18,0.021900640800595284,0.020542247220873833,0.0003873964014928788,,
0.01,19,0.023449834436178207,0.022046906873583794,0.00042549471254460514,,
0.01,20,0.025038424879312515,0.023594975471496582,0.0004659061087295413,,
0.01,21,0.02666708081960678,0.02518727257847786,0.0005087320460006595,,
0.01,22,0.028336437419056892,0.026824645698070526,0.0005540784331969917,,
0.01,23,0.030047228559851646,0.028507938608527184,0.0006020549335516989,,
0.01,24,0.03180006891489029,0.030238019302487373,0.0006527749937959015,,
0.01,25,0.033595677465200424,0.03201577067375183,0.000706356018781662,,
0.01,26,0.03543480113148689,0.0338420644402504,0.0007629197207279503,,
0.01,27,0.037318095564842224,0.035717833787202835,0.0008225925266742706,,
