tol,traj,x,y,z,naccept,nreject
0.01,0,-0.007581007666885853,0.0,0.0,,
0.01,1,0.015868334099650383,0.0008185483166016638,8.110682756523602e-06,,
0.01,2,0.014664837159216404,0.0016775231342762709,1.773569965735078e-05,,
0.01,3,0.013777372427284718,0.002575519261881709,2.880706961150281e-05,,
0.01,4,0.01322574820369482,0.003511009970679879,4.127342253923416e-05,,
0.01,5,0.012965604662895203,0.004483051132410765,5.5117525334935635e-05,,
0.01,6,0.012943851761519909,0.005491247400641441,7.035089947748929e-05,,
0.01,7,0.013124031014740467,0.0065354397520422935,8.699709724169225e-05,,
0.01,8,0.013474891893565655,0.007615725044161081,0.00010509313142392784,,
0.01,9,0.0139711182564497,0.008732380345463753,0.00012468642671592534,,
0.01,10,0.014434960670769215,0.009889368899166584,0.00014614388055633754,,
0.01,11,0.015058739110827446,0.011083081364631653,0.0001692048681434244,,
0.01,12,0.015868134796619415,0.012312717735767365,0.00019380169396754354,,
0.01,13,0.01681712083518505,0.013579357415437698,0.00022002846526447684,,
0.01,14,0.01787659339606762,0.014883986674249172,0.00024797586956992745,,
0.01,15,0.019027097150683403,0.016227543354034424,0.00027773401234298944,,
0.01,16,0.020256077870726585,0.017610900104045868,0.0003093916748184711,,
0.01,17,0.02155393548309803,0.01903495192527771,0.0003430406213738024,,
0.01,18,0.022914567962288857,0.020500557497143745,0.0003787727910093963,,
0.01,19,0.024296551942825317,0.02201014570891857,0.000416943192249164,,
0.01,20,0.025728749111294746,0.023563381284475327,0.000457508722320199,,
0.01,21,0.027221275493502617,0.02516058459877968,0.0005004963604733348,,
0.01,22,0.02877246029675007,0.02680256962776184,0.0005460093379952013,,
0.01,23,0.03038136102259159,0.028490161523222923,0.0005941533599980175,,
0.01,24,0.03204716369509697,0.03022419475018978,0.0006450385553762317,,
0.01,25,0.03376888483762741,0.03200554475188255,0.0006987806409597397,,
0.01,26,0.03554600104689598,0.03383508324623108,0.0007554983603768051,,
0.01,27,0.03737828508019447,0.035713694989681244,0.0008153143571689725,,
0.01,28,0.039265312254428864,0.037642285227775574,0.0008783570374362171,,
0.01,29,0.0412069596350193,0.03962178900837898,0.0009447590564377606,,
0.01,30,0.043203216046094894,0.041653115302324295,0.0010146566201001406,,
0.01,31,0.04525405541062355,0.043737225234508514,0.0010881924536079168,,
0.01,32,0.04735970497131348,0.04587508738040924,0.0011655130656436086,,
0.01,33,0.04952026903629303,0.048067670315504074,0.0012467707274481654,,
0.01,34,0.05173603445291519,0.050315964967012405,0.0013321227161213756,,
0.01,35,0.054007310420274734,0.05262097343802452,0.0014217315474525094,,
0.01,36,0.05633443966507912,0.05498373135924339,0.0015157666057348251,,
0.01,37,0.05871785804629326,0.0574052520096302,0.0016144007677212358,,
0.01,38,0.06115797907114029,0.05988658219575882,0.0017178145935758948,,
0.01,39,0.06365533173084259,0.062428802251815796,0.0018261943478137255,,
0.01,40,0.06621039658784866,0.0650329664349556,0.0019397317664697766,,
0.01,41,0.06882380694150925,0.06770017743110657,0.0020586259197443724,,
0.01,42,0.07149612903594971,0.07043153792619705,0.0021830820478498936,,
0.01,43,0.07422789931297302,0.07322815805673599,0.0023133126087486744,,
0.01,44,0.07701992988586426,0.07609115540981293,0.0024495357647538185,,
0.01,45,0.07987270504236221,0.07902172952890396,0.0025919789914041758,,
0.01,46,0.08278712630271912,0.08202098309993744,0.0027408746536821127,,
0.01,47,0.08576375991106033,0.08509011566638947,0.0028964641969650984,,
0.01,48,0.08880341053009033,0.08823034167289734,0.003058998379856348,,
0.01,49,0.09190678596496582,0.09144283086061478,0.0032287314534187317,,
0.01,50,0.09507474303245544,0.09472882002592087,0.0034059304744005203,,
0.01,51,0.09830810129642487,0.0980895385146141,0.0035908673889935017,,
0.01,52,0.10160762071609497,0.10152626782655716,0.0037838276475667953,,
0.01,53,0.10497409105300903,0.10504022240638733,0.0039850990287959576,,
0.01,54,0.10840833187103271,0.10863269865512848,0.004194983281195164,,
0.01,55,0.11191137880086899,0.11230502277612686,0.0044137900695204735,,
0.01,56,0.1154417023062706,0.11606328189373016,0.004642534535378218,,
0.01,57,0.1190221756696701,0.11990650743246078,0.00488120736554265,,
0.01,58,0.12267453968524933,0.12383371591567993,0.0051298136822879314,,
0.01,59,0.12639960646629333,0.12784627079963684,0.005388711113482714,,
0.01,60,0.13019829988479614,0.13194553554058075,0.005658266134560108,,
0.01,61,0.13407164812088013,0.13613291084766388,0.005938853602856398,,
0.01,62,0.1380206048488617,0.14040979743003845,0.006230860482901335,,
0.01,63,0.14204616844654083,0.14477761089801788,0.006534685380756855,,
0.01,64,0.1461494266986847,0.14923779666423798,0.00685073621571064,,
0.01,65,0.1503313183784485,0.15379178524017334,0.007179435808211565,,
0.01,66,0.15459293127059937,0.15844100713729858,0.007521212100982666,,
0.01,67,0.15893539786338806,0.16318701207637787,0.007876517251133919,,
0.01,68,0.16335977613925934,0.1680312156677246,0.008245802484452724,,
0.01,69,0.16786712408065796,0.17297515273094177,0.008629542775452137,,
0.01,70,0.17245878279209137,0.1780204027891159,0.00902822706848383,,
0.01,71,0.17713563144207,0.1831684559583664,0.009442352689802647,,
0.01,72,0.18189892172813416,0.18842089176177979,0.009872430935502052,,
0.01,73,0.1867498904466629,0.19377923011779785,0.01031898707151413,,
0.01,74,0.19168977439403534,0.19924508035182953,0.010782567784190178,,
0.01,75,0.19671966135501862,0.20482009649276733,0.01126373466104269,,
0.01,76,0.20184068381786346,0.21050579845905304,0.011763053014874458,,
0.01,77,0.2070542722940445,0.2163039892911911,0.012281128205358982,,
0.01,78,0.21236133575439453,0.22221611440181732,0.012818549759685993,,
0.01,79,0.21776336431503296,0.22824402153491974,0.013375956565141678,,
0.01,80,0.2232614904642105,0.23438924551010132,0.013953975401818752,,
0.01,81,0.22885699570178986,0.24065358936786652,0.014553278684616089,,
0.01,82,0.23455120623111725,0.24703876674175262,0.015174541622400284,,
0.01,83,0.24034543335437775,0.25354647636413574,0.015818456187844276,,
0.01,84,0.24624089896678925,0.26017841696739197,0.016485733911395073,,
0.01,85,0.2522389888763428,0.26693645119667053,0.017177119851112366,,
0.01,86,0.2583410143852234,0.27382224798202515,0.017893357202410698,,
0.01,87,0.26454827189445496,0.2808377146720886,0.018635224550962448,,
0.01,88,0.2708621323108673,0.28798457980155945,0.019403520971536636,,
0.01,89,0.27728408575057983,0.29526472091674805,0.020199064165353775,,
0.01,90,0.28381532430648804,0.3026798963546753,0.021022681146860123,,
0.01,91,0.2904573082923889,0.3102319836616516,0.02187523990869522,,
0.01,92,0.2972114384174347,0.31792283058166504,0.022757617756724358,,
0.01,93,0.3040791451931,0.3257543742656708,0.023670729249715805,,
0.01,94,0.31106188893318176,0.3337284326553345,0.024615494534373283,,
0.01,95,0.3181609809398651,0.34184712171554565,0.02559288591146469,,
0.01,96,0.32537803053855896,0.35011205077171326,0.026603858917951584,,
0.01,97,0.3327142596244812,0.3585253357887268,0.027649423107504845,,
0.01,98,0.3401714265346527,0.36708882451057434,0.028730599209666252,,
0.01,99,0.34775081276893616,0.3758046329021454,0.029848463833332062,,
0.01,100,0.3554539084434509,0.3846745491027832,0.03100406937301159,,
0.01,101,0.363282173871994,0.39370065927505493,0.03219854086637497,,
0.01,102,0.3712373375892639,0.40288490056991577,0.033433008939027786,,
0.01,103,0.37932053208351135,0.4122293293476105,0.03470863029360771,,
0.01,104,0.3875337541103363,0.42173606157302856,0.03602662682533264,,
0.01,105,0.39587822556495667,0.43140676617622375,0.0373881533741951,,
0.01,106,0.4043554365634918,0.4412437379360199,0.038794487714767456,,
0.01,107,0.4129669666290283,0.4512489140033722,0.04024691507220268,,
0.01,108,0.4217143654823303,0.46142446994781494,0.041746754199266434,,
0.01,109,0.4305988550186157,0.47177237272262573,0.043295327574014664,,
