tol,traj,x,y,z,naccept,nreject
0.01,0,3.87195723305922e-05,0.0,0.0,,
0.01,1,0.0009828973561525345,0.0008528319885954261,1.0343344001739752e-05,,
0.01,2,0.001955887535586953,0.0017359853954985738,2.1678151824744418e-05,,
0.01,3,0.002958229510113597,0.002650100039318204,3.405656389077194e-05,,
0.01,4,0.003990466706454754,0.003595823422074318,4.753277971758507e-05,,
0.01,5,0.005053098779171705,0.004573816899210215,6.216321344254538e-05,,
0.01,6,0.006146721076220274,0.00558474799618125,7.80064583523199e-05,,
0.01,7,0.007271813228726387,0.006629296578466892,9.512346878182143e-05,,
0.01,8,0.008429049514234066,0.007708151359111071,0.00011357749463059008,,
0.01,9,0.00961889699101448,0.008822008967399597,0.00013343429600354284,,
0.01,10,0.010841947048902512,0.00997158419340849,0.0001547622523503378,,
0.01,11,0.012098820880055428,0.011157589964568615,0.00017763208597898483,,
0.01,12,0.013390116393566132,0.01238076202571392,0.00020211758965160698,,
0.01,13,0.014716367237269878,0.013641840778291225,0.00022829504450783134,,
0.01,14,0.016078243032097816,0.014941574074327946,0.0002562437439337373,,
0.01,15,0.017476309090852737,0.016280729323625565,0.0002860460663214326,,
0.01,16,0.018911216408014297,0.017660077661275864,0.0003177870821673423,,
0.01,17,0.020383557304739952,0.019080406054854393,0.0003515554708428681,,
0.01,18,0.021894020959734917,0.020542504265904427,0.0003874427347909659,,
0.01,19,0.023443225771188736,0.02204718254506588,0.00042554401443339884,,
0.01,20,0.02503180131316185,0.023595262318849564,0.0004659580299630761,,
0.01,21,0.02666044607758522,0.025187572464346886,0.0005087867612019181,,
0.01,22,0.028329821303486824,0.02682494930922985,0.0005541358841583133,,
0.01,23,0.030040565878152847,0.028508260846138,0.000602115411311388,,
0.01,24,0.031793419271707535,0.030238352715969086,0.0006528383819386363,,
0.01,25,0.033589012920856476,0.03201610967516899,0.0007064221426844597,,
0.01,26,0.035428110510110855,0.03384244069457054,0.0007629893952980638,,
0.01,27,0.03731141239404678,0.03571821749210358,0.0008226648205891252,,
0.01,28,0.03923962265253067,0.03764436021447182,0.0008855792693793774,,
0.01,29,0.041213467717170715,0.03962181881070137,0.0009518681326881051,,
0.01,30,0.04323359951376915,0.04165150597691536,0.001021670293994248,,
0.01,31,0.045300934463739395,0.04373438283801079,0.001095130224712193,,
0.01,32,0.04741612821817398,0.04587141424417496,0.0011723974021151662,,
0.01,33,0.04957994818687439,0.04806358367204666,0.0012536263093352318,,
0.01,34,0.05179314315319061,0.0503118671476841,0.0013389764353632927,,
0.01,35,0.0540565550327301,0.05261727049946785,0.001428612507879734,,
0.01,36,0.056370917707681656,0.054980840533971786,0.0015227061230689287,,
0.01,37,0.05873706936836243,0.0574035607278347,0.0016214324859902263,,
0.01,38,0.06115586310625076,0.05988651141524315,0.0017249744851142168,,
0.01,39,0.06362798064947128,0.0624307356774807,0.0018335205968469381,,
0.01,40,0.06615432351827621,0.06503729522228241,0.0019472639542073011,,
0.01,41,0.06873578578233719,0.06770730763673782,0.0020664080511778593,,
0.01,42,0.0713731050491333,0.0704418197274208,0.0021911566145718098,,
0.01,43,0.07406720519065857,0.07324199378490448,0.0023217275738716125,,
0.01,44,0.07681895047426224,0.07610893249511719,0.0024583397898823023,,
0.01,45,0.07962921261787415,0.07904379069805145,0.002601222600787878,,
0.01,46,0.08249886333942413,0.0820477157831192,0.0027506123296916485,,
0.01,47,0.08542875200510025,0.08512185513973236,0.0029067497234791517,,
0.01,48,0.08841990679502487,0.08826744556427002,0.003069889498874545,,
0.01,49,0.09147311747074127,0.0914856344461441,0.003240287536755204,,
0.01,50,0.09458937495946884,0.0947776511311531,0.0034182113595306873,,
0.01,51,0.0977696105837822,0.09814474731683731,0.003603938966989517,,
0.01,52,0.10101476311683655,0.1015881896018982,0.003797755343839526,,
0.01,53,0.10432574152946472,0.10510914027690887,0.003999948035925627,,
0.01,54,0.10770360380411148,0.1087089478969574,0.004210824612528086,,
0.01,55,0.11114925891160965,0.11238889396190643,0.004430694971233606,,
0.01,56,0.11466368287801743,0.11615028232336044,0.004659881815314293,,
0.01,57,0.11824795603752136,0.11999441683292389,0.004898713901638985,,
0.01,58,0.12190305441617966,0.12392266094684601,0.005147535819560289,,
0.01,59,0.12562990188598633,0.12793631851673126,0.005406695883721113,,
0.01,60,0.12942959368228912,0.13203682005405426,0.005676562432199717,,
0.01,61,0.13330323994159698,0.13622549176216125,0.005957501940429211,,
0.01,62,0.13725174963474274,0.14050377905368805,0.006249903701245785,,
0.01,63,0.14127632975578308,0.14487306773662567,0.006554162595421076,,
0.01,64,0.14537794888019562,0.14933480322360992,0.006870689801871777,,
0.01,65,0.14955772459506989,0.1538904309272766,0.0071999020874500275,,
0.01,66,0.15381671488285065,0.15854138135910034,0.007542232517153025,,
0.01,67,0.15815602242946625,0.16328918933868408,0.007898131385445595,,
0.01,68,0.16257689893245697,0.16813530027866364,0.008268050849437714,,
0.01,69,0.1670803427696228,0.17308126389980316,0.008652468211948872,,
0.01,70,0.17166750133037567,0.17812857031822205,0.009051867760717869,,
0.01,71,0.1763395369052887,0.1832788586616516,0.009466756135225296,,
0.01,72,0.1810976266860962,0.18853354454040527,0.009897636249661446,,
