dt,traj,x,y,z
0.5,0,187.9184112548828,0.0,0.0
0.5,1,258.2328186035156,-1423.3126220703125,-1991.69287109375
0.5,2,336.28961181640625,-3186.660400390625,-4465.80322265625
0.5,3,422.6823425292969,-5342.37255859375,-7498.33544921875
0.5,4,518.039794921875,-7949.06103515625,-11174.68359375
0.5,5,623.0266723632812,-11072.2109375,-15590.5615234375
0.5,6,738.3485107421875,-14784.978515625,-20853.208984375
0.5,7,864.7495727539062,-19168.76953125,-27082.341796875
0.5,8,1003.0172729492188,-24314.197265625,-34411.55078125
0.5,9,1153.9825439453125,-30321.806640625,-42989.5625
0.5,10,1318.5240478515625,-37303.17578125,-52981.8359375
0.5,11,1497.568359375,-45381.828125,-64572.06640625
0.5,12,1692.09228515625,-54694.3125,-77963.8984375
0.5,13,1903.1251220703125,-65391.51171875,-93382.8671875
0.5,14,2131.751953125,-77639.7734375,-111078.34375
0.5,15,2379.116943359375,-91622.5859375,-131326.046875
0.5,16,2646.419921875,-107541.53125,-154429.71875
0.5,17,2934.932373046875,-125618.7734375,-180724.890625
0.5,18,3245.98095703125,-146097.75,-210580.140625
0.5,19,3580.964599609375,-169245.671875,-244401.015625
0.5,20,3941.359375,-195356.125,-282633.90625
0.5,21,4328.7041015625,-224749.25,-325767.3125
0.5,22,4744.6259765625,-257776.65625,-374338.28125
0.5,23,5190.82275390625,-294821.875,-428934.28125
0.5,24,5669.08544921875,-336304.09375,-490199.0
0.5,25,6181.28759765625,-382681.0,-558836.375
0.5,26,6729.388671875,-434451.0,-635614.6875
0.5,27,7315.45458984375,-492158.03125,-721374.625
0.5,28,7941.63916015625,-556393.3125,-817031.6875
0.5,29,8610.1982421875,-627801.0,-923584.5
0.5,30,9323.5029296875,-707080.5625,-1042121.5625
0.5,31,10084.0224609375,-794993.0,-1173827.375
0.5,32,10894.3603515625,-892364.3125,-1319991.75
0.5,33,11757.2119140625,-1000088.4375,-1482013.25
0.5,34,12675.416015625,-1119138.625,-1661415.5
0.5,35,13651.9267578125,-1250565.25,-1859849.0
0.5,36,14689.869140625,-1395511.75,-2079112.0
0.5,37,15792.443359375,-1555208.75,-2321142.25
0.5,38,16963.041015625,-1730991.0,-2588049.75
0.5,39,18205.193359375,-1924301.625,-2882116.0
0.5,40,19522.564453125,-2136698.25,-3205808.25
0.5,41,20919.0,-2369862.75,-3561797.25
0.5,42,22398.53125,-2625616.0,-3952977.5
0.5,43,23965.30859375,-2905913.25,-4382464.5
0.5,44,25623.703125,-3212866.0,-4853628.5
0.5,45,27378.263671875,-3548755.5,-5370112.0
0.5,46,29233.7109375,-3916028.25,-5935837.0
0.5,47,31194.9921875,-4317328.5,-6555038.5
0.5,48,33267.24609375,-4755490.0,-7232276.5
0.5,49,35455.8359375,-5233577.0,-7972473.5
0.5,50,37766.30078125,-5754864.0,-8780910.0
0.5,51,40204.47265625,-6322884.5,-9663289.0
0.5,52,42776.39453125,-6941430.0,-10625742.0
0.5,53,45488.31640625,-7614565.0,-11674848.0
0.5,54,48346.81640625,-8346663.0,-12817701.0
0.5,55,51358.6484375,-9142395.0,-14061894.0
0.5,56,54530.875,-10006788.0,-15415594.0
0.5,57,57870.91796875,-10945246.0,-16887604.0
0.5,58,61386.34375,-11963518.0,-18487308.0
0.5,59,65085.09375,-13067774.0,-20224796.0
0.5,60,68975.4296875,-14264645.0,-22110902.0
0.5,61,73065.8671875,-15561182.0,-24157184.0
0.5,62,77365.3828125,-16964990.0,-26376132.0
0.5,63,81883.171875,-18484144.0,-28781012.0
0.5,64,86628.828125,-20127304.0,-31386072.0
0.5,65,91612.2578125,-21903714.0,-34206544.0
0.5,66,96843.765625,-23823232.0,-37258684.0
0.5,67,102334.25,-25896460.0,-40560048.0
0.5,68,108094.5625,-28134594.0,-44129120.0
0.5,69,114136.2734375,-30549664.0,-47985840.0
0.5,70,120471.484375,-33154522.0,-52151532.0
0.5,71,127112.59375,-35962832.0,-56648932.0
0.5,72,134072.3125,-38989140.0,-61502188.0
0.5,73,141363.90625,-42248980.0,-66737156.0
0.5,74,149001.3125,-45758868.0,-72381480.0
0.5,75,156998.734375,-49536484.0,-78464536.0
0.5,76,165371.03125,-53600544.0,-85017728.0
0.5,77,174133.390625,-57971012.0,-92074408.0
0.5,78,183301.90625,-62669156.0,-99670296.0
0.5,79,192892.765625,-67717544.0,-107843152.0
0.5,80,202923.171875,-73140224.0,-116633464.0
0.5,81,213410.703125,-78962784.0,-126084232.0
0.5,82,224373.5,-85212312.0,-136241104.0
0.5,83,235830.796875,-91917920.0,-147153120.0
0.5,84,247801.515625,-99109824.0,-158871360.0
0.5,85,260306.0625,-106820808.0,-171451136.0
0.5,86,273365.34375,-115085408.0,-184950944.0
0.5,87,287001.09375,-123940376.0,-199433008.0
0.5,88,301235.375,-133424448.0,-214963056.0
0.5,89,316091.59375,-143579248.0,-231611664.0
0.5,90,331592.9375,-154447968.0,-249452352.0
0.5,91,347765.0,-166077792.0,-268565280.0
0.5,92,364632.5,-178517248.0,-289033312.0
0.5,93,382221.96875,-191818768.0,-310945664.0
0.5,94,400560.5,-206037552.0,-334396544.0
0.5,95,419676.5625,-221232320.0,-359486400.0
0.5,96,439598.78125,-237464720.0,-386320800.0
0.5,97,460357.3125,-254800640.0,-415012320.0
0.5,98,481982.59375,-273308960.0,-445679264.0
0.5,99,504507.21875,-293063904.0,-478448736.0
0.5,100,527963.9375,-314142848.0,-513453952.0
0.5,101,552386.6875,-336627808.0,-550835904.0
0.5,102,577810.5625,-360606176.0,-590744832.0
0.5,103,604271.1875,-386168992.0,-633337792.0
0.5,104,631807.5625,-413415072.0,-678785024.0
0.5,105,660456.75,-442445312.0,-727261248.0
0.5,106,690258.8125,-473369088.0,-778954496.0
0.5,107,721255.0625,-506300608.0,-834063424.0
0.5,108,753487.4375,-541361152.0,-892797312.0
0.5,109,787000.1875,-578678592.0,-955378176.0
0.5,110,821836.9375,-618386624.0,-1022037824.0
0.5,111,858046.0,-660628864.0,-1093026176.0
0.5,112,895672.9375,-705554752.0,-1168601856.0
0.5,113,934769.375,-753324096.0,-1249043840.0
0.5,114,975384.3125,-804101952.0,-1334639616.0
0.5,115,1017570.3125,-858065344.0,-1425697408.0
0.5,116,1061382.75,-915402496.0,-1522545024.0
0.5,117,1106874.875,-976304576.0,-1625517824.0
0.5,118,1154103.625,-1040979648.0,-1734978176.0
0.5,119,1203131.25,-1109648512.0,-1851313152.0
0.5,120,1254013.5,-1182533888.0,-1974912256.0
0.5,121,1306818.75,-1259884288.0,-2106212096.0
0.5,122,1361605.625,-1341947776.0,-2245646336.0
0.5,123,1418443.5,-1428995072.0,-2393691136.0
