tol,traj,x,y,z,naccept,nreject
0.01,0,3.7698919186368585e-05,0.0,0.0,,
0.01,1,0.0009338593226857483,0.000807042873930186,6.389171176124364e-06,,
0.01,2,0.001863660290837288,0.0016486173262819648,1.398279800923774e-05,,
0.01,3,0.0028274967335164547,0.002525290474295616,2.2844047634862363e-05,,
0.01,4,0.0038257515989243984,0.0034376299008727074,3.303767880424857e-05,,
0.01,5,0.004858818370848894,0.004386205226182938,4.4630221964325756e-05,,
0.01,6,0.00592707609757781,0.005371598526835442,5.7689616369316354e-05,,
0.01,7,0.007030903827399015,0.00639438396319747,7.228572212625295e-05,,
0.01,8,0.008170701563358307,0.0074551524594426155,8.84899272932671e-05,,
0.01,9,0.009346777573227882,0.008554475381970406,0.0001063744057319127,,
0.01,10,0.010559544898569584,0.009692956693470478,0.00012601487105712295,,
0.01,11,0.011809364892542362,0.010871177539229393,0.00014748639659956098,,
0.01,12,0.013069752603769302,0.012067398056387901,0.0001702553709037602,,
0.01,13,0.014391728676855564,0.013324938714504242,0.0001955421466846019,,
0.01,14,0.015751738101243973,0.014624073170125484,0.00022289558546617627,,
0.01,15,0.01681700348854065,0.015688084065914154,0.00025019532768055797,,
0.01,16,0.018243014812469482,0.017057431861758232,0.0002813837490975857,,
0.01,17,0.01971021667122841,0.01847127079963684,0.0003148301620967686,,
0.01,18,0.021218981593847275,0.01993015967309475,0.00035059996298514307,,
0.01,19,0.0227698665112257,0.021434813737869263,0.0003887813654728234,,
0.01,20,0.024363283067941666,0.02298584207892418,0.00042943889275193214,,
0.01,21,0.025712769478559494,0.024318590760231018,0.0004221373819746077,,
0.01,22,0.027420736849308014,0.025989949703216553,0.0004719890421256423,,
0.01,23,0.029172226786613464,0.02770906500518322,0.000524914066772908,,
0.01,24,0.03096679411828518,0.029476149007678032,0.0005808499408885837,,
0.01,25,0.03280484676361084,0.03129178285598755,0.0006398456753231585,,
0.01,26,0.034686747938394547,0.03315667062997818,0.0007019420154392719,,
0.01,27,0.03661444038152695,0.03507265821099281,0.0007676174864172935,,
0.01,28,0.038587018847465515,0.03703930601477623,0.0008365390240214765,,
0.01,29,0.04060598462820053,0.039058275520801544,0.0009091392275877297,,
0.01,30,0.0426720529794693,0.04113035276532173,0.0009855806129053235,,
0.01,31,0.044785432517528534,0.043256089091300964,0.0010658822720870376,,
0.01,32,0.04694679379463196,0.0454363077878952,0.0011502000270411372,,
0.01,33,0.04915667697787285,0.04767180606722832,0.001238719210959971,,
0.01,34,0.05141539126634598,0.04996316134929657,0.0013314401730895042,,
0.01,35,0.053723979741334915,0.052311450242996216,0.0014288016827777028,,
0.01,36,0.05608252435922623,0.054717157036066055,0.001530746929347515,,
0.01,37,0.05849139019846916,0.05718085914850235,0.0016373362159356475,,
0.01,38,0.060932427644729614,0.059693507850170135,0.0018320793751627207,,
0.01,39,0.06344258040189743,0.0622735396027565,0.0019524964736774564,,
0.01,40,0.06600667536258698,0.06491538882255554,0.0020783066283911467,,
0.01,41,0.06918978691101074,0.0681326761841774,0.002171087311580777,,
0.01,42,0.07180982083082199,0.07085022330284119,0.002301422879099846,,
0.01,43,0.07402611523866653,0.07321931421756744,0.002382952021434903,,
0.01,44,0.07679884135723114,0.07610736042261124,0.0025259836111217737,,
0.01,45,0.07969943434000015,0.07907960563898087,0.002758036833256483,,
0.01,46,0.08257657289505005,0.08208795636892319,0.002917464356869459,,
0.01,47,0.08563052117824554,0.08516356348991394,0.0030445337761193514,,
0.01,48,0.08861427754163742,0.08828410506248474,0.00321476673707366,,
0.01,49,0.09165310114622116,0.09146855771541595,0.003391621168702841,,
0.01,50,0.09474869072437286,0.09471747279167175,0.003574975999072194,,
0.01,51,0.09789909422397614,0.09803137928247452,0.0037653930485248566,,
0.01,52,0.10110563784837723,0.10141066461801529,0.003962715156376362,,
0.01,53,0.10411733388900757,0.10499479621648788,0.00409393897280097,,
0.01,54,0.10742564499378204,0.10854005068540573,0.004301682114601135,,
0.01,55,0.11077359318733215,0.11196231842041016,0.004487708210945129,,
0.01,56,0.1140921413898468,0.1158248782157898,0.004687575623393059,,
0.01,57,0.11756370961666107,0.11956681311130524,0.004918394144624472,,
0.01,58,0.12154993414878845,0.12349475920200348,0.0052255624905228615,,
0.01,59,0.1251702606678009,0.12740088999271393,0.005481556989252567,,
0.01,60,0.1288483738899231,0.1313783973455429,0.005746360868215561,,
0.01,61,0.13258470594882965,0.13542775809764862,0.006019939202815294,,
0.01,62,0.13637974858283997,0.13954955339431763,0.006302661262452602,,
0.01,63,0.1399783194065094,0.14376233518123627,0.006545368116348982,,
0.01,64,0.14389432966709137,0.14802800118923187,0.006846808362752199,,
0.01,65,0.148123100399971,0.15248370170593262,0.007301908917725086,,
0.01,66,0.15213719010353088,0.15689493715763092,0.007618885952979326,,
0.01,67,0.15632042288780212,0.16143804788589478,0.008007091470062733,,
0.01,68,0.16050437092781067,0.1660344898700714,0.0083667803555727,,
0.01,69,0.1647520810365677,0.1707112193107605,0.008738581091165543,,
0.01,70,0.16906540095806122,0.17546918988227844,0.009122957475483418,,
0.01,71,0.17344504594802856,0.18030981719493866,0.009520351886749268,,
0.01,72,0.17789046466350555,0.18523354828357697,0.009930748492479324,,
0.01,73,0.18240410089492798,0.19024209678173065,0.0103548439219594,,
0.01,74,0.18685054779052734,0.19522781670093536,0.010662522166967392,,
0.01,75,0.19149789214134216,0.20039750635623932,0.011109180748462677,,
0.01,76,0.19621439278125763,0.20565453171730042,0.011570625007152557,,
0.01,77,0.20069263875484467,0.21088001132011414,0.011942550539970398,,
0.01,78,0.20556038618087769,0.21630710363388062,0.012432361021637917,,
0.01,79,0.21049782633781433,0.2218233197927475,0.012937298975884914,,
0.01,80,0.21550491452217102,0.2274312973022461,0.01345839537680149,,
0.01,81,0.2209751009941101,0.233250692486763,0.013977066613733768,,
0.01,82,0.22606207430362701,0.238994762301445,0.014503498561680317,,
0.01,83,0.2312231957912445,0.2448350042104721,0.015049096196889877,,
0.01,84,0.23637007176876068,0.2507338523864746,0.015648435801267624,,
0.01,85,0.24169883131980896,0.25678372383117676,0.016219956800341606,,
0.01,86,0.247045636177063,0.26286429166793823,0.01678936369717121,,
0.01,87,0.2526491582393646,0.26924899220466614,0.01746601238846779,,
0.01,88,0.25847870111465454,0.27595850825309753,0.018417367711663246,,
0.01,89,0.2642645239830017,0.28256189823150635,0.019137829542160034,,
0.01,90,0.27012667059898376,0.28926417231559753,0.01987599767744541,,
0.01,91,0.27607017755508423,0.29607099294662476,0.020633725449442863,,
0.01,92,0.28209245204925537,0.3029795289039612,0.021410493180155754,,
0.01,93,0.28819215297698975,0.30998918414115906,0.022206131368875504,,
0.01,94,0.29472485184669495,0.31748634576797485,0.02313786931335926,,
0.01,95,0.30088645219802856,0.32459908723831177,0.023945029824972153,,
0.01,96,0.3074597120285034,0.33216428756713867,0.024918168783187866,,
0.01,97,0.3139212727546692,0.3396367132663727,0.025799527764320374,,
0.01,98,0.32045745849609375,0.34720876812934875,0.026699233800172806,,
0.01,99,0.3270482122898102,0.35485902428627014,0.027613000944256783,,
0.01,100,0.33400923013687134,0.3629295229911804,0.028749540448188782,,
0.01,101,0.3408115804195404,0.37084832787513733,0.029735639691352844,,
0.01,102,0.34761545062065125,0.37878814339637756,0.030727911740541458,,
0.01,103,0.35443639755249023,0.38676175475120544,0.03166494518518448,,
0.01,104,0.36145323514938354,0.39497217535972595,0.03270875662565231,,
0.01,105,0.3685511350631714,0.4032902121543884,0.0337761715054512,,
0.01,106,0.37572985887527466,0.41171687841415405,0.03486764430999756,,
0.01,107,0.38298991322517395,0.42025262117385864,0.03598353639245033,,
0.01,108,0.3903309106826782,0.4288977086544037,0.03712419047951698,,
0.01,109,0.397754430770874,0.43765315413475037,0.03828984126448631,,
0.01,110,0.4052586257457733,0.44651857018470764,0.03948083519935608,,
0.01,111,0.41306883096694946,0.45574629306793213,0.04093335568904877,,
0.01,112,0.4207528233528137,0.46485212445259094,0.04219697043299675,,
0.01,113,0.42851898074150085,0.47406989336013794,0.043487854301929474,,
