dt,traj,x,y,z
0.5,0,4.30110502243042,0.0,0.0
0.5,1,7.073795318603516,3.1171936988830566,-34.67005920410156
0.5,2,-0.9888225793838501,-0.535072922706604,0.9208707213401794
0.5,3,22.428237915039062,199.07313537597656,167.78399658203125
0.5,4,117.2440414428711,2485.4853515625,1071.53369140625
0.5,5,318.11834716796875,8268.9189453125,396.3349609375
0.5,6,368.35223388671875,-60757.63671875,-20421.02734375
0.5,7,-1832.694091796875,-1242373.5,51876.87109375
0.5,8,-15468.4072265625,-12081996.0,3869591.25
0.5,9,-58753.28125,-65786608.0,46276488.0
0.5,10,84129.2109375,362165536.0,-240886112.0
0.5,11,5343146.5,14664515584.0,-29860960256.0
0.5,12,90024688.0,5418531840.0,-108647620608.0
0.5,13,1206352896.0,57643221647360.0,156774661357568.0
0.5,14,13937636352.0,1.5642771255721984e+16,1.8939467893047296e+16
0.5,15,138789765120.0,1.919543755006804e+18,1.3925784807003914e+18
0.5,16,1178460749824.0,1.5341765458116634e+20,7.3189607229420995e+19
0.5,17,8352661241856.0,8.851020612113271e+21,2.844492101995668e+21
0.5,18,47006286348288.0,3.7669051237808725e+23,7.977766451916644e+22
0.5,19,185274168508416.0,1.127652001653175e+25,1.4481463672966323e+24
0.5,20,307913990078464.0,1.6876660519922207e+26,1.03580935225899e+25
0.5,21,-177315258564608.0,-4.898865815610614e+27,-2.435816923282644e+25
0.5,22,4.247318499321446e+16,-5.0962335927932046e+29,2.2351267517243417e+28
0.5,23,1.1174060420791009e+18,-2.471750629756121e+31,2.1637877179879616e+30
0.5,24,1.6706859281730765e+19,-8.932764873676626e+32,1.1380303475616734e+32
0.5,25,1.913455632679971e+20,-2.6748096152436854e+34,4.401825720699639e+33
0.5,26,1.8551787720268201e+21,-6.947454980627453e+35,1.3890253722143944e+35
0.5,27,nan,nan,nan
0.5,28,nan,nan,nan
0.5,29,nan,nan,nan
0.5,30,nan,nan,nan
0.5,31,nan,nan,nan
0.5,32,nan,nan,nan
0.5,33,nan,nan,nan
0.5,34,nan,nan,nan
0.5,35,nan,nan,nan
0.5,36,nan,nan,nan
0.5,37,nan,nan,nan
0.5,38,nan,nan,nan
0.5,39,nan,nan,nan
0.5,40,nan,nan,nan
0.5,41,nan,nan,nan
0.5,42,nan,nan,nan
0.5,43,nan,nan,nan
0.5,44,nan,nan,nan
0.5,45,nan,nan,nan
0.5,46,nan,nan,nan
0.5,47,nan,nan,nan
0.5,48,nan,nan,nan
0.5,49,nan,nan,nan
0.5,50,nan,nan,nan
0.5,51,nan,nan,nan
0.5,52,nan,nan,nan
0.5,53,nan,nan,nan
0.5,54,nan,nan,nan
0.5,55,nan,nan,nan
0.5,56,nan,nan,nan
0.5,57,nan,nan,nan
0.5,58,nan,nan,nan
0.5,59,nan,nan,nan
0.5,60,nan,nan,nan
0.5,61,nan,nan,nan
0.5,62,nan,nan,nan
0.5,63,nan,nan,nan
