dt,traj,x,y,z
0.5,0,51.80998992919922,0.0,0.0
0.5,1,39.0898323059082,-132.44219970703125,50.95062255859375
0.5,2,24.560047149658203,-333.9566650390625,119.5499267578125
0.5,3,8.135965347290039,-631.4793701171875,210.44741821289062
0.5,4,-10.24905776977539,-1061.189697265625,329.30841064453125
0.5,5,-30.636457443237305,-1671.477294921875,482.98236083984375
0.5,6,-53.03428649902344,-2526.8330078125,679.6827392578125
0.5,7,-77.40606689453125,-3712.91845703125,929.160888671875
0.5,8,-103.65850830078125,-5343.30029296875,1242.8834228515625
0.5,9,-131.6241455078125,-7568.09130859375,1634.1435546875
0.5,10,-161.04248046875,-10585.5068359375,2118.135986328125
0.5,11,-191.5349578857422,-14656.8779296875,2711.88671875
0.5,12,-222.57461547851562,-20126.345703125,3433.98046875
0.5,13,-253.45004272460938,-27446.818359375,4303.98583984375
0.5,14,-283.216796875,-37214.06640625,5341.37646484375
0.5,15,-310.646240234375,-50211.4765625,6563.76904296875
0.5,16,-334.15289306640625,-67469.2421875,7984.07275390625
0.5,17,-351.7120361328125,-90342.125,9606.1064453125
0.5,18,-360.7548522949219,-120612.8671875,11418.03515625
0.5,19,-358.048583984375,-160627.0625,13382.6162109375
0.5,20,-339.5313415527344,-213476.03125,15422.9248046875
0.5,21,-300.12933349609375,-283233.25,17401.638671875
0.5,22,-233.52322387695312,-375273.6875,19091.361328125
0.5,23,-131.863037109375,-496697.125,20132.1328125
0.5,24,14.58488655090332,-656892.125,19970.90625
0.5,25,217.852294921875,-868288.4375,17776.244140625
0.5,26,492.8068542480469,-1147366.5,12317.1435546875
0.5,27,857.7852783203125,-1516003.125,1792.828125
0.5,28,1335.38671875,-2003288.875,-16406.828125
0.5,29,1953.3990478515625,-2647955.75,-46035.72265625
0.5,30,2746.06103515625,-3501695.75,-92466.46875
0.5,31,3755.373291015625,-4633529.5,-163343.203125
0.5,32,5032.97021484375,-6135847.0,-269509.09375
0.5,33,6642.2119140625,-8132490.0,-426291.40625
0.5,34,8660.900390625,-10789864.0,-655311.4375
0.5,35,11184.3984375,-14331724.0,-986989.125
0.5,36,14329.71484375,-19059834.0,-1464078.125
0.5,37,18240.103515625,-25381326.0,-2146539.0
0.5,38,23091.298828125,-33847360.0,-3118454.25
0.5,39,29098.646484375,-45204916.0,-4497604.0
0.5,40,36525.7421875,-60468080.0,-6448822.5
0.5,41,45695.01953125,-81015440.0,-9202620.0
0.5,42,57002.52734375,-108728536.0,-13081822.0
0.5,43,70931.578125,-146173056.0,-18537432.0
0.5,44,88074.2734375,-196859552.0,-26200300.0
0.5,45,109155.109375,-265598288.0,-36952624.0
0.5,46,135060.828125,-358993920.0,-52028412.0
0.5,47,166876.0,-486127584.0,-73153720.0
0.5,48,205925.984375,-659507392.0,-102742704.0
0.5,49,253832.515625,-896393088.0,-144174224.0
0.5,50,312578.96875,-1220650368.0,-202178976.0
0.5,51,384587.875,-1665303936.0,-283378240.0
0.5,52,472825.09375,-2276193280.0,-397053600.0
0.5,53,580905.9375,-3116925952.0,-556197824.0
0.5,54,713259.125,-4276056576.0,-779037952.0
0.5,55,875287.6875,-5876936704.0,-1091123712.0
0.5,56,1073594.5,-8091682816.0,-1528298240.0
0.5,57,1316254.25,-11160931328.0,-2140888448.0
0.5,58,1613117.625,-15421277184.0,-2999523328.0
0.5,59,1976220.25,-21344540672.0,-4203426048.0
0.5,60,2420275.25,-29592860672.0,-5892063232.0
0.5,61,2963232.25,-41096388608.0,-8261445120.0
0.5,62,3627042.0,-57164091392.0,-11587358720.0
0.5,63,4438503.0,-79639650304.0,-16257843200.0
0.5,64,5430365.5,-111123267584.0,-22819239936.0
0.5,65,6642637.5,-155286257664.0,-32041070592.0
0.5,66,8124208.0,-217317588992.0,-45007699968.0
0.5,67,9934788.0,-304556539904.0,-63247409152.0
0.5,68,12147450.0,-427402854400.0,-88916770816.0
0.5,69,14851497.0,-600596611072.0,-125058465792.0
0.5,70,18156234.0,-845059981312.0,-175969779712.0
0.5,71,22195304.0,-1190503645184.0,-247720001536.0
0.5,72,27132186.0,-1679144124416.0,-348884598784.0
0.5,73,33167242.0,-2371059974144.0,-491594022912.0
0.5,74,40545712.0,-3351759028224.0,-693006499840.0
0.5,75,49568456.0,-4743091978240.0,-977418715136.0
0.5,76,60603992.0,-6718730797056.0,-1379234349056.0
0.5,77,74104888.0,-9526500655104.0,-1947227652096.0
0.5,78,90625552.0,-13519891202048.0,-2750508695552.0
0.5,79,110847952.0,-19203927048192.0,-3887174254592.0
0.5,80,135610336.0,-27300353540096.0,-5496506417152.0
0.5,81,165942336.0,-38840475582464.0,-7776264257536.0
0.5,82,203111440.0,-55299440377856.0,-11007560777728.0
0.5,83,248678784.0,-78787853156352.0,-15590206996480.0
0.5,84,304568288.0,-112326917226496.0,-22093204815872.0
0.5,85,373150944.0,-160241354276864.0,-31326595973120.0
0.5,86,457352544.0,-228724792360960.0,-44444480962560.0
0.5,87,560790144.0,-326654073241600.0,-63092947943424.0
0.5,88,687927808.0,-466743893950464.0,-89619248971776.0
0.5,89,844293952.0,-667226927529984.0,-127375618605056.0
0.5,90,1036719104.0,-954223890006016.0,-181147157921792.0
0.5,91,1273674240.0,-1365206223552512.0,-257775984705536.0
0.5,92,1565665664.0,-1953921954217984.0,-367049683501056.0
0.5,93,1925713024.0,-2797435680194560.0,-522969512148992.0
0.5,94,2369984768.0,-4006313013018624.0,-745586995232768.0
0.5,95,2918580992.0,-5739196220178432.0,-1063636034387968.0
0.5,96,3596470016.0,-8223650654191616.0,-1518299393294336.0
0.5,97,4434712576.0,-1.1786156911886336e+16,-2168642804383744.0
0.5,98,5472023040.0,-1.6895394172633088e+16,-3099474423447552.0
0.5,99,6756577792.0,-2.422360266453811e+16,-4432520066105344.0
0.5,100,8348484096.0,-3.4735681150386176e+16,-6342710529097728.0
0.5,101,10322680832.0,-4.981590832709632e+16,-9081428100775936.0
0.5,102,12772775936.0,-7.145129927455539e+16,-1.3010285942013952e+16
0.5,103,15815574528.0,-1.0249178383699149e+17,-1.864931708239872e+16
0.5,104,19597260800.0,-1.4702925466671514e+17,-2.6747460739137536e+16
0.5,105,24300224512.0,-2.1092921116092006e+17,-3.838213415449395e+16
0.5,106,30153007104.0,-3.0261164464563814e+17,-5.510610114995814e+16
0.5,107,37441560576.0,-4.341533675020616e+17,-7.915631598475674e+16
0.5,108,46523850752.0,-6.228749176830689e+17,-1.137564952119214e+17
0.5,109,57848389632.0,-8.93619210662445e+17,-1.6355433031663616e+17
0.5,110,71976828928.0,-1.2819955110536806e+18,-2.3524901679792128e+17
