dt,traj,x,y,z
0.5,0,23.24513053894043,0.0,0.0
0.5,1,-808.3047485351562,-7931.01025390625,-16674.095703125
0.5,2,-495.46038818359375,-3967.8837890625,-7841.91357421875
0.5,3,28.742855072021484,103.9273681640625,40.35554504394531
0.5,4,-82.98690032958984,38879.4296875,713.5147094726562
0.5,5,538.7373046875,666795.125,-102188.328125
0.5,6,9756.0029296875,5108605.5,-2767149.5
0.5,7,48585.71484375,26684018.0,-25719620.0
0.5,8,158587.09375,109348688.0,-150515184.0
0.5,9,403338.15625,372125184.0,-657501184.0
0.5,10,846266.6875,1071112896.0,-2283375872.0
0.5,11,1464329.875,2568764160.0,-6336480768.0
0.5,12,1913376.125,4716236800.0,-12940409856.0
0.5,13,980514.375,4002803968.0,-10402035712.0
0.5,14,-4583595.5,-16199599104.0,67508404224.0
0.5,15,-22406210.0,-114169847808.0,484381949952.0
0.5,16,-68972296.0,-464738091008.0,2126117994496.0
0.5,17,-177885744.0,-1539866361856.0,7661009502208.0
0.5,18,-414656768.0,-4513528807424.0,24495276425216.0
0.5,19,-902458112.0,-12110445674496.0,71866454638592.0
0.5,20,-1866049792.0,-30274259779584.0,196990503747584.0
0.5,21,-3705105408.0,-71233165066240.0,510028339478528.0
0.5,22,-7114490368.0,-158730230431744.0,1256223575900160.0
0.5,23,-13278501888.0,-336182793732096.0,2957615411757056.0
0.5,24,-24178835456.0,-677887371902976.0,6676716177063936.0
0.5,25,-43078270976.0,-1301396297089024.0,1.447828643643392e+16
0.5,26,-75267555328.0,-2374472132722688.0,3.0175952742907904e+16
0.5,27,-129203281920.0,-4101151528058880.0,6.040335919402189e+16
0.5,28,-218226606080.0,-6658167823925248.0,1.158367712116736e+17
0.5,29,-363124260864.0,-1.0038966363357184e+16,2.1175642186212966e+17
0.5,30,-595888177152.0,-1.3766510497497088e+16,3.6553614534744474e+17
0.5,31,-965222793216.0,-1.6507827061260288e+16,5.850321326367048e+17
0.5,32,-1544387428352.0,-1.5897716219445248e+16,8.341099992349409e+17
0.5,33,-2442481631232.0,-9624310893248512.0,9.459882622986486e+17
0.5,34,-3820186501120.0,-664339031785472.0,4.2479927232875725e+17
0.5,35,-5911673831424.0,-1.3596763726282752e+16,-1.980147049223422e+18
0.5,36,-9054679203840.0,-1.3731886618640384e+17,-9.144785542771114e+18
0.5,37,-13730906636288.0,-6.259488773164237e+17,-2.727558495023923e+19
0.5,38,-20620282691584.0,-2.120467547793916e+18,-6.913580461483413e+19
0.5,39,-30671315664896.0,-6.10833574859794e+18,-1.5994236768662166e+20
0.5,40,-45190882525184.0,-1.582981294111431e+19,-3.477846406179198e+20
0.5,41,-65957808570368.0,-3.798969244421875e+19,-7.214810231668925e+20
0.5,42,-95358189305856.0,-8.58514599895871e+19,-1.4400735501227802e+21
0.5,43,-136540919431168.0,-1.8458567781950004e+20,-2.779666726009344e+21
0.5,44,-193590298935296.0,-3.801196767018819e+20,-5.204856814198216e+21
0.5,45,-271682702934016.0,-7.529755397860245e+20,-9.471171347351769e+21
0.5,46,-377203254624256.0,-1.438530785775429e+21,-1.676163332703624e+22
0.5,47,-517745053532160.0,-2.654123256896857e+21,-2.8848235255086312e+22
0.5,48,-701885770104832.0,-4.730173472823692e+21,-4.824210884843002e+22
0.5,49,-938529139982336.0,-8.135110400947947e+21,-7.824071206713446e+22
0.5,50,-1235551361433600.0,-1.3470589618738417e+22,-1.2269517653535557e+23
0.5,51,-1597275386150912.0,-2.1389621250214802e+22,-1.8518070283167995e+23
0.5,52,-2020026735394816.0,-3.2357714804310672e+22,-2.6708826372981797e+23
0.5,53,-2484806889766912.0,-4.6149254576393555e+22,-3.640898009086748e+23
0.5,54,-2945372339044352.0,-6.0981873459937166e+22,-4.6067835800170175e+23
0.5,55,-3309477654691840.0,-7.237672811472266e+22,-5.239447814518144e+23
0.5,56,-3409906874974208.0,-7.247537496096059e+22,-5.0206726723956804e+23
0.5,57,-2959962879819776.0,-5.232478854382758e+22,-3.439553238674089e+23
0.5,58,-1487321941671936.0,-1.4137156140586456e+22,-8.284750717636652e+22
0.5,59,1766085451841536.0,-1.0685859720848002e+22,-8.32097767303922e+22
0.5,60,7989184094535680.0,-2.5166419161081142e+23,-1.67276963169362e+24
0.5,61,1.9016285530619904e+16,-1.3641945144412398e+24,-8.628534868689424e+24
0.5,62,3.763757150896128e+16,-4.992683341143528e+24,-3.0483864853574513e+25
0.5,63,6.804502513660723e+16,-1.5118335782728888e+25,-8.958907523430428e+25
0.5,64,1.1647385230062387e+17,-4.086416825602916e+25,-2.3572415411611523e+26
0.5,65,1.921069980225372e+17,-1.0228443810048044e+26,-5.755261664616731e+26
0.5,66,3.083754220373934e+17,-2.4206608938842436e+26,-1.3306408312138744e+27
0.5,67,4.847592148041728e+17,-5.486461243997857e+26,-2.9501860088209375e+27
0.5,68,7.493417071825388e+17,-1.2011863036710636e+27,-6.325260448684157e+27
0.5,69,1.1423574656066519e+18,-2.555639077578998e+27,-1.3191798543634834e+28
0.5,70,1.7211065077659075e+18,-5.307104658173824e+27,-2.6877119802478167e+28
0.5,71,2.5668131935779553e+18,-1.0792789146672225e+28,-5.366971396727945e+28
0.5,72,3.7940188032689766e+18,-2.1549789838954023e+28,-1.0530099010802932e+29
0.5,73,5.563546428732604e+18,-4.233304515040864e+28,-2.034050370277675e+29
0.5,74,8.100224757372289e+18,-8.195281685915267e+28,-3.874519982532283e+29
0.5,75,1.1716831312185655e+19,-1.5655685700285698e+29,-7.28718572283218e+29
0.5,76,1.684739555945821e+19,-2.9546728826932227e+29,-1.3548038759529774e+30
0.5,77,2.4091814891595235e+19,-5.51448225850141e+29,-2.492192870233458e+30
0.5,78,3.4275506981219336e+19,-1.0185945786368226e+30,-4.539490460747811e+30
0.5,79,4.853124258333511e+19,-1.8634045595467677e+30,-8.193106072787143e+30
0.5,80,6.840885150701375e+19,-3.3782794320760966e+30,-1.46611729239756e+31
0.5,81,9.602200411916626e+19,-6.073072100294129e+30,-2.6025486663131782e+31
0.5,82,1.3424507450345023e+20,-1.0830719269820498e+31,-4.585028641198801e+31
0.5,83,1.8697145972209956e+20,-1.9169691309687793e+31,-8.0197895106913295e+31
0.5,84,2.5946931580797505e+20,-3.3686708292155085e+31,-1.3932538341813699e+32
0.5,85,3.5884041475316095e+20,-5.87947580757428e+31,-2.4048457251196475e+32
0.5,86,4.946374543172635e+20,-1.019514030191245e+32,-4.12539107930463e+32
