dt,traj,x,y,z
0.5,0,0.003267306834459305,0.0,0.0
0.5,1,0.004405610263347626,0.0008436947246082127,8.629795047454536e-06
0.5,2,0.005578175187110901,0.0017169370548799634,1.808946399250999e-05
0.5,3,0.006791539490222931,0.0026202898006886244,2.841701643774286e-05
0.5,4,0.008043326437473297,0.003554372116923332,3.965698124375194e-05
0.5,5,0.009332992136478424,0.00451980996876955,5.1850758609361947e-05
0.5,6,0.010667666792869568,0.005517182871699333,6.503400800283998e-05
0.5,7,0.01203959435224533,0.006547172553837299,7.925898535177112e-05
0.5,8,0.013453349471092224,0.007610398810356855,9.458884596824646e-05
0.5,9,0.014917753636837006,0.008707408793270588,0.00011101970449090004
0.5,10,0.016425080597400665,0.009838900528848171,0.00012865127064287663
0.5,11,0.01797439157962799,0.011005650274455547,0.00014751596609130502
0.5,12,0.019567273557186127,0.012208255007863045,0.00016771245282143354
0.5,13,0.021214216947555542,0.013447306118905544,0.00018918904243037105
0.5,14,0.022906139492988586,0.014723572880029678,0.00021210807608440518
0.5,15,0.024645738303661346,0.016037750989198685,0.00023649749346077442
0.5,16,0.026443950831890106,0.017390280961990356,0.00026236812118440866
0.5,17,0.028289616107940674,0.01878230832517147,0.00028979394119232893
0.5,18,0.030186481773853302,0.020214244723320007,0.0003189563285559416
0.5,19,0.0321400910615921,0.02168693207204342,0.00034973042784258723
0.5,20,0.03414641320705414,0.02320113591849804,0.00038229936035349965
0.5,21,0.036209121346473694,0.02475743554532528,0.00041677849367260933
0.5,22,0.0383291095495224,0.02635674551129341,0.00045316945761442184
0.5,23,0.04051376134157181,0.02799949422478676,0.0004914738819934428
0.5,24,0.042750947177410126,0.029687080532312393,0.000531890254933387
0.5,25,0.045051418244838715,0.03141976147890091,0.0005744321970269084
0.5,26,0.04741749167442322,0.03319830447435379,0.000619197147898376
0.5,27,0.049839265644550323,0.03502403944730759,0.0006663519889116287
0.5,28,0.05233447253704071,0.03689693287014961,0.0007158340886235237
0.5,29,0.05489448457956314,0.038818359375,0.0007677878020331264
0.5,30,0.05751558393239975,0.04078949987888336,0.0008223538752645254
0.5,31,0.06020939350128174,0.04281027615070343,0.0008796125184744596
0.5,32,0.06297372281551361,0.04488213360309601,0.0009395527886226773
0.5,33,0.06581903994083405,0.04700523614883423,0.0010022468632087111
0.5,34,0.0687248706817627,0.04918156564235687,0.0010681295534595847
0.5,35,0.07170949876308441,0.05141101032495499,0.0011370563879609108
0.5,36,0.07477740943431854,0.05369468778371811,0.0012088629882782698
0.5,37,0.0779203474521637,0.05603358894586563,0.0012840416748076677
0.5,38,0.08113835752010345,0.05842893570661545,0.0013626748695969582
0.5,39,0.08443696796894073,0.06088131666183472,0.0014447575667873025
0.5,40,0.08782213926315308,0.06339117884635925,0.0015305354027077556
0.5,41,0.09129621088504791,0.06595959514379501,0.001619801507331431
0.5,42,0.09484577178955078,0.06858865916728973,0.00171315623447299
0.5,43,0.09848631918430328,0.07127787172794342,0.001810455578379333
0.5,44,0.10222324728965759,0.07402873039245605,0.0019114199094474316
0.5,45,0.10604062676429749,0.07684260606765747,0.0020171464420855045
0.5,46,0.10997037589550018,0.07971838861703873,0.002126712817698717
0.5,47,0.11397729814052582,0.08266030997037888,0.002241019392386079
0.5,48,0.11808834969997406,0.08566702157258987,0.002359949517995119
0.5,49,0.12229569256305695,0.08874064683914185,0.002483462216332555
0.5,50,0.12659458816051483,0.09188198298215866,0.0026123342104256153
0.5,51,0.1310049295425415,0.09509111940860748,0.0027461042627692223
0.5,52,0.13552844524383545,0.09836958348751068,0.002884348388761282
0.5,53,0.14014782011508942,0.10171927511692047,0.0030284407548606396
0.5,54,0.14487339556217194,0.10514023900032043,0.0031782735604792833
0.5,55,0.1497221291065216,0.1086331456899643,0.0033329669386148453
0.5,56,0.1546725183725357,0.11220066994428635,0.0034939986653625965
0.5,57,0.1597372144460678,0.11584306508302689,0.003660897258669138
0.5,58,0.16493543982505798,0.11955954134464264,0.00383354420773685
0.5,59,0.17023566365242004,0.12335460633039474,0.004012820310890675
0.5,60,0.17568016052246094,0.12722526490688324,0.004197838716208935
0.5,61,0.1812221109867096,0.1311776489019394,0.00439023319631815
0.5,62,0.18690204620361328,0.13520914316177368,0.004588978365063667
0.5,63,0.19268962740898132,0.1393236666917801,0.004795732907950878
0.5,64,0.19864052534103394,0.14351822435855865,0.0050077978521585464
0.5,65,0.20473259687423706,0.14779512584209442,0.005226991139352322
0.5,66,0.21091502904891968,0.15216074883937836,0.0054558957926929
0.5,67,0.21729499101638794,0.15660659968852997,0.0056895059533417225
0.5,68,0.2237873375415802,0.1611427664756775,0.005932008847594261
0.5,69,0.2304230034351349,0.16576644778251648,0.006182776764035225
0.5,70,0.23718789219856262,0.17048238217830658,0.006441949401050806
0.5,71,0.24411684274673462,0.1752862185239792,0.006709204986691475
0.5,72,0.25122904777526855,0.18017831444740295,0.006983425002545118
0.5,73,0.2584603726863861,0.1851688176393509,0.007267216686159372
0.5,74,0.2658739984035492,0.19024913012981415,0.007559251505881548
0.5,75,0.27342671155929565,0.19542758166790009,0.007861346937716007
0.5,76,0.2811557650566101,0.20070143043994904,0.008171421475708485
0.5,77,0.2890557646751404,0.20607271790504456,0.00849070306867361
0.5,78,0.297127366065979,0.2115427553653717,0.008819131180644035
0.5,79,0.30535975098609924,0.21711422502994537,0.009158057160675526
0.5,80,0.3137933015823364,0.22278474271297455,0.009504953399300575
0.5,81,0.3223683834075928,0.22856292128562927,0.009863831102848053
0.5,82,0.3311663269996643,0.23443998396396637,0.010230310261249542
0.5,83,0.3401155471801758,0.24042686820030212,0.010609032586216927
0.5,84,0.34926706552505493,0.24651949107646942,0.010997043922543526
0.5,85,0.35861748456954956,0.2527186870574951,0.011395185254514217
0.5,86,0.3681897819042206,0.25902295112609863,0.011802592314779758
0.5,87,0.377907931804657,0.265447735786438,0.012222623452544212
0.5,88,0.38789063692092896,0.2719741463661194,0.01265021413564682
0.5,89,0.398032009601593,0.2786208391189575,0.013091879896819592
0.5,90,0.40838825702667236,0.2853836119174957,0.0135431420058012
0.5,91,0.4190269112586975,0.2922504246234894,0.014001036062836647
0.5,92,0.429834246635437,0.2992445230484009,0.0144723542034626
0.5,93,0.4408493638038635,0.30635762214660645,0.014956535771489143
0.5,94,0.45211613178253174,0.31358781456947327,0.015449224971234798
0.5,95,0.46360456943511963,0.3209405839443207,0.015953708440065384
0.5,96,0.4753493070602417,0.3284144401550293,0.01646648906171322
0.5,97,0.48731088638305664,0.33601289987564087,0.01699332520365715
0.5,98,0.49952375888824463,0.34373950958251953,0.017528466880321503
0.5,99,0.5120031237602234,0.35158899426460266,0.01807280257344246
0.5,100,0.5247149467468262,0.3595702052116394,0.018629616126418114
0.5,101,0.5376892685890198,0.3676812946796417,0.019195666536688805
0.5,102,0.5509347319602966,0.3759222626686096,0.019770348444581032
0.5,103,0.5644504427909851,0.38429656624794006,0.020354313775897026
0.5,104,0.5782027840614319,0.39280903339385986,0.020951878279447556
0.5,105,0.5922358632087708,0.4014560878276825,0.02155837044119835
0.5,106,0.6066101789474487,0.41023439168930054,0.022165823727846146
0.5,107,0.6212502717971802,0.4191521406173706,0.022784333676099777
0.5,108,0.6361441612243652,0.42821675539016724,0.023415502160787582
0.5,109,0.6513661742210388,0.4374167323112488,0.02405000478029251
0.5,110,0.6668776869773865,0.44676491618156433,0.02469203993678093
