tol,traj,x,y,z,naccept,nreject
0.01,0,0.00022980006178840995,0.0,0.0,,
0.01,1,0.0015184828080236912,0.0012145518558099866,2.30944060604088e-05,,
0.01,2,0.002826132345944643,0.0024510787334293127,4.760850788443349e-05,,
0.01,3,0.004158809315413237,0.0037143477238714695,7.389805250568315e-05,,
0.01,4,0.0055200811475515366,0.005006609484553337,0.00010208925232291222,,
0.01,5,0.006911690346896648,0.006328567862510681,0.00013217347441241145,,
0.01,6,0.008334260433912277,0.007680230773985386,0.00016409414820373058,,
0.01,7,0.009787761606276035,0.009061422199010849,0.00019780141883529723,,
0.01,8,0.011271939612925053,0.010472170077264309,0.0002332869335077703,,
0.01,9,0.012786436825990677,0.011912688612937927,0.0002705833176150918,,
0.01,10,0.014330962672829628,0.013383404351770878,0.00030975896515883505,,
0.01,11,0.01590535044670105,0.01488486584275961,0.0003509038360789418,,
0.01,12,0.017509547993540764,0.016417676582932472,0.00039412040496245027,,
0.01,13,0.01914362981915474,0.017982400953769684,0.00043951140833087265,,
0.01,14,0.02080765925347805,0.019579516723752022,0.0004871757992077619,,
0.01,15,0.022501669824123383,0.021209394559264183,0.0005372064188122749,,
0.01,16,0.02422555536031723,0.02287224493920803,0.000589683884754777,,
0.01,17,0.025978999212384224,0.02456805668771267,0.0006446721963584423,,
0.01,18,0.02776135504245758,0.02629656158387661,0.0007022112840786576,,
0.01,19,0.02957170642912388,0.028057236224412918,0.0007623170968145132,,
0.01,20,0.03140864148736,0.029849141836166382,0.0008249636739492416,,
0.01,21,0.03327055275440216,0.031671132892370224,0.0008900936809368432,,
0.01,22,0.035155344754457474,0.033521585166454315,0.0009576037991791964,,
0.01,23,0.037060704082250595,0.03539864718914032,0.001027349499054253,,
0.01,24,0.03898417949676514,0.03730024769902229,0.0010991584276780486,,
0.01,25,0.04092336818575859,0.03922430798411369,0.0011728425743058324,,
0.01,26,0.04287578538060188,0.04116858169436455,0.0012481879675760865,,
0.01,27,0.044839225709438324,0.04313104972243309,0.001324992859736085,,
0.01,28,0.0468120276927948,0.04511013254523277,0.0014030897291377187,,
0.01,29,0.048792630434036255,0.04710431396961212,0.0014823105884715915,,
0.01,30,0.05078049376606941,0.04911300539970398,0.0015625822125002742,,
0.01,31,0.052775267511606216,0.05113581568002701,0.0016438472084701061,,
0.01,32,0.054777469485998154,0.05317314714193344,0.0017261274624615908,,
0.01,33,0.05678818002343178,0.055226005613803864,0.0018095223931595683,,
0.01,34,0.05964095517992973,0.05858514457941055,0.0020747475791722536,,
0.01,35,0.06163256615400314,0.06061916425824165,0.0021576255094259977,,
0.01,36,0.06363505870103836,0.06266707926988602,0.0022412678226828575,,
0.01,37,0.065650574862957,0.06473220884799957,0.0023261094465851784,,
0.01,38,0.06768164783716202,0.06681852787733078,0.0024127252399921417,,
0.01,39,0.06973043829202652,0.06892966479063034,0.002501698676496744,,
0.01,40,0.07179899513721466,0.07106930762529373,0.0025937180034816265,,
0.01,41,0.07388847321271896,0.07324005663394928,0.002689430955797434,,
0.01,42,0.07968407869338989,0.0754304751753807,0.0028042602352797985,,
0.01,43,0.08145618438720703,0.077592633664608,0.00289388676173985,,
0.01,44,0.08324474841356277,0.07978637516498566,0.0029864846728742123,,
0.01,45,0.08505533635616302,0.0820126011967659,0.0030823482666164637,,
0.01,46,0.08689489960670471,0.08427183330059052,0.0031817504204809666,,
0.01,47,0.08597762882709503,0.08686839044094086,0.0033050363417714834,,
0.01,48,0.08832702040672302,0.08913715183734894,0.0034067232627421618,,
0.01,49,0.09068647772073746,0.09144581854343414,0.003513347590342164,,
0.01,50,0.09304870665073395,0.09379387646913528,0.0036249516997486353,,
0.01,51,0.09540502727031708,0.09617985039949417,0.0037414890248328447,,
0.01,52,0.09774544835090637,0.09860046207904816,0.003862685989588499,,
0.01,53,0.10006020218133926,0.10105066001415253,0.003987704403698444,,
0.01,54,0.10234633088111877,0.10352861136198044,0.004114676732569933,,
0.01,55,0.10463123023509979,0.1060611754655838,0.004240595735609531,,
0.01,56,0.10704515129327774,0.10879743844270706,0.004364703316241503,,
