implementation,repeat,milliseconds
myokit_cuda,1,6.397299934178591
myokit_cuda,2,6.757700000889599
myokit_cuda,3,6.296499981544912
myokit_cuda,4,6.2868999084457755
myokit_cuda,5,6.81980000808835
myokit_cuda,6,6.40049995854497
myokit_cuda,7,6.876299972645938
myokit_cuda,8,6.562800030224025
myokit_cuda,9,6.509299972094595
myokit_cuda,10,6.918199942447245
myokit_cuda,11,6.447999970987439
myokit_cuda,12,6.904399953782558
myokit_cuda,13,6.477799965068698
myokit_cuda,14,6.051899981684983
myokit_cuda,15,6.363099906593561
myokit_cuda,16,5.916499998420477
myokit_cuda,17,5.879799951799214
myokit_cuda,18,6.203799974173307
myokit_cuda,19,5.8345000725239515
myokit_cuda,20,6.313499994575977
myokit_cuda,21,5.941000068560243
myokit_cuda,22,5.679700057953596
myokit_cuda,23,6.346500013023615
myokit_cuda,24,5.865899962373078
myokit_cuda,25,5.684599978849292
myokit_cuda,26,6.313399993814528
myokit_cuda,27,5.844199913553894
myokit_cuda,28,5.787400063127279
myokit_cuda,29,6.423300015740097
myokit_cuda,30,5.921699921600521
myokit_cuda,31,6.012900033965707
myokit_cuda,32,6.056500016711652
myokit_cuda,33,5.774299963377416
myokit_cuda,34,6.136399926617742
myokit_cuda,35,5.895599955692887
myokit_cuda,36,5.7737999595701694
myokit_cuda,37,6.164900027215481
myokit_cuda,38,5.778699996881187
myokit_cuda,39,5.7474999921396375
myokit_cuda,40,6.175099988467991
myokit_cuda,41,5.670199985615909
myokit_cuda,42,5.667800083756447
myokit_cuda,43,6.214400054886937
myokit_cuda,44,5.791600095108151
myokit_cuda,45,5.704000010155141
myokit_cuda,46,6.103800027631223
myokit_cuda,47,5.89390005916357
myokit_cuda,48,6.14140008110553
myokit_cuda,49,5.923100048676133
myokit_cuda,50,5.768500035628676
myokit_cuda,51,6.206899997778237
myokit_cuda,52,5.750800017267466
myokit_cuda,53,5.680999951437116
myokit_cuda,54,6.3331000274047256
myokit_cuda,55,5.877000046893954
myokit_cuda,56,5.795200006105006
myokit_cuda,57,6.5339000429958105
myokit_cuda,58,5.8685000985860825
myokit_cuda,59,5.959199974313378
myokit_cuda,60,6.0001000529155135
myokit_cuda,61,5.775499972514808
myokit_cuda,62,5.909100058488548
myokit_cuda,63,5.883999983780086
myokit_cuda,64,5.725400056689978
myokit_cuda,65,6.169300060719252
myokit_cuda,66,5.794700002297759
myokit_cuda,67,5.702199996449053
myokit_cuda,68,6.350899930112064
myokit_cuda,69,5.678500048816204
myokit_cuda,70,5.579899996519089
myokit_cuda,71,6.07470003888011
myokit_cuda,72,5.66559995058924
myokit_cuda,73,5.737100029364228
myokit_cuda,74,6.285400013439357
myokit_cuda,75,5.740599939599633
myokit_cuda,76,5.666499957442284
myokit_cuda,77,6.133500020951033
myokit_cuda,78,5.702299997210503
myokit_cuda,79,5.830600042827427
myokit_cuda,80,5.897300085052848
myokit_cuda,81,5.599800031632185
myokit_cuda,82,5.868699983693659
myokit_cuda,83,5.818899953737855
myokit_cuda,84,5.70999993942678
myokit_cuda,85,6.120800040662289
myokit_cuda,86,5.742099951021373
myokit_cuda,87,5.6356999557465315
myokit_cuda,88,6.0934999492019415
myokit_cuda,89,5.676500033587217
myokit_cuda,90,5.63289993442595
myokit_cuda,91,6.321699940599501
myokit_cuda,92,5.660700029693544
myokit_cuda,93,5.584299913607538
myokit_cuda,94,6.2275000382214785
myokit_cuda,95,5.73690002784133
myokit_cuda,96,5.8009999338537455
myokit_cuda,97,5.969400051981211
myokit_cuda,98,5.735000013373792
myokit_cuda,99,5.84650004748255
myokit_cuda,100,5.929100094363093
cubie,1,5.885999999009073
cubie,2,5.949699901975691
cubie,3,7.211600081063807
cubie,4,7.005999912507832
cubie,5,6.814900087192655
cubie,6,5.991299985907972
cubie,7,5.841000005602837
cubie,8,6.687099928967655
cubie,9,6.189199979417026
cubie,10,6.789200007915497
cubie,11,6.0801999643445015
cubie,12,6.31460000295192
cubie,13,5.876500043086708
cubie,14,5.1015999633818865
cubie,15,6.629700073972344
cubie,16,7.133499952033162
cubie,17,5.755599937401712
cubie,18,6.311000091955066
cubie,19,6.979899946600199
cubie,20,7.089299964718521
cubie,21,6.812400068156421
cubie,22,5.665699951350689
cubie,23,5.589399952441454
cubie,24,6.398800062015653
cubie,25,7.346399943344295
cubie,26,5.280100042000413
cubie,27,7.417800021357834
cubie,28,5.948200006969273
cubie,29,7.36039993353188
cubie,30,7.28370004799217
cubie,31,5.573199945501983
cubie,32,5.288399988785386
cubie,33,6.9688999792560935
cubie,34,5.527700064703822
cubie,35,5.641600000672042
cubie,36,6.849199999123812
cubie,37,6.807499914430082
cubie,38,5.319499992765486
cubie,39,6.940399995073676
cubie,40,5.346700083464384
cubie,41,5.5961000034585595
cubie,42,5.254700081422925
cubie,43,5.869899992831051
cubie,44,5.512099945917726
cubie,45,6.884700036607683
