implementation,repeat,milliseconds
myokit_cuda,1,17.439100076444447
myokit_cuda,2,16.449599992483854
myokit_cuda,3,16.31720003206283
myokit_cuda,4,16.139699961058795
myokit_cuda,5,15.702700009569526
myokit_cuda,6,15.756199951283634
myokit_cuda,7,15.634399955160916
myokit_cuda,8,15.727499965578318
myokit_cuda,9,16.030499944463372
myokit_cuda,10,16.16989995818585
myokit_cuda,11,15.539299929514527
myokit_cuda,12,14.508599997498095
myokit_cuda,13,14.699799939990044
myokit_cuda,14,14.730899943970144
myokit_cuda,15,15.0294000050053
myokit_cuda,16,14.766399981454015
myokit_cuda,17,14.44099994841963
myokit_cuda,18,14.465700020082295
myokit_cuda,19,14.806300052441657
myokit_cuda,20,14.655900071375072
myokit_cuda,21,14.41170007456094
myokit_cuda,22,14.550500083714724
myokit_cuda,23,14.898500056006014
myokit_cuda,24,15.057400101795793
myokit_cuda,25,14.576400048099458
myokit_cuda,26,14.572100015357137
myokit_cuda,27,14.461499988101423
myokit_cuda,28,14.795800088904798
myokit_cuda,29,14.635100029408932
myokit_cuda,30,14.710200019180775
myokit_cuda,31,14.782999991439283
myokit_cuda,32,14.708599890582263
myokit_cuda,33,14.942400041036308
myokit_cuda,34,14.81750002130866
myokit_cuda,35,14.608699944801629
myokit_cuda,36,14.818999916315079
myokit_cuda,37,14.813899993896484
myokit_cuda,38,14.805099926888943
myokit_cuda,39,15.081899939104915
myokit_cuda,40,15.303799998946488
myokit_cuda,41,15.052100061438978
myokit_cuda,42,14.89450002554804
myokit_cuda,43,14.637300046160817
myokit_cuda,44,14.556500012986362
myokit_cuda,45,14.618600020185113
myokit_cuda,46,14.689399977214634
myokit_cuda,47,14.842500095255673
myokit_cuda,48,15.054899966344237
myokit_cuda,49,14.992099953815341
myokit_cuda,50,14.862600015476346
myokit_cuda,51,14.739400008693337
myokit_cuda,52,14.932099962607026
myokit_cuda,53,14.757199911400676
myokit_cuda,54,14.786000014282763
myokit_cuda,55,14.916300075128675
myokit_cuda,56,14.852400054223835
myokit_cuda,57,14.774000039324164
myokit_cuda,58,14.94929997716099
myokit_cuda,59,14.871200080960989
myokit_cuda,60,14.764699968509376
myokit_cuda,61,14.586000004783273
myokit_cuda,62,14.656399958766997
myokit_cuda,63,14.735800097696483
myokit_cuda,64,14.780799974687397
myokit_cuda,65,15.186699922196567
myokit_cuda,66,15.092200017534196
myokit_cuda,67,15.748400008305907
myokit_cuda,68,15.754800057038665
myokit_cuda,69,15.5005999840796
myokit_cuda,70,15.225799987092614
myokit_cuda,71,14.817000017501414
myokit_cuda,72,14.800600009039044
myokit_cuda,73,14.526300015859306
myokit_cuda,74,14.794500079005957
myokit_cuda,75,14.886000077240169
myokit_cuda,76,14.526400016620755
myokit_cuda,77,14.669999945908785
myokit_cuda,78,14.755699899978936
myokit_cuda,79,14.829799998551607
myokit_cuda,80,14.902299968525767
myokit_cuda,81,14.630200108513236
myokit_cuda,82,14.585299999453127
myokit_cuda,83,14.649499906226993
myokit_cuda,84,14.324699994176626
myokit_cuda,85,14.397699967958033
myokit_cuda,86,14.429499977268279
myokit_cuda,87,14.444299973547459
myokit_cuda,88,14.630400110036135
myokit_cuda,89,14.424700057134032
myokit_cuda,90,14.539499999955297
myokit_cuda,91,14.644999988377094
myokit_cuda,92,14.85749997664243
myokit_cuda,93,14.658299973234534
myokit_cuda,94,14.601400005631149
myokit_cuda,95,14.705799985677004
myokit_cuda,96,14.636999927461147
myokit_cuda,97,14.734999975189567
myokit_cuda,98,14.664199901744723
myokit_cuda,99,15.050000045448542
myokit_cuda,100,14.48730006814003
cubie,1,8.505300036631525
cubie,2,8.078399929217994
cubie,3,7.079000002704561
cubie,4,6.644599954597652
cubie,5,8.29110003542155
cubie,6,8.235199959017336
cubie,7,6.719400058500469
cubie,8,6.43609999679029
cubie,9,6.382199935615063
cubie,10,8.334600017406046
cubie,11,7.951500010676682
cubie,12,6.694199983030558
cubie,13,6.315300008282065
cubie,14,6.899100029841065
cubie,15,7.557799923233688
cubie,16,9.021000005304813
cubie,17,6.616099970415235
cubie,18,9.118800051510334
cubie,19,8.27480002772063
cubie,20,8.045699913054705
cubie,21,6.949900067411363
cubie,22,8.183200028724968
cubie,23,8.299100096337497
cubie,24,7.991199963726103
cubie,25,6.8243000423535705
cubie,26,9.163400041870773
cubie,27,9.435100015252829
cubie,28,8.040099986828864
cubie,29,7.779299980029464
cubie,30,9.46590001694858
cubie,31,8.29539995174855
cubie,32,8.18000000435859
cubie,33,8.439700002782047
cubie,34,8.091500028967857
cubie,35,7.953900028951466
cubie,36,8.359100087545812
cubie,37,8.690399932675064
cubie,38,8.38310003746301
cubie,39,7.998400018550456
cubie,40,7.65379995573312
cubie,41,7.717799977399409
cubie,42,7.5511999893933535
cubie,43,7.903399993665516
cubie,44,7.693300023674965
cubie,45,9.073899942450225
cubie,46,9.3031000578776
cubie,47,9.556700009852648
cubie,48,8.124699932523072
cubie,49,7.717799977399409
cubie,50,8.024800103157759
cubie,51,8.279999950900674
cubie,52,7.994999992661178
cubie,53,8.391599985770881
cubie,54,8.410700014792383
