traj,s1,s2,s3
0,4.54192123e-05,0,0
1,0.000989581109,0.00085281732,1.03409138e-05
2,0.00196257047,0.00173595559,2.16732715e-05
3,0.00296490733,0.00265005557,3.40492334e-05
4,0.00399712799,0.00359576545,4.75229972e-05
5,0.00505976286,0.00457374379,6.21509462e-05
6,0.00615336141,0.00558465999,7.79916882e-05
7,0.00727847777,0.00662919506,9.51061447e-05
8,0.00843567774,0.00770803401,0.00011355766
9,0.00962552708,0.00882188231,0.000133411988
10,0.010848593,0.0099714417,0.000154737325
11,0.0121054687,0.0111574335,0.000177604641
12,0.0133967437,0.0123805963,0.000202087569
13,0.014723001,0.0136416573,0.000228262405
14,0.0160848703,0.0149413748,0.00025620847
15,0.0174829327,0.0162805188,0.000286008086
16,0.0189178418,0.0176598541,0.000317746453
17,0.0203901958,0.0190801639,0.000351511932
18,0.0219006613,0.0205422547,0.000387396605
19,0.0234498624,0.0220469162,0.000425495091
20,0.0250384621,0.0235949848,0.000465906371
21,0.0266671013,0.02518728,0.000508732337
22,0.0283364672,0.0268246494,0.000554078841
23,0.0300472397,0.0285079461,0.000602055341
24,0.0318000875,0.0302380156,0.00065277511
25,0.0335956998,0.0320157669,0.000706356252
26,0.0354348123,0.0338420831,0.000762920303
27,0.0373180993,0.0357178412,0.000822592527
28,0.0392463095,0.037643984,0.000885504531
29,0.0412201397,0.0396214202,0.000951790076
30,0.043240346,0.0416510887,0.00102158904
31,0.0453076698,0.0437339582,0.00109504594
32,0.0474228747,0.0458709858,0.00117231021
33,0.0495866984,0.0480631366,0.00125353574
34,0.0517999157,0.0503114089,0.00133888249
35,0.0540633313,0.052616816,0.00142851588
36,0.0563777089,0.0549803488,0.00152260531
37,0.0587438941,0.0574030653,0.00162132876
38,0.0611626469,0.0598859936,0.00172486703
39,0.0636347681,0.0624301955,0.00183340895
40,0.0661611632,0.0650367737,0.00194715022
41,0.0687425956,0.0677067414,0.00206628907
42,0.0713799745,0.0704412535,0.00219103531
43,0.0740741193,0.0732414275,0.00232160254
44,0.0768258348,0.0761083364,0.00245821057
45,0.0796361268,0.0790431947,0.00260109105
46,0.08250577,0.0820470825,0.00275047543
47,0.0854357332,0.0851212367,0.00290661049
48,0.0884268805,0.0882667974,0.00306974468
49,0.0914801061,0.0914849862,0.00324013969
50,0.0945963562,0.0947769955,0.00341805932
51,0.0977766216,0.0981440693,0.0036037825
52,0.101021767,0.101587489,0.00379759423
53,0.10433282,0.105108418,0.00399978179
54,0.107710697,0.10870824,0.00421065558
55,0.11115633,0.112388149,0.00443052128
56,0.114670783,0.116149507,0.00465970207
57,0.118255064,0.119993635,0.00489852997
58,0.121910155,0.123921916,0.00514735049
59,0.12563701,0.127935544,0.00540650589
60,0.129436746,0.132036015,0.00567636546
61,0.133310363,0.136224657,0.00595730031
62,0.137258932,0.140502959,0.00624969741
63,0.141283527,0.144872233,0.00655395398
64,0.145385191,0.149333954,0.00687047513
65,0.149564907,0.153889537,0.00719967904
66,0.153823987,0.158540517,0.007542009
67,0.158163339,0.16328828,0.00789789949
68,0.162584171,0.168134406,0.00826781616
69,0.167087659,0.17308037,0.00865223072
70,0.171674848,0.178127661,0.00905162562
71,0.176346958,0.183277905,0.00946650561
72,0.181104958,0.188532621,0.00989738386
73,0.185950279,0.193893358,0.0103447912
74,0.190883964,0.199361742,0.010809266
75,0.19590719,0.20493935,0.0112913772
76,0.201021314,0.210627928,0.0117917061
77,0.206227377,0.21642901,0.0123108365
78,0.211526677,0.222344264,0.0128493803
79,0.21692051,0.22837539,0.0134079671
80,0.222409949,0.234523982,0.013987232
81,0.227996394,0.240791947,0.014587855
82,0.233681068,0.247180834,0.0152105037
83,0.239465326,0.253692478,0.0158558805
84,0.245350406,0.26032868,0.0165247209
85,0.251337469,0.267091066,0.0172177423
86,0.257428169,0.273981601,0.0179357249
87,0.263623625,0.281002015,0.01867944
88,0.269924998,0.288154036,0.0194496736
89,0.276334196,0.29543969,0.0202472899
90,0.282851934,0.302860677,0.0210730918
91,0.289479852,0.310418874,0.0219279621
92,0.296219468,0.318116426,0.0228128284
93,0.303071886,0.325954854,0.0237285532
94,0.310038954,0.333936334,0.0246761087
95,0.317121476,0.342062742,0.0256564468
96,0.324321538,0.350336105,0.02667059
97,0.331640184,0.358758211,0.0277195163
98,0.339078724,0.367331147,0.0288042836
99,0.346638918,0.37605688,0.0299259666
100,0.354322046,0.384937495,0.0310856681
101,0.362130016,0.393975109,0.0322845131
102,0.370063424,0.40317142,0.0335236415
103,0.378124833,0.412528694,0.0348042622
104,0.386314988,0.422049075,0.0361275785
105,0.394635797,0.431734532,0.0374948457
106,0.403088301,0.441587329,0.0389073603
107,0.411674708,0.451609194,0.0403663851
108,0.42039603,0.461802423,0.04187328
109,0.429253906,0.47216931,0.0434294306
110,0.438250333,0.482711852,0.0450362712
111,0.447386324,0.493432313,0.0466952175
112,0.456664026,0.504332662,0.048407767
113,0.466084719,0.515415311,0.0501754507
114,0.475649685,0.526682377,0.0519997999
115,0.485360861,0.538136125,0.053882435
116,0.495219946,0.549778342,0.0558249541
117,0.50522846,0.561611831,0.0578290448
118,0.515387952,0.573638618,0.0598964505
119,0.525699675,0.585860372,0.0620288067
120,0.536166489,0.598280489,0.0642280951
121,0.546788752,0.610899925,0.0664959624
122,0.557569504,0.623721838,0.0688344464
123,0.568508506,0.636748075,0.0712453797
124,0.5796085,0.649980605,0.0737306401
125,0.590871811,0.663422823,0.0762925223
126,0.602298915,0.677075803,0.078932777
127,0.613891959,0.690942705,0.0816537291
128,0.625653565,0.705025494,0.0844575465
129,0.637583435,0.7193259,0.0873462111
130,0.649684906,0.733846486,0.0903220698
131,0.661959112,0.748590052,0.0933875442
132,0.674407363,0.763557971,0.09654475
133,0.687032104,0.77875334,0.099796392
134,0.699834287,0.794178009,0.103144675
135,0.712816477,0.809834421,0.106592268
136,0.725979388,0.825724423,0.11014162
137,0.739325583,0.8418504,0.1137954
138,0.75285548,0.858215332,0.117556326
139,0.766572833,0.874820471,0.121427119
140,0.780477941,0.891668558,0.125410557
141,0.794572949,0.908761442,0.129509464
142,0.808859229,0.926101863,0.133726791
143,0.823338151,0.943691134,0.138065353
144,0.838012218,0.961532414,0.14252843
145,0.852882385,0.979626894,0.147118822
146,0.867950439,0.997977495,0.151840001
147,0.883218646,1.01658547,0.156694874
148,0.898688912,1.03545415,0.161687016
149,0.914361119,1.05458426,0.166819483
150,0.930238187,1.07397878,0.17209585
151,0.946321547,1.09363902,0.17751953
152,0.962613046,1.11356735,0.183094189
153,0.979114652,1.13376617,0.188823372
154,0.99582696,1.15423667,0.194710627
155,1.01275241,1.17498028,0.200759739
156,1.02989101,1.19600022,0.206974462
157,1.04724538,1.2172972,0.213358849
158,1.06481874,1.23887384,0.219916999
159,1.08261001,1.26073074,0.226652339
160,1.10062218,1.28287077,0.233569413
161,1.11885524,1.30529499,0.240672529
162,1.13731134,1.3280046,0.247965246
163,1.1559937,1.3510021,0.255452722
164,1.17490149,1.37428808,0.263138711
165,1.1940366,1.39786422,0.271027893
166,1.21340096,1.42173207,0.279124707
167,1.23299491,1.44589293,0.287433773
168,1.25282073,1.47034788,0.29595986
169,1.27287996,1.49509871,0.304707915
170,1.2931726,1.52014518,0.313682139
171,1.31369984,1.54548919,0.322887599
172,1.33446431,1.57113171,0.332329601
173,1.35546672,1.59707415,0.34201321
174,1.37670732,1.62331593,0.351942927
175,1.39818835,1.64985919,0.362124711
176,1.41990936,1.67670321,0.372562796
177,1.44187343,1.70385075,0.383263916
178,1.4640789,1.73129952,0.394232333
179,1.4865278,1.75905097,0.405473351
180,1.5092231,1.78710628,0.416993737
181,1.53216207,1.8154639,0.428797632
182,1.55534732,1.84412563,0.440891981
183,1.57877958,1.87309027,0.45328176
184,1.60245919,1.90235782,0.465972871
185,1.626387,1.9319284,0.478971303
186,1.65056312,1.96180165,0.492283225
187,1.6749897,1.99197686,0.505914569
188,1.699664,2.02245307,0.519870639
189,1.72458863,2.05322933,0.534157991
190,1.7497648,2.084306,0.548783839
191,1.77519035,2.11568069,0.56375289
192,1.80086672,2.14735317,0.579072177
193,1.82679272,2.17932034,0.594747484
194,1.85297191,2.21158314,0.610786259
195,1.87940025,2.24413896,0.627194226
196,1.90607858,2.27698493,0.643977225
197,1.93300819,2.31012177,0.661143482
198,1.96018815,2.34354472,0.678698719
199,1.98761821,2.37725329,0.696649015
200,2.0152967,2.4112432,0.715001285
201,2.04322433,2.44551253,0.733762026
202,2.07139945,2.48005843,0.752938092
203,2.09982347,2.51488066,0.772537827
204,2.12849259,2.54997206,0.792564988
205,2.157408,2.58533096,0.813028455
206,2.18656969,2.62095428,0.833934605
207,2.21597409,2.65683889,0.855290592
208,2.24562192,2.69297957,0.877102673
209,2.27550936,2.72937131,0.899376273
210,2.30563855,2.76601243,0.922120869
211,2.3360045,2.80289531,0.945340991
212,2.36660886,2.84001899,0.969045997
213,2.39744782,2.87737632,0.993241131
214,2.4285202,2.91496015,1.0179317
215,2.45982194,2.95276761,1.04312563
216,2.49135518,2.99079418,1.06883144
217,2.5231142,3.02903128,1.09505248
218,2.5550983,3.06747389,1.12179792
219,2.58730578,3.10611606,1.1490736
220,2.6197319,3.14495134,1.17688525
221,2.65237451,3.18397164,1.20523977
222,2.68523264,3.22317219,1.23414445
223,2.71830082,3.26254392,1.26360357
224,2.75157905,3.30207992,1.29362512
225,2.78506088,3.34177256,1.32421434
226,2.81874633,3.38161445,1.35537899
227,2.85262728,3.42159629,1.38712251
228,2.88670516,3.46171021,1.41945183
229,2.92097402,3.50194788,1.45237339
230,2.95542836,3.54229808,1.48589003
231,2.99006557,3.58275509,1.52000999
232,3.02488184,3.62330723,1.55473852
233,3.05987167,3.66394639,1.59007859
234,3.09503341,3.70465946,1.62603652
235,3.13035917,3.74543905,1.66261804
236,3.16584468,3.78627396,1.69982588
237,3.20148706,3.8271544,1.73766613
238,3.23727751,3.86806703,1.77613986
239,3.27321458,3.90900445,1.81525671
240,3.30929184,3.94995284,1.85501647
241,3.34550524,3.99090099,1.89542532
242,3.38184452,4.03183651,1.93648303
243,3.41830468,4.0727458,1.97819352
244,3.45488667,4.11362267,2.02056479
245,3.49157739,4.15444851,2.06359506
246,3.52837086,4.19521332,2.10728574
247,3.56526184,4.23590374,2.15164208
248,3.60224557,4.27650499,2.19666266
249,3.63931394,4.31700706,2.24235439
250,3.67645907,4.35739183,2.28871155
251,3.71367574,4.39764881,2.33573866
252,3.75095654,4.43776512,2.38344026
253,3.78829002,4.47772455,2.43181014
254,3.8256743,4.51751328,2.4808526
255,3.86309838,4.55711746,2.53056526
256,3.90055776,4.59652281,2.58094883
257,3.93804049,4.6357131,2.63200068
258,3.97554064,4.67467403,2.68372059
259,4.01304817,4.71339178,2.73610711
260,4.05055857,4.75184917,2.78915477
261,4.08805847,4.79003286,2.84286642
262,4.12554455,4.82792759,2.89723468
263,4.16300392,4.86551666,2.95225811
264,4.20043135,4.90278769,3.00793791
265,4.23781443,4.93972158,3.0642612
266,4.27514601,4.97630548,3.12122846
267,4.31241465,5.01252079,3.17883253
268,4.34961557,5.0483551,3.23707175
269,4.38673639,5.08379173,3.29593801
270,4.42376518,5.11881447,3.35542226
271,4.46069622,5.15340853,3.4155221
272,4.49752188,5.1875577,3.47623229
273,4.53422832,5.2212472,3.53753996
274,4.5708046,5.25446033,3.59943867
275,4.60724497,5.28718424,3.66192412
276,4.64353704,5.31940269,3.72498393
277,4.67967176,5.35109949,3.78860903
278,4.71563959,5.38225937,3.8527925
279,4.75142908,5.41286898,3.91752195
280,4.78702974,5.44291067,3.98278332
281,4.82243156,5.47237492,4.04857159
282,4.85762644,5.50124168,4.11487341
283,4.89260149,5.52950191,4.18167782
284,4.92734671,5.55713606,4.24897003
285,4.96185541,5.58413458,4.31674099
286,4.99611282,5.61048222,4.38497162
287,5.03011036,5.63616562,4.45365524
288,5.06383944,5.66117382,4.52277613
289,5.09728765,5.68549109,4.59231997
290,5.13044643,5.70910692,4.66227627
291,5.16330051,5.73200655,4.73261404
292,5.19584608,5.75418234,4.80333376
293,5.22807074,5.77561951,4.87441826
294,5.25996494,5.79630852,4.94584799
295,5.29151678,5.8162365,5.0176034
296,5.32271719,5.83539581,5.08967161
297,5.35356092,5.8537755,5.16204023
298,5.3840313,5.87136555,5.23468208
299,5.41412258,5.88815594,5.30759096
300,5.44382143,5.90413952,5.3807373
301,5.47312355,5.91930771,5.45410681
302,5.50201464,5.9336524,5.52768183
303,5.53048992,5.94716597,5.60144567
304,5.55853796,5.95984221,5.67537642
305,5.58615065,5.97167444,5.74946022
306,5.61332035,5.982656,5.82367468
307,5.64003372,5.99278069,5.89799404
308,5.66628361,6.00204706,5.97240162
309,5.69206715,6.01044893,6.04688501
310,5.71737099,6.01797962,6.12142038
311,5.74218845,6.02463865,6.19598436
312,5.76651335,6.03042364,6.27056503
313,5.79033327,6.0353303,6.34512377
314,5.81364679,6.03935862,6.41966105
315,5.83644152,6.04250479,6.49415016
316,5.85871649,6.0447731,6.56856632
317,5.88046026,6.04615736,6.64289331
318,5.90166521,6.04666233,6.71710539
319,5.92232943,6.04628706,6.79119015
320,5.94244289,6.04503393,6.86512423
321,5.96200371,6.04290199,6.9388876
322,5.9810009,6.0398984,7.01245689
323,5.99943495,6.03602409,7.08581829
324,6.01729727,6.03128099,7.15894794
325,6.03458405,6.02567387,7.23182821
326,6.05129051,6.01921082,7.30443668
327,6.06740999,6.01189327,7.37675333
328,6.08294153,6.00372887,7.44876337
329,6.09788227,5.99472189,7.52044964
330,6.11222506,5.9848814,7.59178782
331,6.12596846,5.97421312,7.6627593
332,6.1391077,5.96272326,7.73334932
333,6.15164328,5.95042276,7.80353832
334,6.1635704,5.93731833,7.87331104
335,6.17488718,5.92342043,7.94264841
336,6.18559408,5.90873766,8.01153183
337,6.19568682,5.89328289,8.07994461
338,6.20516205,5.87705708,8.14787674
339,6.21402454,5.86008167,8.21530724
340,6.22227001,5.84236574,8.28221416
341,6.22989511,5.82391119,8.34859467
342,6.23690557,5.80474091,8.41442871
343,6.24329758,5.784863,8.47969627
344,6.24907398,5.76428986,8.54439449
345,6.2542305,5.74303293,8.60849953
346,6.2587738,5.72110939,8.67200565
347,6.26270103,5.69852448,8.73489666
348,6.26601505,5.67529917,8.79716015
349,6.26872015,5.65145063,8.85878468
350,6.27081299,5.62698174,8.9197588
351,6.27229881,5.60191679,8.98006821
