implementation,repeat,milliseconds
myokit_cuda,1,52.64630005694926
myokit_cuda,2,52.80249996576458
myokit_cuda,3,52.72449995391071
myokit_cuda,4,52.35779995564371
myokit_cuda,5,52.09729995112866
myokit_cuda,6,52.43839998729527
myokit_cuda,7,53.980300086550415
myokit_cuda,8,52.6514999801293
myokit_cuda,9,51.603399915620685
myokit_cuda,10,51.2860999442637
myokit_cuda,11,51.80839996319264
myokit_cuda,12,52.70689993631095
myokit_cuda,13,52.448100061155856
myokit_cuda,14,51.79960001260042
myokit_cuda,15,51.569300005212426
myokit_cuda,16,51.98830005247146
myokit_cuda,17,52.1306999726221
myokit_cuda,18,52.38220002502203
myokit_cuda,19,52.19099996611476
myokit_cuda,20,52.51389998011291
myokit_cuda,21,51.578400074504316
myokit_cuda,22,51.26650002785027
myokit_cuda,23,51.48840008769184
myokit_cuda,24,52.359199966304004
myokit_cuda,25,51.97190004400909
myokit_cuda,26,51.72770004719496
myokit_cuda,27,52.35809995792806
myokit_cuda,28,52.14359995443374
myokit_cuda,29,51.71659996267408
myokit_cuda,30,52.22079996019602
myokit_cuda,31,52.1882000612095
myokit_cuda,32,51.53210007119924
myokit_cuda,33,51.74360005185008
myokit_cuda,34,52.13730002287775
myokit_cuda,35,51.78400001022965
myokit_cuda,36,52.48589999973774
myokit_cuda,37,52.012400003150105
myokit_cuda,38,52.4144999217242
myokit_cuda,39,51.603700034320354
myokit_cuda,40,51.77919997368008
myokit_cuda,41,52.03060002531856
myokit_cuda,42,52.11499996948987
myokit_cuda,43,51.98349989950657
myokit_cuda,44,51.78640002850443
myokit_cuda,45,52.5232000509277
myokit_cuda,46,51.96269997395575
myokit_cuda,47,53.157599992118776
myokit_cuda,48,51.5544000081718
myokit_cuda,49,51.601999904960394
myokit_cuda,50,52.191699971444905
myokit_cuda,51,51.86059989500791
myokit_cuda,52,51.87069997191429
myokit_cuda,53,52.490999922156334
myokit_cuda,54,51.63779994472861
myokit_cuda,55,53.88589994981885
myokit_cuda,56,52.02520010061562
myokit_cuda,57,51.94370006211102
myokit_cuda,58,51.66040000040084
myokit_cuda,59,51.585900015197694
myokit_cuda,60,51.79870000574738
myokit_cuda,61,52.513199974782765
myokit_cuda,62,51.66410002857447
myokit_cuda,63,51.77380004897714
myokit_cuda,64,51.9699000287801
myokit_cuda,65,51.72180000226945
myokit_cuda,66,53.25350002385676
myokit_cuda,67,51.20620003435761
myokit_cuda,68,51.1303999228403
myokit_cuda,69,51.59129993990064
myokit_cuda,70,51.4724999666214
myokit_cuda,71,51.778299966827035
myokit_cuda,72,51.20589991565794
myokit_cuda,73,51.66220001410693
myokit_cuda,74,52.235999959520996
myokit_cuda,75,51.78729991894215
myokit_cuda,76,51.867199945263565
myokit_cuda,77,51.53309996239841
myokit_cuda,78,51.21589999180287
myokit_cuda,79,51.17340001743287
myokit_cuda,80,51.03639990556985
myokit_cuda,81,52.04890004824847
myokit_cuda,82,51.69859994202852
myokit_cuda,83,52.65490000601858
myokit_cuda,84,51.92600004374981
myokit_cuda,85,53.05810004938394
myokit_cuda,86,51.81720003020018
myokit_cuda,87,51.757399924099445
myokit_cuda,88,51.91119993105531
myokit_cuda,89,51.7021999694407
myokit_cuda,90,51.677800016477704
myokit_cuda,91,52.04720003530383
myokit_cuda,92,51.6664000460878
myokit_cuda,93,51.57130002044141
myokit_cuda,94,52.041899994947016
myokit_cuda,95,51.31959996651858
myokit_cuda,96,51.87259998638183
myokit_cuda,97,51.36839998885989
myokit_cuda,98,51.65050004143268
myokit_cuda,99,51.6863000812009
myokit_cuda,100,51.93509999662638
cubie,1,22.47139997780323
cubie,2,22.801500046625733
cubie,3,21.642399951815605
cubie,4,21.523799980059266
cubie,5,21.895600017160177
cubie,6,21.48469991516322
cubie,7,21.404200000688434
cubie,8,20.597700029611588
cubie,9,20.188699942082167
cubie,10,20.399100030772388
cubie,11,21.193200023844838
cubie,12,21.525399992242455
cubie,13,21.49489999283105
cubie,14,20.723799942061305
cubie,15,20.41830006055534
cubie,16,20.614400040358305
cubie,17,20.405099960044026
cubie,18,20.534300012513995
cubie,19,20.357900066301227
cubie,20,20.141800050623715
cubie,21,20.374399959109724
cubie,22,20.652699982747436
cubie,23,19.98089998960495
cubie,24,20.352400024421513
cubie,25,22.911300067789853
cubie,26,20.940200076438487
cubie,27,20.8371999906376
cubie,28,21.269100019708276
cubie,29,21.01810008753091
cubie,30,21.390300011262298
cubie,31,20.14560007955879
cubie,32,20.125099923461676
cubie,33,21.097999997437
cubie,34,21.87749999575317
cubie,35,21.10560005530715
cubie,36,24.442999972961843
cubie,37,23.161199991591275
cubie,38,22.252599941566586
cubie,39,20.742699969559908
cubie,40,20.448100054636598
cubie,41,22.785899927839637
