traj,s1,s2,s3
0,5.82855464e-05,0,0
1,0.0010024393,0.00085289753,1.07310661e-05
2,0.00197560852,0.00173629099,2.13737312e-05
3,0.00297804317,0.00265057129,3.36012672e-05
4,0.00401036907,0.00359647255,4.69275401e-05
5,0.00507312547,0.00457465323,6.1408995e-05
6,0.0061668572,0.00558578083,7.71042396e-05
7,0.00729212072,0.00663053803,9.4074232e-05
8,0.00844947435,0.00770961121,0.000112382324
9,0.0096394401,0.00882365648,0.000132087851
10,0.0108626848,0.0099734664,0.000153271161
11,0.0121197402,0.011159718,0.000175997411
12,0.0134112071,0.0123831481,0.000200340553
13,0.0147376033,0.0136444261,0.000226649907
14,0.016099669,0.0149444276,0.000254477753
15,0.0174979754,0.0162838716,0.000284160313
16,0.0189331137,0.017663518,0.000315782527
17,0.0204057284,0.0190841537,0.000349433307
18,0.0219164491,0.0205465779,0.00038520401
19,0.0234659277,0.0220515933,0.000423190038
20,0.0250548087,0.0236000232,0.000463489938
21,0.0266837701,0.0251927078,0.000506206066
22,0.0283534527,0.0268304553,0.000551443722
23,0.0300645456,0.0285141543,0.000599312945
24,0.031817738,0.0302446578,0.000649949245
25,0.0336137339,0.0320228413,0.000703426776
26,0.0354532115,0.033849597,0.000759889022
27,0.0373368934,0.0357258283,0.00081946142
28,0.0392654985,0.0376524441,0.000882274879
29,0.0412397534,0.0396303758,0.000948463858
30,0.0432603955,0.0416605659,0.00101816817
31,0.0453281663,0.0437439531,0.00109153218
32,0.0474438295,0.045881521,0.00116870564
33,0.0496081524,0.0480742455,0.00124984304
34,0.0518218763,0.0503230952,0.00133510365
35,0.0540858097,0.0526290983,0.00142465287
36,0.0564005747,0.054993093,0.00151851133
37,0.058767274,0.0574164242,0.00161715061
38,0.061186593,0.0599000156,0.00172060821
39,0.0636593327,0.0624449104,0.00182907248
40,0.0661863312,0.0650521666,0.00194273831
41,0.0687700287,0.0677244663,0.00206063432
42,0.0714081079,0.0704598054,0.00218527904
43,0.0741029829,0.0732608065,0.00231574872
44,0.0768554881,0.0761285871,0.00245226291
45,0.0796665326,0.0790642947,0.00259505049
46,0.0825369954,0.0820691213,0.00274434919
47,0.0854677707,0.0851441845,0.0029004002
48,0.08845976,0.0882907137,0.00306345499
49,0.0915138796,0.0915098712,0.0032337741
50,0.0946310684,0.094802916,0.00341162458
51,0.0978122354,0.0981710181,0.00359728024
52,0.101058371,0.101615518,0.00379103073
53,0.104370371,0.105137564,0.00399316475
54,0.107749231,0.108738497,0.00420398498
55,0.111195907,0.112419546,0.00442380412
56,0.114711471,0.116182141,0.00465294719
57,0.118296787,0.120027453,0.00489173923
58,0.121952988,0.123956956,0.00514052948
59,0.125681013,0.127971888,0.00539966347
60,0.129481912,0.132073686,0.00566950906
61,0.133356735,0.136263728,0.00595043553
62,0.137306541,0.140543357,0.00624283357
63,0.141332328,0.144914046,0.00654709293
64,0.145435259,0.149377212,0.00686362851
65,0.149616405,0.153934345,0.00719285989
66,0.153876767,0.158586785,0.007535215
67,0.158217549,0.163336158,0.0078911474
68,0.162639812,0.168183863,0.00826111063
69,0.167144731,0.173131481,0.00864558294
70,0.17173335,0.178180441,0.00904504303
71,0.17640695,0.183332428,0.00946000498
72,0.181166619,0.188588887,0.00989097077
73,0.186013535,0.193951473,0.0103384778
74,0.190948814,0.199421644,0.0108030625
75,0.195973769,0.205001235,0.0112852994
76,0.201089546,0.210691705,0.0117857587
77,0.206297368,0.216494754,0.012305038
78,0.211598471,0.222412065,0.012843742
79,0.216993988,0.228445157,0.0134024927
80,0.222485334,0.234595954,0.0139819514
81,0.228073686,0.24086602,0.0145827718
82,0.233760357,0.247257233,0.0152056459
83,0.239546627,0.253771186,0.0158512648
84,0.245433718,0.260409653,0.0165203456
85,0.251422942,0.267174423,0.0172136333
86,0.257515699,0.274067342,0.0179318935
87,0.26371327,0.2810902,0.018675901
88,0.270016968,0.288244784,0.0194464605
89,0.276428252,0.295533001,0.0202444084
90,0.282948375,0.302956641,0.0210705716
91,0.289578736,0.310517669,0.0219258349
92,0.296320617,0.318217844,0.0228110738
93,0.303175598,0.326059163,0.0237272251
94,0.310144961,0.334043503,0.0246752184
95,0.317230254,0.342172921,0.0256560314
96,0.324432701,0.350449115,0.0266706347
97,0.33175388,0.358874321,0.0277200751
98,0.339195222,0.367450356,0.0288053695
99,0.346758217,0.376179367,0.0299276151
100,0.354444176,0.385063201,0.0310878903
101,0.362254798,0.394104004,0.0322873443
102,0.370191306,0.403303683,0.0335270986
103,0.378255516,0.412664443,0.0348083824
104,0.386448741,0.422188401,0.036132399
105,0.39477253,0.431877404,0.0375003926
106,0.403228432,0.441733748,0.0389136411
107,0.411817789,0.451759249,0.0403734259
108,0.420542538,0.461956471,0.0418811664
109,0.429403931,0.472327173,0.0434381701
110,0.438403606,0.482873797,0.0450458936
111,0.447543204,0.493598312,0.0467057601
112,0.456824183,0.504502773,0.0484192707
113,0.466248333,0.515589714,0.0501879379
114,0.475816876,0.526860833,0.0520132855
115,0.485531956,0.538318932,0.0538969785
116,0.495394915,0.549965918,0.0558406226
117,0.505407214,0.561803758,0.0578458533
118,0.5155707,0.573835075,0.059914425
119,0.525886953,0.586061954,0.0620480664
120,0.536357522,0.598486423,0.0642485693
121,0.546984017,0.611110806,0.0665177554
122,0.557768404,0.623937726,0.0688575804
123,0.568712115,0.63696909,0.071269922
124,0.579816997,0.6502074,0.0737567395
125,0.59108448,0.663654625,0.0763200521
126,0.602516174,0.67731303,0.0789618865
127,0.614114165,0.691185236,0.0816844255
128,0.625879765,0.705273211,0.0844897702
129,0.637814939,0.719579458,0.0873801634
130,0.649921119,0.734106064,0.0903578177
131,0.662200153,0.748855352,0.0934250504
132,0.674653649,0.76382941,0.096584186
133,0.687282503,0.779028118,0.099841848
134,0.700089931,0.794458807,0.103192419
135,0.71307689,0.810121059,0.106642291
136,0.726245522,0.826017439,0.110194132
137,0.739597082,0.842150271,0.113850519
138,0.753133237,0.858521223,0.117614061
139,0.766855955,0.875132918,0.121487543
140,0.780763924,0.891984224,0.125475302
141,0.794864297,0.909083724,0.129577175
142,0.80915612,0.926430523,0.133797482
143,0.8236413,0.944026887,0.138139367
144,0.838317275,0.961870253,0.142605662
145,0.853193164,0.979971349,0.147199512
146,0.868267357,0.998328269,0.151924118
147,0.883541465,1.01694334,0.156782657
148,0.899016857,1.03581834,0.161778405
149,0.914695561,1.05495536,0.166914761
150,0.930578947,1.07435656,0.172195077
151,0.946668625,1.09402382,0.177622825
152,0.962966502,1.11395919,0.183201641
153,0.979474187,1.13416493,0.188935146
154,0.996192813,1.15464234,0.194826812
155,1.01312423,1.17539358,0.200880542
156,1.03026986,1.19642019,0.207100078
157,1.0476315,1.21772456,0.213489413
158,1.06521046,1.239308,0.220052361
159,1.08300805,1.26117194,0.226792887
160,1.10102677,1.28331923,0.233715475
161,1.11926687,1.30575037,0.24082385
162,1.1377306,1.32846761,0.248122513
163,1.15641904,1.35147214,0.255615681
164,1.17533362,1.37476552,0.26330775
165,1.19447601,1.39834905,0.27120316
166,1.21384728,1.42222416,0.279306412
167,1.23344851,1.44639218,0.287622154
168,1.25328147,1.47085428,0.296155035
169,1.2733469,1.49561119,0.304909647
170,1.29364705,1.52066517,0.313891202
171,1.3141824,1.54601634,0.323104292
172,1.33495402,1.57166588,0.332553983
173,1.35596323,1.59761453,0.342245221
174,1.37721109,1.6238631,0.352183104
175,1.39869928,1.65041316,0.362373233
176,1.42042792,1.67726398,0.372820258
177,1.44239891,1.70441747,0.38353014
178,1.46461165,1.73187232,0.394507408
179,1.48706901,1.75963056,0.4057585
180,1.50977039,1.78769124,0.417288274
181,1.53271759,1.81605542,0.429102778
182,1.5559113,1.84472382,0.441207588
183,1.57935119,1.87369394,0.453608185
184,1.60303831,1.9029671,0.466310501
185,1.62697387,1.93254304,0.479320705
186,1.65115821,1.96242118,0.492644638
187,1.67559123,1.9926008,0.506288052
188,1.70027375,2.0230813,0.520256996
189,1.72520697,2.05386281,0.534558475
190,1.75038981,2.08494282,0.549197495
191,1.775823,2.11632133,0.564180911
192,1.80150747,2.14799714,0.579515278
