traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
0,2.2584312,-3.57678103,-2.14014769,-0.778283656,-1.30397451,0.451466709,5.42828608,-2.48502517,2.12699485,3.15575647,5.75641489,-1.82393909,-0.848328173,1.15532875,6.5682168,1.4300611,0.0893010348,3.0457623,4.95023108,2.52322388,1.95027041,3.22334623,3.86927414,3.39041448,2.94329262,2.52871823,1.68514836,1.00605655,0.903897822,1.19375134,2.0887413,3.78485417
1,2.22056103,-3.60141635,-2.11633301,-0.787228048,-1.30090296,0.471581697,5.42259836,-2.49979973,2.13927293,3.21594357,5.74197912,-1.87763131,-0.819431603,1.16581917,6.58949232,1.41760135,0.0886723027,3.059479,4.97559357,2.52173734,1.9513644,3.23872161,3.88821864,3.39811635,2.94465995,2.52925181,1.68528402,1.00910711,0.911081791,1.20576799,2.11019015,3.80612636
2,2.18216586,-3.6255033,-2.09267855,-0.796066463,-1.29784775,0.491805315,5.41655207,-2.51489282,2.15107417,3.27610636,5.72656012,-1.9313767,-0.790296555,1.17679906,6.61066866,1.40493095,0.0881837755,3.07326436,5.00094652,2.52005124,1.9524622,3.25420737,3.90721655,3.40566683,2.94591451,2.52980757,1.68545711,1.01215935,0.918269277,1.21782935,2.13172793,3.82714963
3,2.14320874,-3.64903283,-2.06917,-0.804811716,-1.29480886,0.512148142,5.4101572,-2.5303309,2.16238165,3.33618426,5.710186,-1.98510003,-0.760928988,1.18832755,6.63176107,1.39196551,0.087801978,3.08706784,5.02632046,2.5182457,1.95354128,3.26973724,3.92624903,3.41313219,2.94709134,2.53033853,1.68562698,1.01523173,0.925494432,1.22997081,2.15339541,3.84794545
4,2.10373616,-3.67199492,-2.04583144,-0.813444972,-1.29177487,0.532619655,5.40339279,-2.54611635,2.17319369,3.39619112,5.69284248,-2.0388236,-0.73134917,1.2003957,6.65275288,1.37874711,0.0875746757,3.10094285,5.05167627,2.51625156,1.95463157,3.28537369,3.94533801,3.42045403,2.94813848,2.53085756,1.68584681,1.01835775,0.932762802,1.24217534,2.17515564,3.86847401
5,2.06373477,-3.69439816,-2.02266169,-0.821976006,-1.28875685,0.553206146,5.39627552,-2.56224799,2.18348718,3.45608807,5.67453718,-2.09251904,-0.701536059,1.2130518,6.67364645,1.36516178,0.0874727741,3.11486125,5.07709169,2.51406002,1.95562637,3.30105233,3.96454716,3.4277184,2.94903731,2.53131771,1.68611324,1.0215317,0.940053582,1.25443876,2.19702625,3.88875914
6,2.02320743,-3.71622109,-1.99968696,-0.830393076,-1.28575432,0.573882043,5.38881063,-2.57870317,2.19327974,3.51583695,5.65528917,-2.14616108,-0.671595156,1.22618461,6.69444895,1.35140681,0.0874660313,3.12879157,5.10246897,2.51178718,1.956689,3.31681395,3.9837234,3.43482161,2.94988036,2.53180671,1.68638337,1.02471852,0.947388589,1.26678383,2.21901011,3.9087708
7,1.9821676,-3.73749542,-1.9768759,-0.838709712,-1.28276002,0.59472847,5.38093519,-2.59557462,2.20254636,3.57550883,5.63505554,-2.19976711,-0.641446769,1.23995435,6.715137,1.337273,0.0876438171,3.14281321,5.12787104,2.50927401,1.95768845,3.33265305,4.00301504,3.44183159,2.95056772,2.53225565,1.68672621,1.02797282,0.954744279,1.27917099,2.24108386,3.92852664
8,1.94058084,-3.75816464,-1.95427501,-0.846910655,-1.27978027,0.61568594,5.37269211,-2.61279893,2.2112906,3.63502502,5.61386299,-2.25331831,-0.611160517,1.25424588,6.73573351,1.32288527,0.0879073963,3.15684271,5.15327692,2.50665188,1.95869899,3.34855294,4.02231455,3.44872904,2.95120955,2.53270221,1.68701398,1.03120303,0.962157667,1.2916801,2.26331806,3.94801402
9,1.89853597,-3.77826738,-1.93189704,-0.854985297,-1.27681005,0.636760831,5.36407089,-2.6303885,2.21949792,3.69439054,5.59171486,-2.30678701,-0.580748796,1.26912332,6.75622034,1.30820572,0.0883254036,3.17092967,5.17865992,2.50387073,1.95972633,3.36454678,4.04165936,3.45547819,2.95171547,2.53314328,1.68738151,1.03450704,0.969604313,1.30423653,2.28562474,3.96720171
