traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
0,2.25838542,-3.57675529,-2.14010787,-0.778291106,-1.30395281,0.451590329,5.42818403,-2.4851563,2.12701368,3.15584254,5.75636387,-1.82403123,-0.848297358,1.15527856,6.56821823,1.43010092,0.0892362893,3.04570866,4.95025826,2.52328181,1.95025158,3.22330856,3.86926913,3.3904438,2.94329572,2.52868867,1.68512845,1.00606227,0.903916776,1.19377768,2.08877826,3.78487682
1,2.2205503,-3.60139918,-2.11631775,-0.787223816,-1.30088377,0.47168088,5.42250299,-2.49990177,2.13929939,3.21603823,5.74191809,-1.87772763,-0.819417775,1.16575277,6.5894928,1.41767371,0.0886309817,3.05945015,4.97558975,2.52176404,1.95137691,3.23871851,3.88820195,3.39810181,2.94465733,2.52925515,1.6852839,1.00910485,0.911079705,1.20576751,2.11019206,3.80612493
2,2.18213248,-3.62548018,-2.09264445,-0.796069264,-1.29782486,0.491943777,5.41643333,-2.51504064,2.15109253,3.27622509,5.72649622,-1.93147945,-0.790254116,1.17678082,6.61067104,1.40496206,0.088156566,3.07324266,5.00094652,2.52006984,1.95246625,3.25420499,3.9072175,3.40566468,2.94590402,2.52979779,1.68545496,1.01216364,0.918277681,1.21784532,2.13175535,3.8271687
3,2.14321566,-3.64901519,-2.06915879,-0.804804444,-1.29478419,0.512257338,5.41006279,-2.53044295,2.16239643,3.3362596,5.71014023,-1.98517811,-0.760907412,1.18828773,6.63176203,1.39200473,0.0877665579,3.08704257,5.02632713,2.51826334,1.9535358,3.26972914,3.92625546,3.41313839,2.94707227,2.53031301,1.68563402,1.0152595,0.925510824,1.22997379,2.15339112,3.8479383
4,2.10371447,-3.67197084,-2.0458107,-0.813444853,-1.29175627,0.532704651,5.40331697,-2.54620743,2.17320871,3.39623332,5.69281054,-2.03887773,-0.731342375,1.20034301,6.65275526,1.37875617,0.0875279903,3.10091257,5.0517211,2.5162487,1.95456862,3.28533816,3.94538593,3.42050219,2.94809365,2.5308013,1.685866,1.01839435,0.932772815,1.24218106,2.17516899,3.86848211
5,2.06370664,-3.69436646,-2.0226419,-0.821974158,-1.28873825,0.553306043,5.39618015,-2.56235695,2.18350697,3.45615697,5.67448854,-2.09259987,-0.701531887,1.21297204,6.67365313,1.36523795,0.0874024555,3.1148026,5.07709646,2.51412559,1.95563662,3.30103064,3.9645195,3.42771697,2.94904423,2.53131294,1.68610513,1.0215354,0.940065324,1.2544539,2.19704652,3.8887651
6,2.02317595,-3.71619439,-1.99965417,-0.830395758,-1.28573179,0.574017644,5.38868761,-2.57885027,2.19329691,3.515944,5.65521908,-2.1462636,-0.671568155,1.22613108,6.69445038,1.35145187,0.0874123275,3.12875032,5.10249472,2.51181936,1.95666194,3.31677985,3.9837327,3.43485999,2.94987488,2.53176141,1.6863687,1.02474678,0.947416782,1.26680505,2.21903396,3.90878344
7,1.98214507,-3.73744631,-1.97686803,-0.838703036,-1.28273976,0.594841659,5.38083029,-2.59569788,2.20256162,3.5755899,5.63499737,-2.19986057,-0.64142704,1.23988259,6.71515036,1.33731782,0.0875578076,3.14274001,5.12790823,2.50936174,1.95767391,3.33259773,4.00298452,3.44187689,2.9506073,2.53222322,1.68667054,1.027969,0.954776287,1.27920938,2.24112129,3.92853403
8,1.94055045,-3.75814271,-1.95424569,-0.846910298,-1.2797569,0.61581099,5.37257719,-2.61293554,2.2113061,3.63511848,5.61380005,-2.2534008,-0.611149549,1.2541889,6.73573732,1.32294273,0.0878617913,3.15680933,5.15328503,2.5066812,1.95869792,3.34854484,4.02231264,3.44873333,2.95120096,2.53268147,1.68700695,1.03122318,0.96217972,1.2916981,2.26333904,3.9480238
9,1.89851427,-3.77823257,-1.93188059,-0.854984164,-1.2767936,0.636860907,5.36397362,-2.63050246,2.21951032,3.69444656,5.59167194,-2.30684853,-0.580746293,1.26905823,6.75622177,1.3082422,0.0882697776,3.17088842,5.17869902,2.50390005,1.95968723,3.36451173,4.04167128,3.45550561,2.95170093,2.53311491,1.68738329,1.03452182,0.969616532,1.30425179,2.28564596,3.96720767
10,1.85597157,-3.79776955,-1.90971589,-0.862946749,-1.27383566,0.658073604,5.35495758,-2.64848876,2.22717237,3.75364971,5.56856918,-2.36022615,-0.550216973,1.28453243,6.77659559,1.29323387,0.0888407752,3.18504119,5.20409441,2.50091934,1.96067667,3.38057256,4.06108522,3.46215439,2.95210981,2.53354287,1.68775809,1.03783178,0.977083325,1.31687331,2.30805707,3.98611188
11,1.81293166,-3.81670785,-1.88777995,-0.870790422,-1.27089667,0.67936182,5.34558725,-2.66680431,2.2342968,3.81261373,5.54454756,-2.41346645,-0.519634128,1.30054045,6.7968626,1.27794373,0.0895242393,3.19922018,5.22948647,2.49779558,1.96166062,3.39670849,4.0805521,3.46866703,2.95238733,2.53397083,1.68819869,1.04118359,0.984579742,1.32956755,2.33058453,4.00472355
