framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,samples,min_ms,p05_ms,median_ms,p95_ms,max_ms
julia,rosenbrock23_sciml,performance,adaptive,julia,both,128,tol,1.0e-8,10,2050.0701,2050.701405,2062.5065999999997,2112.26317,2117.365
julia,rosenbrock23_sciml,performance,adaptive,julia,both,2048,tol,1.0e-8,3,8259.8103,8262.75233,8289.2306,8311.74887,8314.2509
julia,rosenbrock23_sciml,performance,adaptive,julia,both,32,tol,1.0e-8,10,790.6028,792.54428,817.08965,850.43164,854.3614
julia,rosenbrock23_sciml,performance,adaptive,julia,both,512,tol,1.0e-8,10,1698.3884,1698.785705,1719.90315,1743.01906,1748.317
julia,rosenbrock23_sciml,performance,adaptive,julia,both,8,tol,1.0e-8,20,57.4152,57.47543,58.01455,64.32741,64.7988
julia,rosenbrock23_sciml,performance,adaptive,julia,both,8192,tol,1.0e-8,3,31715.3585,31715.636349999997,31718.137,31776.51541,31783.0019
julia,rosenbrock23_sciml,performance,adaptive,julia,none,128,tol,1.0e-8,10,2048.8509,2051.72523,2072.18255,2136.83991,2146.6149
julia,rosenbrock23_sciml,performance,adaptive,julia,none,2048,tol,1.0e-8,3,8264.8496,8269.82231,8314.5767,8352.5288,8356.7457
julia,rosenbrock23_sciml,performance,adaptive,julia,none,32,tol,1.0e-8,10,788.863,790.5578800000001,802.7821,807.32747,809.1002
julia,rosenbrock23_sciml,performance,adaptive,julia,none,512,tol,1.0e-8,10,1700.1947,1705.54214,1734.12355,1761.01883,1763.3222
julia,rosenbrock23_sciml,performance,adaptive,julia,none,8,tol,1.0e-8,20,57.3698,57.38319499999999,57.8314,58.01455000000001,58.082
julia,rosenbrock23_sciml,performance,adaptive,julia,none,8192,tol,1.0e-8,3,31671.0719,31671.94384,31679.7913,31789.72765,31801.9428
julia,rosenbrock23_sciml,performance,fixed,fixed,both,128,dt,0.05859375,3,5582.3878,5590.451950000001,5663.0293,5772.193810000001,5784.3232
julia,rosenbrock23_sciml,performance,fixed,fixed,both,2048,dt,0.05859375,3,22261.3749,22263.25884,22280.2143,22387.93044,22399.8989
julia,rosenbrock23_sciml,performance,fixed,fixed,both,32,dt,0.05859375,10,2068.1489,2069.555375,2090.72975,2139.70478,2159.2292
julia,rosenbrock23_sciml,performance,fixed,fixed,both,512,dt,0.05859375,5,4584.9853,4588.84922,4647.3786,4717.96022,4720.224
julia,rosenbrock23_sciml,performance,fixed,fixed,both,8,dt,0.05859375,10,150.9539,150.97532,151.70420000000001,154.977015,157.4598
julia,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.05859375,3,83356.2355,83362.07209,83414.6014,83783.14537,83824.0947
julia,rosenbrock23_sciml,performance,fixed,fixed,none,128,dt,0.05859375,3,5523.1552,5525.42269,5545.8301,5617.1875900000005,5625.1162
julia,rosenbrock23_sciml,performance,fixed,fixed,none,2048,dt,0.05859375,3,22228.9874,22232.693690000004,22266.0503,22575.70016,22610.1057
julia,rosenbrock23_sciml,performance,fixed,fixed,none,32,dt,0.05859375,10,2054.6286,2055.962445,2070.07135,2114.0063,2121.7049
julia,rosenbrock23_sciml,performance,fixed,fixed,none,512,dt,0.05859375,5,4538.601,4545.687,4582.4705,4680.082039999999,4696.2005
julia,rosenbrock23_sciml,performance,fixed,fixed,none,8,dt,0.05859375,10,150.8885,150.92882,151.52825,151.950545,152.072
julia,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.05859375,3,83224.9061,83245.18686999999,83427.7138,83733.22482999999,83767.1705
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,20,0.6237,0.630635,0.69885,0.795365,0.8555
julia,tsit5,performance,adaptive,julia,both,2097152,tol,1.0e-8,10,113.2062,113.69706,135.5049,157.93781,158.2349
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,20,0.6408,0.642415,0.703,0.8808050000000001,0.8999
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,20,0.684,0.6847599999999999,0.7228,0.9112450000000001,0.9121
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,20,0.6037,0.60389,0.70045,1.2150750000000001,1.3343
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,20,0.5732,0.59182,0.64655,0.6646800000000002,0.7175
julia,tsit5,performance,adaptive,julia,none,2097152,tol,1.0e-8,20,45.1733,45.28046,52.57145,85.028785,87.356
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,20,0.5676,0.5693100000000001,0.5957,0.653935,0.7192
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,20,0.5634,0.5861050000000001,0.5920000000000001,0.6207800000000001,0.6622
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,20,0.5594,0.5599700000000001,0.6205499999999999,1.0171300000000003,1.3198
julia,vern7,performance,adaptive,julia,both,128,tol,1.0e-8,20,0.1603,0.16068,0.16855,0.2039650000000001,0.3078
julia,vern7,performance,adaptive,julia,both,32,tol,1.0e-8,20,0.1867,0.19686499999999998,0.82125,1.4817150000000001,1.6568
julia,vern7,performance,adaptive,julia,both,512,tol,1.0e-8,20,0.1975,0.19768999999999998,0.2157,0.34354000000000007,0.4013
julia,vern7,performance,adaptive,julia,both,8388608,tol,1.0e-8,10,585.6354,585.9168300000001,597.52305,624.476855,642.7955
julia,vern7,performance,adaptive,julia,none,128,tol,1.0e-8,20,0.1069,0.10728,0.10965,0.127035,0.1448
julia,vern7,performance,adaptive,julia,none,32,tol,1.0e-8,20,0.1056,0.10617,0.1163,0.1547900000000001,0.2705
julia,vern7,performance,adaptive,julia,none,512,tol,1.0e-8,20,0.114,0.114285,0.11674999999999999,0.13555500000000004,0.1461
julia,vern7,performance,adaptive,julia,none,8388608,tol,1.0e-8,10,314.0452,314.104555,314.34465,325.07801000000006,328.9571
