  0.0000000000e+00,  4.5399548981e-05,  0.0000000000e+00,  0.0000000000e+00
  6.4088869840e-04,  7.4446114013e-05,  2.6173052902e-05,  3.0835647635e-07
  1.2817773968e-03,  1.0352032405e-04,  5.2375071391e-05,  6.1763194026e-07
  1.9226660952e-03,  1.3262213906e-04,  7.8606048191e-05,  9.2782778438e-07
  2.5635547936e-03,  1.6175159544e-04,  1.0486606334e-04,  1.2389449466e-06
  3.2044434920e-03,  1.9090878777e-04,  1.3115507318e-04,  1.5509868945e-06
  3.8453321904e-03,  2.2009357053e-04,  1.5747314319e-04,  1.8639527752e-06
  4.4862208888e-03,  2.4930608924e-04,  1.8382022972e-04,  2.1778457722e-06
  5.1271095872e-03,  2.7854612563e-04,  2.1019637643e-04,  2.4926646347e-06
  5.7679982856e-03,  3.0781401438e-04,  2.3660162697e-04,  2.8084136829e-06
  6.4088869840e-03,  3.3710958087e-04,  2.6303599589e-04,  3.1250938264e-06
  7.0497756824e-03,  3.6643311614e-04,  2.8949958505e-04,  3.4427096125e-06
  7.6906643808e-03,  3.9578418364e-04,  3.1599221984e-04,  3.7612567212e-06
  8.3315530792e-03,  4.2516289977e-04,  3.4251390025e-04,  4.0807358346e-06
  8.9724417776e-03,  4.5456987573e-04,  3.6906509195e-04,  4.4011599130e-06
  9.6133304760e-03,  4.8400415108e-04,  3.9564521285e-04,  4.7225144044e-06
  1.0254219174e-02,  5.1346648252e-04,  4.2225475772e-04,  5.0448111324e-06
  1.0895107873e-02,  5.4295657901e-04,  4.4889334822e-04,  5.3680505516e-06
  1.1535996571e-02,  5.7247461518e-04,  4.7556133359e-04,  5.6922340264e-06
  1.2176885270e-02,  6.0202012537e-04,  5.0225830637e-04,  6.0173574639e-06
  1.2817773968e-02,  6.3159409910e-04,  5.2898499416e-04,  6.3434345066e-06
  1.3458662666e-02,  6.6119577968e-04,  5.5574096041e-04,  6.6704542405e-06
