framework,algorithm,mode,tier,transfers,n,setting_kind,setting,samples,min_ms,p05_ms,median_ms,p95_ms,max_ms,golden_rmse,finite_trajectories,failed_trajectories
cubie,kvaerno3,adaptive,default,both,32768,tol,0.0001,20,1.225551008246839,1.2267014128156006,1.2315255007706583,1.2711482238955798,1.5577099984511733,0.000603873658649277,32768,0
cubie,kvaerno3,adaptive,default,both,32768,tol,0.001,20,0.9076000424101949,0.9085111203603446,0.9116809815168381,0.9392213658429684,1.2426399625837803,0.006826562069322169,32768,0
cubie,kvaerno3,adaptive,default,both,32768,tol,0.01,20,0.7319300202652812,0.732288125436753,0.7360614254139364,0.799252756405622,1.066825003363192,0.07797503231357873,32768,0
cubie,kvaerno3,adaptive,default,both,32768,tol,1e-05,20,1.9082010257989168,1.908910711063072,1.9115355098620057,1.9386232248507442,2.2372499806806445,5.592949682026991e-05,32768,0
cubie,kvaerno3,adaptive,default,both,32768,tol,1e-06,20,3.4662990365177393,3.4710233041550964,3.501406987197697,3.5252035711891954,3.834362025372684,7.4590666362936265e-06,32768,0
cubie,kvaerno3,adaptive,default,both,32768,tol,1e-07,20,19.17023805435747,19.18561755446717,19.21044703340158,19.38447850989178,19.523132010363042,9.354192570162215e-06,32768,0
cubie,kvaerno3,adaptive,default,both,32768,tol,1e-08,20,84.50424496550113,85.16914618085138,85.31441848026589,85.55343845509924,85.56066791061312,1.4305325402217449e-05,32768,0
cubie,kvaerno3,adaptive,default,none,32768,tol,0.0001,20,1.0224060388281941,1.0226729034911841,1.0267470497637987,1.030010066460818,1.0483269579708576,0.000603873658649277,32768,0
cubie,kvaerno3,adaptive,default,none,32768,tol,0.001,20,0.7054200395941734,0.705764873418957,0.7084514945745468,0.7171676959842443,0.7255410309880972,0.006826562069322169,32768,0
cubie,kvaerno3,adaptive,default,none,32768,tol,0.01,20,0.5294510629028082,0.5296286777593195,0.5325269885361195,0.5384876159951091,0.5476390942931175,0.07797503231357873,32768,0
cubie,kvaerno3,adaptive,default,none,32768,tol,1e-05,20,1.7076019430533051,1.7095522780437022,1.725134497974068,1.7296899459324777,1.7302019987255335,5.592949682026991e-05,32768,0
cubie,kvaerno3,adaptive,default,none,32768,tol,1e-06,20,3.2476959750056267,3.251809539506212,3.2676865230314434,3.27497529797256,3.2786859665066004,7.4590666362936265e-06,32768,0
cubie,kvaerno3,adaptive,default,none,32768,tol,1e-07,20,18.970961100421846,18.99532187380828,19.013923010788858,19.03122483054176,19.059589016251266,9.354192570162215e-06,32768,0
