framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,samples,min_ms,p05_ms,median_ms,p95_ms,max_ms
cubie,kvaerno3,numerical,adaptive,default,both,1024,tol,0.0001,1,0.9964039782062173,0.9964039782062173,0.9964039782062173,0.9964039782062173,0.9964039782062173
cubie,kvaerno3,numerical,adaptive,default,both,1024,tol,0.001,1,0.8694080170243979,0.8694080170243979,0.8694080170243979,0.8694080170243979,0.8694080170243979
cubie,kvaerno3,numerical,adaptive,default,both,1024,tol,0.01,1,0.7856680313125253,0.7856680313125253,0.7856680313125253,0.7856680313125253,0.7856680313125253
cubie,kvaerno3,numerical,adaptive,default,both,1024,tol,1e-05,1,1.2277300702407956,1.2277300702407956,1.2277300702407956,1.2277300702407956,1.2277300702407956
cubie,kvaerno3,numerical,adaptive,default,both,1024,tol,1e-06,1,1.9344940083101392,1.9344940083101392,1.9344940083101392,1.9344940083101392,1.9344940083101392
cubie,kvaerno3,numerical,adaptive,default,none,1024,tol,0.0001,1,0.6180040072649717,0.6180040072649717,0.6180040072649717,0.6180040072649717,0.6180040072649717
cubie,kvaerno3,numerical,adaptive,default,none,1024,tol,0.001,1,0.476416083984077,0.476416083984077,0.476416083984077,0.476416083984077,0.476416083984077
cubie,kvaerno3,numerical,adaptive,default,none,1024,tol,0.01,1,0.39285991806536913,0.39285991806536913,0.39285991806536913,0.39285991806536913,0.39285991806536913
cubie,kvaerno3,numerical,adaptive,default,none,1024,tol,1e-05,1,0.9023480815812945,0.9023480815812945,0.9023480815812945,0.9023480815812945,0.9023480815812945
cubie,kvaerno3,numerical,adaptive,default,none,1024,tol,1e-06,1,1.601850031875074,1.601850031875074,1.601850031875074,1.601850031875074,1.601850031875074
cubie,kvaerno3,numerical,adaptive,pi,both,1024,tol,0.0001,1,1.004538033157587,1.004538033157587,1.004538033157587,1.004538033157587,1.004538033157587
cubie,kvaerno3,numerical,adaptive,pi,both,1024,tol,0.001,1,0.8284499635919929,0.8284499635919929,0.8284499635919929,0.8284499635919929,0.8284499635919929
cubie,kvaerno3,numerical,adaptive,pi,both,1024,tol,0.01,1,0.7417189190164208,0.7417189190164208,0.7417189190164208,0.7417189190164208,0.7417189190164208
cubie,kvaerno3,numerical,adaptive,pi,both,1024,tol,1e-05,1,1.2616990134119987,1.2616990134119987,1.2616990134119987,1.2616990134119987,1.2616990134119987
cubie,kvaerno3,numerical,adaptive,pi,both,1024,tol,1e-06,1,1.950775971636176,1.950775971636176,1.950775971636176,1.950775971636176,1.950775971636176
cubie,kvaerno3,numerical,adaptive,pi,none,1024,tol,0.0001,1,0.6286409916356206,0.6286409916356206,0.6286409916356206,0.6286409916356206,0.6286409916356206
cubie,kvaerno3,numerical,adaptive,pi,none,1024,tol,0.001,1,0.4802040057256818,0.4802040057256818,0.4802040057256818,0.4802040057256818,0.4802040057256818
cubie,kvaerno3,numerical,adaptive,pi,none,1024,tol,0.01,1,0.3962600603699684,0.3962600603699684,0.3962600603699684,0.3962600603699684,0.3962600603699684
cubie,kvaerno3,numerical,adaptive,pi,none,1024,tol,1e-05,1,0.9047338971868157,0.9047338971868157,0.9047338971868157,0.9047338971868157,0.9047338971868157
cubie,kvaerno3,numerical,adaptive,pi,none,1024,tol,1e-06,1,1.5990410465747118,1.5990410465747118,1.5990410465747118,1.5990410465747118,1.5990410465747118
cubie,kvaerno3,numerical,fixed,fixed,both,1024,dt,0.0001220703125,1,15.279637998901308,15.279637998901308,15.279637998901308,15.279637998901308,15.279637998901308
cubie,kvaerno3,numerical,fixed,fixed,both,1024,dt,0.000244140625,1,8.185855927877128,8.185855927877128,8.185855927877128,8.185855927877128,8.185855927877128
cubie,kvaerno3,numerical,fixed,fixed,both,1024,dt,0.00048828125,1,4.642090993002057,4.642090993002057,4.642090993002057,4.642090993002057,4.642090993002057
cubie,kvaerno3,numerical,fixed,fixed,both,1024,dt,0.0009765625,1,2.820241032168269,2.820241032168269,2.820241032168269,2.820241032168269,2.820241032168269
cubie,kvaerno3,numerical,fixed,fixed,both,1024,dt,0.001953125,1,1.7541770357638597,1.7541770357638597,1.7541770357638597,1.7541770357638597,1.7541770357638597
cubie,kvaerno3,numerical,fixed,fixed,both,1024,dt,0.00390625,1,1.3169539161026478,1.3169539161026478,1.3169539161026478,1.3169539161026478,1.3169539161026478
cubie,kvaerno3,numerical,fixed,fixed,both,1024,dt,0.0078125,1,1.0930440621450543,1.0930440621450543,1.0930440621450543,1.0930440621450543,1.0930440621450543
cubie,kvaerno3,numerical,fixed,fixed,both,1024,dt,0.015625,1,0.9715240448713303,0.9715240448713303,0.9715240448713303,0.9715240448713303,0.9715240448713303
cubie,kvaerno3,numerical,fixed,fixed,none,1024,dt,0.0001220703125,1,14.865517965517938,14.865517965517938,14.865517965517938,14.865517965517938,14.865517965517938
cubie,kvaerno3,numerical,fixed,fixed,none,1024,dt,0.000244140625,1,7.787975016981363,7.787975016981363,7.787975016981363,7.787975016981363,7.787975016981363
cubie,kvaerno3,numerical,fixed,fixed,none,1024,dt,0.00048828125,1,4.266084986738861,4.266084986738861,4.266084986738861,4.266084986738861,4.266084986738861
cubie,kvaerno3,numerical,fixed,fixed,none,1024,dt,0.0009765625,1,2.3167700273916125,2.3167700273916125,2.3167700273916125,2.3167700273916125,2.3167700273916125
cubie,kvaerno3,numerical,fixed,fixed,none,1024,dt,0.001953125,1,1.3575630728155375,1.3575630728155375,1.3575630728155375,1.3575630728155375,1.3575630728155375
cubie,kvaerno3,numerical,fixed,fixed,none,1024,dt,0.00390625,1,0.9464470203965902,0.9464470203965902,0.9464470203965902,0.9464470203965902,0.9464470203965902
cubie,kvaerno3,numerical,fixed,fixed,none,1024,dt,0.0078125,1,0.7203849963843822,0.7203849963843822,0.7203849963843822,0.7203849963843822,0.7203849963843822
cubie,kvaerno3,numerical,fixed,fixed,none,1024,dt,0.015625,1,0.5656370194628835,0.5656370194628835,0.5656370194628835,0.5656370194628835,0.5656370194628835
cubie,kvaerno3,performance,adaptive,default,both,128,tol,1e-08,20,37.103114067576826,37.103532889159396,37.11223154095933,37.15111061464995,37.36777906306088
cubie,kvaerno3,performance,adaptive,default,both,131072,tol,1e-08,20,308.5527590010315,308.748721217853,309.6568195032887,311.14926563750487,311.3423939794302
cubie,kvaerno3,performance,adaptive,default,both,2048,tol,1e-08,20,36.769755999557674,36.7728378274478,36.79151099640876,36.81634815875441,37.09105309098959
cubie,kvaerno3,performance,adaptive,default,both,2097152,tol,1e-08,20,4589.485455013346,4589.790204560268,4591.18586051045,4594.177800204488,4597.818223002832
cubie,kvaerno3,performance,adaptive,default,both,32,tol,1e-08,20,50.366697018034756,50.36798046785407,50.37617543712258,50.636137451510876,50.655032973736525
cubie,kvaerno3,performance,adaptive,default,both,32768,tol,1e-08,20,85.19112900830805,85.20585301448591,85.28156450483948,85.38285858812742,85.57634497992694
cubie,kvaerno3,performance,adaptive,default,both,512,tol,1e-08,20,36.19687003083527,36.19776197592728,36.20707447407767,36.24685358372517,36.73991607502103
