framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,samples,min_ms,p05_ms,median_ms,p95_ms,max_ms
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,20,0.2496,0.251215,0.27495,0.3878650000000001,0.5715
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,20,0.1821,0.18324,0.20655,0.2644000000000001,0.3613
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,20,0.2183,0.218775,0.2528,0.29350499999999996,0.3031
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,20,0.149,0.161825,0.18135,0.20738,0.2184
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,20,0.2219,0.23501,0.27555,0.6478150000000006,1.543
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,20,0.1577,0.15789,0.17905,0.24369500000000002,0.2569
julia,tsit5,performance,adaptive,julia,both,8192,tol,1.0e-8,20,0.3801,0.383235,0.4202,0.7131900000000009,1.7637
julia,tsit5,performance,adaptive,julia,none,8192,tol,1.0e-8,20,0.0732,0.073485,0.0754,0.09617000000000002,0.1127
julia,tsit5,performance,adaptive,julia,both,32768,tol,1.0e-8,20,1.0931,1.108015,1.6668,5.681260000000001,6.1726
julia,tsit5,performance,adaptive,julia,none,32768,tol,1.0e-8,20,0.2024,0.203635,0.20829999999999999,0.26848,0.2814
julia,tsit5,performance,adaptive,julia,both,8388608,tol,1.0e-8,10,276.3544,276.72664,320.2168,397.9586200000001,443.2171
julia,tsit5,performance,adaptive,julia,none,8388608,tol,1.0e-8,20,26.2091,26.21081,27.676650000000002,77.21708500000003,98.9471
julia,vern7,performance,adaptive,julia,both,8,tol,1.0e-8,20,0.2137,0.215315,0.24905,0.357545,0.3793
julia,vern7,performance,adaptive,julia,none,8,tol,1.0e-8,20,0.4459,0.44666,0.4693,0.5757800000000001,0.6799
julia,vern7,performance,adaptive,julia,both,32,tol,1.0e-8,20,0.121,0.121095,0.1225,0.15036000000000005,0.2085
julia,vern7,performance,adaptive,julia,none,32,tol,1.0e-8,20,0.0744,0.075255,0.07655,0.09486500000000003,0.1436
julia,vern7,performance,adaptive,julia,both,128,tol,1.0e-8,20,0.1279,0.128945,0.13745000000000002,0.16407500000000003,0.1921
julia,vern7,performance,adaptive,julia,none,128,tol,1.0e-8,20,0.0763,0.07668,0.0779,0.09294500000000001,0.1071
julia,vern7,performance,adaptive,julia,both,512,tol,1.0e-8,20,0.1374,0.13778,0.14884999999999998,0.32938000000000006,0.3708
julia,vern7,performance,adaptive,julia,none,512,tol,1.0e-8,20,0.1458,0.14703500000000003,0.16085,0.184255,0.2176
julia,vern7,performance,adaptive,julia,both,2048,tol,1.0e-8,20,0.2643,0.298215,0.3584,0.484005,0.4955
julia,vern7,performance,adaptive,julia,none,2048,tol,1.0e-8,20,0.1129,0.11489500000000001,0.13124999999999998,0.15014000000000002,0.1813
julia,vern7,performance,adaptive,julia,both,524288,tol,1.0e-8,20,19.4983,19.622085,22.637900000000002,99.244555,102.183
julia,vern7,performance,adaptive,julia,none,524288,tol,1.0e-8,20,6.6099,6.62168,6.7021,6.796709999999999,6.8843
julia,vern7,performance,adaptive,julia,both,8388608,tol,1.0e-8,10,320.3749,322.693345,336.62495,349.84171000000003,356.3551
julia,vern7,performance,adaptive,julia,none,8388608,tol,1.0e-8,10,100.4039,100.43333,100.5207,100.75537,100.8631
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0e-8,20,4.9884,5.19398,5.937799999999999,13.719040000000001,14.723
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0e-8,20,1.6002,1.614355,1.6471,1.79241,1.8268
