framework,algorithm,phase,mode,tier,n,setting_kind,setting,golden_rmse,finite_trajectories,failed_trajectories,finals_path
julia,tsit5,performance,fixed,fixed,8,dt,9.765625463842298e-7,,0,8,
julia,tsit5,performance,adaptive,julia,8,tol,1.0e-8,,4,4,
julia,tsit5,performance,fixed,fixed,32,dt,9.765625463842298e-7,,0,32,
julia,tsit5,performance,adaptive,julia,32,tol,1.0e-8,,32,0,
julia,tsit5,performance,fixed,fixed,128,dt,9.765625463842298e-7,,0,128,
julia,tsit5,performance,adaptive,julia,128,tol,1.0e-8,,128,0,
julia,tsit5,performance,fixed,fixed,512,dt,9.765625463842298e-7,,0,512,
julia,tsit5,performance,adaptive,julia,512,tol,1.0e-8,,512,0,
julia,tsit5,performance,fixed,fixed,2048,dt,9.765625463842298e-7,,0,2048,
julia,tsit5,performance,adaptive,julia,2048,tol,1.0e-8,,1792,256,
julia,tsit5,performance,fixed,fixed,8192,dt,9.765625463842298e-7,,0,8192,
julia,tsit5,performance,adaptive,julia,8192,tol,1.0e-8,,8192,0,
julia,tsit5,performance,fixed,fixed,32768,dt,9.765625463842298e-7,,0,32768,
julia,tsit5,performance,adaptive,julia,32768,tol,1.0e-8,,32768,0,
julia,tsit5,performance,fixed,fixed,131072,dt,9.765625463842298e-7,,0,131072,
julia,tsit5,performance,adaptive,julia,131072,tol,1.0e-8,,78643,52429,
julia,tsit5,performance,fixed,fixed,524288,dt,9.765625463842298e-7,,0,524288,
julia,tsit5,performance,adaptive,julia,524288,tol,1.0e-8,,332049,192239,
julia,tsit5,performance,fixed,fixed,2097152,dt,9.765625463842298e-7,,0,2097152,
julia,tsit5,performance,fixed,fixed,8388608,dt,9.765625463842298e-7,,0,8388608,
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,,8388608,0,
julia,tsit5,numerical,adaptive,julia,1024,tol,0.010000000000000002,0.17598649127868254,1024,0,finals/julia/tsit5/adaptive_julia_tol_0p01.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,0.001,0.17598649127868254,1024,0,finals/julia/tsit5/adaptive_julia_tol_0p001.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,0.0001,0.17598649127868254,1024,0,finals/julia/tsit5/adaptive_julia_tol_0p0001.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-5,0.17598649127868254,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em05.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-6,0.17598649127868254,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em06.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0000000000000001e-7,0.17598649127868254,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em07.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-8,0.17598649127868254,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em08.csv
julia,tsit5,work_precision,fixed,fixed,131072,dt,6.25000029685907e-5,,0,131072,
julia,tsit5,work_precision,fixed,fixed,131072,dt,3.125000148429535e-5,,0,131072,
julia,tsit5,work_precision,fixed,fixed,131072,dt,1.5625000742147677e-5,,0,131072,
julia,tsit5,work_precision,fixed,fixed,131072,dt,7.812500371073838e-6,,0,131072,
julia,tsit5,work_precision,fixed,fixed,131072,dt,3.906250185536919e-6,,0,131072,
julia,tsit5,work_precision,fixed,fixed,131072,dt,1.9531250927684596e-6,,0,131072,
julia,tsit5,work_precision,fixed,fixed,131072,dt,9.765625463842298e-7,,0,131072,
julia,tsit5,work_precision,fixed,fixed,131072,dt,4.882812731921149e-7,,0,131072,
julia,tsit5,work_precision,fixed,fixed,131072,dt,2.4414063659605745e-7,,0,131072,
julia,tsit5,work_precision,fixed,fixed,131072,dt,1.2207031829802872e-7,,0,131072,
julia,tsit5,work_precision,adaptive,julia,131072,tol,0.010000000000000002,,0,131072,
julia,tsit5,work_precision,adaptive,julia,131072,tol,0.001,,122330,8742,
julia,tsit5,work_precision,adaptive,julia,131072,tol,0.0001,,100488,30584,
julia,tsit5,work_precision,adaptive,julia,131072,tol,1.0e-5,,100488,30584,
julia,tsit5,work_precision,adaptive,julia,131072,tol,1.0e-6,,30575,100497,
julia,tsit5,work_precision,adaptive,julia,131072,tol,1.0000000000000001e-7,,113587,17485,
julia,tsit5,work_precision,adaptive,julia,131072,tol,1.0e-8,,30575,100497,
julia,vern7,performance,fixed,fixed,8,dt,9.765625463842298e-7,,0,8,
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,,8,0,
julia,vern7,performance,fixed,fixed,32,dt,9.765625463842298e-7,,0,32,
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,,32,0,
julia,vern7,performance,fixed,fixed,128,dt,9.765625463842298e-7,,0,128,
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,,128,0,
julia,vern7,performance,fixed,fixed,512,dt,9.765625463842298e-7,,0,512,
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,,512,0,
julia,vern7,performance,fixed,fixed,2048,dt,9.765625463842298e-7,,0,2048,
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,,2048,0,
julia,vern7,performance,fixed,fixed,8192,dt,9.765625463842298e-7,,0,8192,
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,,7168,1024,
julia,vern7,performance,fixed,fixed,32768,dt,9.765625463842298e-7,,0,32768,
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,,0,32768,
julia,vern7,performance,fixed,fixed,131072,dt,9.765625463842298e-7,,0,131072,
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,,124527,6545,
julia,vern7,performance,fixed,fixed,524288,dt,9.765625463842298e-7,,0,524288,
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,,524288,0,
julia,vern7,performance,fixed,fixed,2097152,dt,9.765625463842298e-7,,0,2097152,
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,,1328196,768956,
julia,vern7,performance,fixed,fixed,8388608,dt,9.765625463842298e-7,,0,8388608,
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,,8388608,0,
julia,vern7,numerical,adaptive,julia,1024,tol,0.010000000000000002,0.17598515314031152,1024,0,finals/julia/vern7/adaptive_julia_tol_0p01.csv
julia,vern7,numerical,adaptive,julia,1024,tol,0.001,0.17598568550290042,1024,0,finals/julia/vern7/adaptive_julia_tol_0p001.csv
julia,vern7,numerical,adaptive,julia,1024,tol,0.0001,0.1759857634507428,1024,0,finals/julia/vern7/adaptive_julia_tol_0p0001.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0e-5,0.17598564951175033,1024,0,finals/julia/vern7/adaptive_julia_tol_1em05.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0e-6,0.17598558209667894,1024,0,finals/julia/vern7/adaptive_julia_tol_1em06.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0000000000000001e-7,0.1759853395045994,1024,0,finals/julia/vern7/adaptive_julia_tol_1em07.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0e-8,0.1759859260141375,1024,0,finals/julia/vern7/adaptive_julia_tol_1em08.csv
julia,vern7,work_precision,fixed,fixed,131072,dt,6.25000029685907e-5,,0,131072,
