timestamp, clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu, power.draw [W], utilization.gpu [%], clocks_event_reasons.active
2026/07/30 16:09:55.645, 300, 405, 38, 14.88, 0, 0x0000000000000001
2026/07/30 16:09:56.680, 1470, 6801, 42, 91.47, 0, 0x0000000000000000
2026/07/30 16:09:57.699, 1470, 6801, 43, 91.93, 93, 0x0000000000000000
2026/07/30 16:09:58.718, 1470, 6801, 44, 92.40, 100, 0x0000000000000000
2026/07/30 16:09:59.739, 1470, 6801, 45, 92.44, 100, 0x0000000000000000
2026/07/30 16:10:00.758, 1470, 6801, 45, 95.35, 100, 0x0000000000000000
2026/07/30 16:10:01.832, 1470, 6801, 45, 95.43, 100, 0x0000000000000000
2026/07/30 16:10:02.851, 1470, 6801, 46, 95.90, 100, 0x0000000000000000
2026/07/30 16:10:03.874, 1470, 6801, 46, 95.92, 100, 0x0000000000000000
2026/07/30 16:10:04.894, 1470, 6801, 47, 96.05, 100, 0x0000000000000000
2026/07/30 16:10:05.914, 1470, 6801, 47, 95.99, 100, 0x0000000000000000
2026/07/30 16:10:06.935, 1470, 6801, 47, 96.23, 100, 0x0000000000000000
2026/07/30 16:10:07.953, 1470, 6801, 47, 96.04, 100, 0x0000000000000000
2026/07/30 16:10:08.971, 1470, 6801, 48, 96.21, 100, 0x0000000000000000
2026/07/30 16:10:09.991, 1470, 6801, 48, 96.18, 100, 0x0000000000000000
2026/07/30 16:10:11.012, 1470, 6801, 48, 96.68, 100, 0x0000000000000000
2026/07/30 16:10:12.031, 1470, 6801, 48, 96.33, 100, 0x0000000000000000
2026/07/30 16:10:13.050, 1470, 6801, 49, 96.43, 100, 0x0000000000000000
2026/07/30 16:10:14.069, 1470, 6801, 49, 96.40, 100, 0x0000000000000000
2026/07/30 16:10:15.089, 1470, 6801, 49, 96.63, 100, 0x0000000000000000
2026/07/30 16:10:16.109, 1470, 6801, 49, 96.74, 100, 0x0000000000000000
2026/07/30 16:10:17.127, 1470, 6801, 50, 96.62, 100, 0x0000000000000000
2026/07/30 16:10:18.147, 1470, 6801, 50, 96.99, 100, 0x0000000000000000
2026/07/30 16:10:19.165, 1470, 6801, 50, 96.60, 100, 0x0000000000000000
2026/07/30 16:10:20.186, 1470, 6801, 50, 96.87, 100, 0x0000000000000000
2026/07/30 16:10:21.204, 1470, 6801, 51, 97.08, 100, 0x0000000000000000
2026/07/30 16:10:22.224, 1470, 6801, 51, 97.21, 100, 0x0000000000000000
2026/07/30 16:10:23.243, 1470, 6801, 51, 92.88, 100, 0x0000000000000000
2026/07/30 16:10:24.262, 1470, 6801, 51, 97.21, 100, 0x0000000000000000
2026/07/30 16:10:25.280, 1470, 6801, 51, 97.03, 100, 0x0000000000000000
2026/07/30 16:10:26.299, 1470, 6801, 52, 97.25, 100, 0x0000000000000000
2026/07/30 16:10:27.320, 1470, 6801, 52, 97.06, 100, 0x0000000000000000
2026/07/30 16:10:28.340, 1470, 6801, 52, 97.38, 100, 0x0000000000000000
2026/07/30 16:10:29.359, 1470, 6801, 52, 97.12, 100, 0x0000000000000000
2026/07/30 16:10:30.383, 1470, 6801, 53, 97.24, 100, 0x0000000000000000
2026/07/30 16:10:31.403, 1470, 6801, 53, 97.25, 100, 0x0000000000000000
2026/07/30 16:10:32.422, 1470, 6801, 53, 97.37, 100, 0x0000000000000000
2026/07/30 16:10:33.442, 1470, 6801, 53, 97.31, 100, 0x0000000000000000
2026/07/30 16:10:34.461, 1470, 6801, 53, 97.50, 100, 0x0000000000000000
2026/07/30 16:10:35.485, 1470, 6801, 54, 97.45, 100, 0x0000000000000000
2026/07/30 16:10:36.505, 1470, 6801, 54, 97.67, 100, 0x0000000000000000
2026/07/30 16:10:37.525, 1470, 6801, 54, 97.56, 100, 0x0000000000000000
2026/07/30 16:10:38.544, 1470, 6801, 54, 97.62, 100, 0x0000000000000000
2026/07/30 16:10:39.564, 1470, 6801, 54, 97.52, 100, 0x0000000000000000
2026/07/30 16:10:40.583, 1470, 6801, 55, 97.73, 100, 0x0000000000000000
2026/07/30 16:10:41.603, 1470, 6801, 55, 97.67, 100, 0x0000000000000000
2026/07/30 16:10:42.621, 1470, 6801, 55, 97.90, 100, 0x0000000000000000
2026/07/30 16:10:43.641, 1470, 6801, 55, 97.78, 100, 0x0000000000000000
2026/07/30 16:10:44.660, 1470, 6801, 55, 97.91, 100, 0x0000000000000000
2026/07/30 16:10:45.681, 1470, 6801, 55, 97.85, 100, 0x0000000000000000
2026/07/30 16:10:46.699, 1470, 6801, 56, 97.86, 100, 0x0000000000000000
2026/07/30 16:10:47.722, 1470, 6801, 56, 97.73, 100, 0x0000000000000000
2026/07/30 16:10:48.743, 1470, 6801, 56, 97.53, 100, 0x0000000000000000
2026/07/30 16:10:49.763, 1470, 6801, 56, 97.68, 100, 0x0000000000000000
2026/07/30 16:10:50.783, 1470, 6801, 56, 97.89, 100, 0x0000000000000000
2026/07/30 16:10:51.801, 1470, 6801, 57, 97.96, 100, 0x0000000000000000
2026/07/30 16:10:52.820, 1470, 6801, 57, 98.07, 100, 0x0000000000000000
2026/07/30 16:10:53.841, 1470, 6801, 57, 97.70, 100, 0x0000000000000000
2026/07/30 16:10:54.861, 1470, 6801, 57, 97.87, 100, 0x0000000000000000
2026/07/30 16:10:55.883, 1470, 6801, 57, 97.82, 100, 0x0000000000000000
2026/07/30 16:10:56.901, 1470, 6801, 57, 97.80, 100, 0x0000000000000000
2026/07/30 16:10:57.921, 1470, 6801, 58, 97.87, 100, 0x0000000000000000
2026/07/30 16:10:58.942, 1470, 6801, 58, 98.03, 100, 0x0000000000000000
2026/07/30 16:10:59.961, 1470, 6801, 58, 98.03, 100, 0x0000000000000000
2026/07/30 16:11:00.980, 1470, 6801, 58, 97.92, 100, 0x0000000000000000
2026/07/30 16:11:01.999, 1470, 6801, 58, 97.92, 100, 0x0000000000000000
2026/07/30 16:11:03.018, 1470, 6801, 58, 98.17, 100, 0x0000000000000000
2026/07/30 16:11:04.038, 1470, 6801, 59, 98.15, 100, 0x0000000000000000
2026/07/30 16:11:05.057, 1470, 6801, 59, 98.25, 100, 0x0000000000000000
2026/07/30 16:11:06.076, 1470, 6801, 59, 98.13, 100, 0x0000000000000000
2026/07/30 16:11:07.095, 1470, 6801, 59, 98.13, 100, 0x0000000000000000
2026/07/30 16:11:08.116, 1470, 6801, 59, 98.26, 100, 0x0000000000000000
2026/07/30 16:11:09.134, 1470, 6801, 59, 98.16, 100, 0x0000000000000000
2026/07/30 16:11:10.153, 1470, 6801, 59, 98.32, 100, 0x0000000000000000
2026/07/30 16:11:11.172, 1470, 6801, 60, 98.40, 100, 0x0000000000000000
2026/07/30 16:11:12.193, 1470, 6801, 60, 98.59, 100, 0x0000000000000000
2026/07/30 16:11:13.212, 1470, 6801, 60, 98.61, 100, 0x0000000000000000
2026/07/30 16:11:14.231, 1470, 6801, 60, 98.52, 100, 0x0000000000000000
2026/07/30 16:11:15.250, 1470, 6801, 60, 98.53, 100, 0x0000000000000000
2026/07/30 16:11:16.271, 1470, 6801, 60, 98.61, 100, 0x0000000000000000
2026/07/30 16:11:17.291, 1470, 6801, 60, 98.58, 100, 0x0000000000000000
2026/07/30 16:11:18.310, 1470, 6801, 61, 98.78, 100, 0x0000000000000000
2026/07/30 16:11:19.329, 1470, 6801, 61, 98.63, 100, 0x0000000000000000
2026/07/30 16:11:20.350, 1470, 6801, 61, 98.76, 100, 0x0000000000000000
2026/07/30 16:11:21.370, 1470, 6801, 61, 98.72, 100, 0x0000000000000000
2026/07/30 16:11:22.393, 1470, 6801, 61, 101.22, 100, 0x0000000000000000
2026/07/30 16:11:23.413, 1470, 6801, 61, 100.95, 100, 0x0000000000000000
2026/07/30 16:11:24.432, 1470, 6801, 61, 101.39, 100, 0x0000000000000000
2026/07/30 16:11:25.452, 1470, 6801, 62, 101.05, 100, 0x0000000000000000
2026/07/30 16:11:26.470, 1470, 6801, 62, 101.67, 100, 0x0000000000000000
2026/07/30 16:11:27.490, 1470, 6801, 62, 102.19, 100, 0x0000000000000000
2026/07/30 16:11:28.509, 1470, 6801, 62, 101.69, 100, 0x0000000000000000
2026/07/30 16:11:29.530, 1470, 6801, 62, 101.57, 100, 0x0000000000000000
2026/07/30 16:11:30.550, 1470, 6801, 62, 102.08, 100, 0x0000000000000000
2026/07/30 16:11:31.568, 1470, 6801, 62, 102.24, 100, 0x0000000000000000
2026/07/30 16:11:32.588, 1470, 6801, 63, 102.17, 100, 0x0000000000000000
2026/07/30 16:11:33.607, 1470, 6801, 63, 102.21, 100, 0x0000000000000000
2026/07/30 16:11:34.628, 1470, 6801, 63, 102.51, 100, 0x0000000000000000
2026/07/30 16:11:35.647, 1470, 6801, 63, 102.27, 100, 0x0000000000000000
2026/07/30 16:11:36.665, 1470, 6801, 63, 102.96, 100, 0x0000000000000000
2026/07/30 16:11:37.684, 1470, 6801, 63, 103.46, 100, 0x0000000000000000
2026/07/30 16:11:38.705, 1470, 6801, 63, 103.13, 100, 0x0000000000000000
2026/07/30 16:11:39.724, 1470, 6801, 64, 103.50, 100, 0x0000000000000000
2026/07/30 16:11:40.745, 1470, 6801, 64, 104.23, 100, 0x0000000000000000
2026/07/30 16:11:41.764, 1470, 6801, 64, 103.88, 100, 0x0000000000000000
2026/07/30 16:11:42.782, 1470, 6801, 64, 103.52, 100, 0x0000000000000000
2026/07/30 16:11:43.801, 1470, 6801, 64, 102.92, 100, 0x0000000000000000
2026/07/30 16:11:44.821, 1470, 6801, 64, 104.00, 100, 0x0000000000000000
2026/07/30 16:11:45.841, 1470, 6801, 64, 103.89, 100, 0x0000000000000000
2026/07/30 16:11:46.860, 1470, 6801, 64, 104.09, 100, 0x0000000000000000
2026/07/30 16:11:47.880, 1470, 6801, 64, 103.90, 100, 0x0000000000000000
2026/07/30 16:11:48.902, 1470, 6801, 65, 104.19, 100, 0x0000000000000000
2026/07/30 16:11:49.922, 1470, 6801, 65, 103.78, 100, 0x0000000000000000
2026/07/30 16:11:50.941, 1470, 6801, 65, 103.86, 100, 0x0000000000000000
2026/07/30 16:11:51.962, 1470, 6801, 65, 104.18, 100, 0x0000000000000000
2026/07/30 16:11:52.982, 1470, 6801, 65, 104.32, 100, 0x0000000000000000
2026/07/30 16:11:54.001, 1470, 6801, 65, 104.61, 100, 0x0000000000000000
2026/07/30 16:11:55.020, 1470, 6801, 65, 104.40, 100, 0x0000000000000000
2026/07/30 16:11:56.039, 1470, 6801, 65, 104.66, 100, 0x0000000000000000
2026/07/30 16:11:57.059, 1470, 6801, 65, 104.72, 100, 0x0000000000000000
2026/07/30 16:11:58.112, 1470, 6801, 65, 104.92, 100, 0x0000000000000000
2026/07/30 16:11:59.133, 1470, 6801, 65, 104.83, 100, 0x0000000000000000
2026/07/30 16:12:00.153, 1470, 6801, 65, 101.65, 100, 0x0000000000000000
2026/07/30 16:12:01.172, 1470, 6801, 66, 104.89, 100, 0x0000000000000000
2026/07/30 16:12:02.191, 1470, 6801, 66, 105.00, 100, 0x0000000000000000
2026/07/30 16:12:03.210, 1470, 6801, 66, 104.81, 100, 0x0000000000000000
2026/07/30 16:12:04.229, 1470, 6801, 66, 104.79, 100, 0x0000000000000000
2026/07/30 16:12:05.249, 1470, 6801, 66, 104.71, 100, 0x0000000000000000
2026/07/30 16:12:06.268, 1470, 6801, 66, 104.68, 100, 0x0000000000000000
2026/07/30 16:12:07.287, 1470, 6801, 66, 104.61, 100, 0x0000000000000000
2026/07/30 16:12:08.308, 1470, 6801, 66, 105.15, 100, 0x0000000000000000
2026/07/30 16:12:09.326, 1470, 6801, 66, 104.60, 100, 0x0000000000000000
2026/07/30 16:12:10.345, 1470, 6801, 66, 104.83, 100, 0x0000000000000000
2026/07/30 16:12:11.365, 1470, 6801, 66, 105.03, 100, 0x0000000000000000
2026/07/30 16:12:12.385, 1470, 6801, 66, 105.14, 100, 0x0000000000000000
2026/07/30 16:12:13.408, 1470, 6801, 66, 105.32, 100, 0x0000000000000000
2026/07/30 16:12:14.426, 1470, 6801, 66, 105.31, 100, 0x0000000000000000
2026/07/30 16:12:15.447, 1470, 6801, 67, 104.87, 100, 0x0000000000000000
2026/07/30 16:12:16.468, 1470, 6801, 67, 105.10, 100, 0x0000000000000000
2026/07/30 16:12:17.488, 1470, 6801, 67, 104.47, 100, 0x0000000000000000
2026/07/30 16:12:18.508, 1470, 6801, 67, 105.21, 100, 0x0000000000000000
2026/07/30 16:12:19.527, 1470, 6801, 67, 105.38, 100, 0x0000000000000000
2026/07/30 16:12:20.548, 1470, 6801, 67, 105.36, 100, 0x0000000000000000
2026/07/30 16:12:21.568, 1470, 6801, 67, 105.29, 100, 0x0000000000000000
2026/07/30 16:12:22.586, 1470, 6801, 67, 105.32, 100, 0x0000000000000000
2026/07/30 16:12:23.606, 1470, 6801, 67, 104.57, 100, 0x0000000000000000
