dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,9.77428376e-18,1.38095778e-16,-2.19152058e-10,2.19152085e-10,2.19152127e-10,-2.19152002e-10,1.33154321e-09,6.20078498e-22,-6.15478275e-21,1.33045103e-11,1.33045103e-11,-1.33045103e-11,-1.33045103e-11,-8.58866024e-20,-2.13519563e-19,1
0.0005,1,-0.00192197284,-8.08581396e-11,-0.000960957143,-0.000960956677,1.76043569e-10,-2.62536021e-10,1.33225531e-09,-2.15774065e-10,1.99931836e-15,-1.3741559e-09,1.40077927e-09,-1.31737208e-11,-1.344958e-11,-3.24308928e-07,1.2462557e-13,1
0.0005,2,-0.00384394568,-1.58916352e-10,-0.00192191394,-0.00192191382,1.34252179e-10,-3.04270276e-10,1.33206168e-09,-4.31555236e-10,3.68108915e-15,-2.76164558e-09,2.78826473e-09,-1.30386483e-11,-1.3580719e-11,-6.48617856e-07,2.44850066e-13,1
0.0005,3,-0.00576591864,-2.38381315e-10,-0.00288287108,-0.00288287085,9.17417531e-11,-3.46766976e-10,1.33202172e-09,-6.47318643e-10,5.59665754e-15,-4.149185e-09,4.17580281e-09,-1.29027266e-11,-1.37158852e-11,-9.72926955e-07,3.67310457e-13,1
0.0005,4,-0.00768789137,-3.19273968e-10,-0.0038438281,-0.00384382717,4.83727225e-11,-3.89963117e-10,1.33167288e-09,-8.63124683e-10,7.27932153e-15,-5.53680568e-09,5.56341728e-09,-1.27613449e-11,-1.3850354e-11,-1.29723605e-06,4.91879541e-13,1
0.0005,5,-0.00960986502,-3.98674427e-10,-0.00480478443,-0.00480478397,6.00167138e-12,-4.32513469e-10,1.3322019e-09,-1.07888809e-09,9.35886873e-15,-6.92451785e-09,6.95113922e-09,-1.26310611e-11,-1.39910141e-11,-1.62154515e-06,6.14300332e-13,1
0.0005,6,-0.0115318373,-4.8234311e-10,-0.00576574123,-0.00576574169,-3.86949639e-11,-4.77303252e-10,1.33244038e-09,-1.29466571e-09,1.15141017e-14,-8.31236324e-09,8.33899083e-09,-1.24907307e-11,-1.41361584e-11,-1.94585436e-06,7.43283636e-13,1
0.0005,7,-0.0134538095,-5.6468874e-10,-0.00672669802,-0.00672669802,-8.27973246e-11,-5.21333476e-10,1.33230804e-09,-1.51047175e-09,1.31182085e-14,-9.7003543e-09,9.72697922e-09,-1.23490055e-11,-1.42751947e-11,-2.2701638e-06,8.70053053e-13,1
0.0005,8,-0.0153757827,-6.42811915e-10,-0.00768765621,-0.00768765481,-1.24531163e-10,-5.63176894e-10,1.33257605e-09,-1.72619252e-09,1.49657423e-14,-1.10885177e-08,1.1115147e-08,-1.22185907e-11,-1.44112803e-11,-2.5944737e-06,9.90435381e-13,1
0.0005,9,-0.0172977559,-7.20719706e-10,-0.00864861161,-0.00864861254,-1.66142378e-10,-6.04912898e-10,1.33289824e-09,-1.94199856e-09,1.68011001e-14,-1.24768871e-08,1.25035235e-08,-1.20888716e-11,-1.45473234e-11,-2.91878359e-06,1.11048312e-12,1
