dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,-1.39773597e-15,-2.11443035e-15,3.25515559e-10,-3.2551567e-10,-3.25515614e-10,3.25515503e-10,-1.88154914e-09,6.3170499e-21,6.49514253e-21,-1.88155741e-11,-1.88155758e-11,1.88155741e-11,1.88155741e-11,9.81944658e-19,-1.81591748e-19,1
0.0005,1,3.13118032e-10,-2.11443035e-15,4.82069162e-10,-1.68961997e-10,-3.25515614e-10,3.25515503e-10,-1.88154914e-09,3.68357688e-17,7.10074214e-21,-1.88152341e-11,-1.88159124e-11,1.88155741e-11,1.88155741e-11,5.294888e-14,-1.81591748e-19,1
0.0005,2,6.26240004e-10,-2.10238935e-15,6.38622932e-10,-1.24081856e-11,-3.2551567e-10,3.25515476e-10,-1.88154914e-09,7.36410444e-17,6.99103004e-21,-1.88148958e-11,-1.88162506e-11,1.88155741e-11,1.88155741e-11,1.05895937e-13,-2.01330333e-19,1
0.0005,3,9.39360811e-10,6.68036515e-16,7.95176647e-10,1.44145473e-10,-3.2551567e-10,3.25515503e-10,-1.88154914e-09,1.10478507e-16,9.1661475e-21,-1.88145576e-11,-1.88165906e-11,1.88155741e-11,1.88155741e-11,1.58844685e-13,5.98676725e-19,1
0.0005,4,1.25248467e-09,-2.95396388e-15,9.51730361e-10,3.00699354e-10,-3.2551567e-10,3.25515503e-10,-1.88154914e-09,1.47271924e-16,8.91754176e-21,-1.88142175e-11,-1.88169272e-11,1.88155741e-11,1.88155741e-11,2.11792958e-13,1.96758053e-19,1
0.0005,5,1.56560231e-09,-2.95396388e-15,1.1082838e-09,4.57252847e-10,-3.25515781e-10,3.25515365e-10,-1.88154914e-09,1.84148351e-16,2.3746016e-20,-1.88138758e-11,-1.88172602e-11,1.88155741e-11,1.88155741e-11,2.64739592e-13,1.96758053e-19,1
0.0005,6,1.87883353e-09,-7.07309103e-13,1.26494071e-09,6.13862683e-10,-3.25916405e-10,3.25161537e-10,-1.88167038e-09,2.14627984e-16,3.97765911e-17,-1.88159661e-11,-1.88176107e-11,1.88179975e-11,1.88155741e-11,3.16495473e-13,1.09852666e-15,1
0.0005,7,2.19195861e-09,-7.07337129e-13,1.42149403e-09,7.70416342e-10,-3.25916377e-10,3.25161537e-10,-1.88167038e-09,2.5148747e-16,3.97787682e-17,-1.88156261e-11,-1.88179437e-11,1.88179975e-11,1.88155741e-11,3.69441863e-13,1.09856997e-15,1
0.0005,8,2.50507504e-09,-7.10959774e-13,1.57804814e-09,9.26970223e-10,-3.25916238e-10,3.25161675e-10,-1.88167038e-09,2.88269029e-16,3.97642926e-17,-1.88152896e-11,-1.88182837e-11,1.88179958e-11,1.88155741e-11,4.22389717e-13,1.09816795e-15,1
0.0005,9,2.81819368e-09,-7.10053435e-13,1.73460146e-09,1.08352327e-09,-3.25916238e-10,3.25161648e-10,-1.88167038e-09,3.25138679e-16,3.97648981e-17,-1.88149531e-11,-1.88186324e-11,1.88179958e-11,1.88155706e-11,4.75342259e-13,1.09866399e-15,1
0.0005,10,3.13131787e-09,-7.10914454e-13,1.89115479e-09,1.24007715e-09,-3.25916294e-10,3.2516162e-10,-1.88167038e-09,3.61967672e-16,3.97647889e-17,-1.88145957e-11,-1.88189481e-11,1.88179958e-11,1.88155724e-11,5.2828705e-13,1.09858543e-15,1
0.0005,11,3.44443696e-09,-7.10975766e-13,2.04770889e-09,1.39663103e-09,-3.25916266e-10,3.25161648e-10,-1.88167038e-09,3.98762783e-16,3.9766966e-17,-1.88142696e-11,-1.88192968e-11,1.88179958e-11,1.88155741e-11,5.81233521e-13,1.09819156e-15,1
0.0005,12,3.75778342e-09,7.06764508e-13,2.20437513e-09,1.55339097e-09,-3.25115102e-10,3.2586922e-10,-1.88142835e-09,4.22920162e-16,-3.97391893e-17,-1.88139296e-11,-1.88147831e-11,1.8813149e-11,1.88155724e-11,6.31793663e-13,-1.09809394e-15,1
0.0005,13,4.0709045e-09,7.06764508e-13,2.36092834e-09,1.70994463e-09,-3.25115102e-10,3.2586922e-10,-1.88142835e-09,4.59769484e-16,-3.97385838e-17,-1.88135826e-11,-1.88151144e-11,1.8813149e-11,1.88155724e-11,6.84741435e-13,-1.09809394e-15,1
