dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,converged
0.0005,0,9.1052792e-09,-1.30622508e-08,-6.51271557e-06,6.51246592e-06,6.51410392e-06,-6.51139044e-06,-6.55048041e-07,5.93799708e-14,-2.65242255e-13,-1.63494825e-11,-2.13742513e-11,2.24998457e-11,2.24998457e-11,1.03503187e-12,-3.53725491e-12,1
0.0005,1,-2.36844744e-06,-2.50996521e-07,-7.70399765e-06,5.32317563e-06,6.37662015e-06,-6.64935806e-06,-6.55048041e-07,2.80640317e-10,-9.22307803e-12,-2.72879531e-11,7.12477369e-11,4.31315733e-10,-4.16545465e-10,2.19852492e-08,3.90044302e-10,1
0.0005,2,-4.78314541e-06,-5.53950485e-07,-8.89424882e-06,4.13209591e-06,6.24467884e-06,-6.78202423e-06,-6.54404857e-07,5.61191982e-10,-1.87769245e-11,-9.3057298e-11,9.05877595e-11,8.28956459e-10,-8.3991325e-10,4.39762218e-08,7.62081565e-10,1
0.0005,3,-7.1331101e-06,-7.50927143e-07,-1.00847692e-05,2.94110532e-06,6.10835195e-06,-6.91784953e-06,-6.5268631e-07,8.41858527e-10,-2.85306882e-11,-1.62203431e-10,1.34529235e-10,1.28255373e-09,-1.25375388e-09,6.59633983e-08,1.15530596e-09,1
0.0005,4,-9.53675953e-06,-9.77684749e-07,-1.12742882e-05,1.75077696e-06,5.97171493e-06,-7.05493358e-06,-6.5161089e-07,1.12232068e-09,-3.71236514e-11,-2.46423881e-10,1.6729558e-10,1.67404413e-09,-1.69505043e-09,8.79411743e-08,1.54926261e-09,1
0.0005,5,-1.18947219e-05,-1.22244421e-06,-1.24652597e-05,5.61612751e-07,5.83462179e-06,-7.19162381e-06,-6.53617633e-07,1.40290102e-09,-4.68776198e-11,-2.20460164e-10,2.69967104e-10,2.10356221e-09,-2.12119189e-09,1.09930163e-07,1.94583416e-09,1
0.0005,6,-1.4253691e-05,-1.49332607e-06,-1.36550052e-05,-6.28804344e-07,5.69752183e-06,-7.3290189e-06,-6.52043127e-07,1.68389647e-09,-5.59436282e-11,-2.95153457e-10,3.14511778e-10,2.51462939e-09,-2.54568522e-09,1.31913808e-07,2.33128694e-09,1
0.0005,7,-1.66841728e-05,-1.7584224e-06,-1.48440085e-05,-1.81818461e-06,5.56386067e-06,-7.46285923e-06,-6.51399944e-07,1.96396743e-09,-6.51750043e-11,-3.43597317e-10,3.66251612e-10,2.92794766e-09,-2.97632896e-09,1.53891449e-07,2.71425837e-09,1
0.0005,8,-1.90358023e-05,-2.08118422e-06,-1.60347663e-05,-3.00709917e-06,5.42600947e-06,-7.60121065e-06,-6.5075676e-07,2.24454544e-09,-7.47716333e-11,-3.64062919e-10,4.7732468e-10,3.34966743e-09,-3.41589668e-09,1.75866219e-07,3.10432569e-09,1
0.0005,9,-2.14987886e-05,-2.28789236e-06,-1.72240198e-05,-4.19730031e-06,5.29168801e-06,-7.73517331e-06,-6.51688083e-07,2.52529375e-09,-8.39455935e-11,-4.95315899e-10,4.92765551e-10,3.76186016e-09,-3.83701337e-09,1.97824392e-07,3.49292062e-09,1
0.0005,10,-2.37962777e-05,-2.5710649e-06,-1.84127912e-05,-5.38685799e-06,5.15321062e-06,-7.87402587e-06,-6.51976279e-07,2.80610779e-09,-9.31695832e-11,-5.14052689e-10,5.77589199e-10,4.18020329e-09,-4.26653157e-09,2.19807404e-07,3.88780563e-09,1
0.0005,11,-2.62732028e-05,-2.71985982e-06,-1.96018827e-05,-6.57623832e-06,5.0171152e-06,-8.01038095e-06,-6.50545815e-07,3.08657211e-09,-1.02881842e-10,-5.79299664e-10,6.25952234e-10,4.59854599e-09,-4.70332573e-09,2.41785557e-07,4.28309566e-09,1
0.0005,12,-2.8606235e-05,-3.04816763e-06,-2.07923003e-05,-7.76547495e-06,4.88090518e-06,-8.14558734e-06,-6.48184084e-07,3.36748696e-09,-1.12379023e-10,-6.64123312e-10,7.30352556e-10,5.02529085e-09,-5.12331644e-09,2.63730755e-07,4.66819339e-09,1
0.0005,13,-3.09920251e-05,-3.26789882e-06,-2.19799222e-05,-8.95284848e-06,4.74294848e-06,-8.28447446e-06,-6.47041816e-07,3.64783337e-09,-1.21395755e-10,-6.84588941e-10,8.2799928e-10,5.43860912e-09,-5.56903457e-09,2.85707586e-07,5.06466691e-09,1
0.0005,14,-3.33123971e-05,-3.55813449e-06,-2.31705562e-05,-1.01439473e-05,4.60563251e-06,-8.42240661e-06,-6.44680085e-07,3.92831945e-09,-1.30935277e-10,-7.3693196e-10,9.01566988e-10,5.83962656e-09,-6.01925487e-09,3.07681802e-07,5.45897727e-09,1
0.0005,15,-3.56562487e-05,-3.86906368e-06,-2.43559225e-05,-1.13292472e-05,4.46906324e-06,-8.55898452e-06,-6.42462453e-07,4.20842072e-09,-1.40225137e-10,-8.38117131e-10,1.0030321e-09,6.26637098e-09,-6.44652198e-09,3.2961745e-07,5.83976734e-09,1
0.0005,16,-3.80766978e-05,-4.08067945e-06,-2.55442283e-05,-1.25138267e-05,4.32730121e-06,-8.70132772e-06,-6.42750592e-07,4.48899451e-09,-1.49507476e-10,-8.45075621e-10,1.18971921e-09,6.68081501e-09,-6.91294222e-09,3.51555201e-07,6.25062624e-09,1
0.0005,17,-4.04712264e-05,-4.35825723e-06,-2.67308133e-05,-1.37037059e-05,4.19105072e-06,-8.83804205e-06,-6.39457539e-07,4.7700488e-09,-1.58939639e-10,-9.85774906e-10,1.24656463e-09,7.08295822e-09,-7.34748529e-09,3.73493322e-07,6.64070976e-09,1
