implementation,repeat,milliseconds
myokit_cuda,1,8.011800004169345
myokit_cuda,2,8.052299963310361
myokit_cuda,3,7.588000036776066
myokit_cuda,4,7.457799976691604
myokit_cuda,5,7.645300007425249
myokit_cuda,6,7.523700012825429
myokit_cuda,7,8.139499928802252
myokit_cuda,8,7.24950002040714
myokit_cuda,9,7.767600007355213
myokit_cuda,10,7.240999955683947
myokit_cuda,11,7.46140000410378
myokit_cuda,12,7.5156999519094825
myokit_cuda,13,7.605399936437607
myokit_cuda,14,7.49250000808388
myokit_cuda,15,7.1850999956950545
myokit_cuda,16,7.5598000548779964
myokit_cuda,17,7.254200056195259
myokit_cuda,18,7.748100091703236
myokit_cuda,19,7.267500041052699
myokit_cuda,20,7.687699981033802
myokit_cuda,21,7.6015000231564045
myokit_cuda,22,7.624599966220558
myokit_cuda,23,7.4745999881997705
myokit_cuda,24,7.492100005038083
myokit_cuda,25,7.457099971361458
myokit_cuda,26,7.074399967677891
myokit_cuda,27,7.713299943134189
myokit_cuda,28,6.541099981404841
myokit_cuda,29,6.6368000116199255
myokit_cuda,30,6.573699996806681
myokit_cuda,31,6.39320001937449
myokit_cuda,32,6.984499981626868
myokit_cuda,33,6.464599980972707
myokit_cuda,34,6.633800105191767
myokit_cuda,35,6.783300079405308
myokit_cuda,36,6.558099994435906
myokit_cuda,37,6.868300028145313
myokit_cuda,38,6.451499997638166
myokit_cuda,39,6.610600044950843
myokit_cuda,40,6.664099986664951
myokit_cuda,41,6.600599968805909
myokit_cuda,42,6.976500037126243
myokit_cuda,43,6.516600027680397
myokit_cuda,44,6.69239996932447
myokit_cuda,45,7.045899983495474
myokit_cuda,46,6.51770003605634
myokit_cuda,47,6.757099996320903
myokit_cuda,48,6.54580001719296
myokit_cuda,49,6.802599993534386
myokit_cuda,50,6.735399947501719
myokit_cuda,51,6.517799920402467
myokit_cuda,52,6.793599925003946
myokit_cuda,53,6.4613999566063285
myokit_cuda,54,6.689300062134862
myokit_cuda,55,6.6368000116199255
myokit_cuda,56,6.476899958215654
myokit_cuda,57,7.182199973613024
myokit_cuda,58,6.6784999798983335
myokit_cuda,59,6.924799992702901
myokit_cuda,60,7.087099947966635
myokit_cuda,61,7.035700022242963
myokit_cuda,62,6.971299997530878
myokit_cuda,63,6.650800001807511
myokit_cuda,64,6.7998000886291265
myokit_cuda,65,6.580000044777989
myokit_cuda,66,6.81110005825758
myokit_cuda,67,7.100800052285194
myokit_cuda,68,6.547099910676479
myokit_cuda,69,7.012599962763488
myokit_cuda,70,6.6142999567091465
myokit_cuda,71,6.874699960462749
myokit_cuda,72,6.782299955375493
myokit_cuda,73,6.5015999134629965
myokit_cuda,74,7.073499960824847
myokit_cuda,75,6.442900048568845
myokit_cuda,76,6.69539999216795
myokit_cuda,77,6.8627999862656
myokit_cuda,78,6.750299944542348
myokit_cuda,79,6.98419997934252
myokit_cuda,80,6.416499963961542
myokit_cuda,81,6.62409991491586
myokit_cuda,82,6.661599967628717
myokit_cuda,83,6.580899935215712
myokit_cuda,84,6.906699971295893
myokit_cuda,85,6.506099947728217
myokit_cuda,86,6.821900024078786
myokit_cuda,87,6.906999973580241
myokit_cuda,88,6.649599992670119
myokit_cuda,89,6.956299999728799
myokit_cuda,90,6.503100041300058
myokit_cuda,91,6.873399950563908
myokit_cuda,92,6.928699905984104
myokit_cuda,93,6.810300052165985
myokit_cuda,94,6.654100026935339
myokit_cuda,95,6.477899965830147
myokit_cuda,96,6.872600060887635
myokit_cuda,97,6.639800034463406
myokit_cuda,98,6.772599997930229
myokit_cuda,99,6.708999979309738
myokit_cuda,100,6.482900003902614
cubie,1,6.397400051355362
cubie,2,7.988000055775046
cubie,3,6.7798999371007085
cubie,4,6.962700048461556
cubie,5,8.035399951040745
cubie,6,8.120200014673173
cubie,7,7.398399990051985
cubie,8,8.64380004350096
cubie,9,8.125499938614666
cubie,10,7.987200049683452
cubie,11,7.278400007635355
cubie,12,8.305199909955263
cubie,13,8.226300007663667
cubie,14,7.789200055412948
cubie,15,7.541299914009869
cubie,16,6.839800043962896
cubie,17,6.335100042633712
cubie,18,7.225399953313172
cubie,19,8.756799972616136
cubie,20,7.256099954247475
cubie,21,8.447300060652196
cubie,22,6.368299946188927
cubie,23,6.7492000525817275
cubie,24,7.998800021596253
cubie,25,8.004600065760314
cubie,26,6.429199944250286
cubie,27,6.488400045782328
cubie,28,6.515800021588802
cubie,29,5.165699985809624
cubie,30,7.772899931296706
