1.5068872017e-05,0.0000000000e+00,inf,-inf,-inf,inf,-inf,-8.3604217299e-13,0.0000000000e+00,2.3467518389e-01,2.3467518389e-01,-2.3467518389e-01,-2.3467518389e-01,7.3674164014e-07,0.0000000000e+00
1.5068872017e-05,0.0000000000e+00,inf,-inf,-inf,inf,-inf,-8.3604217299e-13,0.0000000000e+00,2.3399700224e-01,2.3399700224e-01,-2.3399700224e-01,-2.3399700224e-01,7.3674164014e-07,0.0000000000e+00
1.5068872017e-05,0.0000000000e+00,inf,-inf,-inf,inf,-inf,-8.3604217299e-13,0.0000000000e+00,2.3332132399e-01,2.3332132399e-01,-2.3332132399e-01,-2.3332132399e-01,7.3674164014e-07,0.0000000000e+00
1.5068872017e-05,0.0000000000e+00,inf,-inf,-inf,inf,-inf,-8.3604217299e-13,0.0000000000e+00,2.3264755309e-01,2.3264755309e-01,-2.3264755309e-01,-2.3264755309e-01,7.3674164014e-07,0.0000000000e+00
1.5068872017e-05,0.0000000000e+00,inf,-inf,-inf,inf,-inf,-8.3604217299e-13,0.0000000000e+00,2.3197624087e-01,2.3197624087e-01,-2.3197624087e-01,-2.3197624087e-01,7.3674164014e-07,0.0000000000e+00
1.5068872017e-05,0.0000000000e+00,inf,-inf,-inf,inf,-inf,-8.3604217299e-13,0.0000000000e+00,2.3130688071e-01,2.3130686581e-01,-2.3130686581e-01,-2.3130686581e-01,7.3674164014e-07,0.0000000000e+00
1.5068872017e-05,0.0000000000e+00,inf,-inf,-inf,inf,-inf,-8.3604217299e-13,0.0000000000e+00,2.3063915968e-01,2.3063915968e-01,-2.3063915968e-01,-2.3063915968e-01,7.3674164014e-07,0.0000000000e+00
1.5068872017e-05,0.0000000000e+00,inf,-inf,-inf,inf,-inf,-8.3604217299e-13,0.0000000000e+00,2.2997413576e-01,2.2997412086e-01,-2.2997413576e-01,-2.2997413576e-01,7.3674164014e-07,0.0000000000e+00
1.5068872017e-05,0.0000000000e+00,inf,-inf,-inf,inf,-inf,-8.3604217299e-13,0.0000000000e+00,2.2931101918e-01,2.2931101918e-01,-2.2931101918e-01,-2.2931101918e-01,7.3674164014e-07,0.0000000000e+00
1.5068872017e-05,0.0000000000e+00,inf,-inf,-inf,inf,-inf,-8.3604217299e-13,0.0000000000e+00,2.2865004838e-01,2.2865001857e-01,-2.2865004838e-01,-2.2865004838e-01,7.3674164014e-07,0.0000000000e+00
