traj,s1,s2,s3
0,4.10931862e-05,0,0
1,0.00098533812,0.000852755678,1.03261837e-05
2,0.00195839629,0.00173584104,2.16446006e-05
3,0.00296083209,0.00264989585,3.40076731e-05
4,0.00399313169,0.00359556801,4.74692606e-05
5,0.00505585643,0.00457351469,6.20859719e-05
6,0.00614951132,0.0055844062,7.79155016e-05
7,0.00727470079,0.0066289166,9.50198082e-05
8,0.00843197573,0.00770774204,0.000113461952
9,0.0096218884,0.0088215759,0.000133307156
10,0.010845013,0.00997112598,0.000154623835
11,0.0121019315,0.0111571141,0.000177482434
12,0.0133932522,0.0123802694,0.000201957446
13,0.0147195598,0.0136413341,0.000228124671
14,0.016081458,0.0149410572,0.000256063358
15,0.0174795594,0.0162801966,0.000285855524
16,0.0189145003,0.0176595449,0.000317586993
17,0.0203868896,0.0190798659,0.00035134569
18,0.0218973737,0.0205419641,0.000387223525
19,0.0234465878,0.0220466368,0.000425315578
20,0.0250351857,0.023594711,0.000465719786
21,0.0266638584,0.0251870248,0.000508540077
22,0.0283332188,0.026824398,0.000553879887
23,0.0300440062,0.0285077207,0.000601850683
24,0.0317968503,0.0302378144,0.000652564398
25,0.0335924849,0.0320155881,0.000706139952
26,0.0354315899,0.0338419192,0.00076269859
27,0.0373148806,0.0357176997,0.000822366681
28,0.0392430723,0.037643861,0.000885273388
29,0.0412169136,0.0396213308,0.000951554859
30,0.043237105,0.0416510217,0.00102134945
31,0.0453043953,0.0437338948,0.00109480205
32,0.0474195853,0.045870956,0.00117206271
33,0.0495833904,0.0480631068,0.00125328614
34,0.0517966188,0.0503114127,0.00133863138
35,0.0540601313,0.0526168346,0.00142827258
36,0.0563746244,0.0549803898,0.00152237306
37,0.058740925,0.0574031286,0.0016211078
38,0.0611597672,0.0598860644,0.00172465644
39,0.0636320114,0.0624302849,0.00183320919
40,0.0661584437,0.0650368258,0.00194695662
41,0.0687399805,0.0677068308,0.0020661056
42,0.0713774264,0.0704413727,0.00219086069
43,0.0740715936,0.0732415095,0.00232143491
44,0.076823391,0.0761084259,0.00245804898
45,0.0796336904,0.0790432543,0.00260093296
46,0.0825034156,0.0820471719,0.00275032339
47,0.0854333565,0.0851212814,0.00290645892
48,0.088424556,0.088266857,0.00306959706
49,0.0914778337,0.0914850384,0.00323999184
50,0.0945941359,0.0947770551,0.00341791194
51,0.0977743864,0.098144114,0.0036036307
52,0.101019569,0.101587504,0.0037974352
53,0.104330599,0.105108447,0.00399961695
54,0.107708514,0.108708277,0.00421048142
55,0.111154206,0.112388216,0.00443033502
