traj,s1,s2,s3
0,3.499788e-05,0,0
1,0.000979122706,0.000852666039,1.03046359e-05
2,0.00195207761,0.00173566863,2.16014778e-05
3,0.00295438641,0.00264964765,3.39426915e-05
4,0.00398658356,0.00359525066,4.73824548e-05
5,0.00504920445,0.00457313657,6.19771672e-05
6,0.00614279369,0.0055839736,7.77854002e-05
7,0.00726791238,0.00662843976,9.4868119e-05
8,0.00842510816,0.00770722236,0.000113288494
9,0.00961496681,0.0088210227,0.000133112611
10,0.0108380411,0.0099705467,0.000154408262
11,0.0120949317,0.0111565152,0.000177246766
12,0.0133862207,0.0123796575,0.000201701667
13,0.0147124976,0.0136407129,0.000227849116
14,0.0160743874,0.0149404379,0.000255768944
15,0.0174724851,0.0162795894,0.000285542774
16,0.0189074222,0.0176589359,0.000317256694
17,0.0203798059,0.019079268,0.000350998016
18,0.0218903031,0.0205413867,0.000386859931
19,0.0234395321,0.0220460892,0.000424936414
20,0.0250281654,0.0235941969,0.000465327059
21,0.0266568474,0.0251865424,0.000508132856
22,0.0283262618,0.0268239621,0.000553461199
23,0.0300370492,0.0285073034,0.000601419364
24,0.0317899287,0.0302374456,0.000652122893
25,0.0335856006,0.0320152566,0.000705689483
26,0.0354247428,0.033841636,0.000762239739
27,0.037308082,0.035717465,0.000821900729
28,0.039236296,0.0376436636,0.000884800858
29,0.0412101895,0.0396211781,0.000951078662
30,0.0432304181,0.0416509211,0.00102086947
31,0.0452977456,0.0437338501,0.00109431893
32,0.0474129803,0.0458709374,0.00117157958
33,0.0495768227,0.048063159,0.00125280162
34,0.051790081,0.0503114946,0.00133814826
35,0.0540534966,0.0526169501,0.00142778049
36,0.0563679039,0.0549805686,0.00152187154
37,0.0587340817,0.0574033372,0.00162059837
38,0.0611527972,0.0598862916,0.00172413932
39,0.0636249483,0.062430568,0.0018326859
40,0.0661513209,0.0650371537,0.00194643193
41,0.0687329993,0.0677071661,0.00206559408
42,0.0713706315,0.0704416931,0.00219036685
43,0.0740649849,0.0732418448,0.00232095597
44,0.0768170133,0.076108776,0.00245758751
45,0.0796274915,0.079043597,0.00260048523
46,0.0824973509,0.0820474923,0.00274988567
47,0.0854274929,0.0851216093,0.00290603237
48,0.0884188414,0.088267155,0.00306917564
49,0.0914722532,0.091485329,0.00323957298
50,0.0945886821,0.0947772935,0.00341749121
51,0.0977691039,0.0981443599,0.00360320718
52,0.101014465,0.101587757,0.00379700563
53,0.104325645,0.105108708,0.00399917504
54,0.107703626,0.108708486,0.00421001855
55,0.111149468,0.11238841,0.00442984933
56,0.11466407,0.116149761,0.00465898495
57,0.11824856,0.119993955,0.00489776209
58,0.121903785,0.123922206,0.00514651462
59,0.125630826,0.127935901,0.00540559506
60,0.129430756,0.132036448,0.00567536801
61,0.133304596,0.136225194,0.00595620554
62,0.137253374,0.140503556,0.00624849135
63,0.141278192,0.144873008,0.00655262172
64,0.145380124,0.149334893,0.00686900504
65,0.149560139,0.153890654,0.00719804969
66,0.153819501,0.158541858,0.00754020456
67,0.158159211,0.16328989,0.00789590552
68,0.162580416,0.168136299,0.00826561078
69,0.167084351,0.173082665,0.00864979997
70,0.171671957,0.178130373,0.00904894248
71,0.176344559,0.183281109,0.00946355239
72,0.181103185,0.188536301,0.00989413075
73,0.185949132,0.193897679,0.0103412233
74,0.190883502,0.199366733,0.0108053545
75,0.195907518,0.204945132,0.011287096
76,0.201022446,0.210634544,0.0117870132
77,0.206229404,0.216436535,0.0123057077
78,0.211529747,0.222352862,0.0128437858
79,0.216924608,0.228385121,0.0134018688
80,0.222415268,0.234535068,0.0139805954
81,0.2280031,0.240804464,0.0145806381
82,0.233689263,0.247194946,0.0152026629
83,0.239475101,0.253708363,0.0158473626
84,0.245361879,0.260346413,0.016515471
85,0.251351029,0.267110974,0.0172077212
86,0.257443726,0.274003774,0.017924862
87,0.263641387,0.281026632,0.0186676681
88,0.269945383,0.288181454,0.0194369517
89,0.276357055,0.295470029,0.0202335306
90,0.282877773,0.302894294,0.0210582651
91,0.28950873,0.310455889,0.0219119918
92,0.296251506,0.318156928,0.0227956492
93,0.3031075,0.32599929,0.0237101633
94,0.310078025,0.333984822,0.024656482
95,0.317164391,0.342115343,0.0256355684
96,0.324368149,0.350392938,0.0266484506
97,0.33169058,0.358819395,0.0276961364
98,0.339133263,0.367396861,0.0287796855
99,0.346697479,0.376127154,0.0299001373
100,0.354385018,0.385012597,0.0310586169
101,0.362197012,0.394054949,0.0322561525
102,0.370135337,0.403256536,0.0334939696
103,0.378201097,0.412619114,0.0347731672
104,0.386396259,0.422145277,0.0360949747
105,0.394722253,0.431836873,0.0374605879
106,0.403180599,0.441696107,0.0388712846
107,0.411772668,0.451724887,0.0403282829
108,0.420500368,0.461925685,0.0418330096
109,0.429365128,0.472300559,0.0433867946
110,0.438368499,0.482851595,0.0449909717
111,0.447512269,0.493581265,0.0466470905
112,0.456797779,0.504491508,0.0483564325
113,0.466226727,0.515584469,0.0501206666
114,0.475800782,0.526862502,0.0519412756
115,0.485519916,0.538325489,0.0538219549
116,0.495385736,0.549975693,0.0557644218
117,0.505400896,0.561816752,0.0577687286
118,0.515567124,0.573851049,0.0598362982
119,0.525886357,0.586081147,0.0619691387
120,0.536359847,0.598508894,0.0641689375
121,0.546989441,0.611136794,0.0664373934
122,0.557777107,0.62396723,0.0687765777
123,0.568723679,0.637001932,0.0711881518
124,0.579831898,0.650244057,0.0736742467
