traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
0,1.52626169,-3.2905767,-2.23264503,-0.794973135,-1.34283388,0.411072075,5.43910742,-2.46478558,2.12329602,3.19078755,6.00226927,-1.56462741,-1.01268256,1.6475054,5.77585125,-1.59298837,0.281734556,1.17578709,2.85426235,4.08821678
1,1.47979963,-3.30669308,-2.2152431,-0.802633464,-1.33987784,0.430939794,5.4337492,-2.47938156,2.13535428,3.25222874,5.99071312,-1.62315583,-0.985627592,1.65652609,5.78387165,-1.60805881,0.29785946,1.18902624,2.88079596,4.1058383
2,1.43289459,-3.32218051,-2.1980772,-0.810213685,-1.33693957,0.450915068,5.42805386,-2.49430227,2.14693046,3.31360006,5.9781661,-1.68173122,-0.958279431,1.66594672,5.7916851,-1.6231668,0.314053506,1.20240104,2.90738988,4.12304926
3,1.38549161,-3.3369782,-2.18114996,-0.817704439,-1.33400798,0.471054286,5.42198801,-2.50960517,2.15799475,3.37494898,5.96461678,-1.74035907,-0.930580616,1.67589784,5.7992301,-1.63828993,0.330364764,1.21601617,2.93414235,4.13982773
4,1.33764374,-3.3511281,-2.16448236,-0.825110734,-1.33110285,0.491256386,5.41560268,-2.52519751,2.16857505,3.43615222,5.95007181,-1.798998,-0.902654707,1.68619096,5.80660439,-1.6534518,0.346717447,1.22975183,2.96096778,4.15618706
5,1.28930342,-3.36458254,-2.14806581,-0.832427859,-1.32820892,0.511624753,5.4088273,-2.54118967,2.17863631,3.49731803,5.93451166,-1.85766506,-0.874405324,1.69703865,5.81368542,-1.66868949,0.363206357,1.2437222,2.98794508,4.17210484
6,1.24053776,-3.37737513,-2.13190627,-0.839653313,-1.32532442,0.532125056,5.4016881,-2.55754662,2.18818283,3.55836916,5.91795683,-1.91632557,-0.845919967,1.70832837,5.82054949,-1.68391562,0.379746884,1.25787485,3.01502061,4.18756723
7,1.19133115,-3.38951826,-2.11601996,-0.846793056,-1.32246935,0.552699864,5.39421606,-2.57422209,2.19720793,3.61926556,5.90039587,-1.97496438,-0.817190468,1.72008383,5.8271718,-1.6992445,0.396379769,1.27219331,3.04218626,4.20258045
8,1.14168847,-3.40097785,-2.10039186,-0.853842139,-1.31962121,0.573438942,5.38634348,-2.59130692,2.2057066,3.68003869,5.88183117,-2.0335722,-0.788254499,1.73230171,5.83355761,-1.71458912,0.413073361,1.28670359,3.0694716,4.21713591
9,1.09165907,-3.41175866,-2.08505225,-0.860789895,-1.31678987,0.594302654,5.37809753,-2.60876751,2.21366143,3.74065185,5.86227131,-2.09213495,-0.759108305,1.74501562,5.83969021,-1.72998214,0.429842561,1.30141354,3.09685946,4.23120594
10,1.04123414,-3.42186189,-2.0700047,-0.867639124,-1.31397688,0.615288734,5.3694787,-2.6266098,2.22106767,3.80111337,5.84171152,-2.15062046,-0.729751348,1.75828779,5.84553576,-1.74547207,0.446717203,1.31634068,3.12435746,4.24478817
11,0.990412474,-3.43129063,-2.05524683,-0.874392569,-1.31118262,0.636378884,5.36048746,-2.64481282,2.22793174,3.86135602,5.82017279,-2.20902181,-0.70027113,1.77198482,5.85116434,-1.76097548,0.46363467,1.33145511,3.15196204,4.25787354
12,0.939193487,-3.44001961,-2.04077721,-0.881049454,-1.3084017,0.657631814,5.3510828,-2.66345072,2.23422885,3.92142797,5.79763556,-2.26731873,-0.670615256,1.78626037,5.85647964,-1.77659214,0.480663836,1.34680128,3.17969656,4.27046251
13,0.887600601,-3.4480865,-2.02660298,-0.887611687,-1.30564678,0.678974211,5.34131098,-2.68244743,2.23996735,3.98125124,5.77412271,-2.32549262,-0.640856206,1.80099964,5.86155462,-1.79226744,0.497741967,1.36232579,3.20751882,4.28254461
14,0.835678577,-3.45548773,-2.01272345,-0.894072473,-1.30289936,0.700469911,5.33112526,-2.70186782,2.24512935,4.04085588,5.74963713,-2.38354421,-0.610996902,1.81624663,5.86636543,-1.80799556,0.51487577,1.37805343,3.23543024,4.29410267
15,0.783416271,-3.46219254,-1.99916875,-0.900427282,-1.30017865,0.722067416,5.32055521,-2.72167087,2.24970818,4.10019922,5.72417784,-2.44145489,-0.58103627,1.83202493,5.87088823,-1.82382452,0.532091081,1.39400172,3.26345491,4.30513096
16,0.730827749,-3.46822476,-1.98591959,-0.906681478,-1.29747319,0.743797541,5.30958223,-2.74188948,2.25369787,4.15928555,5.69776726,-2.49918985,-0.551014125,1.84835327,5.87511587,-1.83973432,0.549381971,1.4101764,3.29157782,4.31561136
17,0.677944958,-3.47357464,-1.97299588,-0.91283071,-1.29479074,0.765630841,5.29821777,-2.76249528,2.25709391,4.21806622,5.67041302,-2.55674767,-0.520961642,1.86516893,5.8790803,-1.85571229,0.566712081,1.42655039,3.31979156,4.32554388
18,0.624726951,-3.47822571,-1.960392,-0.918874979,-1.29212844,0.787614882,5.28641129,-2.78355169,2.25987267,4.27658176,5.64208651,-2.61414075,-0.49083966,1.88257146,5.88271666,-1.87183487,0.584143043,1.443169,3.34813547,4.3349247
19,0.571214557,-3.48221469,-1.94807959,-0.924825132,-1.28947616,0.8097471,5.27417946,-2.8050499,2.26204228,4.33477688,5.61285973,-2.67129993,-0.46075663,1.90048158,5.88607359,-1.88800311,0.601603806,1.45999932,3.37656403,4.34373999
20,0.517468154,-3.48553109,-1.93612361,-0.93065995,-1.28685308,0.831952691,5.26156378,-2.82691121,2.26359439,4.39263105,5.58269405,-2.72825623,-0.430669039,1.91893589,5.88911438,-1.90431356,0.619152665,1.4770565,3.40506816,4.35196829
21,0.463410437,-3.4881587,-1.92446923,-0.936399043,-1.28424537,0.854332924,5.24847698,-2.84926057,2.26451302,4.45016861,5.55161095,-2.78498626,-0.400626093,1.93792224,5.89185476,-1.92070866,0.636743069,1.49434566,3.43369436,4.359622
