traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
0,1.52688754,-3.29234838,-2.23397231,-0.794107199,-1.34582222,0.399452567,5.44620228,-2.45405197,2.12224388,3.1851604,6.00402546,-1.55894947,-1.01370645,1.64986837,5.77521849,-1.59455991,0.28283298,1.176278,2.85440898,4.08873558
1,1.48044062,-3.30833602,-2.2162044,-0.801859677,-1.34188759,0.421631545,5.43964291,-2.47049189,2.13440323,3.2466104,5.9925251,-1.61767948,-0.986501575,1.658885,5.78321457,-1.60963273,0.298947155,1.18965971,2.88100147,4.10629988
2,1.43346834,-3.32386184,-2.19910979,-0.80941546,-1.33924389,0.440791875,5.43452024,-2.48464751,2.14603472,3.30791855,5.98012543,-1.67607522,-0.959284425,1.66835117,5.79099178,-1.62476075,0.315181792,1.20303178,2.90761161,4.12354374
3,1.38607848,-3.33872151,-2.18232369,-0.816962242,-1.33686137,0.459687501,5.42922592,-2.49888062,2.15714169,3.3693614,5.96670485,-1.7346487,-0.931698442,1.67829907,5.79852819,-1.63990951,0.331493467,1.21652389,2.93430305,4.14038849
4,1.33825159,-3.35285139,-2.16559052,-0.824379802,-1.33377516,0.480256885,5.42273808,-2.51469755,2.16780424,3.43053436,5.95228148,-1.79324996,-0.903822124,1.6885947,5.80588245,-1.65506017,0.347849488,1.23030424,2.96113586,4.15673351
5,1.28988779,-3.36628485,-2.14901686,-0.83174181,-1.33049715,0.501548707,5.41551971,-2.53140903,2.1779623,3.4917686,5.93676949,-1.85204554,-0.875525534,1.69941545,5.81296253,-1.67027807,0.364320606,1.24433041,2.98814416,4.17264414
6,1.24110925,-3.37910199,-2.13288736,-0.839015007,-1.32788599,0.521387398,5.40885448,-2.54714823,2.18756938,3.55281472,5.92036772,-1.91062438,-0.847161889,1.71068323,5.81981993,-1.68553936,0.380865306,1.25840843,3.01518726,4.18815947
7,1.19185185,-3.39128208,-2.11707568,-0.846215069,-1.32540965,0.54111439,5.4019618,-2.56308961,2.19668126,3.6138401,5.9029026,-1.96923113,-0.818482578,1.72250688,5.82638359,-1.70087612,0.397524685,1.27269948,3.04236555,4.20322371
8,1.14220285,-3.40265846,-2.10126615,-0.853295863,-1.32214296,0.562855661,5.39359188,-2.58094954,2.205235,3.67462683,5.8844471,-2.02791786,-0.789524555,1.73472786,5.8327446,-1.71623147,0.414230704,1.28727973,3.06967974,4.21775675
9,1.09217048,-3.41351438,-2.08601856,-0.860265195,-1.31961715,0.582938373,5.38592052,-2.59768701,2.21330094,3.73526978,5.86500311,-2.08638811,-0.760475039,1.74746656,5.83884859,-1.73164117,0.431013107,1.30195343,3.09703946,4.23185873
10,1.04174948,-3.42351699,-2.07084441,-0.867192745,-1.31661391,0.604482055,5.37704468,-2.61595726,2.22074127,3.79578686,5.84460354,-2.14492345,-0.731160402,1.76072943,5.84467316,-1.74710941,0.447898507,1.31692016,3.12456989,4.24543905
11,0.990888715,-3.4330256,-2.05609584,-0.873934865,-1.31386793,0.625341415,5.36830807,-2.63388872,2.22775674,3.85605431,5.82310486,-2.20332432,-0.701726139,1.77437031,5.85030842,-1.76263654,0.46479997,1.33199644,3.15215182,4.25856352
12,0.939656675,-3.44176149,-2.04161525,-0.880598426,-1.31108284,0.646539867,5.35905647,-2.65240812,2.23415899,3.91614509,5.80065298,-2.26163602,-0.672083616,1.7886554,5.85560083,-1.7782675,0.481837779,1.34735811,3.17988348,4.27115107
13,0.888087153,-3.44980979,-2.02736616,-0.887206972,-1.30821693,0.668223202,5.349154,-2.67165399,2.23994803,3.97606993,5.77724743,-2.31988096,-0.642321169,1.80343509,5.86063004,-1.79395294,0.498938501,1.36292279,3.2077117,4.28322601
14,0.836072326,-3.45740008,-2.01381135,-0.89348501,-1.30591917,0.688230753,5.34006548,-2.68969679,2.24547958,4.03576422,5.75255442,-2.3779254,-0.612442493,1.81867146,5.86544371,-1.80974019,0.516099572,1.37867081,3.23565269,4.29480124
15,0.783812642,-3.46403027,-2.00008225,-0.899924934,-1.30299389,0.710393429,5.32924318,-2.70992351,2.25007606,4.09509611,5.72730398,-2.43582702,-0.582560956,1.83441579,5.86995411,-1.82555664,0.53329879,1.39461517,3.26366949,4.30584288
16,0.731180608,-3.47001934,-1.98672593,-0.90623951,-1.30015802,0.732483268,5.31813431,-2.73039722,2.25412536,4.15424061,5.70101595,-2.49362826,-0.552567601,1.85071528,5.87416172,-1.84146988,0.550586939,1.41079521,3.29181099,4.31634331
17,0.678294957,-3.47531557,-1.97364831,-0.912487745,-1.29727626,0.754996598,5.30638885,-2.75158286,2.25750923,4.21313572,5.67380142,-2.55131316,-0.522493839,1.86755741,5.87808037,-1.85745394,0.56792891,1.42719078,3.32002759,4.32628059
18,0.62505585,-3.48000383,-1.96106791,-0.918504298,-1.29466319,0.776708841,5.29490757,-2.77231455,2.26045942,4.27168894,5.64552402,-2.60868239,-0.492408454,1.88497174,5.88168478,-1.87359071,0.58537215,1.44383144,3.34836817,4.33566332
19,0.57150352,-3.48395395,-1.9486798,-0.92452246,-1.2919035,0.799218595,5.28249264,-2.79411507,2.26267529,4.32998705,5.61637688,-2.66595817,-0.462311417,1.90286279,5.88501596,-1.88978291,0.602850854,1.46068442,3.37682295,4.34448957
20,0.517758012,-3.487216,-1.93657339,-0.930482209,-1.28910291,0.822145998,5.26944208,-2.81664157,2.26421571,4.38799906,5.58635616,-2.72306395,-0.432240129,1.92129421,5.8880353,-1.90604115,0.62037015,1.47775614,3.4053328,4.35271788
21,0.463690072,-3.49010873,-1.92533958,-0.935921311,-1.28702426,0.842374146,5.25808191,-2.8368535,2.26571035,4.44543314,5.55507708,-2.77953434,-0.402290255,1.94020486,5.89082718,-1.9224807,0.637975335,1.49503136,3.43392897,4.36039066
22,0.409372419,-3.49212527,-1.91413736,-0.941505551,-1.28459132,0.864322662,5.24509144,-2.85906577,2.26625109,4.50268602,5.5230546,-2.83603907,-0.372334778,1.95967615,5.89327145,-1.93897736,0.65561235,1.51255393,3.46264887,4.3674593
23,0.354836762,-3.49342012,-1.90313363,-0.947036207,-1.2820096,0.886889875,5.23133421,-2.88213134,2.26604915,4.55951738,5.49027586,-2.89226985,-0.342482388,1.97968853,5.89537096,-1.95560336,0.673315465,1.53031003,3.4914453,4.37392378
24,0.30013147,-3.49375844,-1.8918916,-0.952852249,-1.27873802,0.912433743,5.21491861,-2.90841603,2.26448965,4.61616707,5.45695782,-2.94865537,-0.312563121,2.00038958,5.89701176,-1.97232533,0.69107002,1.54834342,3.5203352,4.37974691
25,0.245145902,-3.49381542,-1.88175821,-0.957984328,-1.2764554,0.93411541,5.20115376,-2.93123174,2.26322269,4.67207956,5.42234612,-3.00412941,-0.282996505,2.02144623,5.89850903,-1.98918211,0.708862841,1.56656992,3.54931903,4.38499212
26,0.190014899,-3.49327397,-1.87208557,-0.963016808,-1.27433586,0.95562923,5.18715668,-2.95427442,2.26139355,4.72771978,5.38673067,-3.05939579,-0.253523439,2.04306102,5.89966869,-2.00617623,0.726706862,1.58502924,3.57835984,4.38959885
27,0.134711578,-3.49175692,-1.86217248,-0.968265355,-1.27153683,0.979797065,5.17075443,-2.98012972,2.25824428,4.78285694,5.35079145,-3.11457181,-0.224218518,2.06514955,5.90046406,-2.02321625,0.744562685,1.60374117,3.60750198,4.39355516
28,0.0792036206,-3.48980498,-1.85300469,-0.973175108,-1.26928461,1.00221694,5.15534735,-3.00468898,2.2549026,4.83764791,5.31365204,-3.16927004,-0.195087388,2.08787179,5.90089703,-2.04046988,0.762508094,1.62272537,3.63673282,4.39686298
29,0.0235856101,-3.4871068,-1.84394431,-0.978106797,-1.26675928,1.02581155,5.138659,-3.0306704,2.25057077,4.89190817,5.2759347,-3.22374892,-0.166152552,2.11106396,5.90099764,-2.05780458,0.780449033,1.64191723,3.66601396,4.39953232
30,-0.0321609601,-3.48359013,-1.83490276,-0.983192027,-1.2639153,1.05123556,5.12002373,-3.05889416,2.24503493,4.9458847,5.23759127,-3.27823138,-0.137325883,2.13484454,5.90067148,-2.07526422,0.798416197,1.66139019,3.69539261,4.40151453
31,-0.088021487,-3.47963762,-1.82669902,-0.987768054,-1.26164114,1.07414985,5.10317469,-3.08482647,2.2395668,4.99909544,5.19828367,-3.3318243,-0.108948901,2.15906954,5.90008116,-2.0928998,0.816456616,1.68111742,3.72484255,4.40283442
