traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
0,1.52623677,-3.29057312,-2.23261905,-0.794977784,-1.34281814,0.411153764,5.43903637,-2.46486974,2.12330937,3.1908586,6.00223207,-1.56470835,-1.01266348,1.64747095,5.77585983,-1.59297216,0.281718463,1.17577541,2.85426736,4.0882268
1,1.47981322,-3.30668569,-2.2152338,-0.802632451,-1.339867,0.430998236,5.43369865,-2.4794445,2.13536835,3.25226259,5.99069262,-1.62320352,-0.985632658,1.65647101,5.7838974,-1.60802531,0.297826737,1.18900299,2.88078165,4.10584021
2,1.43290567,-3.32215953,-2.19807267,-0.810205698,-1.33692193,0.451003462,5.42798567,-2.49439335,2.14693713,3.3136642,5.9781394,-1.68178809,-0.958257318,1.66593647,5.79169035,-1.62313187,0.314037234,1.202407,2.90739775,4.12304401
3,1.3854785,-3.33697295,-2.18113136,-0.817707896,-1.33399534,0.471123427,5.42192888,-2.50968027,2.15800905,3.37498641,5.96458721,-1.74040914,-0.930578709,1.67584443,5.79925299,-1.63828325,0.330334783,1.21598387,2.93413806,4.13984489
4,1.33761001,-3.35109425,-2.16446352,-0.82511133,-1.33108783,0.491350591,5.41552258,-2.52529979,2.16857886,3.43622184,5.95003748,-1.79906058,-0.902620554,1.68619406,5.80659342,-1.65344858,0.346718699,1.22976017,2.96099687,4.15619802
5,1.28928232,-3.36457944,-2.14803982,-0.832431078,-1.32819188,0.511713147,5.40875006,-2.54128385,2.17864728,3.49739146,5.93446732,-1.857741,-0.874384582,1.69700527,5.81369638,-1.66866565,0.363185436,1.24370646,2.98794508,4.17211485
6,1.24051929,-3.37738323,-2.13188243,-0.839660883,-1.32531381,0.53217876,5.40163994,-2.55760717,2.18819237,3.55839181,5.91792965,-1.91636944,-0.845913708,1.70828068,5.82056665,-1.68392026,0.379723251,1.25783682,3.01500654,4.18758535
7,1.19132221,-3.38949871,-2.11600208,-0.84679234,-1.32245195,0.55278945,5.39413643,-2.57431865,2.1972177,3.6193161,5.90035963,-1.97502553,-0.817185104,1.720029,5.82719803,-1.69920707,0.396346182,1.27217472,3.04219198,4.20259094
8,1.14168382,-3.40097046,-2.10036445,-0.853842378,-1.31960166,0.573549867,5.38624334,-2.59142804,2.2057128,3.68012309,5.88177919,-2.03366113,-0.788235843,1.73225188,5.83358145,-1.71454322,0.413030416,1.2866776,3.06946659,4.21714544
9,1.09165704,-3.41173744,-2.08504224,-0.860785902,-1.31677437,0.594382524,5.37802696,-2.6088562,2.21366739,3.74070716,5.86223984,-2.09218693,-0.759097993,1.74498808,5.83970404,-1.72994804,0.429819763,1.30140984,3.09686804,4.23120785
10,1.04119718,-3.42184067,-2.06998682,-0.867642403,-1.3139658,0.615348935,5.36941671,-2.62667727,2.22107863,3.80113697,5.84168911,-2.15065956,-0.729766607,1.75821841,5.84556723,-1.7454381,0.446689457,1.31632626,3.12437606,4.24479961
11,0.9903934,-3.43126893,-2.05523181,-0.874392509,-1.31116891,0.636458218,5.36040974,-2.64490151,2.22793579,3.86140394,5.82013083,-2.20908165,-0.700253606,1.77194738,5.85117769,-1.76096785,0.46361962,1.33143961,3.15196919,4.25788403
12,0.939172149,-3.44000411,-2.04076028,-0.881051958,-1.30839217,0.657684267,5.35103273,-2.66351056,2.23423529,3.92144275,5.79761934,-2.26733971,-0.670623302,1.78621674,5.85649776,-1.77657318,0.480641931,1.34678173,3.1796999,4.27047253
13,0.887589395,-3.44807649,-2.02657723,-0.887612462,-1.3056289,0.679065764,5.34122276,-2.68254685,2.23996711,3.98131347,5.77407169,-2.32556915,-0.640830219,1.80096078,5.8615737,-1.79225099,0.497718126,1.36230135,3.20751452,4.28255558
14,0.835681319,-3.45545197,-2.01272655,-0.894063711,-1.30288684,0.700545073,5.33105135,-2.70195365,2.24512625,4.04090309,5.74959612,-2.38360405,-0.610969305,1.81622791,5.86637354,-1.8079834,0.514864981,1.37805295,3.23544431,4.29410219
15,0.783419728,-3.46217036,-1.99916124,-0.900422037,-1.30016315,0.722154498,5.32047701,-2.72177052,2.24969912,4.10025406,5.72414446,-2.44150138,-0.581005692,1.83203721,5.87088156,-1.82381356,0.532084584,1.39400518,3.26346183,4.3051281
16,0.730811715,-3.4681952,-1.98591042,-0.906678557,-1.29746068,0.743874371,5.30950403,-2.74198008,2.2536974,4.15933418,5.6977253,-2.49924755,-0.55099833,1.84831762,5.87513304,-1.83972216,0.54936403,1.410164,3.29159069,4.31561899
17,0.67795229,-3.47354841,-1.97299516,-0.912823141,-1.29477692,0.765712321,5.29813671,-2.76258993,2.25709057,4.21810865,5.67037439,-2.55679703,-0.520948827,1.86513448,5.87909937,-1.85569608,0.566693306,1.42653704,3.31979656,4.32554865
18,0.624695659,-3.47821569,-1.96036494,-0.918878615,-1.29210889,0.7877056,5.28632641,-2.7836535,2.25986886,4.27662802,5.64205503,-2.61418223,-0.49083814,1.88253808,5.88272858,-1.87180614,0.584120393,1.44315457,3.34813976,4.33493042
19,0.571220636,-3.48219395,-1.94807482,-0.924818099,-1.28946161,0.809832036,5.27409029,-2.80514932,2.2620337,4.33483839,5.61279869,-2.67137122,-0.460722119,1.90046799,5.88607836,-1.88800263,0.601599455,1.45999086,3.37656283,4.34373999
20,0.517435014,-3.48550105,-1.93610215,-0.930661619,-1.28683889,0.832042217,5.26147652,-2.82701731,2.26358342,4.39266872,5.58266592,-2.72829175,-0.43065238,1.91892946,5.88911343,-1.90430737,0.619145393,1.47705519,3.40508914,4.35197639
21,0.463400245,-3.48813415,-1.92445862,-0.936395228,-1.28423059,0.854417205,5.24838781,-2.84935808,2.26450539,4.45021057,5.55156136,-2.78504896,-0.40061003,1.93787241,5.89188385,-1.9206872,0.636714637,1.49431944,3.43369889,4.3596344
22,0.409152389,-3.49010921,-1.91314542,-0.942026019,-1.28164792,0.876873672,5.23491812,-2.87207747,2.26480055,4.50733328,5.51962757,-2.84149814,-0.37067312,1.95733583,5.89434576,-1.93715513,0.654335201,1.51181328,3.46238184,4.36669397
23,0.354656428,-3.49139357,-1.90217268,-0.947546065,-1.27908278,0.899475217,5.22099829,-2.8952527,2.26443195,4.56411219,5.48677969,-2.89770937,-0.340759128,1.97742903,5.89644194,-1.95378244,0.672044694,1.52957666,3.49117875,4.37313604
24,0.299945742,-3.49202251,-1.89151645,-0.952966869,-1.27653968,0.922193825,5.2066474,-2.91885185,2.2634275,4.62048292,5.45309114,-2.95362949,-0.311004221,1.99798,5.89825487,-1.97048509,0.68977356,1.54754376,3.52004576,4.37898254
25,0.245010436,-3.491961,-1.88119876,-0.958279729,-1.27401936,0.945048451,5.19182873,-2.94290829,2.26174688,4.67646599,5.41851425,-3.00930142,-0.281332254,2.01909971,5.89972305,-1.98732805,0.707567453,1.56577051,3.54902506,4.38420391
26,0.189884022,-3.49124551,-1.87120724,-0.963490903,-1.27152169,0.968025625,5.17657852,-2.96740127,2.2593956,4.73202419,5.38312292,-3.06464219,-0.251812488,2.04079819,5.90082741,-2.00432372,0.725422859,1.58424008,3.57807732,4.38879871
27,0.134589911,-3.48987722,-1.86154711,-0.968596578,-1.26904523,0.991108894,5.1608777,-2.99231267,2.2563839,4.78713703,5.34690285,-3.11970592,-0.222491652,2.06291461,5.90166712,-2.02138186,0.743275046,1.6029135,3.60719514,4.39276075
28,0.0791492015,-3.48782158,-1.8522414,-0.97358793,-1.26658988,1.01433015,5.14471579,-3.01768279,2.25267196,4.84179354,5.30989218,-3.17442822,-0.193338573,2.08563614,5.90212393,-2.03859115,0.761198163,1.62188268,3.6364224,4.39605856
29,0.0235273261,-3.48512101,-1.84325051,-0.978483081,-1.26415837,1.03768563,5.12807417,-3.04351568,2.24826145,4.89600563,5.27207708,-3.22883177,-0.164392605,2.10889459,5.90221596,-2.05596757,0.779171288,1.64108467,3.66571784,4.39871693
30,-0.0321877189,-3.48178148,-1.83460748,-0.983269751,-1.26175296,1.06112707,5.11100817,-3.0697453,2.24316549,4.94970131,5.23352194,-3.28287959,-0.135696232,2.13262534,5.90199947,-2.07343245,0.797147393,1.66052115,3.69507432,4.40070581
31,-0.0880427808,-3.47778511,-1.82628071,-0.987953842,-1.25936544,1.08473206,5.09342623,-3.09647107,2.23734117,5.00292826,5.19420147,-3.33659673,-0.10724692,2.15688229,5.90141726,-2.09103251,0.815153897,1.68021023,3.72451067,4.40202856
32,-0.143998533,-3.47314095,-1.81829691,-0.992532551,-1.25700605,1.10841691,5.07541609,-3.12359095,2.23082113,5.05560923,5.15419149,-3.38991308,-0.07909666,2.18163681,5.90047836,-2.10877991,0.833203256,1.70016444,3.75401974,4.40266466
33,-0.20002076,-3.46785736,-1.81065083,-0.997003376,-1.25466835,1.13224983,5.0569005,-3.15119123,2.22354913,5.10778236,5.11345911,-3.44287157,-0.0512020476,2.20697308,5.89912844,-2.12670779,0.851296902,1.72039175,3.78359461,4.40261078
34,-0.256140679,-3.46192694,-1.8033247,-1.00137186,-1.25235593,1.15618694,5.03791189,-3.17921758,2.21555924,5.15941191,5.07204294,-3.49546003,-0.0236475933,2.23273754,5.89746094,-2.14472818,0.869382501,1.74086177,3.81324291,4.40185738
35,-0.312309861,-3.45536423,-1.79632139,-1.00563622,-1.25006211,1.18029523,5.0183897,-3.20775223,2.20680046,5.2104888,5.02997732,-3.54765248,0.00358510669,2.25903773,5.89539528,-2.16291976,0.887496769,1.76160002,3.84295821,4.40041494
36,-0.368522346,-3.44816709,-1.78966784,-1.00979316,-1.24780297,1.20446157,4.99842358,-3.23665857,2.19731355,5.26098871,4.98725176,-3.59945893,0.0304661859,2.28580594,5.89295673,-2.18126631,0.905638993,1.78261065,3.87273431,4.39823914
37,-0.424743474,-3.44038749,-1.78331339,-1.01385331,-1.24555886,1.22878027,4.97794533,-3.26604271,2.18706179,5.31089973,4.94395399,-3.65083551,0.0569494143,2.31303954,5.89015341,-2.19973135,0.923765182,1.80385923,3.90253592,4.39535856
38,-0.481000096,-3.43195152,-1.77729392,-1.01780617,-1.24334431,1.25322187,4.95695496,-3.29588151,2.17602754,5.36021614,4.90006065,-3.70179152,0.0830631703,2.34082031,5.88690233,-2.21840525,0.941943884,1.82542682,3.93243265,4.39173746
39,-0.537246168,-3.42290878,-1.77159667,-1.02165592,-1.2411586,1.27774978,4.93548584,-3.32611728,2.16424489,5.4089036,4.85560513,-3.7523334,0.108745784,2.36897993,5.88332415,-2.23719144,0.960097015,1.8472296,3.96236682,4.38738489
40,-0.593486965,-3.41328096,-1.76618743,-1.02540755,-1.23898566,1.30247486,4.91341591,-3.35689664,2.15162754,5.45700645,4.81058168,-3.80248213,0.134026095,2.39765072,5.87931967,-2.25613451,0.978250682,1.86931098,3.99234128,4.38229084
41,-0.64966774,-3.40304589,-1.76112008,-1.02905345,-1.23685122,1.32722783,4.89094162,-3.38799572,2.13827348,5.5044198,4.76510572,-3.85213709,0.158827215,2.42674518,5.87491798,-2.27524662,0.996418476,1.89167964,4.02236128,4.37643623
42,-0.705801249,-3.39222121,-1.75635266,-1.03259659,-1.23473334,1.35216784,4.86786032,-3.41962123,2.12406945,5.55121088,4.71910238,-3.90138984,0.183203071,2.45634007,5.87007999,-2.29453754,1.01458859,1.9143424,4.05242968,4.36981869
43,-0.761888325,-3.3808136,-1.75188577,-1.03604281,-1.23264587,1.37718332,4.84430408,-3.4516201,2.109097,5.59730339,4.67267942,-3.95017672,0.207065865,2.48627424,5.86489248,-2.31395936,1.03272414,1.93724048,4.08252335,4.36245966
44,-0.817888677,-3.36882567,-1.74772704,-1.03938484,-1.23058343,1.40232968,4.82019758,-3.48407102,2.09328985,5.6427331,4.62579346,-3.99852705,0.230454862,2.51668096,5.85925817,-2.33356452,1.05086434,1.96044672,4.11265659,4.35430908
45,-0.873773932,-3.35627604,-1.74386799,-1.0426265,-1.2285502,1.42757428,4.79558563,-3.51692128,2.07667351,5.68744612,4.57854891,-4.04639292,0.253319919,2.54749227,5.85321093,-2.35333228,1.0689851,1.98393404,4.14281511,4.34538651
46,-0.929598272,-3.34314489,-1.74028385,-1.04577065,-1.22653079,1.453004,4.77034855,-3.5502851,2.0591836,5.73148108,4.5309062,-4.09382248,0.275670141,2.57872891,5.84672308,-2.37326288,1.08708251,2.00771713,4.17301989,4.33566618
47,-0.985275686,-3.32947254,-1.73699248,-1.04881477,-1.22454357,1.47853684,4.74458456,-3.58405089,2.04085875,5.77477789,4.4829216,-4.14078951,0.297494531,2.61036229,5.83981371,-2.39338136,1.10515976,2.03177643,4.2032342,4.32517099
48,-1.04079926,-3.31525445,-1.7339927,-1.05175745,-1.22258437,1.50415266,4.71830225,-3.6181848,2.0217104,5.81733513,4.43463135,-4.18727589,0.31874314,2.64233255,5.83250237,-2.41362882,1.12319458,2.05612469,4.23346281,4.31385851
49,-1.09614241,-3.30051279,-1.73127496,-1.05460083,-1.22065306,1.52986467,4.69149733,-3.65270042,2.00173354,5.85913754,4.3860898,-4.23327589,0.339411318,2.67464352,5.82478428,-2.43402672,1.1411885,2.08075738,4.2636981,4.30175018
50,-1.15133846,-3.28522944,-1.72882235,-1.05734539,-1.21874106,1.55573177,4.66408825,-3.68767047,1.98085952,5.90018272,4.33728313,-4.27880764,0.359518737,2.70737338,5.81657887,-2.45462751,1.15916145,2.10570526,4.29395533,4.28881645
51,-1.20635986,-3.26944661,-1.72662926,-1.05999923,-1.2168597,1.58170033,4.63613129,-3.72302032,1.95913363,5.94044924,4.28827,-4.32385778,0.379023641,2.74039984,5.80797148,-2.4753778,1.17707384,2.13091016,4.32419777,4.27508926
52,-1.26119721,-3.2530849,-1.72471237,-1.06254292,-1.21499979,1.6078074,4.60758018,-3.75879145,1.93651736,5.97991896,4.23907709,-4.36842203,0.397936791,2.77379441,5.79890013,-2.49630976,1.19495177,2.15645933,4.35450125,4.26050568
53,-1.31579483,-3.23628378,-1.72304785,-1.06499624,-1.21316612,1.63401866,4.57846212,-3.79493499,1.91301441,6.01860142,4.18968439,-4.41252279,0.41624999,2.80753779,5.789361,-2.5174315,1.21278644,2.18229365,4.3847518,4.24509811
54,-1.37013531,-3.21899819,-1.72162998,-1.06735218,-1.2113595,1.66032994,4.54879522,-3.83143234,1.88865387,6.05646467,4.14022017,-4.45612192,0.433910996,2.84151649,5.77943754,-2.53865361,1.23053157,2.20840931,4.41499233,4.22886419
55,-1.4243046,-3.20119715,-1.72045183,-1.06961417,-1.20957732,1.68679261,4.51849127,-3.86835527,1.86335278,6.09350204,4.09060955,-4.49925804,0.450974345,2.87585711,5.76900721,-2.56011748,1.24823391,2.23481774,4.44523239,4.21179247
56,-1.47812212,-3.18295717,-1.71953177,-1.0717715,-1.20782185,1.71331525,4.48767185,-3.90556097,1.83721066,6.12969685,4.04098558,-4.54189253,0.46736148,2.91039562,5.75819874,-2.58165908,1.26584542,2.26154232,4.47544718,4.19385672
57,-1.5317173,-3.16423821,-1.71882689,-1.0738374,-1.2060889,1.73998821,4.4562192,-3.94317031,1.81013119,6.16504002,3.99132752,-4.58404493,0.483116329,2.94524741,5.74689817,-2.60341287,1.28339553,2.28856277,4.50564432,4.17508268
58,-1.58503687,-3.14506459,-1.71834326,-1.07580888,-1.2043798,1.76679432,4.42414761,-3.98115015,1.78212428,6.199512,3.9416728,-4.6257143,0.498220623,2.98036551,5.73513603,-2.62533712,1.30086207,2.31587839,4.53581333,4.15545321
59,-1.63799143,-3.12547922,-1.71809208,-1.07768047,-1.2026931,1.79369485,4.3915143,-4.0194335,1.75322354,6.233109,3.89208412,-4.66688347,0.512653649,3.01572609,5.722929,-2.64739561,1.31823385,2.34351134,4.56594324,4.13495779
60,-1.69064581,-3.10549331,-1.71803975,-1.07946455,-1.20103598,1.82068038,4.35830212,-4.05800629,1.72342324,6.26581192,3.84252548,-4.70759439,0.526428342,3.05125761,5.71031523,-2.66960812,1.33550072,2.37138391,4.59599304,4.11363459
61,-1.74299157,-3.08502221,-1.71821404,-1.08114338,-1.19939935,1.84782052,4.32443428,-4.09695053,1.69265449,6.29761171,3.79310131,-4.74780273,0.539533257,3.08711267,5.69713783,-2.69203854,1.35271049,2.39966393,4.62607574,4.09137726
62,-1.79497159,-3.06419063,-1.71857107,-1.08273315,-1.19778836,1.87504351,4.29000092,-4.13615131,1.66099966,6.3284936,3.74382687,-4.78753042,0.551950574,3.12307215,5.68359518,-2.71456885,1.36977792,2.42816639,4.65605736,4.06830168
63,-1.84659815,-3.04295087,-1.71912754,-1.08422577,-1.19619703,1.9024055,4.25490999,-4.17568445,1.62837839,6.35845757,3.69471478,-4.8267889,0.56368494,3.15925407,5.6695528,-2.73725772,1.38674855,2.45702267,4.68600988,4.04430389
