package,key,analysis,problem,algorithm,mode,setting_kind,setting,n,states,tier,transfers,min_ms,median_ms,p05_ms,p95_ms,max_ms,samples,errored_pct,error,build_s,recorded_utc
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,8,3,default,both,131.1594311,133.331431,133.1439011,133.8465627,133.958817,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,8,3,default,none,130.1484311,132.73043,132.3878805,133.2732769,133.363479,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,32,3,default,both,129.883795,131.2448365,130.3996706,134.9377459,137.230189,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,32,3,default,none,129.288841,130.1754195,129.3139685,130.8387825,132.462571,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,128,3,default,both,130.0279519,133.4720235,131.0781276,135.2005313,139.4352,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,128,3,default,none,131.715318,133.1954145,131.9848321,134.0166674,134.331202,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,512,3,default,both,132.2419581,133.913159,132.7304138,135.5486489,135.675186,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,512,3,default,none,132.0993321,133.8491985,132.6765757,134.88172,135.205518,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,2048,3,default,both,148.1630581,149.547762,148.5777102,151.0770422,152.830214,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,2048,3,default,none,146.772092,149.1008765,146.8068753,150.3620656,150.454569,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,8192,3,default,both,187.197431,189.7782885,187.7150936,190.3677719,190.591039,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,8192,3,default,none,187.4337299,190.43415,188.0127512,191.6234898,191.708776,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,32768,3,default,both,375.8994129,376.9188895,376.120725,377.7737845,377.844854,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,32768,3,default,none,375.799343,377.075155,376.11765,377.7050077,377.76624,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,131072,3,default,both,1268.850671,1269.970735,1269.002547,1274.573708,1276.386358,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,131072,3,default,none,1265.312801,1265.966734,1265.345731,1271.324438,1286.760335,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,524288,3,default,both,5003.997151,5006.329617,5004.131288,5011.036707,5012.817797,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,524288,3,default,none,4998.479431,5000.282188,4998.590648,5007.983775,5008.000252,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,2097152,3,default,both,19681.72795,19689.79151,19682.5343,19710.3313,19712.61349,3,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,2097152,3,default,none,19664.02083,19664.758,19664.09455,19687.07122,19689.55047,3,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,8388608,3,default,both,78287.83462,78292.0712,78288.25828,78310.07677,78312.07739,3,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,adaptive,tol,1e-05,8388608,3,default,none,78223.81482,78224.34692,78223.86803,78239.7037,78241.41001,3,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,8,3,default,both,5.593998125,5.963573,5.686545,6.1056439,6.322831,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,8,3,default,none,5.071686115,5.117665,5.07739565,5.1767818,5.198153,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,32,3,default,both,5.783190019,6.029497,5.90818435,6.21510335,6.397092,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,32,3,default,none,5.165905925,5.1997915,5.17320485,5.26249775,5.274083,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,128,3,default,both,5.527864909,6.222702,5.7321416,6.38222125,6.405425,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,128,3,default,none,5.294346018,5.3501555,5.29524185,5.43048105,5.47061,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,512,3,default,both,5.77291497,5.973317,5.7797132,6.28202135,6.423958,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,512,3,default,none,5.238897866,5.2962435,5.2590076,5.3286608,5.361242,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,2048,3,default,both,5.739465123,6.214525,5.913543,6.94241185,7.037238,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,2048,3,default,none,5.259263096,5.5146935,5.2921368,5.83166935,5.921337,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,8192,3,default,both,7.815439021,8.215257,7.9239423,8.50593515,8.567365,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,8192,3,default,none,7.244443055,7.3047245,7.25718345,7.39947905,7.464783,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,32768,3,default,both,12.70863693,12.8395495,12.7346404,12.99299965,13.100818,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,32768,3,default,none,12.146411,12.23313,12.15195425,12.30879925,12.31648,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,131072,3,default,both,31.67692199,32.4922225,32.27654395,32.79308825,33.719286,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,131072,3,default,none,30.74118309,31.039685,30.814124,31.1658994,31.263605,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,524288,3,default,both,113.47696,115.2217055,113.5413443,116.7118178,116.784811,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,524288,3,default,none,108.1207569,108.234899,108.1209261,108.361663,108.399645,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,2097152,3,default,both,430.9253781,433.5493705,431.0337673,436.2694259,436.398147,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,2097152,3,default,none,414.1873252,414.5080635,414.2446159,415.0398255,415.140918,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,8388608,3,default,both,1708.108754,1709.153849,1708.434716,1713.355795,1713.992211,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,adaptive,tol,1e-05,8388608,3,default,none,1633.842239,1634.608542,1633.912823,1648.221892,1659.092757,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8,3,default,both,39.17591204,49.2257885,48.78242885,50.0364429,52.684813,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8,3,default,none,38.9796379,48.4883615,48.26363195,49.3523056,51.867366,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,32,3,default,both,45.46020622,46.0196185,45.6975559,46.31917515,46.343783,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,32,3,default,none,42.07984405,43.890216,42.33927095,44.95616465,45.067726,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,128,3,default,both,46.48263915,46.811512,46.6303184,47.16734575,47.212846,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,128,3,default,none,45.35964993,45.978687,45.668438,46.1478877,46.263136,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,512,3,default,both,42.99869202,46.2683855,44.24717915,46.75665085,46.97872,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,512,3,default,none,40.74587184,45.5717365,41.8357329,46.03208525,46.043718,20,nan,nan,nan,2026-09-08T10:43:51Z
