framework,algorithm,phase,mode,tier,n,setting_kind,setting,golden_rmse,finite_trajectories,failed_trajectories,finals_path
julia,tsit5,performance,fixed,fixed,8,dt,0.0009765625,,8,0,
julia,tsit5,performance,adaptive,julia,8,tol,1.0e-8,,8,0,
julia,tsit5,performance,fixed,fixed,32,dt,0.0009765625,,32,0,
julia,tsit5,performance,adaptive,julia,32,tol,1.0e-8,,32,0,
julia,tsit5,performance,fixed,fixed,128,dt,0.0009765625,,128,0,
julia,tsit5,performance,adaptive,julia,128,tol,1.0e-8,,128,0,
julia,tsit5,performance,fixed,fixed,512,dt,0.0009765625,,512,0,
julia,tsit5,performance,adaptive,julia,512,tol,1.0e-8,,512,0,
julia,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,,2048,0,
julia,tsit5,performance,adaptive,julia,2048,tol,1.0e-8,,2048,0,
julia,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,,8192,0,
julia,tsit5,performance,adaptive,julia,8192,tol,1.0e-8,,8192,0,
julia,tsit5,performance,fixed,fixed,32768,dt,0.0009765625,,32768,0,
julia,tsit5,performance,adaptive,julia,32768,tol,1.0e-8,,32768,0,
julia,tsit5,performance,fixed,fixed,131072,dt,0.0009765625,,131072,0,
julia,tsit5,performance,adaptive,julia,131072,tol,1.0e-8,,131072,0,
julia,tsit5,performance,fixed,fixed,524288,dt,0.0009765625,,524288,0,
julia,tsit5,performance,adaptive,julia,524288,tol,1.0e-8,,524288,0,
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,,2097152,0,
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,,2097152,0,
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,,8388608,0,
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,,8388608,0,
julia,tsit5,numerical,adaptive,julia,1024,tol,0.010000000000000002,1.0530786073548715,1024,0,finals/julia/tsit5/adaptive_julia_tol_0p01.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,0.001,0.1188245483280843,1024,0,finals/julia/tsit5/adaptive_julia_tol_0p001.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,0.0001,0.022498524158021803,1024,0,finals/julia/tsit5/adaptive_julia_tol_0p0001.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-5,0.002703243963267927,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em05.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-6,0.0003850687435000767,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em06.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0000000000000001e-7,0.00029387170123480413,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em07.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-8,0.0003323487360522847,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em08.csv
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.0625,1.080155039057269,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.03125,0.009449795565224765,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.015625,0.0003144711902231461,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.0078125,0.0003002112649623285,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.00390625,0.00040041680589290434,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.001953125,0.0005352288392286113,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.0009765625,0.0007775806787789185,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.00048828125,0.0011197921305648212,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.000244140625,0.001418559844578914,131072,0,
julia,tsit5,work_precision,fixed,fixed,131072,dt,0.0001220703125,0.0022311093521687948,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,0.010000000000000002,1.0568131179399416,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,0.001,0.11875780407866365,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,0.0001,0.022567728717936452,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,1.0e-5,0.002714417651392164,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,1.0e-6,0.00038363723832949024,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,1.0000000000000001e-7,0.000280050750146192,131072,0,
julia,tsit5,work_precision,adaptive,julia,131072,tol,1.0e-8,0.00032469481600240973,131072,0,
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,,8,0,
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,,8,0,
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,,32,0,
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,,32,0,
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,,128,0,
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,,128,0,
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,,512,0,
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,,512,0,
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,,2048,0,
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,,2048,0,
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,,8192,0,
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,,8192,0,
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,,32768,0,
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,,32768,0,
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,,131072,0,
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,,131072,0,
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,,524288,0,
