tol,traj,s1,s2,s3,naccept,nreject,converged
0.01,0,2.73742044e-05,0,0,13,0,1
0.01,1,0.00097174343,0.000852798577,1.03377888e-05,13,0,1
0.01,2,0.00194493344,0.00173592323,2.16682038e-05,13,0,1
0.01,3,0.0029474725,0.00265001436,3.40434817e-05,13,0,1
0.01,4,0.00397989014,0.00359571842,4.75177985e-05,13,0,1
0.01,5,0.00504272524,0.00457369536,6.21475701e-05,13,0,1
0.01,6,0.00613652868,0.00558461621,7.79915063e-05,13,0,1
0.01,7,0.00726183876,0.0066291499,9.51102847e-05,13,0,1
0.01,8,0.00841923244,0.00770799629,0.000113567432,13,0,1
0.01,9,0.00960927363,0.00882184785,0.000133428694,13,0,1
0.01,10,0.0108325286,0.00997141469,0.000154762194,13,0,1
0.01,11,0.0120895989,0.011157427,0.000177639246,13,0,1
0.01,12,0.0133810528,0.0123805925,0.000202132927,13,0,1
0.01,13,0.0147074927,0.0136416685,0.000228319768,13,0,1
0.01,14,0.0160695426,0.0149414083,0.00025627928,13,0,1
0.01,15,0.0174677782,0.0162805524,0.000286092923,13,0,1
0.01,16,0.0189028587,0.0176599044,0.000317847182,13,0,1
0.01,17,0.0203753933,0.0190802272,0.000351629511,13,0,1
0.01,18,0.021886019,0.0205423236,0.000387531793,13,0,1
0.01,19,0.0234353729,0.0220469981,0.000425649225,13,0,1
0.01,20,0.0250241254,0.0235950761,0.000466080382,13,0,1
0.01,21,0.0266529191,0.0251873806,0.000508926867,13,0,1
0.01,22,0.0283224601,0.0268247724,0.000554295082,13,0,1
0.01,23,0.0300333556,0.0285080485,0.000602293701,13,0,1
0.01,24,0.0317863375,0.0302381422,0.000653036928,13,0,1
0.01,25,0.03358211,0.0320159011,0.000706641702,13,0,1
0.01,26,0.0354213417,0.0338421948,0.00076322956,13,0,1
0.01,27,0.0373047441,0.0357179493,0.000822926522,13,0,1
0.01,28,0.0392330699,0.0376440845,0.000885863265,13,0,1
0.01,29,0.041207023,0.0396215208,0.000952174363,13,0,1
0.01,30,0.0432273224,0.0416511744,0.00102199824,13,0,1
0.01,31,0.0452947579,0.0437340252,0.00109548075,13,0,1
0.01,32,0.047410056,0.0458710343,0.0011727704,13,0,1
0.01,33,0.0495739877,0.0480631627,0.00125402154,13,0,1
0.01,34,0.0517873056,0.0503114127,0.00133939332,13,0,1
0.01,35,0.0540508032,0.0526168011,0.00142905198,13,0,1
0.01,36,0.0563652962,0.0549803227,0.00152316643,13,0,1
0.01,37,0.0587315522,0.0574030131,0.00162191433,13,0,1
0.01,38,0.0611503758,0.0598859116,0.00172547705,13,0,1
0.01,39,0.063622579,0.06243008,0.00183404214,13,0,1
0.01,40,0.0661490634,0.0650366247,0.00194780622,13,0,1
0.01,41,0.0687305555,0.0677065775,0.00206696731,13,0,1
0.01,42,0.0713679865,0.0704410449,0.00219173543,13,0,1
0.01,43,0.0740621686,0.0732411817,0.00232232315,13,0,1
0.01,44,0.0768139735,0.0761080384,0.0024589519,13,0,1
0.01,45,0.0796242878,0.0790428519,0.00260185124,13,0,1
0.01,46,0.0824939981,0.0820466951,0.00275125401,13,0,1
0.01,47,0.0854240358,0.0851208121,0.0029074084,13,0,1
0.01,48,0.088415198,0.0882663205,0.00307056028,13,0,1
0.01,49,0.0914685056,0.0914844573,0.00324097159,13,0,1
0.01,50,0.0945848003,0.0947764069,0.00341890845,13,0,1
0.01,51,0.0977651179,0.0981434658,0.00360465143,13,0,1
0.01,52,0.101010293,0.101586781,0.00379847456,13,0,1
0.01,53,0.104321294,0.105107635,0.00400067959,13,0,1
0.01,54,0.107699171,0.108707361,0.00421156781,13,0,1
