tol,traj,s1,s2,s3,naccept,nreject,converged
0.01,0,5.70953234e-05,0,0,11,0,1
0.01,1,6.4519445e-05,6.54018413e-06,7.70226976e-08,11,0,1
0.01,2,7.71210471e-05,1.30819899e-05,1.54097137e-07,11,0,1
0.01,3,9.21211613e-05,1.96252749e-05,2.3120883e-07,11,0,1
0.01,4,9.52554983e-05,2.61709538e-05,3.08406214e-07,11,0,1
0.01,5,9.43717459e-05,3.27189446e-05,3.85681062e-07,11,0,1
0.01,6,0.000106972097,3.92675902e-05,4.62978392e-07,11,0,1
0.01,7,0.000111153015,4.58189061e-05,5.40345297e-07,11,0,1
0.01,8,0.000119269353,5.23715898e-05,6.17764329e-07,11,0,1
0.01,9,0.000122998274,5.8926762e-05,6.95259132e-07,11,0,1
0.01,10,0.000130403772,6.54832038e-05,7.72799751e-07,11,0,1
0.01,11,0.000137310635,7.2041541e-05,8.50404831e-07,11,0,1
0.01,12,0.000144383652,7.86016899e-05,9.28061468e-07,11,0,1
0.01,13,0.000154037014,8.51630466e-05,1.00575232e-06,11,0,1
0.01,14,0.0001840318,9.17210564e-05,1.08338133e-06,11,0,1
0.01,15,0.000169080478,9.82920974e-05,1.16134277e-06,11,0,1
0.01,16,0.000177331836,0.000104859144,1.23921552e-06,11,0,1
0.01,17,0.000181324824,0.000111429232,1.31719764e-06,11,0,1
0.01,18,0.000194801891,0.000117998221,1.39511553e-06,11,0,1
0.01,19,0.000195846093,0.000124572995,1.47324965e-06,11,0,1
0.01,20,0.000204183205,0.000131147215,1.55133432e-06,11,0,1
0.01,21,0.000211255392,0.00013772372,1.6295362e-06,11,0,1
0.01,22,0.000217051725,0.000144302496,1.70778264e-06,11,0,1
0.01,23,0.000226794742,0.000150881562,1.78603398e-06,11,0,1
0.01,24,0.0002324042,0.000157464121,1.86440514e-06,11,0,1
0.01,25,0.000239093264,0.000164048106,1.94280824e-06,11,0,1
0.01,26,0.000250623329,0.000170631611,2.02120737e-06,11,0,1
0.01,27,0.000253577338,0.000177220907,2.09980863e-06,11,0,1
0.01,28,0.000261731911,0.000183809665,2.17837555e-06,11,0,1
0.01,29,0.000268516596,0.000190400853,2.25701865e-06,11,0,1
0.01,30,0.000275487779,0.000196993817,2.3357095e-06,11,0,1
0.01,31,0.000283738307,0.000203587872,2.41443877e-06,11,0,1
0.01,32,0.00029021228,0.000210184749,2.49327854e-06,11,0,1
0.01,33,0.00029747709,0.000216782981,2.57215879e-06,11,0,1
0.01,34,0.000306184142,0.000223382216,2.65105177e-06,11,0,1
0.01,35,0.000315416139,0.000229982848,2.72998295e-06,11,0,1
0.01,36,0.000327481685,0.000236583437,2.80889367e-06,11,0,1
0.01,37,0.000326663692,0.000243194139,2.88820092e-06,11,0,1
0.01,38,0.000334004202,0.000249801436,2.96737903e-06,11,0,1
0.01,39,0.000346333545,0.000256407075,3.04646278e-06,11,0,1
0.01,40,0.000349034672,0.00026302124,3.12587304e-06,11,0,1
0.01,41,0.000357681187,0.00026963299,3.20516483e-06,11,0,1
0.01,42,0.00036387943,0.000276248495,3.2845719e-06,11,0,1
0.01,43,0.000371130212,0.000282865018,3.36404855e-06,11,0,1
0.01,44,0.000378513971,0.000289483141,3.44355135e-06,11,0,1
0.01,45,0.00038922875,0.000296100596,3.52299071e-06,11,0,1
0.01,46,0.000392657792,0.000302725501,3.60274703e-06,11,0,1
0.01,47,0.000407404936,0.000309343042,3.68217775e-06,11,0,1
0.01,48,0.000412158581,0.000315970567,3.7620091e-06,11,0,1
0.01,49,0.000414741546,0.000322602078,3.84200484e-06,11,0,1
0.01,50,0.000422215526,0.000329231174,3.92185893e-06,11,0,1
0.01,51,0.000429514737,0.000335862132,4.00175622e-06,11,0,1
0.01,52,0.000436720409,0.000342495012,4.08176584e-06,11,0,1
0.01,53,0.000448376115,0.000349125767,4.1616172e-06,11,0,1
0.01,54,0.000464611076,0.00035575364,4.24133577e-06,11,0,1
0.01,55,0.00045964634,0.000362403633,4.32199658e-06,11,0,1
0.01,56,0.00046647698,0.00036904437,4.40223266e-06,11,0,1
0.01,57,0.000487646379,0.000375672244,4.48189076e-06,11,0,1
0.01,58,0.000481295312,0.000382329948,4.56284306e-06,11,0,1
0.01,59,0.000492011663,0.000388971966,4.64306822e-06,11,0,1
0.01,60,0.000495943124,0.000395623123,4.72367446e-06,11,0,1
0.01,61,0.000514442101,0.000402260193,4.80363678e-06,11,0,1
0.01,62,0.000517709239,0.000408915541,4.88439173e-06,11,0,1
0.01,63,0.000518768036,0.000415575458,4.96532766e-06,11,0,1
0.01,64,0.00052501692,0.000422231446,5.04607578e-06,11,0,1
0.01,65,0.000538776687,0.000428880565,5.1264692e-06,11,0,1
0.01,66,0.000539858767,0.000435546302,5.20758977e-06,11,0,1
0.01,67,0.000547767442,0.000442205812,5.28841565e-06,11,0,1
0.01,68,0.000554753176,0.000448868319,5.36931111e-06,11,0,1
0.01,69,0.000567586976,0.000455525529,5.45006151e-06,11,0,1
0.01,70,0.000569402648,0.000462198048,5.53139807e-06,11,0,1
0.01,71,0.000576965394,0.000468865299,5.61245906e-06,11,0,1
0.01,72,0.000584675116,0.000475534267,5.69362692e-06,11,0,1
0.01,73,0.000594665878,0.000482202042,5.77466562e-06,11,0,1
0.01,74,0.000616461737,0.000488856109,5.85509088e-06,11,0,1
0.01,75,0.000606339192,0.000495553948,5.9374438e-06,11,0,1
0.01,76,0.000616069708,0.000502227573,6.01870215e-06,11,0,1
0.01,77,0.00062167854,0.00050890859,6.10027291e-06,11,0,1
0.01,78,0.000629751128,0.000515587744,6.18168815e-06,11,0,1
0.01,79,0.000647556968,0.000522255432,6.26262772e-06,11,0,1
0.01,80,0.000645890657,0.000528952049,6.34484786e-06,11,0,1
0.01,81,0.000653520401,0.000535637548,6.42647774e-06,11,0,1
0.01,82,0.000669118075,0.000542313384,6.50771926e-06,11,0,1
0.01,83,0.00066553388,0.000549018732,6.59019588e-06,11,0,1
0.01,84,0.000673022529,0.000555710052,6.67208315e-06,11,0,1
0.01,85,0.000681801699,0.000562401197,6.75391539e-06,11,0,1
0.01,86,0.000687854888,0.000569098105,6.83593998e-06,11,0,1
0.01,87,0.000699855853,0.000575787795,6.91770174e-06,11,0,1
0.01,88,0.000702604535,0.000582493783,7.00009696e-06,11,0,1
0.01,89,0.000714606664,0.000589186966,7.08198058e-06,11,0,1
0.01,90,0.000721160206,0.000595890684,7.16424438e-06,11,0,1
0.01,91,0.000725389691,0.00060259999,7.2467401e-06,11,0,1
0.01,92,0.000732137298,0.000609307084,7.32913168e-06,11,0,1
0.01,93,0.000743453042,0.000616008474,7.41122176e-06,11,0,1
0.01,94,0.000747493061,0.000622723484,7.49396122e-06,11,0,1
0.01,95,0.0007638057,0.000629420276,7.57578255e-06,11,0,1
0.01,96,0.00076849974,0.00063613808,7.65856294e-06,11,0,1
0.01,97,0.000769985898,0.000642863452,7.7416662e-06,11,0,1
0.01,98,0.000779615832,0.000649576541,7.8241701e-06,11,0,1
0.01,99,0.000784236763,0.000656300399,7.90716967e-06,11,0,1
0.01,100,0.000800924026,0.000663004699,7.9892252e-06,11,0,1
0.01,101,0.000800017908,0.000669742061,8.07270953e-06,11,0,1
0.01,102,0.000812381273,0.000676457654,8.15531712e-06,11,0,1
0.01,103,0.000814739615,0.000683192979,8.23871596e-06,11,0,1
0.01,104,0.000826062053,0.000689913752,8.32143269e-06,11,0,1
0.01,105,0.000828826101,0.000696652336,8.40490793e-06,11,0,1
0.01,106,0.000842576963,0.000703372469,8.48747186e-06,11,0,1
0.01,107,0.000855910359,0.000710094406,8.57030682e-06,11,0,1
0.01,108,0.000854399696,0.000716846786,8.65436323e-06,11,0,1
0.01,109,0.000860820757,0.000723586068,8.73781119e-06,11,0,1
0.01,110,0.000868059578,0.000730325351,8.8212355e-06,11,0,1
0.01,111,0.000874101068,0.000737069466,8.90474439e-06,11,0,1
0.01,112,0.000881282554,0.000743812707,8.98840517e-06,11,0,1
0.01,113,0.000918200181,0.000750498148,9.07051071e-06,11,0,1
0.01,114,0.000906540256,0.000757282891,9.15467899e-06,11,0,1
0.01,115,0.000904609973,0.000764049997,9.23924654e-06,11,0,1
0.01,116,0.000911106064,0.000770802319,9.32307557e-06,11,0,1
0.01,117,0.000924735388,0.000777541427,9.40639893e-06,11,0,1
0.01,118,0.000927072251,0.000784306088,9.49070818e-06,11,0,1
0.01,119,0.00093892077,0.000791052415,9.574248e-06,11,0,1
0.01,120,0.000948708912,0.000797804794,9.65809522e-06,11,0,1
0.01,121,0.000948033703,0.000804581505,9.74292561e-06,11,0,1
0.01,122,0.000955669966,0.000811342616,9.8269702e-06,11,0,1
0.01,123,0.000962747843,0.000818106579,9.91120214e-06,11,0,1
0.01,124,0.000973619113,0.000824863848,9.99518215e-06,11,0,1
0.01,125,0.000979314675,0.000831634505,1.00796742e-05,11,0,1
0.01,126,0.000993680791,0.000838387583,1.01633705e-05,11,0,1
0.01,127,0.000993236201,0.000845175935,1.02485201e-05,11,0,1
0.01,128,0.00100397377,0.000851940771,1.0332632e-05,11,0,1
0.01,129,0.00100769254,0.000858723535,1.0417707e-05,11,0,1
0.01,130,0.00101511099,0.000865499722,1.05022782e-05,11,0,1
0.01,131,0.00102283841,0.000872277073,1.05869785e-05,11,0,1
0.01,132,0.00103138771,0.000879054365,1.06715934e-05,11,0,1
0.01,133,0.00103948964,0.000885834277,1.07563219e-05,11,0,1
0.01,134,0.00104528433,0.000892621698,1.08413878e-05,11,0,1
0.01,135,0.00105271407,0.000899407314,1.09262655e-05,11,0,1
0.01,136,0.00106027862,0.000906193862,1.10112478e-05,11,0,1
0.01,137,0.00106764096,0.000912983203,1.10962483e-05,11,0,1
0.01,138,0.00107633893,0.00091977109,1.1181296e-05,11,0,1
0.01,139,0.00108468987,0.000926561886,1.12664129e-05,11,0,1
0.01,140,0.00109013636,0.000933361123,1.13517162e-05,11,0,1
0.01,141,0.00109774468,0.000940157333,1.14370632e-05,11,0,1
0.01,142,0.00110634929,0.000946952554,1.15222401e-05,11,0,1
0.01,143,0.00111257308,0.000953755924,1.16078427e-05,11,0,1
