dt,traj,s1,s2,s3,converged
0.5,0,0.183673441,2.1668356e-09,3.45922047e-09,1
0.5,1,0.184917182,0.000404032326,-0.000168595681,1
0.5,2,0.186190054,0.000840840861,-0.000335771765,1
0.5,3,0.18749243,0.00131095503,-0.000501530594,1
0.5,4,0.188824803,0.0018150073,-0.000665715721,1
0.5,5,0.190187708,0.00235355971,-0.000828305667,1
0.5,6,0.191581532,0.00292721787,-0.000989244902,1
0.5,7,0.193006828,0.00353656313,-0.00114845519,1
0.5,8,0.194464058,0.00418222323,-0.00130587548,1
0.5,9,0.195953727,0.00486482354,-0.00146143558,1
0.5,10,0.197476357,0.00558500411,-0.00161506282,1
0.5,11,0.199032485,0.00634340802,-0.00176668237,1
0.5,12,0.200622603,0.0071407035,-0.00191621622,1
0.5,13,0.202247262,0.0079775583,-0.00206358382,1
0.5,14,0.203906983,0.00885464717,-0.0022087011,1
0.5,15,0.205602378,0.00977268536,-0.00235148147,1
0.5,16,0.207333982,0.0107323648,-0.00249183597,1
0.5,17,0.209102347,0.011734413,-0.00262966985,1
0.5,18,0.2109081,0.0127795637,-0.00276488764,1
0.5,19,0.212751821,0.0138685592,-0.002897389,1
0.5,20,0.214634091,0.015002165,-0.00302707078,1
0.5,21,0.216555625,0.016181156,-0.00315382495,1
0.5,22,0.218516886,0.0174063127,-0.00327753904,1
0.5,23,0.220518634,0.0186784416,-0.00339809968,1
0.5,24,0.222561508,0.0199983642,-0.00351538626,1
0.5,25,0.224646136,0.021366898,-0.00362927536,1
0.5,26,0.226773188,0.0227848887,-0.00373963756,1
0.5,27,0.228943378,0.0242532175,-0.00384634035,1
0.5,28,0.231157333,0.0257727262,-0.00394924683,1
0.5,29,0.233415857,0.0273443554,-0.0040482115,1
0.5,30,0.235719621,0.0289689656,-0.00414308906,1
0.5,31,0.238069341,0.0306475125,-0.00423372304,1
0.5,32,0.240465775,0.0323809125,-0.00431995839,1
0.5,33,0.242909729,0.0341701321,-0.004401627,1
0.5,34,0.245401904,0.0360161737,-0.00447855936,1
0.5,35,0.247943103,0.0379199758,-0.004550579,1
0.5,36,0.250534147,0.0398826115,-0.00461750291,1
0.5,37,0.253175884,0.0419050567,-0.00467913877,1
0.5,38,0.255869061,0.0439884067,-0.00473529194,1
0.5,39,0.25861451,0.0461336821,-0.00478575798,1
0.5,40,0.261413217,0.0483419932,-0.00483032782,1
0.5,41,0.264265954,0.050614465,-0.00486877793,1
0.5,42,0.267173588,0.0529521741,-0.00490088575,1
0.5,43,0.270137101,0.0553563014,-0.00492641469,1
0.5,44,0.273157358,0.0578280054,-0.00494512171,1
0.5,45,0.276235282,0.0603684932,-0.00495675346,1
0.5,46,0.279371917,0.0629789382,-0.00496104872,1
0.5,47,0.282568097,0.0656605959,-0.00495773973,1
0.5,48,0.285824925,0.068414703,-0.00494654151,1
0.5,49,0.289143354,0.0712425709,-0.00492716767,1
0.5,50,0.292524397,0.0741454363,-0.00489931554,1
0.5,51,0.295969069,0.077124685,-0.00486267218,1
0.5,52,0.299478501,0.0801816434,-0.00481691584,1
0.5,53,0.303053737,0.0833176821,-0.0047617075,1
0.5,54,0.306695879,0.0865342021,-0.00469670538,1
0.5,55,0.310405999,0.0898325741,-0.00462155463,1
0.5,56,0.314185292,0.0932143331,-0.00453587109,1
0.5,57,0.318034887,0.0966808721,-0.00443927618,1
0.5,58,0.321955949,0.100233749,-0.00433137128,1
0.5,59,0.325949609,0.10387443,-0.00421174103,1
0.5,60,0.330017269,0.107604533,-0.00407995423,1
0.5,61,0.33415994,0.111425556,-0.00393557269,1
0.5,62,0.338378996,0.115339182,-0.00377812935,1
0.5,63,0.342675745,0.119347006,-0.00360715529,1
0.5,64,0.347051501,0.123450771,-0.00342214666,1
0.5,65,0.351507455,0.127652034,-0.00322260312,1
0.5,66,0.356045067,0.131952584,-0.00300798914,1
0.5,67,0.360665679,0.136354223,-0.00277775666,1
0.5,68,0.365370691,0.14085865,-0.00253134337,1
0.5,69,0.370161474,0.145467758,-0.00226815115,1
0.5,70,0.375039577,0.150183365,-0.00198757276,1
0.5,71,0.380006373,0.155007347,-0.00168898329,1
0.5,72,0.38506335,0.159941569,-0.00137173175,1
0.5,73,0.390212059,0.164988041,-0.00103512686,1
0.5,74,0.395454109,0.17014876,-0.000678471115,1
0.5,75,0.40079087,0.175425589,-0.000301054766,1
0.5,76,0.406224161,0.180820718,9.78935786e-05,1
0.5,77,0.411755472,0.186336204,0.000519144407,1
0.5,78,0.417386472,0.191974103,0.000963502447,1
0.5,79,0.42311886,0.197736576,0.00143180485,1
0.5,80,0.428954273,0.203625798,0.0019249114,1
0.5,81,0.434894443,0.209643975,0.00244371942,1
0.5,82,0.440941215,0.215793386,0.00298915827,1
0.5,83,0.447096229,0.222076297,0.00356218172,1
0.5,84,0.453361332,0.228494853,0.00416391017,1
0.5,85,0.459738493,0.235051766,0.00479512149,1
0.5,86,0.466229409,0.241749182,0.0054569887,1
0.5,87,0.472836018,0.24858962,0.00615063263,1
0.5,88,0.479560345,0.255575538,0.00687718904,1
0.5,89,0.48640427,0.262709409,0.00763781974,1
0.5,90,0.493369639,0.269993693,0.00843374338,1
0.5,91,0.500458539,0.277431011,0.00926622935,1
0.5,92,0.507673085,0.285023987,0.0101365717,1
0.5,93,0.515015244,0.292775244,0.0110461321,1
0.5,94,0.522487164,0.300687522,0.0119963028,1
0.5,95,0.530090868,0.308763355,0.012988518,1
0.5,96,0.537828505,0.317005605,0.0140242642,1
