tol,traj,s1,s2,s3,naccept,nreject,converged
0.01,0,-1.10784158e-05,0,0,12,0,1
0.01,1,-3.82429198e-06,6.5335671e-06,7.53110356e-08,12,0,1
0.01,2,2.92998629e-06,1.30688923e-05,1.50662373e-07,12,0,1
0.01,3,1.0690097e-05,1.96061392e-05,2.26105811e-07,12,0,1
0.01,4,1.81999112e-05,2.6145206e-05,3.01606491e-07,12,0,1
0.01,5,2.52146019e-05,3.26859808e-05,3.77131357e-07,12,0,1
0.01,6,3.22265623e-05,3.92285401e-05,4.52704882e-07,12,0,1
0.01,7,3.92380643e-05,4.5772882e-05,5.28326609e-07,12,0,1
0.01,8,4.65076373e-05,5.23191266e-05,6.04032891e-07,12,0,1
0.01,9,5.45268849e-05,5.88675575e-05,6.79912091e-07,12,0,1
0.01,10,6.15490062e-05,6.54173418e-05,7.55704434e-07,12,0,1
0.01,11,6.85733685e-05,7.19689124e-05,8.3154589e-07,12,0,1
0.01,12,7.60952171e-05,7.8522593e-05,9.07537867e-07,12,0,1
0.01,13,8.33731756e-05,8.5077947e-05,9.83541895e-07,12,0,1
0.01,14,9.0648864e-05,9.16351419e-05,1.05960316e-06,12,0,1
0.01,15,9.79307879e-05,9.81941266e-05,1.13572332e-06,12,0,1
0.01,16,0.000105209932,0.000104754923,1.21189987e-06,12,0,1
0.01,17,0.000112245456,0.000111317335,1.28806369e-06,12,0,1
0.01,18,0.00011927259,0.000117881522,1.36427195e-06,12,0,1
0.01,19,0.000126560844,0.000124447761,1.44061505e-06,12,0,1
0.01,20,0.000134599584,0.000131016641,1.51727272e-06,12,0,1
0.01,21,0.000141391181,0.000137585972,1.59356625e-06,12,0,1
0.01,22,0.000148934239,0.000144157995,1.67018163e-06,12,0,1
0.01,23,0.000156474285,0.000150731837,1.74686113e-06,12,0,1
0.01,24,0.000163017379,0.000157306233,1.82319798e-06,12,0,1
0.01,25,0.000171065229,0.000163884426,1.90021012e-06,12,0,1
0.01,26,0.000178117756,0.000170463099,1.97686427e-06,12,0,1
0.01,27,0.000185166442,0.000177043577,2.05356378e-06,12,0,1
0.01,28,0.000192469131,0.000183626238,2.13043427e-06,12,0,1
0.01,29,0.000199520087,0.000190210281,2.20723541e-06,12,0,1
0.01,30,0.000207079298,0.000196796973,2.28434897e-06,12,0,1
0.01,31,0.000214635424,0.000203385469,2.36152573e-06,12,0,1
0.01,32,0.000221692433,0.000209975013,2.43849536e-06,12,0,1
0.01,33,0.000229004858,0.000216566783,2.51565803e-06,12,0,1
0.01,34,0.000236063061,0.000223159834,2.59272747e-06,12,0,1
0.01,35,0.000243630362,0.000229755737,2.67015457e-06,12,0,1
0.01,36,0.000251446501,0.000236353939,2.747797e-06,12,0,1
0.01,37,0.000258515764,0.000242952505,2.82504516e-06,12,0,1
0.01,38,0.000266080984,0.000249553937,2.90266144e-06,12,0,1
0.01,39,0.000272905134,0.000256155618,2.97985139e-06,12,0,1
0.01,40,0.000280227337,0.000262760179,3.05742105e-06,12,0,1
0.01,41,0.000287552539,0.000269366486,3.13504984e-06,12,0,1
0.01,42,0.000295127684,0.000275975181,3.212916e-06,12,0,1
0.01,43,0.000302207947,0.00028258469,3.29048407e-06,12,0,1
0.01,44,0.000309535564,0.000289196498,3.3682868e-06,12,0,1
0.01,45,0.000316613383,0.000295809528,3.44595173e-06,12,0,1
0.01,46,0.000324199937,0.000302425615,3.52407005e-06,12,0,1
0.01,47,0.000331786665,0.000309043564,3.60225408e-06,12,0,1
