tol,traj,s1,s2,s3,naccept,nreject,converged
0.01,0,0.000361776823,0,0,8,0,1
0.01,1,0.000228177567,6.53702955e-06,7.9244785e-08,8,0,1
0.01,2,0.000216310815,1.30765311e-05,1.58608913e-07,8,0,1
0.01,3,0.000221673195,1.96176043e-05,2.38000638e-07,8,0,1
0.01,4,0.000300151558,2.61554196e-05,3.16959728e-07,8,0,1
0.01,5,0.000237875211,3.27049165e-05,3.96931e-07,8,0,1
0.01,6,0.000405173429,3.92341753e-05,4.75547552e-07,8,0,1
0.01,7,0.000261258741,4.5798497e-05,5.56034593e-07,8,0,1
0.01,8,0.00026140851,5.23493582e-05,6.35782385e-07,8,0,1
0.01,9,0.0002660178,5.89015763e-05,7.15529609e-07,8,0,1
0.01,10,0.000434215501,6.54265095e-05,7.93725292e-07,8,0,1
0.01,11,0.000300696003,7.20069147e-05,8.74831471e-07,8,0,1
0.01,12,0.000287784875,7.85680386e-05,9.55058681e-07,8,0,1
0.01,13,0.000455975911,8.50897995e-05,1.03295963e-06,8,0,1
0.01,14,0.000309879455,9.16862991e-05,1.11496445e-06,8,0,1
0.01,15,0.000322795357,9.82474303e-05,1.19485424e-06,8,0,1
0.01,16,0.000318513194,0.000104814913,1.27523015e-06,8,0,1
0.01,17,0.000344557717,0.000111375739,1.3549801e-06,8,0,1
0.01,18,0.000336613855,0.000117948344,1.43567968e-06,8,0,1
0.01,19,0.00049944676,0.000124465383,1.51296467e-06,8,0,1
0.01,20,0.000366360386,0.0001310847,1.59580782e-06,8,0,1
0.01,21,0.000358237856,0.000137663592,1.67669214e-06,8,0,1
0.01,22,0.000366707158,0.000144238496,1.75714877e-06,8,0,1
0.01,23,0.000367550296,0.000150818145,1.83783175e-06,8,0,1
0.01,24,0.000397874916,0.000157387665,1.9176091e-06,8,0,1
0.01,25,0.000384198473,0.000163977282,1.99905162e-06,8,0,1
0.01,26,0.000399487733,0.000170556348,2.07942003e-06,8,0,1
0.01,27,0.000401858997,0.000177142996,2.1603455e-06,8,0,1
0.01,28,0.000422218756,0.000183722936,2.24061205e-06,8,0,1
0.01,29,0.000422571233,0.000190314269,2.32186608e-06,8,0,1
0.01,30,0.000441625481,0.000196897861,2.40218424e-06,8,0,1
0.01,31,0.000432191009,0.000203498304,2.48391802e-06,8,0,1
0.01,32,0.000444322475,0.000210089143,2.56475619e-06,8,0,1
0.01,33,0.000445798651,0.000216687695,2.64618438e-06,8,0,1
0.01,34,0.00045125524,0.000223285926,2.72741431e-06,8,0,1
0.01,35,0.000466135069,0.000229880417,2.80817585e-06,8,0,1
0.01,36,0.000467782142,0.00023648463,2.88989008e-06,8,0,1
0.01,37,0.000481954805,0.000243082846,2.97078714e-06,8,0,1
0.01,38,0.000488185033,0.000249687873,3.05222216e-06,8,0,1
0.01,39,0.000483771611,0.000256301835,3.13434862e-06,8,0,1
0.01,40,0.000517885026,0.000262891466,3.21418747e-06,8,0,1
0.01,41,0.000509912963,0.000269511977,3.29661225e-06,8,0,1
0.01,42,0.000511540216,0.000276127743,3.37870733e-06,8,0,1
0.01,43,0.000523031631,0.000282738183,3.46024831e-06,8,0,1
0.01,44,0.000521933369,0.000289359858,3.54240524e-06,8,0,1
0.01,45,0.000528458448,0.00029597769,3.62432843e-06,8,0,1
0.01,46,0.000561681052,0.000302576169,3.70422686e-06,8,0,1
0.01,47,0.000547302654,0.000309214345,3.78785489e-06,8,0,1
0.01,48,0.000620590872,0.000315781159,3.8641715e-06,8,0,1
0.01,49,0.000566764211,0.000322457432,3.95140523e-06,8,0,1
0.01,50,0.000594888057,0.000329065544,4.03190552e-06,8,0,1
0.01,51,0.00057506701,0.000335717341,4.11622841e-06,8,0,1
0.01,52,0.000580078515,0.000342349318,4.19845128e-06,8,0,1
0.01,53,0.000603405933,0.000348966685,4.27954956e-06,8,0,1
0.01,54,0.000597139006,0.000355612807,4.36309392e-06,8,0,1
0.01,55,0.000610695977,0.00036224231,4.44472471e-06,8,0,1
0.01,56,0.000625264482,0.00036887257,4.52654194e-06,8,0,1
0.01,57,0.000636772485,0.000375507254,4.60876618e-06,8,0,1
0.01,58,0.000624171924,0.000382167811,4.6929772e-06,8,0,1
0.01,59,0.000791462895,0.000388642307,4.76620789e-06,8,0,1
0.01,60,0.000658971607,0.000395434501,4.85666033e-06,8,0,1
0.01,61,0.000687260239,0.000402058125,4.93694733e-06,8,0,1
0.01,62,0.000659477839,0.000408743799,5.02342846e-06,8,0,1
0.01,63,0.000663405983,0.000415397546,5.10682321e-06,8,0,1
