tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.5246228,-3.29867911,-2.23911381,-0.795924723,-1.34695697,0.416289836,5.4340353,-2.47570038,2.1243279,3.21109223,5.99936485,-1.57741177,-0.988628447,1.67060184,5.76601791,-1.60290766,0.288825721,1.18176389,2.86051178,4.09271145,10,0,1
0.01,1,1.47801352,-3.31490278,-2.22177482,-0.803578317,-1.34406435,0.43583861,5.42881823,-2.49009442,2.13610601,3.27227187,5.98761559,-1.63569045,-0.961566806,1.68012345,5.77380133,-1.61824095,0.305076033,1.19512069,2.88708854,4.11031389,10,0,1
0.01,2,1.43095827,-3.33045888,-2.20462227,-0.811191261,-1.34116304,0.455792308,5.42302895,-2.50514078,2.14748979,3.33360934,5.97480345,-1.69411886,-0.934161246,1.69005656,5.78135586,-1.63359189,0.321354747,1.20861626,2.91376615,4.12752676,10,0,1
0.01,3,1.38343263,-3.34531593,-2.18770146,-0.818736672,-1.33826947,0.475990415,5.41678715,-2.52067041,2.15841961,3.39495635,5.96097851,-1.75260711,-0.906461596,1.70042253,5.78868055,-1.64895475,0.337702453,1.22230422,2.94058442,4.14432192,10,0,1
0.01,4,1.33544374,-3.3595202,-2.17104983,-0.826180339,-1.33539867,0.496208996,5.41027689,-2.53643537,2.16881037,3.45613265,5.94618368,-1.81107974,-0.878498197,1.71125102,5.79576969,-1.66436374,0.354147077,1.23617649,2.96749806,4.16067553,10,0,1
0.01,5,1.28693867,-3.37308836,-2.15468311,-0.833492815,-1.33255219,0.516281903,5.40362597,-2.55224061,2.17860007,3.51702595,5.93041801,-1.86952078,-0.850287259,1.72256064,5.80261803,-1.67985678,0.370734841,1.25025094,2.99451017,4.17657232,10,0,1
0.01,6,1.23810756,-3.38591051,-2.13849378,-0.840823352,-1.32969689,0.537163496,5.39603853,-2.56920767,2.1880939,3.57831073,5.91354847,-1.92812204,-0.821771681,1.73428166,5.80922508,-1.69530225,0.387258172,1.2644726,3.02166843,4.19206619,10,0,1
0.01,7,1.18872535,-3.39812231,-2.12265658,-0.847963214,-1.32688057,0.557530284,5.38863134,-2.58579135,2.19685102,3.63898754,5.89578533,-1.98653615,-0.793073416,1.74655795,5.81556606,-1.71089399,0.404010206,1.27893901,3.0489099,4.20705223,10,0,1
0.01,8,1.1389724,-3.40962648,-2.10702825,-0.855076313,-1.324067,0.57843101,5.38049173,-2.60323215,2.20520139,3.69982815,5.87695312,-2.04503155,-0.764127731,1.75926411,5.82166576,-1.72649324,0.420746446,1.29355645,3.07627916,4.22161484,10,0,1
0.01,9,1.08870316,-3.42048717,-2.09178352,-0.861975789,-1.32127595,0.598791242,5.37256861,-2.62025094,2.2128129,3.75996208,5.85725307,-2.1032424,-0.735076606,1.77254081,5.82749224,-1.74222898,0.43772009,1.30845201,3.10374165,4.23563051,10,0,1
0.01,10,1.03815997,-3.43064284,-2.07673144,-0.868902743,-1.31850445,0.619932771,5.36368227,-2.63844442,2.22008371,3.82047796,5.83643341,-2.16162705,-0.705762506,1.78621805,5.83308077,-1.75793517,0.454598337,1.32346094,3.13131213,4.24921989,10,0,1
0.01,11,0.987157404,-3.44011688,-2.06199145,-0.875692189,-1.31574297,0.64099896,5.35459232,-2.65677929,2.22672987,3.88062,5.81466961,-2.21984005,-0.676319957,1.80044723,5.83837986,-1.77375221,0.471622556,1.33871508,3.15900731,4.26229763,10,0,1
0.01,12,0.93583101,-3.44890666,-2.04753804,-0.882412314,-1.31300581,0.662337065,5.34498262,-2.67569017,2.23286271,3.94067025,5.79191875,-2.27798486,-0.646728694,1.8151629,5.84341526,-1.78961086,0.488673419,1.35415626,3.18680501,4.27487946,10,0,1
0.01,13,0.884088039,-3.45702982,-2.03341222,-0.888984859,-1.31027567,0.683570981,5.33519077,-2.69470906,2.23835564,4.00031376,5.76820374,-2.33595586,-0.617044032,1.83041596,5.84817171,-1.80558109,0.50585711,1.36982965,3.21469736,4.28692579,10,0,1
0.01,14,0.832018256,-3.46445251,-2.0195682,-0.895495832,-1.30757344,0.705115139,5.32482719,-2.71436238,2.24332118,4.0598712,5.74350262,-2.39385796,-0.587230861,1.84616899,5.85264444,-1.82160819,0.523067415,1.38570201,3.24271297,4.29846811,10,0,1
0.01,15,0.779577315,-3.47120404,-2.00606632,-0.90185219,-1.30486965,0.726553679,5.31429005,-2.73412204,2.24764299,4.11894941,5.71788263,-2.45150042,-0.557403266,1.86245823,5.85683584,-1.83773673,0.540401101,1.40181553,3.27081466,4.30944633,10,0,1
0.01,16,0.726922154,-3.47728491,-1.99277604,-0.908251107,-1.30222869,0.748778582,5.30269861,-2.75514531,2.25153327,4.17836523,5.69122219,-2.50925875,-0.527379632,1.8792125,5.8607378,-1.853894,0.557627201,1.41804385,3.29902983,4.31998062,10,0,1
0.01,17,0.673804224,-3.48266339,-1.97992384,-0.914385915,-1.29956698,0.770321548,5.29148865,-2.77554488,2.25464058,4.23677969,5.66371107,-2.56653309,-0.49747932,1.89654064,5.86435318,-1.87020576,0.575118065,1.43460906,3.32733727,4.32984829,10,0,1
0.01,18,0.62044102,-3.48737907,-1.96734488,-0.92047435,-1.29693258,0.792303622,5.27956009,-2.79675984,2.25719929,4.29516268,5.63522387,-2.62372994,-0.467493743,1.91440582,5.86764956,-1.88660836,0.592607796,1.45135498,3.35573936,4.33919907,10,0,1
0.01,19,0.566760838,-3.49139619,-1.95512009,-0.9264099,-1.29429305,0.814221144,5.2674098,-2.81813741,2.25910449,4.35301733,5.60585117,-2.68060946,-0.437581956,1.93280077,5.8706522,-1.90311289,0.610204637,1.46836102,3.38424206,4.34794855,10,0,1
0.01,20,0.512886167,-3.49475455,-1.94315481,-0.932360053,-1.29173768,0.836717725,5.25436497,-2.84055996,2.26048779,4.41101646,5.57551956,-2.73751259,-0.407562643,1.95169353,5.8733387,-1.91967475,0.627728105,1.4855206,3.41285706,4.3561964,10,0,1
0.01,21,0.458670855,-3.49742103,-1.93158364,-0.93808651,-1.28913558,0.858868837,5.24138737,-2.86276269,2.26114202,4.4681797,5.54432678,-2.79393697,-0.377732724,1.97114694,5.8757205,-1.93638706,0.6454404,1.5029819,3.44154024,4.3637743,10,0,1
0.01,22,0.404261827,-3.49942565,-1.92029357,-0.943792462,-1.28660262,0.881467283,5.22763348,-2.88584113,2.26122069,4.52531385,5.51222563,-2.8502934,-0.347874045,1.99109876,5.8777833,-1.95317101,0.663106084,1.52061832,3.47033215,4.37081861,10,0,1
0.01,23,0.349588245,-3.50073433,-1.90936863,-0.949344695,-1.28406239,0.90401715,5.21363211,-2.90911007,2.26061749,4.581882,5.4792676,-2.90628123,-0.318161041,2.01161981,5.87950611,-1.97010171,0.680893242,1.53853881,3.49921703,4.37721777,10,0,1
0.01,24,0.294713616,-3.50140119,-1.89874184,-0.954835296,-1.2815659,0.926850677,5.19901562,-2.93303633,2.25937557,4.63822317,5.44543076,-2.96210384,-0.288498193,2.03265595,5.88090467,-1.98713005,0.698670626,1.55665088,3.52818513,4.38304377,10,0,1
0.01,25,0.239621028,-3.50136828,-1.88848257,-0.960178673,-1.27906704,0.949660718,5.18411827,-2.95718956,2.25745153,4.69398928,5.41076756,-3.01755023,-0.259027064,2.05422235,5.88197756,-2.00428033,0.716538072,1.57504237,3.55724597,4.38820839,10,0,1
0.01,26,0.18437247,-3.50070381,-1.87851787,-0.965481818,-1.27663326,0.972820759,5.16851521,-2.98210979,2.25489092,4.74957037,5.37530565,-3.07281852,-0.229634225,2.07630539,5.88269758,-2.02154183,0.734380007,1.59362686,3.58639765,4.39280367,10,0,1
0.01,27,0.128878087,-3.49933124,-1.86894536,-0.97057265,-1.27414036,0.995719552,5.1529026,-3.00690508,2.25159144,4.80428886,5.33898878,-3.12755656,-0.200563207,2.09893608,5.88308907,-2.03895688,0.752385914,1.61253417,3.6156044,4.39665365,10,0,1
0.01,28,0.0732912347,-3.497329,-1.8596698,-0.975650668,-1.27174664,1.01906407,5.13645267,-3.03262401,2.24764895,4.85892153,5.30192089,-3.18218398,-0.171542436,2.12208509,5.88311052,-2.05648279,0.770329595,1.63163149,3.64492345,4.39994383,10,0,1
0.01,29,0.0174905546,-3.49458504,-1.85080194,-0.980460882,-1.26922691,1.04210341,5.12006474,-3.05810475,2.24294591,4.91247225,5.26404619,-3.23609662,-0.143003657,2.14576173,5.88281488,-2.07417297,0.788467288,1.65108871,3.67428923,4.40242958,10,0,1
0.01,30,-0.0383900143,-3.49133086,-1.84214282,-0.985432029,-1.2669698,1.06591833,5.10239983,-3.08508158,2.23763108,4.9664979,5.22546339,-3.29028559,-0.114285044,2.16992354,5.88210869,-2.09193587,0.806380689,1.67061305,3.7037828,4.40448904,10,0,1
0.01,31,-0.0944071114,-3.48731089,-1.8339206,-0.99010253,-1.26455796,1.08936858,5.08488178,-3.11171508,2.23153687,5.01931,5.18611097,-3.34366417,-0.0861326158,2.19464016,5.88106728,-2.10987544,0.824520767,1.69055068,3.73331285,4.40567875,10,0,1
0.01,32,-0.150522962,-3.48273373,-1.8259629,-0.994795501,-1.26228678,1.11327183,5.06645012,-3.13933206,2.22475648,5.0720768,5.14608717,-3.39697909,-0.0580482818,2.21983433,5.87963438,-2.12794232,0.842556834,1.71062934,3.76294017,4.40633392,10,0,1
0.01,33,-0.206739575,-3.4774282,-1.81839705,-0.999271989,-1.25993252,1.13699865,5.04793167,-3.16690683,2.21721768,5.1238842,5.10532141,-3.44965768,-0.0304586124,2.245538,5.87785912,-2.14615917,0.860728681,1.7310642,3.79261112,4.4061656,10,0,1
0.01,34,-0.26301074,-3.47149682,-1.81115568,-1.00366247,-1.25761676,1.16092253,5.02883863,-3.19503927,2.20894408,5.17523003,5.06391001,-3.50198936,-0.00315404986,2.27176452,5.87568235,-2.16452265,0.878907681,1.75176394,3.82236004,4.40531397,10,0,1
0.01,35,-0.319344044,-3.46497726,-1.80421889,-1.00799263,-1.25536573,1.18504798,5.00913572,-3.22375894,2.19993901,5.22615433,5.02186108,-3.55404186,0.0238769129,2.29842281,5.87315083,-2.18300915,0.897046149,1.77266335,3.85216403,4.40381336,10,0,1
0.01,36,-0.375731111,-3.45787573,-1.79758084,-1.01229417,-1.25321853,1.20951986,4.98862886,-3.25329828,2.19015598,5.27681398,4.97925568,-3.60590243,0.0507513359,2.32564616,5.87014484,-2.20167542,0.915147543,1.7937994,3.88208413,4.40169668,10,0,1
0.01,37,-0.432139248,-3.44994164,-1.79136658,-1.01625144,-1.25083244,1.23356819,4.96840715,-3.28231668,2.17959762,5.32596779,4.93587065,-3.65671659,0.0767105073,2.35330415,5.86686087,-2.22049403,0.933480561,1.81540143,3.91198015,4.3985343,10,0,1
0.01,38,-0.488573849,-3.44162655,-1.78538287,-1.02036059,-1.24875736,1.2581898,4.94699192,-3.31263733,2.16831398,5.37543583,4.89209461,-3.70777917,0.102815539,2.38141441,5.86310196,-2.23942828,0.951583385,1.83705521,3.94199371,4.39496756,10,0,1
0.01,39,-0.544972301,-3.43253422,-1.77977812,-1.02418852,-1.2464962,1.28267229,4.9254899,-3.34286332,2.15620971,5.42365122,4.84764051,-3.75795412,0.128126979,2.41000032,5.85900068,-2.25854087,0.969843984,1.85913229,3.97201085,4.3904357,10,0,1
0.01,40,-0.601400197,-3.42300224,-1.77444017,-1.02809298,-1.24447107,1.30753744,4.90304136,-3.37407064,2.14334965,5.47186661,4.80283499,-3.80816412,0.153418005,2.43905592,5.8544035,-2.27780771,0.987966776,1.88135159,4.00214195,4.3853941,10,0,1
0.01,41,-0.657777071,-3.41275311,-1.76944411,-1.03177691,-1.24232602,1.33234966,4.88035965,-3.40535307,2.1296649,5.51901293,4.75739288,-3.8576386,0.177988812,2.46854091,5.8494668,-2.29722095,1.0061723,1.90394032,4.03227758,4.37943172,10,0,1
0.01,42,-0.714085817,-3.40193295,-1.7647649,-1.03537071,-1.24022019,1.35729539,4.85713387,-3.43710041,2.1151855,5.56553602,4.71151781,-3.90668821,0.202123865,2.49847245,5.84410095,-2.31679749,1.0243634,1.92680538,4.06245518,4.37272406,10,0,1
0.01,43,-0.770350635,-3.39051175,-1.76038635,-1.0388602,-1.23813117,1.38236654,4.83336973,-3.46928,2.09988642,5.61137056,4.66517735,-3.95528388,0.225761741,2.52881312,5.83832741,-2.33653331,1.04254413,1.94994962,4.09267235,4.36524296,10,0,1
0.01,44,-0.826540351,-3.37860179,-1.75630343,-1.04232121,-1.23615992,1.40767121,4.80887604,-3.5021286,2.08376217,5.65679598,4.6185317,-4.00365353,0.249147251,2.55962825,5.83205748,-2.3564446,1.06065941,1.97333217,4.12296152,4.35710716,10,0,1
0.01,45,-0.882599473,-3.36593485,-1.75254166,-1.04553246,-1.2340194,1.43288374,4.78422403,-3.53493547,2.0668149,5.70095205,4.57129574,-4.05109787,0.271538198,2.59076595,5.82549477,-2.37648916,1.07885885,1.99712372,4.15321636,4.34792519,10,0,1
