tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,2.87856698,-2.08255124,-2.86415601,-0.454184115,-1.19482028,1.30500948,5.10573101,-3.23456097,1.53785288,3.25743747,6.07352829,-1.30791497,-0.0315656513,3.20651364,4.99307775,-1.57333863,0.609539747,1.72252262,2.79802728,3.72738218,19,1,1
0.01,1,2.85790968,-2.10537601,-2.85109472,-0.457460523,-1.18813622,1.33599174,5.08990002,-3.26242971,1.54352093,3.31015944,6.06336212,-1.35213935,-0.00703808106,3.23801804,4.98463631,-1.59375083,0.624935031,1.74348509,2.82388377,3.74561167,19,1,1
0.01,2,2.83242846,-2.13310432,-2.83528566,-0.46172899,-1.18191433,1.36579943,5.07269287,-3.2908318,1.55044091,3.36500764,6.05104876,-1.39993465,0.0160379466,3.26620674,4.97829771,-1.6151886,0.639321268,1.76302874,2.85094666,3.76582479,19,1,1
0.01,3,2.80430722,-2.16235566,-2.81888866,-0.466899961,-1.17666817,1.39211309,5.0576086,-3.31686139,1.55764389,3.4164238,6.04027271,-1.44559276,0.0365548767,3.29163146,4.97332001,-1.63690734,0.653242052,1.78176093,2.87832928,3.78631687,19,1,1
0.01,4,2.77073598,-2.19617772,-2.80009437,-0.473657012,-1.17230463,1.41533947,5.04324245,-3.34149575,1.56626976,3.46745276,6.02921486,-1.49260294,0.0544530936,3.31258869,4.97103167,-1.65953028,0.666215718,1.79881179,2.90679169,3.80848622,19,1,1
0.01,5,2.74023962,-2.22567487,-2.78300071,-0.479330719,-1.16723704,1.44123816,5.02736568,-3.36770153,1.57271945,3.51856208,6.01721573,-1.53872025,0.074394621,3.33744812,4.96600103,-1.68156791,0.679949105,1.81745815,2.93466806,3.82884479,19,1,1
0.01,6,2.71069145,-2.25324154,-2.76663518,-0.484577388,-1.16191769,1.46817172,5.01065016,-3.39465642,1.57795489,3.56947494,6.00450945,-1.58442056,0.095054701,3.36401081,4.95964956,-1.70341885,0.69396168,1.83686173,2.96238375,3.84828591,19,1,1
0.01,7,2.68677926,-2.27436543,-2.75302672,-0.48798573,-1.1553731,1.49941003,4.99164057,-3.42404985,1.58000088,3.62044048,5.99071407,-1.62851262,0.118849434,3.39681506,4.9489007,-1.72436762,0.709155738,1.85886347,2.98914242,3.86505151,19,1,1
0.01,8,2.65580654,-2.30148458,-2.73643327,-0.493428677,-1.15009105,1.52641404,4.97386122,-3.45148587,1.58411217,3.67090726,5.97676516,-1.67437911,0.139196068,3.42359042,4.94192886,-1.74646437,0.723078668,1.87853837,3.01722598,3.88401532,19,1,1
0.01,9,2.62185669,-2.3302784,-2.71876502,-0.499628007,-1.14527082,1.55203986,4.95615292,-3.4784441,1.58851874,3.72107625,5.96232176,-1.72093725,0.158345953,3.44842529,4.93604898,-1.76903856,0.736561656,1.89753795,3.04595065,3.90354824,19,1,1
0.01,10,2.58923054,-2.35690117,-2.7018981,-0.505315304,-1.14007151,1.57903171,4.93738127,-3.50629401,1.59150791,3.77107191,5.94716454,-1.76700401,0.178350449,3.47525668,4.92859888,-1.79133284,0.750371218,1.91739905,3.07441282,3.92202854,19,1,1
0.01,11,2.55777073,-2.38151884,-2.6858058,-0.510513246,-1.13455832,1.60720646,4.91759968,-3.53498363,1.59317005,3.82080102,5.93131447,-1.81257975,0.199042588,3.50393391,4.91965437,-1.81346154,0.764463186,1.93813026,3.10273862,3.93953228,19,1,1
0.01,12,2.53023791,-2.4020586,-2.67157412,-0.514461875,-1.12818134,1.63830602,4.89602995,-3.5654211,1.59243488,3.87021995,5.91470098,-1.85683155,0.221549407,3.53686476,4.90753794,-1.83497322,0.779200315,1.96061778,3.13037658,3.95520592,19,1,1
0.01,13,2.49108505,-2.43124056,-2.65265775,-0.52164638,-1.12390435,1.66274858,4.87678194,-3.59261847,1.5952307,3.91940951,5.89792538,-1.90434194,0.239202544,3.56018066,4.90178871,-1.85825861,0.792196274,1.97938812,3.16021776,3.97426701,19,1,1
0.01,14,2.45807838,-2.45456147,-2.63660836,-0.526924193,-1.11839688,1.69125414,4.85532808,-3.62211728,1.59486639,3.96814132,5.8804059,-1.94978869,0.25947395,3.58955264,4.89164352,-1.88057351,0.806154907,2.00066733,3.18892312,3.99069762,19,1,1
0.01,15,2.42554092,-2.47658181,-2.62094879,-0.531944871,-1.11266315,1.7206161,4.83290148,-3.65228105,1.59335935,4.01657629,5.86222696,-1.99498653,0.280093551,3.62013984,4.88037539,-1.90285265,0.820240676,2.02254939,3.21765161,4.00644398,19,1,1
0.01,16,2.39377022,-2.49730873,-2.60582781,-0.536631107,-1.10671127,1.75080609,4.80956507,-3.68312263,1.5907073,4.0645752,5.84352064,-2.03971291,0.300967813,3.65200853,4.86793184,-1.92500556,0.834411979,2.04504228,3.24628568,4.0214467,19,1,1
0.01,17,2.34155345,-2.52254915,-2.55839562,-0.551939607,-1.0966053,1.78045952,4.78499079,-3.69722772,1.58806407,4.12882137,5.81859732,-2.09611583,0.329152435,3.68083143,4.85193348,-1.94658768,0.857331693,2.06829906,3.27703929,4.04016924,19,1,1
