tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.33132803,-3.25092006,-2.11302805,-0.835083485,-1.32473612,0.566281378,5.28207493,-2.62982059,2.128124,3.39916158,5.8595562,-1.84143901,-0.896076143,1.59697044,5.79618216,-1.60296035,0.270972818,1.1815815,2.96093774,4.16114378,19,0,1
0.01,1,1.28350341,-3.26400781,-2.09694052,-0.841875792,-1.32182097,0.58714664,5.27414751,-2.64706206,2.1372385,3.45879769,5.8443923,-1.89885938,-0.868169248,1.60759676,5.80391502,-1.61818266,0.287189305,1.19486308,2.98791909,4.17725039,19,0,1
0.01,2,1.23509371,-3.27640033,-2.08103848,-0.848603368,-1.31890857,0.608234406,5.26575184,-2.66477108,2.14581203,3.51838708,5.82820559,-1.95638049,-0.839941621,1.61867952,5.81140995,-1.6335026,0.303500414,1.2083137,3.01508141,4.19297934,19,0,1
0.01,3,1.18637955,-3.28817821,-2.06545234,-0.855219901,-1.31601059,0.629399419,5.25702429,-2.68278623,2.15384173,3.57781339,5.81110048,-2.01382446,-0.811503112,1.63026762,5.81866312,-1.64882982,0.319901705,1.22196054,3.04227495,4.20819283,19,0,1
0.01,4,1.13716924,-3.29926968,-2.05010343,-0.861757994,-1.31313133,0.650685787,5.24789906,-2.70116925,2.16133881,3.63707447,5.79302931,-2.07124329,-0.782884002,1.64224577,5.82571459,-1.66421115,0.336362094,1.23576367,3.06961036,4.22297955,19,0,1
0.01,5,1.08758116,-3.30967712,-2.03504896,-0.868195593,-1.31026626,0.672078311,5.23841906,-2.71990228,2.16827178,3.69610763,5.77406073,-2.12852192,-0.754088819,1.6547612,5.83249187,-1.67967343,0.352939785,1.24977922,3.09705138,4.23728657,19,0,1
0.01,6,1.03750563,-3.31943536,-2.02022338,-0.874554157,-1.30740702,0.693683207,5.22845173,-2.73911214,2.17463422,3.75508928,5.75405645,-2.18586683,-0.725037158,1.66777551,5.83901119,-1.69518888,0.369593143,1.26397943,3.12461662,4.25112867,19,0,1
0.01,7,0.987128854,-3.32852888,-2.00572062,-0.8808043,-1.30456626,0.715349019,5.21815681,-2.75862694,2.1804316,3.81376314,5.7331748,-2.24303293,-0.695882559,1.68124866,5.84530449,-1.71076584,0.386316746,1.27835548,3.15224862,4.2644701,19,0,1
0.01,8,0.936341166,-3.33694029,-1.99148262,-0.88696146,-1.30173457,0.737199247,5.20739985,-2.77859569,2.18563104,3.87229943,5.71132994,-2.30013871,-0.666531324,1.69531727,5.8512845,-1.72642207,0.403163612,1.29298174,3.18001795,4.27730513,19,0,1
0.01,9,0.885157287,-3.34466887,-1.97754037,-0.89302367,-1.29892659,0.759128809,5.19627333,-2.79890466,2.19026017,3.93055367,5.68856478,-2.35710478,-0.637094319,1.70981824,5.85703897,-1.74216473,0.420067608,1.30776596,3.20788884,4.28965092,19,0,1
