tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.22901261,-3.26620913,-2.02944446,-0.852619886,-1.30542755,0.423229784,5.38407707,-2.40997791,2.17258573,3.22082782,5.8847332,-1.70300627,-1.2084285,1.25345719,5.90645075,-1.46969414,0.178378999,1.07700002,2.87219238,4.12826872,18,0,1
0.01,1,1.18066919,-3.27790022,-2.01361823,-0.859086514,-1.30230927,0.443347067,5.37831926,-2.42442465,2.18388438,3.28226089,5.871593,-1.7636503,-1.1793766,1.25840151,5.916852,-1.48188746,0.193897367,1.08900762,2.89840889,4.1442709,18,0,1
0.01,2,1.13191259,-3.28890944,-1.99806833,-0.865452468,-1.29919589,0.463587016,5.37222052,-2.43920565,2.19468188,3.34361315,5.85740089,-1.82430017,-1.14994979,1.26381266,5.92708492,-1.49407649,0.209496289,1.10117316,2.92472172,4.15983105,18,0,1
0.01,3,1.08273113,-3.29924989,-1.98279631,-0.87172246,-1.29609346,0.483955175,5.36576509,-2.45434737,2.20498562,3.40488601,5.84216976,-1.8849436,-1.12016785,1.26970541,5.93714142,-1.50627053,0.225179777,1.11350667,2.95114684,4.17494822,18,0,1
0.01,4,1.03314292,-3.30892467,-1.96781003,-0.877895892,-1.29300225,0.504444599,5.35896301,-2.46984553,2.21478438,3.46604586,5.82590675,-1.94553101,-1.0900439,1.2761246,5.94700527,-1.5185076,0.240967825,1.12601268,2.97767615,4.18961334,18,0,1
0.01,5,0.983171344,-3.31793499,-1.95312393,-0.883967638,-1.28992379,0.525054932,5.35180187,-2.48570561,2.22407913,3.52708817,5.808599,-2.00608325,-1.05961084,1.2830112,5.95670366,-1.53074646,0.25681603,1.13867366,3.0043025,4.20381594,18,0,1
0.01,6,0.932809591,-3.32627487,-1.93872726,-0.889943004,-1.28685653,0.545783699,5.34428835,-2.50193071,2.23286152,3.58796382,5.79027653,-2.06651711,-1.02890337,1.29042304,5.96620941,-1.54302514,0.272758543,1.15150964,3.03103518,4.21755362,18,0,1
0.01,7,0.882071972,-3.33395386,-1.92462897,-0.895817876,-1.28380024,0.56666249,5.33638668,-2.51856041,2.24111557,3.64874101,5.77089405,-2.12691832,-0.997867823,1.29838586,5.97551298,-1.55535102,0.288790464,1.16451967,3.05786896,4.23081446,18,0,1
0.01,8,0.831013501,-3.34096503,-1.9108547,-0.901586592,-1.28076208,0.587626755,5.32814837,-2.53552842,2.24884987,3.70929694,5.75050592,-2.18716693,-0.966620982,1.30683672,5.98465109,-1.56769454,0.304881632,1.1776911,3.08478856,4.24358463,18,0,1
0.01,9,0.779568315,-3.34730434,-1.89737511,-0.907258928,-1.27773404,0.608735919,5.31951666,-2.55290556,2.25605059,3.76970005,5.72907877,-2.24730587,-0.93512392,1.31584859,5.99357605,-1.5800966,0.321072578,1.19105315,3.11182618,4.25586367,18,0,1
0.01,10,0.727819502,-3.35297465,-1.88422525,-0.912823975,-1.27472389,0.629945338,5.31052876,-2.57064533,2.26270747,3.82988024,5.70664167,-2.30729055,-0.903413236,1.32540309,6.00230742,-1.59254873,0.337338716,1.20458901,3.13895011,4.26763439,18,0,1
