tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.29402661,-3.28285456,-2.11270761,-0.832780957,-1.32546401,0.598393679,5.2421751,-2.66371846,2.14010978,3.50979996,5.81350565,-1.91552591,-0.835799575,1.63225126,5.77256298,-1.62001741,0.285922587,1.18065262,2.9564209,4.15582705,33,3,1
0.01,1,1.2457267,-3.29569769,-2.09675121,-0.839684963,-1.3224678,0.619589031,5.23344946,-2.68170857,2.14805126,3.56929779,5.79672623,-1.97282529,-0.80751121,1.6438843,5.77984095,-1.63554621,0.302298486,1.19407928,2.98338008,4.1717391,34,3,1
0.01,2,1.19697428,-3.30789137,-2.08105159,-0.846508503,-1.31949317,0.64091152,5.22433567,-2.7000618,2.15545082,3.62863994,5.77899742,-2.03009009,-0.779022872,1.65595746,5.78689528,-1.6511333,0.318763822,1.20767593,3.01044202,4.18721056,34,3,1
0.01,3,1.14781213,-3.31941009,-2.06563044,-0.853236318,-1.31653512,0.662347078,5.21484804,-2.71877217,2.16229439,3.68779254,5.76033401,-2.08727813,-0.750352383,1.66851032,5.79370975,-1.66676223,0.335316092,1.22146642,3.03760886,4.20221519,34,3,1
0.01,4,1.09822774,-3.33024883,-2.05048299,-0.859871507,-1.31359005,0.683929145,5.20495081,-2.73788309,2.16855884,3.74676871,5.74072218,-2.1444068,-0.721467733,1.6815933,5.80025959,-1.68246627,0.351967901,1.23546183,3.06489682,4.21675539,34,3,1
0.01,5,1.04821432,-3.34043217,-2.03560114,-0.866419017,-1.31066144,0.705626249,5.19465399,-2.75736189,2.17426205,3.80554295,5.72015524,-2.20146322,-0.692445338,1.69511187,5.80657816,-1.69821906,0.368682742,1.24962258,3.09227729,4.23082638,34,3,1
0.01,6,0.997806907,-3.34992409,-2.0209887,-0.872869492,-1.3077383,0.727436483,5.18396091,-2.77720165,2.17938232,3.86409426,5.69865131,-2.2584002,-0.66326642,1.70917809,5.81262398,-1.71404862,0.385509789,1.26401699,3.11979222,4.24440193,34,3,1
0.01,7,0.947015166,-3.35874653,-2.00668573,-0.879221678,-1.30483997,0.749402165,5.17283773,-2.7974751,2.18390179,3.92241645,5.67621708,-2.31525207,-0.63394475,1.72373152,5.8184166,-1.72995269,0.402403742,1.27858889,3.14739656,4.25749493,34,3,1
0.01,8,0.895864308,-3.36690068,-1.99266684,-0.885490775,-1.30196631,0.771483362,5.16132784,-2.81812501,2.18784761,3.9804759,5.65287399,-2.3719492,-0.604552031,1.73879349,5.82393312,-1.74592781,0.419391811,1.29336143,3.17510176,4.27006674,35,3,1
0.01,9,0.841329515,-3.37245154,-1.97724688,-0.89266336,-1.29950285,0.793771923,5.14976072,-2.83797169,2.18986583,4.04040766,5.62868309,-2.43191695,-0.572301984,1.75324392,5.82811832,-1.76072407,0.437966079,1.30782413,3.20260835,4.28181076,34,3,1
0.01,10,0.78979671,-3.37948942,-1.96401298,-0.898630619,-1.29662418,0.816095471,5.13736534,-2.85955286,2.19274998,4.09763288,5.60353613,-2.48792624,-0.543058336,1.76946485,5.83320808,-1.77701962,0.45492357,1.32303774,3.23055267,4.29338408,34,3,1
0.01,11,0.74022007,-3.38721466,-1.95239401,-0.903663874,-1.29345584,0.838527262,5.12419176,-2.88253045,2.19599271,4.15308714,5.57728338,-2.54124117,-0.515834391,1.7870928,5.8388648,-1.79433465,0.470831186,1.33895028,3.2588737,4.30469561,34,4,1
0.01,12,0.68771255,-3.39265037,-1.93961084,-0.909522772,-1.29064941,0.861104965,5.11098719,-2.90478301,2.19745874,4.20995712,5.55034828,-2.59727049,-0.486202717,1.8042146,5.84329271,-1.81063604,0.488108426,1.35455739,3.28698707,4.3151679,34,4,1
0.01,13,0.634874225,-3.39741373,-1.92713165,-0.915283799,-1.28784978,0.883860707,5.09730339,-2.9275074,2.19828129,4.26651955,5.52253199,-2.65311718,-0.456547856,1.82187748,5.84742117,-1.82704461,0.505464077,1.3703779,3.31520009,4.32509995,34,4,1
0.01,14,0.581756711,-3.40148687,-1.91497815,-0.920939922,-1.28508127,0.906684041,5.08323622,-2.95057464,2.19846988,4.32269859,5.4938736,-2.7087152,-0.426924169,1.84006321,5.85126066,-1.84354091,0.522893608,1.38642967,3.3435173,4.33446312,34,4,1
0.01,15,0.528355181,-3.40489149,-1.90314031,-0.92649579,-1.28233397,0.929627419,5.06872702,-2.97405005,2.19800496,4.37851858,5.4643507,-2.76410031,-0.397322476,1.8587749,5.85480165,-1.86014497,0.540391266,1.40269566,3.3719244,4.34325886,34,4,1
0.01,16,0.474695086,-3.40763044,-1.8916204,-0.931949914,-1.27960396,0.952709377,5.05376005,-2.99795699,2.1968832,4.43396187,5.43400097,-2.81923962,-0.36779055,1.87799883,5.85805178,-1.87684107,0.557943344,1.41917396,3.40041471,4.35148335,34,4,1
0.01,17,0.419830143,-3.41056252,-1.88008952,-0.937592268,-1.27712679,0.973832786,5.03987455,-3.01980853,2.19654322,4.48854065,5.40284634,-2.87422848,-0.340618789,1.89309263,5.86356544,-1.89167511,0.574048579,1.43438327,3.42828393,4.35924053,34,4,1
0.01,18,0.365665853,-3.41193271,-1.86921883,-0.942838728,-1.27443707,0.997175574,5.02400875,-3.04455662,2.19408488,4.54320335,5.37085056,-2.92887592,-0.311196327,1.91337919,5.86621666,-1.90858805,0.591737211,1.45130491,3.45695901,4.36629391,34,4,1
0.01,19,0.311274767,-3.41262341,-1.85868382,-0.947979569,-1.27177143,1.02062416,5.00770569,-3.06970477,2.19094896,4.59743118,5.33808422,-2.98322105,-0.281898052,1.93421853,5.86853266,-1.92561615,0.609503329,1.46848607,3.48573661,4.37272978,34,4,1
0.01,20,0.256687164,-3.41265154,-1.84848082,-0.953015566,-1.26913059,1.04417348,4.99095631,-3.09524703,2.18713212,4.65119553,5.30454445,-3.03727937,-0.252744257,1.9555378,5.87055969,-1.94274688,0.627304673,1.48587501,3.51458335,4.37855864,34,4,1
0.01,21,0.201882839,-3.4120028,-1.83859801,-0.957949042,-1.26650846,1.06787825,4.97370911,-3.12125182,2.18259978,4.70452118,5.27023983,-3.09104013,-0.22372961,1.97743273,5.87222528,-1.96001816,0.645180941,1.50352275,3.54353118,4.38376427,34,4,1
