tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.08740079,-2.43646502,-1.88860297,-0.761653304,-1.08519256,1.90841889,3.92583728,-3.94034028,1.42784083,4.13648272,5.15455866,-2.71157646,0.185928255,2.75857329,5.14122868,-1.95445609,0.617420614,1.66181552,3.49550676,4.13745356,11,0,1
0.01,1,1.04224992,-2.44184542,-1.87693059,-0.764131188,-1.07990503,1.93848741,3.8942728,-3.9722259,1.41338551,4.17441607,5.13223314,-2.75454521,0.207731992,2.78806615,5.13516903,-1.97754931,0.633778751,1.68176746,3.5262742,4.14549828,11,0,1
0.01,2,0.996737719,-2.44652534,-1.8654573,-0.766524255,-1.07457471,1.96880722,3.86188149,-4.00442266,1.39799464,4.21169996,5.10953236,-2.79733658,0.229339227,2.81801486,5.12859011,-2.00079942,0.650178313,1.70206523,3.55725765,4.15291214,11,0,1
0.01,3,0.950983346,-2.45063496,-1.85419381,-0.768844306,-1.06921768,1.99928975,3.82879901,-4.03682613,1.38172221,4.24829626,5.08652115,-2.83988643,0.250709325,2.84838557,5.12149191,-2.02423024,0.666596413,1.72262013,3.58832121,4.15971947,11,0,1
0.01,4,0.905017436,-2.4541378,-1.84316576,-0.771082938,-1.06384218,2.02987432,3.79508495,-4.06937075,1.36461842,4.28416061,5.0632844,-2.88215494,0.271768689,2.87905669,5.11396217,-2.04775524,0.683006942,1.74345469,3.61949348,4.16588306,11,0,1
0.01,5,0.858957946,-2.45712137,-1.8323797,-0.773252785,-1.05847549,2.06042171,3.76095366,-4.10190487,1.34679663,4.31923437,5.03994513,-2.92404652,0.292439669,2.90989757,5.10608864,-2.07131124,0.699349999,1.7644676,3.65066123,4.17143822,11,0,1
0.01,6,0.812576234,-2.45944333,-1.82178605,-0.77534014,-1.05305707,2.09125686,3.72591829,-4.13474655,1.32797635,4.35360241,5.01629734,-2.96574903,0.312882602,2.94121432,5.09762049,-2.09506726,0.715732336,1.78583932,3.68202543,4.17632198,11,0,1
0.01,7,0.765910685,-2.46131229,-1.81163275,-0.777241051,-1.04762316,2.12228632,3.69009304,-4.16783047,1.30824041,4.38721609,4.99238777,-3.00713086,0.333057702,2.97287774,5.0886488,-2.11900473,0.732076943,1.80742204,3.71349931,4.18054533,11,0,1
0.01,8,0.719195724,-2.46243834,-1.80150378,-0.779156685,-1.04215598,2.15337539,3.65369225,-4.20094013,1.28765976,4.42001963,4.96836281,-3.04830265,0.352871299,3.00483847,5.0792346,-2.14300537,0.748414457,1.829355,3.74505424,4.18408918,11,0,1
0.01,9,0.672365665,-2.46301532,-1.79159725,-0.781001806,-1.03667951,2.18450594,3.61675525,-4.23406982,1.26628387,4.45199347,4.9443078,-3.08908987,0.372295201,3.03705192,5.06934834,-2.16709065,0.764718592,1.85155785,3.77666545,4.18696356,11,0,1
0.01,10,0.623023093,-2.4639895,-1.781376,-0.783014715,-1.03106272,2.21715665,3.57587194,-4.26934195,1.24218416,4.48502207,4.91718721,-3.13252497,0.392595619,3.07084537,5.05816031,-2.1924727,0.781353712,1.87425637,3.80899858,4.18914938,11,0,1
0.01,11,0.575969219,-2.46313405,-1.77361417,-0.784915268,-1.02601886,2.24851799,3.53763127,-4.3027463,1.21884966,4.51522303,4.8930912,-3.17301679,0.410980135,3.10367393,5.04721594,-2.21658969,0.797775745,1.89711654,3.84078407,4.19061375,11,0,1
0.01,12,0.528856397,-2.46197653,-1.76455283,-0.786527574,-1.02053881,2.27984667,3.49884772,-4.33599377,1.19489515,4.5445919,4.86885738,-3.21287131,0.42922461,3.13660049,5.0359602,-2.24093437,0.813918531,1.9201324,3.87258697,4.19138288,11,0,1
0.01,13,0.481545746,-2.46016955,-1.75568295,-0.78805244,-1.01499724,2.31148291,3.45910358,-4.36947107,1.16987407,4.57310534,4.84449196,-3.25248456,0.447179317,3.16999841,5.02402925,-2.26549125,0.830061197,1.94353271,3.90456057,4.19140768,11,0,1
0.01,14,0.434330046,-2.45858359,-1.74749827,-0.789285958,-1.00938153,2.34324646,3.41847277,-4.4030447,1.14424765,4.60072517,4.81965923,-3.29155254,0.463141948,3.20233703,5.01148462,-2.28967357,0.845504224,1.96717405,3.93663335,4.1905489,11,0,1
0.01,15,0.389140636,-2.45277524,-1.74031675,-0.79133749,-1.00519991,2.37311387,3.37962151,-4.43634129,1.11816192,4.62596989,4.7965641,-3.32810903,0.479588151,3.23644662,4.99843597,-2.31395912,0.861277044,1.9914403,3.96828246,4.1888938,11,0,1
0.01,16,0.340453863,-2.44966316,-1.73194659,-0.792685807,-0.99948585,2.40442967,3.33858848,-4.46953821,1.09098411,4.65264177,4.77125168,-3.36747432,0.496215582,3.26996899,4.98547602,-2.33873391,0.877064586,2.01557279,4.00071239,4.18670702,11,0,1
0.01,17,0.290731192,-2.44829965,-1.72273862,-0.793485403,-0.992657065,2.43880701,3.29246593,-4.50480461,1.06078291,4.67747164,4.74695158,-3.40743661,0.513526022,3.30438542,4.97137642,-2.36404777,0.892894268,2.03987622,4.03346872,4.18381405,11,0,1
0.01,18,0.243842095,-2.44330621,-1.71550262,-0.794193029,-0.987597942,2.46924567,3.25142646,-4.53746653,1.03275073,4.70071363,4.72391558,-3.44384003,0.528831959,3.33811712,4.95757151,-2.38867211,0.908416688,2.06464934,4.06567383,4.18005896,11,0,1
0.01,19,0.196560219,-2.43799138,-1.70829606,-0.795088768,-0.98189795,2.50149989,3.20763445,-4.57102966,1.00244474,4.72340202,4.70001459,-3.48120737,0.544260025,3.37277055,4.94268703,-2.41373897,0.923947155,2.08980012,4.09802008,4.17549562,11,0,1
0.01,20,0.149355754,-2.43202758,-1.70188713,-0.795954585,-0.976295233,2.53389907,3.16312814,-4.60457897,0.971184433,4.74510479,4.67630291,-3.51834273,0.55911386,3.40762305,4.92723131,-2.43880701,0.939412534,2.11531305,4.13043308,4.17012024,11,0,1
0.01,21,0.102056265,-2.42557669,-1.69511557,-0.796675324,-0.970505059,2.56649852,3.11770368,-4.63811207,0.938941956,4.76579523,4.65265656,-3.55512261,0.573735058,3.4427371,4.91123819,-2.46408391,0.954744637,2.14115238,4.16297388,4.16392517,11,0,1
0.01,22,0.0549380146,-2.41874337,-1.68855464,-0.797333419,-0.96471864,2.59902358,3.07189322,-4.67137003,0.906031668,4.78548717,4.62932253,-3.59149289,0.587863803,3.47782254,4.89491701,-2.48934293,0.969898045,2.16715956,4.19543266,4.157022,11,0,1
0.01,23,0.0104021765,-2.4080615,-1.68386149,-0.798659265,-0.959465563,2.63143492,3.02588105,-4.70519257,0.871954918,4.80278826,4.6067872,-3.62555432,0.601214051,3.5134573,4.87774229,-2.51439619,0.984552205,2.19371271,4.22755718,4.14913845,11,0,1
