tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,0.80242312,-2.88814306,-1.87085354,-0.831972122,-1.20539033,1.47741234,4.28682852,-3.63603354,1.75644195,4.23035908,5.16721582,-2.78578091,-0.0625196025,2.26465225,5.44456911,-1.9246968,0.49758783,1.4448359,3.41452098,4.24681759,20,1,1
0.01,1,0.75183326,-2.89188313,-1.85868728,-0.835988879,-1.20118666,1.50646269,4.25976467,-3.66796088,1.74520195,4.276371,5.1408267,-2.83471751,-0.0362689346,2.29122424,5.44256687,-1.94636202,0.515419066,1.46284294,3.44509816,4.25572062,20,1,1
0.01,2,0.700922787,-2.89494896,-1.84680283,-0.839912593,-1.1969887,1.53565145,4.2320509,-3.70021605,1.73308408,4.32175064,5.11392975,-2.88339376,-0.0102056684,2.31826115,5.44013405,-1.96818423,0.533324659,1.48112607,3.47580051,4.26399183,20,1,1
0.01,3,0.649772108,-2.89737558,-1.83521664,-0.843741179,-1.1928041,1.56493449,4.20375443,-3.73274374,1.72011518,4.36645269,5.08658981,-2.93175769,0.0156178735,2.34571409,5.4373045,-1.99012518,0.551258266,1.49964249,3.50657749,4.27163935,20,1,1
0.01,4,0.598323286,-2.89911151,-1.8238976,-0.847474277,-1.18860495,1.59446371,4.17469263,-3.76569605,1.70618629,4.41050816,5.05878782,-2.97983432,0.0412650071,2.37374997,5.4339633,-2.01224351,0.569278002,1.51848531,3.53750658,4.27863264,20,1,1
0.01,5,0.546649635,-2.90020585,-1.81287587,-0.851111531,-1.18441856,1.62408102,4.14503241,-3.79890323,1.6913892,4.4538517,5.03056717,-3.02760649,0.0666553304,2.40219402,5.43020964,-2.03450036,0.587331176,1.53757536,3.56851172,4.2849741,20,1,1
0.01,6,0.494726032,-2.90064383,-1.80213523,-0.854657054,-1.18023634,1.65384781,4.11470079,-3.83242202,1.67568076,4.49647236,5.00195742,-3.07506728,0.0917825252,2.43106413,5.42602873,-2.056885,0.605404258,1.55692255,3.59961963,4.29066324,20,1,1
0.01,7,0.442567497,-2.90040922,-1.79167354,-0.858104646,-1.17604709,1.68382788,4.0836153,-3.86631536,1.65899849,4.53838444,4.97294474,-3.12222219,0.116680861,2.4604845,5.42132473,-2.07946348,0.6235466,1.57658482,3.63084888,4.29567099,20,1,1
0.01,8,0.390200615,-2.89951658,-1.78150582,-0.86145556,-1.17186499,1.71391594,4.05188847,-3.90046144,1.64141345,4.57952404,4.94361591,-3.16902804,0.141268969,2.49032211,5.41616774,-2.10217214,0.641726136,1.5965457,3.66218376,4.29998112,20,1,1
0.01,9,0.337632805,-2.89797521,-1.77162325,-0.864713728,-1.16769123,1.74414861,4.01947641,-3.93489456,1.62289083,4.6198864,4.91394663,-3.21552229,0.165567756,2.52056813,5.41057158,-2.12503457,0.659903765,1.61674738,3.69360304,4.30362082,20,1,1
0.01,10,0.284912854,-2.89582205,-1.76203012,-0.867877305,-1.16352272,1.77451479,3.98637486,-3.96959352,1.60341823,4.65945864,4.8839798,-3.26167536,0.189558148,2.55127144,5.40447998,-2.14805174,0.678114176,1.63724101,3.72508311,4.30654287,20,1,1
0.01,11,0.232033134,-2.89297938,-1.75272763,-0.87093848,-1.15934956,1.80506098,3.95254779,-4.00459099,1.58297825,4.69820166,4.85377169,-3.30745649,0.213225007,2.58243656,5.39789152,-2.17122984,0.696348429,1.65805268,3.75669169,4.30875111,20,1,1
0.01,12,0.179005548,-2.88950396,-1.74371493,-0.873905301,-1.1551851,1.8357209,3.9180429,-4.03981352,1.5615983,4.73610306,4.82332802,-3.35289407,0.236537918,2.61396194,5.39085436,-2.19452357,0.714571595,1.67913961,3.78837824,4.31023216,20,1,1
0.01,13,0.125873953,-2.88540149,-1.73499882,-0.876773477,-1.15102911,1.86650789,3.88284659,-4.0752697,1.53925633,4.7731576,4.79267788,-3.39796567,0.259499371,2.64592791,5.38331032,-2.21797538,0.732811689,1.7005384,3.82013965,4.31096411,20,1,1
