dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,converged
0.5,0,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,1,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,2,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,3,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,4,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,5,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,6,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,7,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,11,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,12,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,13,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,14,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,15,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,16,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,17,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,18,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,19,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,20,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,21,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,22,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,23,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,24,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,25,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,26,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,27,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,28,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,29,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,30,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,31,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,32,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,33,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,34,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,35,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,36,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,37,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,38,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,39,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,40,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,41,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,42,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,43,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,44,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,45,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,46,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,47,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,48,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,49,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,50,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,51,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,52,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,53,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,54,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,55,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,56,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,57,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,58,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,59,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,60,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,61,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,62,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,63,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,64,4.0354557,4.07695818,4.23303699,4.10251427,4.00620031,4.21348381,4.18659925,3.99900675,4.15679693,4.24134827,4.0419693,4.10474348,4.25537586,4.10571718,4.07656479,4.23561764,4.15848446,4.06599569,4.18521023,4.16490221,1
0.5,65,4.04404306,4.08618498,4.24157667,4.11079836,4.01536512,4.22238922,4.19477272,4.00785875,4.16596031,4.24967957,4.05045843,4.11391878,4.26399183,4.11396694,4.085536,4.24447107,4.16668797,4.0746851,4.19419861,4.17328739,1
0.5,66,4.05263281,4.09541082,4.25011349,4.11908531,4.02453184,4.23129177,4.20294666,4.01671314,4.17512131,4.25800943,4.05895138,4.12309361,4.27260399,4.12221909,4.09450865,4.25332117,4.17489147,4.08337784,4.20318508,4.18167067,1
0.5,67,4.06122589,4.10463667,4.25864792,4.12737417,4.03369951,4.24019051,4.21112108,4.02557135,4.18427944,4.26633739,4.06744766,4.13226795,4.28121281,4.13047361,4.10348415,4.26216841,4.18309498,4.09207439,4.21217108,4.19005299,1
0.5,68,4.06982183,4.11386061,4.26717949,4.13566542,4.04286814,4.24908543,4.21929646,4.03443241,4.19343472,4.27466297,4.07594776,4.14144135,4.28981829,4.13873005,4.11246014,4.27101183,4.19129944,4.10077381,4.22115517,4.19843388,1
0.5,69,4.07841969,4.12308455,4.27570868,4.14396,4.05203772,4.25797701,4.22747231,4.04329634,4.20258808,4.28298712,4.0844512,4.15061474,4.29841995,4.14698887,4.12143898,4.27985287,4.1995039,4.10947704,4.23013783,4.20681286,1
0.5,70,4.08702135,4.13230801,4.28423548,4.15225649,4.06120872,4.26686525,4.23564911,4.05216312,4.21173859,4.29130936,4.0929575,4.15978765,4.30701923,4.15525007,4.13041973,4.28869057,4.20770836,4.11818314,4.2391181,4.21519089,1
0.5,71,4.0956254,4.14153004,4.29275894,4.16055536,4.07038021,4.27575016,4.24382687,4.0610323,4.22088623,4.29962969,4.10146761,4.16896009,4.31561422,4.16351366,4.13940144,4.29752445,4.21591425,4.12689304,4.2480979,4.22356701,1
0.5,72,4.10423279,4.15075111,4.30128002,4.16885757,4.0795536,4.28463173,4.2520051,4.06990528,4.23003101,4.30794811,4.10998058,4.17813158,4.32420588,4.17177963,4.14838505,4.30635595,4.22412014,4.13560581,4.25707531,4.23194265,1
0.5,73,4.11284208,4.15997124,4.30979919,4.17716217,4.088727,4.29350948,4.26018476,4.07878017,4.23917341,4.31626558,4.11849833,4.18730259,4.33279467,4.18004799,4.15737057,4.31518364,4.23232698,4.14432144,4.26605177,4.24031639,1
0.5,74,4.12145472,4.16919088,4.31831551,4.18546963,4.09790182,4.3023839,4.26836491,4.08765841,4.24831295,4.32458115,4.12701845,4.19647312,4.34138012,4.18831921,4.16635799,4.32400846,4.24053431,4.15304089,4.27502584,4.24868917,1
0.5,75,4.13007021,4.17840958,4.32682896,4.19377899,4.1070776,4.3112545,4.276546,4.0965395,4.25744963,4.33289528,4.13554239,4.2056427,4.34996223,4.19659233,4.17534637,4.33283043,4.2487421,4.16176319,4.28399849,4.25706053,1
0.5,76,4.13868904,4.18762732,4.3353405,4.20209122,4.11625385,4.32012272,4.28472805,4.10542297,4.2665844,4.3412075,4.14406919,4.21481133,4.35854149,4.20486832,4.18433666,4.34164906,4.25695038,4.17048883,4.2929697,4.2654314,1
0.5,77,4.14730978,4.1968441,4.34384966,4.21040678,4.12543106,4.32898712,4.29291058,4.11430931,4.27571535,4.3495183,4.15260029,4.22397995,4.36711693,4.21314621,4.19332933,4.35046482,4.26515913,4.17921829,4.30193949,4.2737999,1
0.5,78,4.15593386,4.20605993,4.35235596,4.21872425,4.13460922,4.33784771,4.30109453,4.12319851,4.2848444,4.35782719,4.16113424,4.23314762,4.37568903,4.22142696,4.20232296,4.35927677,4.27336884,4.18795013,4.31090736,4.28216839,1
0.5,79,4.16456079,4.21527481,4.36085939,4.22704506,4.14378834,4.34670496,4.30927944,4.13209057,4.29397011,4.36613464,4.16967154,4.24231434,4.38425827,4.2297101,4.21131802,4.36808586,4.28157997,4.19668531,4.31987333,4.29053497,1
0.5,80,4.17319059,4.22448826,4.36936092,4.23536777,4.15296793,4.35555887,4.31746531,4.14098549,4.30309343,4.37444115,4.17821264,4.2514801,4.39282513,4.2379961,4.2203145,4.37689209,4.28979063,4.20542336,4.32883739,4.2989006,1
0.5,81,4.18182325,4.23370028,4.37786007,4.24369383,4.16214848,4.36440945,4.3256526,4.14988232,4.31221342,4.38274574,4.18675709,4.26064539,4.40138769,4.24628448,4.22931242,4.3856945,4.2980032,4.21416473,4.33779955,4.30726528,1
0.5,82,4.1904583,4.24291182,4.38635635,4.25202227,4.1713295,4.37325668,4.33384037,4.15878248,4.32133102,4.39104986,4.19530439,4.26980972,4.4099474,4.25457478,4.23831224,4.39449406,4.30621576,4.22290897,4.3467598,4.31562853,1
0.5,83,4.19909668,4.2521224,4.39485073,4.26035357,4.18051147,4.38210011,4.34202957,4.16768503,4.33044577,4.3993516,4.20385504,4.2789731,4.41850424,4.26286793,4.2473135,4.40329075,4.31442928,4.23165607,4.35571909,4.32399082,1
0.5,84,4.20773745,4.26133156,4.4033432,4.26868773,4.1896944,4.39094067,4.3502202,4.17659044,4.33955765,4.40765285,4.21240997,4.28813553,4.42705822,4.27116442,4.25631571,4.4120841,4.32264376,4.24040699,4.364676,4.33235216,1
0.5,85,4.21638107,4.27053976,4.41183233,4.27702427,4.19887733,4.39977741,4.35841131,4.18549824,4.34866667,4.41595221,4.22096729,4.29729748,4.43560886,4.27946281,4.26531982,4.4208746,4.33085918,4.24916029,4.37363148,4.34071302,1
0.5,86,4.22502804,4.27974653,4.42031956,4.28536415,4.20806122,4.40861082,4.36660385,4.19440842,4.35777283,4.42425013,4.2295289,4.30645847,4.44415665,4.2877636,4.27432489,4.42966127,4.33907557,4.25791693,4.38258457,4.34907246,1
0.5,87,4.23367405,4.28900242,4.42878294,4.29367638,4.21728897,4.417449,4.37475395,4.20334244,4.36690903,4.43250799,4.23808765,4.31566286,4.45268059,4.29603767,4.28337193,4.43845224,4.34725094,4.26669836,4.39156914,4.35739326,1
0.5,88,4.24232674,4.29820538,4.43726635,4.30202198,4.22647285,4.42627525,4.38295078,4.21225739,4.37600803,4.44080448,4.24665546,4.32481956,4.46122217,4.30434561,4.2923789,4.44723272,4.3554697,4.27546024,4.40051746,4.36575174,1
0.5,89,4.25098228,4.30740738,4.44574642,4.3103714,4.23565769,4.43509769,4.39114761,4.22117519,4.38510466,4.44910002,4.25522757,4.33397627,4.46976137,4.31265545,4.30138683,4.45600986,4.36369038,4.28422546,4.40946341,4.37410927,1
0.5,90,4.25964117,4.31660748,4.45422459,4.3187232,4.24484253,4.4439168,4.39934683,4.23009539,4.39419746,4.45739412,4.26380253,4.34313154,4.47829723,4.32096863,4.31039572,4.46478367,4.37191248,4.29299355,4.41840744,4.38246632,1
0.5,91,4.26830196,4.32580662,4.46270084,4.32707739,4.25402832,4.45273304,4.407547,4.23901796,4.40328789,4.46568775,4.27238131,4.35228586,4.48683071,4.32928419,4.31940651,4.47355413,4.38013458,4.30176449,4.42735004,4.39082241,1
0.5,92,4.27696609,4.33500481,4.47117424,4.33543491,4.26321411,4.46154499,4.41574812,4.2479434,4.41237545,4.473979,4.28096294,4.36143923,4.49536037,4.33760166,4.32841825,4.48232174,4.38835812,4.31053829,4.43629074,4.39917707,1
0.5,93,4.28563309,4.34420156,4.47964668,4.34379482,4.27240086,4.47035503,4.42395067,4.25687075,4.42146063,4.48227024,4.28954792,4.37059069,4.50388765,4.34592247,4.33743095,4.49108696,4.39658308,4.31931448,4.44522953,4.40753174,1
0.5,94,4.29430246,4.35339689,4.48811626,4.35215759,4.2815876,4.47916126,4.43215466,4.26580048,4.43054247,4.49056053,4.29813576,4.37974215,4.51241255,4.35424614,4.34644508,4.49984884,4.404809,4.32809353,4.45416594,4.41588497,1
0.5,95,4.30297422,4.36259079,4.49658346,4.36052322,4.29077482,4.48796368,4.44036007,4.27473211,4.43962193,4.49884939,4.30672741,4.3888917,4.52093506,4.36257172,4.35545921,4.50860739,4.41303587,4.33687496,4.46310043,4.42423868,1
0.5,96,4.31164885,4.37178326,4.50504875,4.36889124,4.29996252,4.49676323,4.44856644,4.28366661,4.44869709,4.5071373,4.31532192,4.39803982,4.52945423,4.37090063,4.36447525,4.51736307,4.42126369,4.34565973,4.47203302,4.43259048,1
