tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.52582598,-3.29837036,-2.23870683,-0.795589507,-1.34593892,0.422390908,5.428864,-2.48228693,2.1256907,3.21412158,5.99867201,-1.57860005,-0.987950623,1.67113066,5.76607132,-1.60343623,0.288274407,1.18151152,2.86068678,4.09346485,11,0,1
0.01,1,1.52551401,-3.2985363,-2.23856711,-0.795601964,-1.34589589,0.42270264,5.42866993,-2.48257279,2.12580442,3.21465564,5.99862432,-1.57907939,-0.987707973,1.67126608,5.76614332,-1.60360861,0.288396895,1.18159914,2.86088109,4.09365749,11,0,1
0.01,2,1.52525568,-3.29876971,-2.23844457,-0.795541286,-1.34585142,0.423154384,5.42831421,-2.48302507,2.12594223,3.21524835,5.99866199,-1.57958579,-0.987402439,1.67150629,5.76623392,-1.60387123,0.288530439,1.18167365,2.86106825,4.09393072,11,0,1
0.01,3,1.52477443,-3.29877687,-2.23830318,-0.79575187,-1.34586537,0.422883421,5.42870474,-2.48266149,2.12598443,3.21554613,5.9984355,-1.57994258,-0.987342119,1.67134762,5.76627111,-1.60380363,0.288644344,1.18180895,2.86128926,4.09389257,11,0,1
0.01,4,1.52440989,-3.29890776,-2.23816442,-0.795810878,-1.34584105,0.423051566,5.42865086,-2.48278975,2.12607956,3.21604109,5.99834347,-1.58041036,-0.987119913,1.67143142,5.76632786,-1.60393178,0.288775802,1.18191457,2.86149883,4.09403563,11,0,1
0.01,5,1.52403259,-3.29902864,-2.23802376,-0.795887232,-1.34582329,0.423167229,5.42865038,-2.48286104,2.12616658,3.21650934,5.99824238,-1.58086193,-0.986916125,1.67148507,5.76638699,-1.60403073,0.288896114,1.18201828,2.86170888,4.09416342,11,0,1
0.01,6,1.52371752,-3.29918146,-2.23789501,-0.795899808,-1.34578407,0.423462391,5.42847061,-2.48313093,2.12627769,3.21703839,5.99819231,-1.58133864,-0.986667752,1.67162812,5.76645327,-1.60420525,0.289028764,1.18211842,2.86191344,4.09434748,11,0,1
0.01,7,1.52337301,-3.2993331,-2.23775887,-0.795934498,-1.34575486,0.423676282,5.42836237,-2.48331189,2.12638593,3.21752596,5.99813223,-1.58179843,-0.986457348,1.67171121,5.76653337,-1.60435355,0.289149255,1.18220758,2.86211443,4.09451723,11,0,1
0.01,8,1.52303946,-3.29948997,-2.23761988,-0.795967758,-1.34572256,0.423922956,5.42823124,-2.48352742,2.12648892,3.21805954,5.99806166,-1.58228457,-0.986205995,1.67183816,5.76659346,-1.60450172,0.289277136,1.18230689,2.86231375,4.09468555,11,0,1
0.01,9,1.5226891,-3.29961634,-2.23749137,-0.796028316,-1.34570217,0.424057096,5.4282074,-2.48362136,2.12658525,3.21850538,5.99798441,-1.58270812,-0.986027241,1.67188692,5.76666641,-1.60461175,0.28939423,1.18240345,2.86251473,4.09482145,11,0,1
0.01,10,1.52231491,-3.29974675,-2.23734331,-0.79608357,-1.34567511,0.424268991,5.42811489,-2.48379827,2.12667823,3.21903658,5.99788761,-1.58320677,-0.985768855,1.67200029,5.76671553,-1.6047529,0.289528549,1.18251288,2.86273766,4.09498167,11,0,1
0.01,11,1.52203012,-3.29998708,-2.237216,-0.796045959,-1.34564686,0.424615771,5.42785025,-2.48413944,2.12681174,3.21957874,5.99792528,-1.58368039,-0.985500097,1.67219257,5.7668128,-1.60499001,0.289655387,1.18257773,2.86291456,4.09523726,11,0,1
