tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.53295958,-3.28564,-2.22688723,-0.790067673,-1.35455859,0.38812834,5.44392347,-2.45747256,2.10694003,3.18733931,5.99650717,-1.5817126,-0.975800097,1.66982782,5.76810026,-1.60440803,0.285159111,1.18296897,2.87046528,4.10493231,13,0,1
0.01,1,1.53256917,-3.28578758,-2.22665048,-0.790146649,-1.3545332,0.388490379,5.44369411,-2.45771027,2.10704374,3.1879425,5.9963336,-1.58229816,-0.975582004,1.66995215,5.76815701,-1.60453987,0.285342723,1.1831218,2.87067556,4.10508871,13,0,1
0.01,2,1.53239405,-3.28580832,-2.22698998,-0.790214956,-1.35458553,0.387722224,5.44445992,-2.45731354,2.10713577,3.1879046,5.99662495,-1.58221018,-0.975379527,1.669801,5.76824236,-1.60462666,0.285213619,1.18301821,2.87089872,4.10516644,13,0,1
0.01,3,1.53190124,-3.28600073,-2.22654748,-0.790238619,-1.35450065,0.38844806,5.44392538,-2.45772672,2.1072216,3.18868589,5.99629927,-1.58299267,-0.975168109,1.67000902,5.7682929,-1.60476446,0.285497725,1.18324888,2.87109804,4.1053462,13,0,1
0.01,4,1.53154671,-3.28613019,-2.22642207,-0.790301144,-1.35447896,0.388579607,5.44390678,-2.45783162,2.10731912,3.18915796,5.99622154,-1.5834322,-0.974953473,1.67007923,5.76835155,-1.60488629,0.285614699,1.18334115,2.87130165,4.10548496,13,0,1
0.01,5,1.53113008,-3.28628922,-2.22613406,-0.790383518,-1.35444355,0.389050543,5.44358683,-2.45812941,2.10742497,3.18982315,5.99600792,-1.58407509,-0.974732578,1.67024028,5.76839685,-1.60502517,0.285836428,1.18352485,2.87151217,4.10564232,13,0,1
0.01,6,1.53081322,-3.28638649,-2.22613549,-0.79042685,-1.35443306,0.388917655,5.44380379,-2.45807123,2.10750937,3.19011617,5.99604368,-1.58433878,-0.974535167,1.67024601,5.76846552,-1.60513902,0.285886705,1.1835618,2.8717227,4.10576534,13,0,1
0.01,7,1.53044868,-3.28654337,-2.22592878,-0.790494144,-1.35440123,0.389223754,5.44363213,-2.45827127,2.10761309,3.19067836,5.99589777,-1.58487976,-0.974335551,1.6703372,5.76853418,-1.60524774,0.286037982,1.18368685,2.87190914,4.10590887,13,0,1
0.01,8,1.53010809,-3.28665161,-2.22585893,-0.790546715,-1.3543855,0.389249533,5.44370508,-2.45831013,2.1077044,3.19108772,5.99586105,-1.58525538,-0.974118412,1.67039418,5.76859093,-1.60537183,0.286138445,1.18376911,2.87212443,4.10603714,13,0,1
0.01,9,1.52966952,-3.28681493,-2.22554803,-0.790638864,-1.354352,0.389741778,5.44336176,-2.4586308,2.1078136,3.19178295,5.99563026,-1.58593202,-0.973887146,1.67054784,5.76864052,-1.60550427,0.286352158,1.18394804,2.87234235,4.10620928,13,0,1
