tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.52607882,-3.29054976,-2.23222756,-0.795250058,-1.34259188,0.40884763,5.44063139,-2.46226716,2.12190986,3.18698311,6.00349283,-1.56147444,-1.01324403,1.64787555,5.77571106,-1.59305441,0.281758636,1.17579997,2.85431504,4.08827829,13,0,1
0.01,1,1.52576351,-3.29069948,-2.23213744,-0.795344591,-1.34266448,0.409161568,5.44029999,-2.46249294,2.12172294,3.18726492,6.00352669,-1.56201172,-1.01285672,1.64806318,5.77571058,-1.59321725,0.281903595,1.17591643,2.85452271,4.08843231,13,0,1
0.01,2,1.52541173,-3.29082894,-2.23200512,-0.795400977,-1.34264159,0.409354687,5.44022512,-2.46264791,2.12182117,3.18780494,6.00341892,-1.56251836,-1.01261151,1.6481514,5.77576399,-1.59334588,0.282035112,1.17601943,2.85472536,4.08856964,13,0,1
0.01,3,1.52503753,-3.29096174,-2.23186541,-0.795476913,-1.34264302,0.409542173,5.44010496,-2.4627862,2.12185931,3.18823314,6.0033536,-1.56300426,-1.01237655,1.64821219,5.77582788,-1.59347916,0.282153875,1.17610848,2.85493422,4.08872461,13,0,1
0.01,4,1.52464771,-3.29107451,-2.23169446,-0.795506477,-1.34253764,0.409528732,5.44035864,-2.46275282,2.12216187,3.18880582,6.00320292,-1.56333673,-1.01231217,1.6482091,5.7759347,-1.59355283,0.282269299,1.17621267,2.85514379,4.08884668,13,0,1
0.01,5,1.52433729,-3.29121852,-2.23162842,-0.795606434,-1.34265006,0.409991235,5.43979979,-2.46315598,2.12195802,3.18924141,6.00318098,-1.56406486,-1.01184964,1.64840591,5.77592516,-1.59373403,0.282417089,1.17632687,2.85535812,4.08901167,13,0,1
0.01,6,1.52395225,-3.29134345,-2.23145103,-0.795655191,-1.34256828,0.410035878,5.43996716,-2.4631536,2.12215948,3.18972588,6.00307894,-1.56439579,-1.01173651,1.64843619,5.77601051,-1.59382117,0.28253442,1.17642879,2.85556245,4.08914042,13,0,1
0.01,7,1.52359366,-3.29147053,-2.2313118,-0.795704842,-1.34252334,0.410088122,5.44006062,-2.46316576,2.12230659,3.19017696,6.00299025,-1.56478035,-1.01157546,1.64848113,5.77608776,-1.59393561,0.282661229,1.17652869,2.85575962,4.08926582,13,0,1
0.01,8,1.52321029,-3.29158449,-2.23114157,-0.795733154,-1.34241867,0.410075396,5.44030237,-2.46314836,2.12264061,3.19076824,6.00282621,-1.56512022,-1.01155066,1.64843035,5.77621508,-1.59400403,0.282759607,1.1766113,2.85595655,4.08939314,13,0,1
0.01,9,1.52289069,-3.29172921,-2.23105931,-0.795826614,-1.34249854,0.410475373,5.43987274,-2.46347141,2.12246227,3.19115353,6.00282001,-1.56575274,-1.0111227,1.64862633,5.77620983,-1.59417927,0.282909423,1.17673051,2.85617208,4.0895505,13,0,1
0.01,10,1.5225054,-3.29185057,-2.23089314,-0.795876563,-1.34243321,0.410551071,5.43997478,-2.46351576,2.12264729,3.19166279,6.00270939,-1.56614733,-1.01097345,1.64866495,5.77628946,-1.59427643,0.283028394,1.17682827,2.85637927,4.08968782,13,0,1
