tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.78451669,-3.21682048,-2.34211469,-0.747902453,-1.32249939,0.399650961,5.49709368,-2.45651269,2.06519485,2.88187122,6.14467525,-1.27824223,-1.10910642,1.68975687,5.76221752,-1.59760559,0.289216965,1.17670465,2.78637862,4.05420256,12,1,1
0.01,1,1.79979944,-3.20970774,-2.3500092,-0.743290305,-1.32285285,0.397621006,5.50009537,-2.4535861,2.06076956,2.88647842,6.14625359,-1.28160477,-1.0954628,1.70713031,5.75411463,-1.60271907,0.295457751,1.18097496,2.78241277,4.04853106,12,1,1
0.01,2,1.79996741,-3.21018076,-2.35050416,-0.743503451,-1.3228687,0.39521271,5.50204897,-2.4513433,2.06147003,2.88056231,6.1478529,-1.27695227,-1.10133219,1.70170546,5.75721264,-1.59959686,0.293222845,1.18006003,2.78221345,4.04844379,12,1,1
0.01,3,1.79522145,-3.2138443,-2.34899998,-0.745149493,-1.32422674,0.387441546,5.50694656,-2.44399428,2.06268311,2.87211323,6.14979506,-1.27030206,-1.11014783,1.69403124,5.76082611,-1.59952962,0.291704714,1.17755175,2.78183937,4.04960251,12,1,1
0.01,4,1.79877591,-3.21076965,-2.35075259,-0.743760467,-1.32389653,0.390331596,5.50548172,-2.44649768,2.06148052,2.87849998,6.1490221,-1.27500165,-1.10264087,1.70197213,5.75703621,-1.60119081,0.294454366,1.180215,2.78214121,4.04824591,12,1,1
0.01,5,1.79685557,-3.21195579,-2.34959841,-0.744433939,-1.32366145,0.390996754,5.50494099,-2.44733787,2.06256723,2.87669563,6.14918232,-1.27317667,-1.10665107,1.69768703,5.75929928,-1.59935331,0.292731255,1.17924798,2.78267097,4.04928112,12,1,1
0.01,6,1.7881583,-3.21560001,-2.34409952,-0.746674061,-1.32253397,0.399083734,5.49844313,-2.45533276,2.064641,2.88581157,6.14493227,-1.28178,-1.10425043,1.69475698,5.7606678,-1.59908438,0.29127574,1.17826521,2.78562355,4.0528183,12,1,1
0.01,7,1.77968323,-3.21899843,-2.34037304,-0.749454618,-1.3223573,0.398435771,5.49836397,-2.45555878,2.06720328,2.87474489,6.14662457,-1.27310789,-1.11875308,1.67947817,5.76819944,-1.5931108,0.285757661,1.17550492,2.7888689,4.05667591,12,1,1
0.01,8,1.78146183,-3.21995068,-2.3414259,-0.749521732,-1.32282925,0.39344874,5.50239325,-2.45081401,2.06697869,2.86540914,6.1497283,-1.26496589,-1.12533236,1.67574954,5.77007914,-1.5925113,0.284691572,1.17400193,2.78719831,4.05644894,12,1,1
0.01,9,1.79959834,-3.2127459,-2.35116363,-0.744471192,-1.32405186,0.385032058,5.51043129,-2.44157839,2.06157422,2.86342669,6.1541872,-1.26206326,-1.11399376,1.69470048,5.76091242,-1.59991527,0.292653084,1.17814589,2.78117228,4.04944372,12,1,1
0.01,10,1.77697003,-3.22207117,-2.34013414,-0.750708044,-1.32360995,0.389115185,5.50487566,-2.44672394,2.06841159,2.86091328,6.15030336,-1.26249337,-1.13155305,1.66842198,5.77393198,-1.59032059,0.282564223,1.17267501,2.78825378,4.05754519,12,1,1
0.01,11,1.79468644,-3.21302032,-2.34805655,-0.744887412,-1.3230592,0.394215941,5.50337505,-2.45012069,2.06313157,2.88176799,6.14829445,-1.27737546,-1.10362744,1.69960213,5.75884771,-1.60039186,0.293658406,1.179986,2.78398776,4.05050278,12,1,1
0.01,12,1.79575777,-3.21191835,-2.34726906,-0.744612634,-1.3219651,0.401387453,5.49856997,-2.45709372,2.06314373,2.88931513,6.14634705,-1.28282762,-1.09831989,1.70382345,5.75671482,-1.60192072,0.294760227,1.18070579,2.7844727,4.05127239,12,1,1
0.01,13,1.78397155,-3.21670151,-2.34243774,-0.747568011,-1.32202566,0.401581556,5.49725866,-2.45766306,2.06546974,2.887115,6.14497423,-1.28365755,-1.10435605,1.69344997,5.76191711,-1.59916592,0.291665614,1.17919064,2.78855824,4.05489874,12,1,1
0.01,14,1.77696168,-3.22072721,-2.3400588,-0.750010729,-1.32305694,0.393604487,5.50256681,-2.45044708,2.06752634,2.87247276,6.14846087,-1.27123189,-1.12034571,1.67943537,5.76887608,-1.59393322,0.287024796,1.17631829,2.78975916,4.05691195,12,1,1
0.01,15,1.77986348,-3.21959591,-2.34102035,-0.749323785,-1.32261074,0.39613843,5.50094271,-2.45286202,2.06723881,2.87452459,6.14804745,-1.2733084,-1.1180557,1.68102229,5.76822472,-1.59496367,0.287531257,1.17635238,2.78911424,4.05678225,12,1,1
0.01,16,1.78055608,-3.22061658,-2.34235954,-0.749464631,-1.32377815,0.388271123,5.50650454,-2.44528008,2.06722164,2.86487174,6.15107441,-1.26564586,-1.12499571,1.6765008,5.77048492,-1.59452927,0.286846578,1.17511284,2.78775907,4.05620527,12,1,1
0.01,17,1.78555822,-3.2176435,-2.344069,-0.747780144,-1.32314897,0.392952055,5.50404787,-2.44934607,2.06576037,2.87496305,6.14956188,-1.27266681,-1.11416078,1.68791103,5.76498985,-1.59766209,0.290566385,1.17791581,2.78705168,4.05441475,12,1,1
0.01,18,1.76916766,-3.22505665,-2.33513951,-0.752284884,-1.32233083,0.399164677,5.49777079,-2.45605922,2.07067871,2.87819529,6.1452589,-1.27691793,-1.12305284,1.67175293,5.77283192,-1.59285474,0.284210593,1.17374301,2.79163885,4.06067181,12,1,1
0.01,19,1.77233362,-3.22381282,-2.33726645,-0.751208544,-1.322595,0.397330761,5.49957228,-2.45388675,2.06932569,2.87910485,6.1459074,-1.27803719,-1.11872554,1.67708814,5.77044916,-1.59521079,0.286648214,1.17518413,2.79072952,4.05901623,12,1,1
0.01,20,1.78358984,-3.21719313,-2.34292388,-0.747738004,-1.32239258,0.398088127,5.50037718,-2.45424867,2.06693959,2.88205338,6.14737082,-1.27846348,-1.11148608,1.68820834,5.76533556,-1.59642339,0.290328205,1.17898905,2.78912234,4.05529928,12,1,1
