tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.62827206,-2.82714581,-2.14780712,-0.721240401,-1.16587579,1.73049331,4.26689672,-3.83652043,1.59119093,4.11089134,5.50004339,-2.34649158,0.140391156,3.03601789,5.01663399,-1.89589298,0.627607465,1.70506775,3.2802279,4.13840055,16,0,1
0.01,1,1.58502972,-2.84188199,-2.13241243,-0.726736665,-1.16146457,1.75825751,4.24116993,-3.86603141,1.58296216,4.15495872,5.48115921,-2.39210153,0.161842853,3.06253934,5.01139641,-1.91793561,0.642804623,1.72386658,3.30964971,4.15211725,16,0,1
0.01,2,1.54136908,-2.85603333,-2.11719298,-0.73217845,-1.15705717,1.78615749,4.21485281,-3.89579868,1.57396007,4.19853497,5.46180916,-2.43759036,0.183170617,3.08936977,5.00577736,-1.94003606,0.657999277,1.7428751,3.3391881,4.16535664,16,0,1
0.01,3,1.49730194,-2.8695817,-2.1021595,-0.737562537,-1.15265799,1.81417632,4.18796492,-3.92580056,1.56418073,4.24158525,5.44201517,-2.48292637,0.204376042,3.11654782,4.99973965,-1.96222878,0.673205554,1.76211107,3.36885166,4.17810631,16,0,1
0.01,4,1.45283854,-2.88254237,-2.08732057,-0.742886126,-1.14826775,1.84230459,4.16050768,-3.95602775,1.55362546,4.28410387,5.42179537,-2.52810264,0.225434467,3.14405251,4.99328518,-1.98450577,0.68842113,1.78157508,3.39862967,4.19035101,16,0,1
0.01,5,1.40798521,-2.89490223,-2.07268333,-0.748147011,-1.14388955,1.87053013,4.13248825,-3.98646569,1.5422914,4.32606936,5.40115499,-2.57312727,0.246341065,3.17187524,4.98642445,-2.00687289,0.70363611,1.801265,3.42852902,4.20208454,16,0,1
0.01,6,1.36274517,-2.90667772,-2.05823088,-0.7533499,-1.13951385,1.89889538,4.10385704,-4.01714516,1.53015268,4.3674655,5.38011742,-2.61798477,0.26708141,3.20001173,4.97914982,-2.02931714,0.718838513,1.82116985,3.45853901,4.21330881,16,0,1
0.01,7,1.31717658,-2.91783857,-2.04399776,-0.758479238,-1.13514292,1.92739475,4.07461882,-4.04805803,1.51719725,4.40828753,5.3586998,-2.66265798,0.287664503,3.22851729,4.97141552,-2.05184245,0.734048784,1.84133494,3.48866439,4.22398853,16,0,1
0.01,8,1.27123952,-2.92839575,-2.0299747,-0.763540328,-1.13078785,1.95597768,4.04482269,-4.07915688,1.50345647,4.44848633,5.33693457,-2.70714307,0.308050454,3.25730252,4.96328163,-2.0744524,0.749234498,1.86171365,3.51891017,4.23414421,16,0,1
0.01,9,1.22499835,-2.93834329,-2.01617193,-0.768523932,-1.1264348,1.9847064,4.01439667,-4.11049032,1.48888385,4.48806906,5.31482697,-2.75143313,0.328256756,3.28643274,4.95469999,-2.09713626,0.76440388,1.88233602,3.54926157,4.24374723,16,0,1
0.01,10,1.17856991,-2.9476068,-2.00263739,-0.773358643,-1.12211406,2.01349545,3.98343015,-4.14203501,1.47355103,4.52692175,5.29253149,-2.79544044,0.348300666,3.31590557,4.94569016,-2.11987543,0.779529154,1.90317965,3.57971501,4.25282478,16,0,1
0.01,11,1.13210583,-2.95613527,-1.98939562,-0.777986825,-1.11781466,2.04242754,3.95183349,-4.17388773,1.45741796,4.5649929,5.27013636,-2.83910251,0.36825335,3.34584785,4.9361825,-2.14264703,0.794599354,1.92425632,3.61025262,4.26139259,16,0,1
0.01,12,1.08536315,-2.96408105,-1.97639203,-0.782534778,-1.11351895,2.07145929,3.91964865,-4.20590782,1.44047523,4.60239458,5.24746227,-2.8825357,0.387978643,3.37608838,4.92624235,-2.16549969,0.809639394,1.94556439,3.64088178,4.26939011,16,0,1
0.01,13,1.03832269,-2.9714272,-1.96362329,-0.787002981,-1.10923362,2.10056925,3.88688779,-4.23807383,1.42273211,4.6391077,5.22453165,-2.92573547,0.407460243,3.40660477,4.91587162,-2.18843079,0.824647248,1.96711421,3.67162323,4.27680779,16,0,1
0.01,14,0.991007805,-2.97817135,-1.95107436,-0.791389525,-1.10494113,2.12983704,3.85345793,-4.27044725,1.40413618,4.67511415,5.20136499,-2.9686954,0.426705867,3.43741989,4.90505981,-2.21142864,0.839605093,1.98889482,3.70247173,4.28365564,16,0,1
0.01,15,0.943446159,-2.98432064,-1.93877399,-0.795689225,-1.10064995,2.15921474,3.81941104,-4.30297709,1.38470352,4.71040487,5.17797184,-3.01140714,0.445711613,3.46855879,4.89376354,-2.23452353,0.85453546,2.01093745,3.73342085,4.28989697,16,0,1
0.01,16,0.895641685,-2.98986793,-1.92672873,-0.799904585,-1.09637165,2.18864489,3.78482151,-4.33559895,1.36448157,4.74495173,5.15440226,-3.05384803,0.46442762,3.49993014,4.88205481,-2.25767803,0.869410038,2.03321767,3.7644732,4.2955327,16,0,1
0.01,17,0.847621024,-2.99484897,-1.91492033,-0.804036081,-1.09209049,2.21820831,3.74957538,-4.36838341,1.34339988,4.77875471,5.13064098,-3.09604144,0.482887566,3.53159952,4.86988497,-2.28090572,0.884224057,2.0557251,3.79559779,4.30056524,16,0,1
0.01,18,0.799370587,-2.99921679,-1.90335381,-0.80808109,-1.08780539,2.24789977,3.71367764,-4.40131044,1.32146251,4.81178522,5.10673094,-3.13796592,0.501068056,3.56354761,4.85724592,-2.30420923,0.898987055,2.0784986,3.82683921,4.3049736,16,0,1
0.01,19,0.750964761,-3.00298047,-1.89205372,-0.812027335,-1.08351922,2.27771187,3.67714357,-4.43436575,1.298666,4.84402704,5.08268976,-3.17961431,0.518981814,3.59580708,4.84412289,-2.32758141,0.913688183,2.10153484,3.85817266,4.30874729,16,0,1
0.01,20,0.702309906,-3.00619149,-1.88098526,-0.815903902,-1.07923865,2.30760145,3.6400063,-4.46749926,1.27504015,4.87548018,5.05852413,-3.22098994,0.536577284,3.62828708,4.83054876,-2.35104203,0.928320527,2.12479687,3.88958764,4.31188965,16,0,1
0.01,21,0.653507471,-3.00879002,-1.8701762,-0.819681883,-1.07495058,2.33763289,3.60218453,-4.50076008,1.25053489,4.90610886,5.03426838,-3.26209545,0.55388087,3.66103244,4.81652308,-2.37455153,0.942872167,2.14832067,3.92110372,4.31438208,16,0,1
0.01,22,0.60454905,-3.01083279,-1.85962379,-0.823377728,-1.07067382,2.36770582,3.56381845,-4.53404284,1.22522664,4.93590927,5.00995588,-3.30289912,0.570853829,3.6939919,4.80204964,-2.39812565,0.957339466,2.1720717,3.9526794,4.3162241,16,0,1
0.01,23,0.555449665,-3.01227021,-1.84932029,-0.826977611,-1.06638217,2.39796305,3.52471066,-4.56746721,1.19899285,4.96485949,4.98559999,-3.3434031,0.587540329,3.72728372,4.78702974,-2.42177558,0.971734643,2.19611478,3.98436427,4.31739807,16,0,1
0.01,24,0.506210089,-3.01313758,-1.83928418,-0.830492616,-1.0620985,2.42826295,3.48504066,-4.60088825,1.17194903,4.99294853,4.96121311,-3.38362145,0.603876352,3.76074314,4.77159834,-2.44547796,0.986030996,2.22039366,4.01612329,4.31789303,16,0,1
0.01,25,0.456832379,-3.01345325,-1.82948804,-0.833925962,-1.05781066,2.45867944,3.4447093,-4.63436413,1.14403796,5.0201602,4.93683243,-3.42354059,0.61987406,3.79441309,4.75571108,-2.46923542,1.00021946,2.24490023,4.04794884,4.31772327,16,0,1
0.01,26,0.407365292,-3.01319337,-1.81995773,-0.837267697,-1.05352402,2.48917723,3.40376568,-4.66784859,1.11528087,5.04648066,4.91248369,-3.46314144,0.635529935,3.8283124,4.73933315,-2.49305344,1.01431262,2.26967382,4.07984972,4.31685638,16,0,1
0.01,27,0.357816607,-3.0123508,-1.81068575,-0.840512753,-1.04922819,2.51981735,3.36211801,-4.70138597,1.08561671,5.07188988,4.88815975,-3.50244594,0.650868654,3.86248851,4.72243071,-2.51694059,1.0283035,2.29472518,4.11183834,4.31528759,16,0,1
0.01,28,0.308162034,-3.01096869,-1.80166471,-0.843680501,-1.04493606,2.55051088,3.31988764,-4.73487759,1.05513382,5.09638548,4.86391401,-3.54143071,0.665827572,3.89681339,4.70508718,-2.54087472,1.04217672,2.32001376,4.14388609,4.31301165,16,0,1
0.01,29,0.258517087,-3.00900578,-1.79291153,-0.846736312,-1.04064083,2.58132339,3.27697849,-4.76838303,1.02377546,5.11992216,4.83978367,-3.58008933,0.680465817,3.93139076,4.68724489,-2.56485438,1.05592215,2.34555769,4.17599726,4.31004238,16,0,1
0.01,30,0.208909079,-3.00647736,-1.78442657,-0.849676132,-1.03635871,2.612185,3.2335062,-4.80183697,0.991645396,5.1424818,4.81587839,-3.61836696,0.694755554,3.9661386,4.66897583,-2.58883905,1.06951833,2.37132144,4.20815754,4.30640554,16,0,1
0.01,31,0.159281924,-3.00340509,-1.77620387,-0.852522612,-1.03206909,2.64315462,3.18936372,-4.83525372,0.958631158,5.16408062,4.79208803,-3.65632153,0.708701015,4.00114059,4.65014935,-2.61290169,1.0830003,2.3973701,4.24037838,4.30202866,16,0,1
0.01,32,0.109634243,-2.99979711,-1.76823449,-0.855284452,-1.02777195,2.67421603,3.14457631,-4.86859512,0.924762011,5.18470287,4.76844263,-3.6939683,0.722265899,4.03627872,4.6308918,-2.63699532,1.09633315,2.42365217,4.27265072,4.29692173,16,0,1
